"regulation","mean_YAF","mean_GFP","median_YAF","median_GFP","mean_log2FC_binding","median_log2FC_binding","sd_log2FC_binding","mean_log2FC_expr","median_log2FC_expr","sd_log2FC_expr","n"
"Downregulated",18.8126764541255,14.7539906127469,16.7335505769929,12.1007684073461,0.469486812388191,0.441171377992913,0.63473332678176,-1.8950982573657,-1.60023522274648,0.947141686883716,701
"Upregulated",22.8816320725301,28.0227161752294,21.0090067855883,23.4903200994854,-0.176104853903189,-0.220188279798011,0.618148925981611,2.86451893072524,2.19976413719656,1.80178884781532,795
