"gene_id","gene_name","log2FC_expr","regulation","YAF_1","YAF_2","YAF_3","GFP_1","GFP_2","GFP_3","YAF_avg","GFP_avg","log2FC_binding"
"ENSG00000004799","PDK4",1.45351966062814,"Upregulated",20.7805360243238,23.4148183635929,19.5465485425222,24.0959826203879,17.5887238204479,27.3954839769163,21.247300976813,23.0267301392507,-0.115507623694425
"ENSG00000005379","TSPOAP1",4.78493352573523,"Upregulated",12.7452109023448,37.6238268713156,34.2540989345286,43.7471496475397,30.8160547012,49.2395026337208,28.207712236063,41.2675689941535,-0.547305019999135
"ENSG00000006062","MAP3K14",1.33769266916796,"Upregulated",23.3988672724004,40.8968003765354,39.5742527745728,31.3035808105384,23.9589479200503,36.8823220203449,34.6233068078362,30.7149502503112,0.172273884706691
"ENSG00000007216","SLC13A2",5.2835875244014,"Upregulated",19.9877552115298,32.1492778359586,29.0094862225689,57.9023359464907,45.8109270647374,62.4348982273306,27.0488397566858,55.3827204128529,-1.03114798343181
"ENSG00000007314","SCN4A",6.76856683496698,"Upregulated",24.6463802301884,61.989738194566,51.0935531931374,90.1917821383867,45.3925153069444,92.9223317075367,45.9098905392973,76.1688763842893,-0.729150421528814
"ENSG00000010282","HHATL",4.5688603793278,"Upregulated",17.1843067425287,25.0891917596889,23.4458994081428,39.4841777928944,18.9291733305354,30.847464534492,21.9064659701202,29.7536052193073,-0.439977685917722
"ENSG00000012124","CD22",2.00324821505001,"Upregulated",48.7897288083106,44.2852587473534,47.7232718486147,53.5157949468507,25.6326199349413,59.2686577963939,46.9327531347596,46.139024226062,0.0245548318255745
"ENSG00000013588","GPRC5A",1.97567569194425,"Upregulated",19.8397568258293,30.3690537742765,32.4388631652067,15.4996183081107,10.9771162758271,19.349893135586,27.5492245884375,15.2755425731746,0.846601699946539
"ENSG00000019169","MARCO",6.37959499767615,"Upregulated",8.35606289425014,12.1456400342286,16.0468613287759,15.9387213434765,17.5855921921631,12.8681588856185,12.1828547524182,15.4641574737527,-0.341581574786275
"ENSG00000019582","CD74",1.33843323877075,"Upregulated",17.7986786504951,11.2801143365367,13.4935200409914,15.8240198577262,13.8892108233225,15.2443303668622,14.1907710093411,14.985853682637,-0.0781125842608316
"ENSG00000020633","RUNX3",2.82892607938884,"Upregulated",14.5883628226244,26.2897093801787,24.1545926421358,21.9698620108621,14.8627617760205,25.9104528772346,21.677554948313,20.9143588880391,0.0514665430886157
"ENSG00000042493","CAPG",3.61758297756571,"Upregulated",10.6072324639452,18.5028880121406,16.5749035009316,17.9912094584396,13.1337675166457,25.4252325338335,15.2283413256725,18.8500698363062,-0.306001573212137
"ENSG00000043462","LCP2",3.00863338111831,"Upregulated",26.2884966496092,21.1999196257085,18.9289652395923,18.7230882560549,23.5158529771587,20.4815768282464,22.1391271716367,20.90683935382,0.0822410537272165
"ENSG00000049089","COL9A2",1.12563194887955,"Upregulated",13.082502795472,21.7076144079829,20.0440741440035,30.2115341910881,29.1996222037487,21.1599689167121,18.2780637824862,26.8570417705163,-0.552677406030249
"ENSG00000055118","KCNH2",2.9619794476772,"Upregulated",17.0078922977447,31.5533241455647,30.1591079321347,96.2557100231449,47.0040091195139,87.6541699265049,26.240108125148,76.9712963563879,-1.54893238980103
"ENSG00000060566","CREB3L3",5.68520265856757,"Upregulated",14.0374642644836,25.4997594792005,23.4850876570946,47.6629248883989,31.5461779876241,41.1931889142691,21.0074371335929,40.1340972634307,-0.930667245967702
"ENSG00000061656","SPAG4",1.2486481990533,"Upregulated",7.53624061743418,13.2917150727966,11.4614621857066,17.4260038526236,18.3154954449697,14.3696822006194,10.7631392919791,16.7037271660709,-0.629340185150197
