gene_id,gene_name
ENSG00000076108.12,BAZ2A
ENSG00000214413.9,BBIP1
ENSG00000125124.14,BBS2
ENSG00000114439.19,BBX
ENSG00000187244.12,BCAM
ENSG00000132692.19,BCAN
ENSG00000229953.1,BCAN-AS2
ENSG00000142867.14,BCL10
ENSG00000153094.24,BCL2L11
ENSG00000116128.12,BCL9
ENSG00000186174.13,BCL9L
ENSG00000185963.14,BICD2
ENSG00000112624.13,BICRAL
ENSG00000197299.13,BLM
ENSG00000196072.12,BLOC1S2
ENSG00000189114.8,BLOC1S3
ENSG00000090013.11,BLVRB
ENSG00000104081.14,BMF
ENSG00000259409.1,BMF-AS1
ENSG00000164603.12,BMT2
ENSG00000172331.12,BPGM
ENSG00000101425.14,BPI
ENSG00000104331.9,BPNT2
ENSG00000235106.10,BRD3OS
ENSG00000156983.17,BRPF1
ENSG00000188909.5,BSX
ENSG00000064726.10,BTBD1
ENSG00000222009.9,BTBD19
ENSG00000174808.12,BTC
ENSG00000245904.6,BTG1-DT
ENSG00000233791.7,BTG2-DT
ENSG00000154473.18,BUB3
ENSG00000175573.7,C11orf68
ENSG00000173237.5,C11orf86
ENSG00000188277.10,C15orf62
ENSG00000155330.10,C16orf87
ENSG00000187624.9,C17orf97
ENSG00000214212.9,C19orf38
ENSG00000173918.15,C1QTNF1
ENSG00000282872.2,C1orf232
ENSG00000143443.10,C1orf56
ENSG00000258713.3,C20orf141
ENSG00000198547.10,C20orf203
ENSG00000124237.6,C20orf85
ENSG00000225556.2,C2CD4D
ENSG00000234614.1,C2CD4D-AS1
ENSG00000228486.11,C2orf92
ENSG00000167798.20,C3P1
ENSG00000154274.15,C4orf19
ENSG00000197405.8,C5AR1
ENSG00000197261.12,C6orf141
ENSG00000204542.3,C6orf15
ENSG00000164746.14,C7orf57
ENSG00000288596.2,C8orf44
ENSG00000288602.1,C8orf44-SGK3
ENSG00000241852.11,C8orf58
ENSG00000196366.3,C9orf163
ENSG00000167434.10,CA4
ENSG00000290746.1,CA5BP1
ENSG00000168748.14,CA7
ENSG00000136436.15,CALCOCO2
ENSG00000179218.15,CALR
ENSG00000148660.22,CAMK2G
ENSG00000163888.4,CAMK2N2
ENSG00000004660.15,CAMKK1
ENSG00000130559.19,CAMSAP1
ENSG00000238058.2,CAMSAP1-DT
ENSG00000171735.20,CAMTA1
ENSG00000237728.2,CAMTA1-AS2
ENSG00000237436.1,CAMTA1-DT
ENSG00000108509.21,CAMTA2
ENSG00000042493.16,CAPG
ENSG00000214711.10,CAPN14
ENSG00000103326.12,CAPN15
ENSG00000233263.1,CAPZA1P4
ENSG00000143318.13,CASQ1
ENSG00000239282.8,CASTOR1
ENSG00000121691.7,CAT
ENSG00000154222.15,CC2D1B
ENSG00000136710.10,CCDC115
ENSG00000169193.12,CCDC126
ENSG00000183401.12,CCDC159
ENSG00000280670.3,CCDC163
ENSG00000269720.3,CCDC194
ENSG00000186409.19,CCDC30
ENSG00000140481.15,CCDC33
ENSG00000104983.8,CCDC61
ENSG00000175602.4,CCDC85B
ENSG00000188549.13,CCDC9B
ENSG00000108691.10,CCL2
ENSG00000131142.14,CCL25
ENSG00000064205.11,CCN5
ENSG00000105173.14,CCNE1
ENSG00000175305.18,CCNE2
ENSG00000152669.9,CCNO
ENSG00000251307.1,CCNO-DT
ENSG00000126353.3,CCR7
ENSG00000146731.11,CCT6A
ENSG00000228409.9,CCT6P1
ENSG00000290860.1,CCT6P3
ENSG00000135624.17,CCT7
ENSG00000236137.1,CD101-AS1
ENSG00000012124.17,CD22
ENSG00000174807.4,CD248
ENSG00000167775.11,CD320
ENSG00000135404.12,CD63
ENSG00000129226.14,CD68
ENSG00000173762.8,CD7
ENSG00000019582.17,CD74
ENSG00000158825.6,CDA
ENSG00000004897.12,CDC27
ENSG00000149798.5,CDC42EP2
ENSG00000111665.12,CDCA3
ENSG00000166589.13,CDH16
ENSG00000223817.1,CDH23-AS1
ENSG00000179776.19,CDH5
ENSG00000074276.11,CDHR2
ENSG00000250506.9,CDK3
ENSG00000164885.13,CDK5
ENSG00000176749.9,CDK5R1
ENSG00000064309.16,CDON
ENSG00000101290.14,CDS2
ENSG00000239736.3,CEACAMP3
ENSG00000103888.17,CEMIP
ENSG00000174799.12,CEP135
ENSG00000103995.14,CEP152
ENSG00000231032.1,CEP19P1
ENSG00000126001.17,CEP250
ENSG00000224725.3,CEP57L1P1
ENSG00000130695.16,CEP85
ENSG00000121289.18,CEP89
ENSG00000172828.13,CES3
ENSG00000243649.10,CFB
ENSG00000106554.13,CHCHD3
ENSG00000170791.18,CHCHD7
ENSG00000124177.16,CHD6
ENSG00000177200.18,CHD9
ENSG00000133048.13,CHI3L1
ENSG00000064886.14,CHI3L2
ENSG00000109220.11,CHIC2
ENSG00000110721.12,CHKA
ENSG00000101421.4,CHMP4B
ENSG00000101204.18,CHRNA4
ENSG00000169684.13,CHRNA5
ENSG00000108556.10,CHRNE
ENSG00000175264.8,CHST1
ENSG00000136213.10,CHST12
ENSG00000169105.8,CHST14
ENSG00000159208.16,CIART
ENSG00000136425.14,CIB2
ENSG00000079432.9,CIC
ENSG00000173207.13,CKS1B
ENSG00000175505.11,CLCF1
ENSG00000188037.14,CLCN1
ENSG00000114859.16,CLCN2
ENSG00000011021.23,CLCN6
ENSG00000169504.15,CLIC4
ENSG00000176444.19,CLK2
ENSG00000092853.14,CLSPN
ENSG00000171603.18,CLSTN1
ENSG00000147003.7,CLTRN
ENSG00000125107.19,CNOT1
ENSG00000088038.20,CNOT3
ENSG00000184144.12,CNTN2
ENSG00000135775.14,COG2
ENSG00000049089.15,COL9A2
ENSG00000172301.11,COPRS
ENSG00000144524.18,COPS7B
ENSG00000111481.10,COPZ1
ENSG00000251552.1,COQ10BP2
ENSG00000178449.9,COX14
ENSG00000236041.1,COX6CP18
ENSG00000106034.18,CPED1
ENSG00000140848.17,CPNE2
ENSG00000260148.1,CPNE2-DT
ENSG00000182158.16,CREB3L2
ENSG00000060566.14,CREB3L3
ENSG00000146215.14,CRIP3
ENSG00000167193.8,CRK
ENSG00000245694.12,CRNDE
ENSG00000160741.17,CRTC2
ENSG00000259736.1,CRTC3-AS1
ENSG00000291087.1,CRYBB2P1
ENSG00000176092.17,CRYBG2
ENSG00000139631.20,CSAD
ENSG00000108342.13,CSF3
ENSG00000204414.14,CSHL1
ENSG00000213923.13,CSNK1E
ENSG00000204435.15,CSNK2B
ENSG00000101441.5,CST4
ENSG00000102974.16,CTCF
ENSG00000175215.11,CTDSP2
ENSG00000259595.1,CTDSPL2-DT
ENSG00000116761.12,CTH
ENSG00000134030.14,CTIF
ENSG00000196188.12,CTSE
ENSG00000103811.18,CTSH
ENSG00000251032.1,CUL1P1
ENSG00000169429.12,CXCL8
ENSG00000172215.6,CXCR6
ENSG00000103018.18,CYB5B
ENSG00000159348.13,CYB5R1
ENSG00000179091.5,CYC1
ENSG00000161544.10,CYGB
ENSG00000083799.18,CYLD
ENSG00000148795.7,CYP17A1
ENSG00000186529.16,CYP4F3
ENSG00000120306.11,CYSTM1
ENSG00000105443.17,CYTH2
ENSG00000100592.16,DAAM1
ENSG00000197380.11,DACT3
ENSG00000226950.8,DANCR
ENSG00000136485.16,DCAF7
ENSG00000172992.13,DCAKD
ENSG00000164935.6,DCSTAMP
ENSG00000175203.17,DCTN2
ENSG00000109184.15,DCUN1D4
ENSG00000130311.11,DDA1
ENSG00000203797.12,DDO
ENSG00000244038.11,DDOST
ENSG00000119522.18,DENND1A
ENSG00000175984.15,DENND2C
ENSG00000024526.17,DEPDC1
ENSG00000155792.10,DEPTOR
ENSG00000121644.19,DESI2
ENSG00000169598.17,DFFB
ENSG00000278535.5,DHRS11
ENSG00000167536.14,DHRS13
ENSG00000162496.9,DHRS3
ENSG00000067596.12,DHX8
ENSG00000285244.1,DINOL
ENSG00000165716.11,DIPK1B
ENSG00000140323.6,DISP2
ENSG00000132535.22,DLG4
ENSG00000080845.19,DLGAP4
ENSG00000064195.7,DLX3
ENSG00000231764.11,DLX6-AS1
ENSG00000161249.21,DMKN
ENSG00000249494.6,DMXL1-DT
ENSG00000167646.14,DNAAF3
ENSG00000187775.17,DNAH17
ENSG00000183914.15,DNAH2
ENSG00000007174.18,DNAH9
ENSG00000104129.10,DNAJC17
ENSG00000101152.12,DNAJC5
ENSG00000163687.14,DNASE1L3
ENSG00000079805.19,DNM2
ENSG00000147251.16,DOCK11
ENSG00000125170.11,DOK4
ENSG00000101134.12,DOK5
ENSG00000142197.13,DOP1B
ENSG00000205683.12,DPF3
ENSG00000233838.5,DPH3P1
ENSG00000175550.8,DRAP1
ENSG00000171962.18,DRC3
ENSG00000159625.15,DRC7
ENSG00000177103.15,DSCAML1
ENSG00000276023.5,DUSP14
ENSG00000164086.10,DUSP7
ENSG00000004975.12,DVL2
ENSG00000158560.14,DYNC1I1
ENSG00000246777.1,DYNC1LI2-DT
ENSG00000264364.3,DYNLL2
ENSG00000188396.4,DYNLT4
ENSG00000007968.7,E2F2
ENSG00000112242.16,E2F3
ENSG00000117298.16,ECE1
ENSG00000234817.2,ECI2-DT
ENSG00000143369.15,ECM1
ENSG00000116406.20,EDEM3
ENSG00000127129.10,EDN2
ENSG00000270775.1,EEF1A1P18
ENSG00000118894.15,EEF2KMT
ENSG00000122547.11,EEPD1
ENSG00000143590.14,EFNA3
ENSG00000108883.13,EFTUD2
ENSG00000249071.2,EGFLAM-AS3
ENSG00000146648.21,EGFR
ENSG00000269858.6,EGLN2
ENSG00000110047.18,EHD1
ENSG00000013016.16,EHD3
ENSG00000103966.11,EHD4
ENSG00000259883.2,EHD4-AS1
ENSG00000172071.15,EIF2AK3
ENSG00000145191.15,EIF2B5
ENSG00000104408.11,EIF3E
ENSG00000130811.12,EIF3G
ENSG00000104131.13,EIF3J
ENSG00000179523.7,EIF3J-DT
ENSG00000161960.16,EIF4A1
ENSG00000175766.13,EIF4E1B
ENSG00000163577.8,EIF5A2
ENSG00000006744.19,ELAC2
ENSG00000197561.7,ELANE
ENSG00000234678.2,ELF3-AS1
ENSG00000154582.18,ELOC
ENSG00000119915.5,ELOVL3
ENSG00000104412.8,EMC2
ENSG00000127774.7,EMC6
ENSG00000100908.14,EMC9
ENSG00000149499.12,EML3
ENSG00000214595.13,EML6
ENSG00000171617.15,ENC1
ENSG00000167280.17,ENGASE
ENSG00000151023.17,ENKUR
ENSG00000108515.18,ENO3
ENSG00000143420.19,ENSA
ENSG00000176868.3,ENSG00000176868
ENSG00000177418.2,ENSG00000177418
ENSG00000198106.8,ENSG00000198106
ENSG00000204584.1,ENSG00000204584
ENSG00000204876.5,ENSG00000204876
ENSG00000205300.3,ENSG00000205300
ENSG00000206249.3,ENSG00000206249
ENSG00000213062.5,ENSG00000213062
ENSG00000213209.2,ENSG00000213209
ENSG00000213791.4,ENSG00000213791
ENSG00000213994.3,ENSG00000213994
ENSG00000214650.3,ENSG00000214650
ENSG00000216775.5,ENSG00000216775
ENSG00000222000.7,ENSG00000222000
ENSG00000223462.2,ENSG00000223462
ENSG00000223716.2,ENSG00000223716
ENSG00000223837.2,ENSG00000223837
ENSG00000224260.6,ENSG00000224260
ENSG00000224486.1,ENSG00000224486
ENSG00000224579.1,ENSG00000224579
ENSG00000224738.2,ENSG00000224738
ENSG00000224794.2,ENSG00000224794
ENSG00000224865.8,ENSG00000224865
ENSG00000225214.1,ENSG00000225214
ENSG00000225528.4,ENSG00000225528
ENSG00000225676.2,ENSG00000225676
ENSG00000225720.8,ENSG00000225720
ENSG00000226115.1,ENSG00000226115
ENSG00000226172.2,ENSG00000226172
ENSG00000226465.5,ENSG00000226465
ENSG00000226527.2,ENSG00000226527
ENSG00000226594.1,ENSG00000226594
ENSG00000226945.1,ENSG00000226945
ENSG00000226973.1,ENSG00000226973
ENSG00000227050.1,ENSG00000227050
ENSG00000227189.2,ENSG00000227189
ENSG00000227297.1,ENSG00000227297
ENSG00000227496.3,ENSG00000227496
ENSG00000227527.2,ENSG00000227527
ENSG00000227598.1,ENSG00000227598
ENSG00000228037.1,ENSG00000228037
ENSG00000228176.1,ENSG00000228176
ENSG00000228539.1,ENSG00000228539
ENSG00000228950.1,ENSG00000228950
ENSG00000229021.2,ENSG00000229021
ENSG00000229188.2,ENSG00000229188
ENSG00000229543.1,ENSG00000229543
ENSG00000229559.2,ENSG00000229559
ENSG00000229607.1,ENSG00000229607
ENSG00000229964.1,ENSG00000229964
ENSG00000230479.1,ENSG00000230479
ENSG00000230607.3,ENSG00000230607
ENSG00000230615.8,ENSG00000230615
ENSG00000230773.9,ENSG00000230773
ENSG00000231149.2,ENSG00000231149
ENSG00000231394.1,ENSG00000231394
ENSG00000232140.2,ENSG00000232140
ENSG00000232355.2,ENSG00000232355
ENSG00000232536.1,ENSG00000232536
ENSG00000233078.1,ENSG00000233078
ENSG00000233191.2,ENSG00000233191
ENSG00000233760.3,ENSG00000233760
ENSG00000234457.1,ENSG00000234457
ENSG00000234542.1,ENSG00000234542
ENSG00000234775.2,ENSG00000234775
ENSG00000234936.1,ENSG00000234936
ENSG00000235035.1,ENSG00000235035
ENSG00000235077.1,ENSG00000235077
ENSG00000235119.1,ENSG00000235119
ENSG00000235386.1,ENSG00000235386
ENSG00000235480.1,ENSG00000235480
ENSG00000235563.1,ENSG00000235563
ENSG00000235979.9,ENSG00000235979
ENSG00000236209.1,ENSG00000236209
ENSG00000236393.2,ENSG00000236393
ENSG00000236512.1,ENSG00000236512
ENSG00000236687.1,ENSG00000236687
ENSG00000237371.1,ENSG00000237371
ENSG00000237390.1,ENSG00000237390
ENSG00000237422.3,ENSG00000237422
ENSG00000237707.1,ENSG00000237707
ENSG00000237813.4,ENSG00000237813
ENSG00000238007.1,ENSG00000238007
ENSG00000239137.1,ENSG00000239137
ENSG00000239216.1,ENSG00000239216
ENSG00000239985.2,ENSG00000239985
ENSG00000240440.1,ENSG00000240440
ENSG00000240687.4,ENSG00000240687
ENSG00000241475.1,ENSG00000241475
ENSG00000241690.3,ENSG00000241690
ENSG00000242162.1,ENSG00000242162
ENSG00000242327.1,ENSG00000242327
ENSG00000242407.1,ENSG00000242407
ENSG00000243018.1,ENSG00000243018
ENSG00000243230.1,ENSG00000243230
ENSG00000243384.1,ENSG00000243384
ENSG00000244176.1,ENSG00000244176
ENSG00000244459.4,ENSG00000244459
ENSG00000244619.2,ENSG00000244619
ENSG00000244953.1,ENSG00000244953
ENSG00000247033.1,ENSG00000247033
ENSG00000247372.2,ENSG00000247372
ENSG00000248101.2,ENSG00000248101
ENSG00000248172.1,ENSG00000248172
ENSG00000248607.1,ENSG00000248607
ENSG00000248787.2,ENSG00000248787
ENSG00000249007.1,ENSG00000249007
ENSG00000249086.1,ENSG00000249086
ENSG00000249743.8,ENSG00000249743
ENSG00000250066.1,ENSG00000250066
ENSG00000250192.1,ENSG00000250192
ENSG00000250264.1,ENSG00000250264
ENSG00000250274.2,ENSG00000250274
ENSG00000250286.2,ENSG00000250286
ENSG00000250815.1,ENSG00000250815
ENSG00000251010.1,ENSG00000251010
ENSG00000251034.2,ENSG00000251034
ENSG00000251161.4,ENSG00000251161
ENSG00000251537.4,ENSG00000251537
ENSG00000251665.1,ENSG00000251665
ENSG00000251867.4,ENSG00000251867
ENSG00000252722.1,ENSG00000252722
ENSG00000253067.1,ENSG00000253067
ENSG00000253196.3,ENSG00000253196
ENSG00000253339.4,ENSG00000253339
ENSG00000253389.2,ENSG00000253389
ENSG00000253445.1,ENSG00000253445
ENSG00000253730.1,ENSG00000253730
ENSG00000253865.1,ENSG00000253865
ENSG00000253871.2,ENSG00000253871
ENSG00000253872.1,ENSG00000253872
ENSG00000253917.4,ENSG00000253917
ENSG00000254021.1,ENSG00000254021
ENSG00000254197.1,ENSG00000254197
ENSG00000254249.1,ENSG00000254249
ENSG00000254255.1,ENSG00000254255
ENSG00000254325.2,ENSG00000254325
ENSG00000254372.1,ENSG00000254372
ENSG00000254477.2,ENSG00000254477
ENSG00000254497.1,ENSG00000254497
ENSG00000254568.1,ENSG00000254568
ENSG00000254690.1,ENSG00000254690
ENSG00000254821.1,ENSG00000254821
ENSG00000254844.4,ENSG00000254844
ENSG00000254919.1,ENSG00000254919
ENSG00000255146.1,ENSG00000255146
ENSG00000255306.1,ENSG00000255306
ENSG00000255317.1,ENSG00000255317
ENSG00000255384.1,ENSG00000255384
ENSG00000255491.4,ENSG00000255491
ENSG00000255508.7,ENSG00000255508
ENSG00000255557.1,ENSG00000255557
ENSG00000255558.1,ENSG00000255558
ENSG00000255599.1,ENSG00000255599
ENSG00000255872.3,ENSG00000255872
ENSG00000255968.1,ENSG00000255968
ENSG00000256196.2,ENSG00000256196
ENSG00000256258.1,ENSG00000256258
ENSG00000256443.1,ENSG00000256443
ENSG00000256514.1,ENSG00000256514
ENSG00000256646.8,ENSG00000256646
ENSG00000257327.1,ENSG00000257327
ENSG00000258082.2,ENSG00000258082
ENSG00000258677.2,ENSG00000258677
ENSG00000258851.1,ENSG00000258851
ENSG00000259182.5,ENSG00000259182
ENSG00000259239.1,ENSG00000259239
ENSG00000259265.1,ENSG00000259265
ENSG00000259283.2,ENSG00000259283
ENSG00000259519.1,ENSG00000259519
ENSG00000259529.2,ENSG00000259529
ENSG00000259645.1,ENSG00000259645
ENSG00000259672.3,ENSG00000259672
ENSG00000259676.1,ENSG00000259676
ENSG00000259704.3,ENSG00000259704
ENSG00000259727.1,ENSG00000259727
ENSG00000259814.1,ENSG00000259814
ENSG00000259827.1,ENSG00000259827
ENSG00000259840.1,ENSG00000259840
ENSG00000260015.1,ENSG00000260015
ENSG00000260100.1,ENSG00000260100
ENSG00000260267.1,ENSG00000260267
ENSG00000260430.2,ENSG00000260430
ENSG00000260500.1,ENSG00000260500
ENSG00000260604.3,ENSG00000260604
ENSG00000260650.1,ENSG00000260650
ENSG00000260755.1,ENSG00000260755
ENSG00000260814.2,ENSG00000260814
ENSG00000260823.1,ENSG00000260823
ENSG00000260850.4,ENSG00000260850
ENSG00000260862.1,ENSG00000260862
ENSG00000260877.3,ENSG00000260877
ENSG00000260899.1,ENSG00000260899
ENSG00000261000.1,ENSG00000261000
ENSG00000261025.1,ENSG00000261025
ENSG00000261071.2,ENSG00000261071
ENSG00000261117.1,ENSG00000261117
ENSG00000261211.2,ENSG00000261211
ENSG00000261242.1,ENSG00000261242
ENSG00000261305.2,ENSG00000261305
ENSG00000261329.7,ENSG00000261329
ENSG00000261335.1,ENSG00000261335
ENSG00000261347.1,ENSG00000261347
ENSG00000261407.2,ENSG00000261407
ENSG00000261543.1,ENSG00000261543
ENSG00000261633.1,ENSG00000261633
ENSG00000261687.1,ENSG00000261687
ENSG00000261717.5,ENSG00000261717
ENSG00000261779.1,ENSG00000261779
ENSG00000261813.2,ENSG00000261813
ENSG00000261821.2,ENSG00000261821
ENSG00000261884.2,ENSG00000261884
ENSG00000261976.2,ENSG00000261976
ENSG00000262231.2,ENSG00000262231
ENSG00000262343.1,ENSG00000262343
ENSG00000262429.1,ENSG00000262429
ENSG00000262777.1,ENSG00000262777
ENSG00000262879.7,ENSG00000262879
ENSG00000262884.1,ENSG00000262884
ENSG00000263020.6,ENSG00000263020
ENSG00000263089.1,ENSG00000263089
ENSG00000263096.1,ENSG00000263096
ENSG00000263154.1,ENSG00000263154
ENSG00000263165.1,ENSG00000263165
ENSG00000263370.1,ENSG00000263370
ENSG00000263613.1,ENSG00000263613
ENSG00000263657.1,ENSG00000263657
ENSG00000263674.1,ENSG00000263674
ENSG00000263682.1,ENSG00000263682
ENSG00000263809.1,ENSG00000263809
ENSG00000264019.1,ENSG00000264019
ENSG00000264023.1,ENSG00000264023
ENSG00000264058.2,ENSG00000264058
ENSG00000264187.1,ENSG00000264187
ENSG00000264243.1,ENSG00000264243
ENSG00000264668.2,ENSG00000264668
ENSG00000264739.1,ENSG00000264739
ENSG00000264769.1,ENSG00000264769
ENSG00000264772.6,ENSG00000264772
ENSG00000264829.1,ENSG00000264829
ENSG00000264914.1,ENSG00000264914
ENSG00000265041.1,ENSG00000265041
ENSG00000265246.1,ENSG00000265246
ENSG00000265282.1,ENSG00000265282
ENSG00000265342.1,ENSG00000265342
ENSG00000265494.1,ENSG00000265494
ENSG00000265784.1,ENSG00000265784
ENSG00000265798.7,ENSG00000265798
ENSG00000265845.2,ENSG00000265845
ENSG00000265967.1,ENSG00000265967
ENSG00000266088.6,ENSG00000266088
ENSG00000266102.1,ENSG00000266102
ENSG00000266120.1,ENSG00000266120
ENSG00000266155.2,ENSG00000266155
ENSG00000266313.2,ENSG00000266313
ENSG00000266498.1,ENSG00000266498
ENSG00000266527.1,ENSG00000266527
ENSG00000266642.2,ENSG00000266642
ENSG00000266651.1,ENSG00000266651
ENSG00000266877.1,ENSG00000266877
ENSG00000267011.5,ENSG00000267011
ENSG00000267016.1,ENSG00000267016
ENSG00000267054.1,ENSG00000267054
ENSG00000267070.1,ENSG00000267070
ENSG00000267073.1,ENSG00000267073
ENSG00000267078.1,ENSG00000267078
ENSG00000267095.1,ENSG00000267095
ENSG00000267174.7,ENSG00000267174
ENSG00000267179.1,ENSG00000267179
ENSG00000267277.2,ENSG00000267277
ENSG00000267282.1,ENSG00000267282
ENSG00000267288.2,ENSG00000267288
ENSG00000267314.1,ENSG00000267314
ENSG00000267385.1,ENSG00000267385
ENSG00000267443.2,ENSG00000267443
ENSG00000267506.7,ENSG00000267506
ENSG00000267529.3,ENSG00000267529
ENSG00000267571.1,ENSG00000267571
ENSG00000267582.1,ENSG00000267582
ENSG00000267694.1,ENSG00000267694
ENSG00000267698.2,ENSG00000267698
ENSG00000267737.1,ENSG00000267737
ENSG00000267740.5,ENSG00000267740
ENSG00000267749.1,ENSG00000267749
ENSG00000267764.1,ENSG00000267764
ENSG00000267788.1,ENSG00000267788
ENSG00000267952.1,ENSG00000267952
ENSG00000268093.1,ENSG00000268093
ENSG00000268120.1,ENSG00000268120
ENSG00000268199.2,ENSG00000268199
ENSG00000268205.1,ENSG00000268205
ENSG00000268649.5,ENSG00000268649
ENSG00000268650.3,ENSG00000268650
ENSG00000268655.3,ENSG00000268655
ENSG00000268790.5,ENSG00000268790
ENSG00000269292.1,ENSG00000269292
ENSG00000269387.1,ENSG00000269387
ENSG00000269400.1,ENSG00000269400
ENSG00000269694.1,ENSG00000269694
ENSG00000270035.1,ENSG00000270035
ENSG00000270094.1,ENSG00000270094
ENSG00000270115.1,ENSG00000270115
ENSG00000270302.1,ENSG00000270302
ENSG00000270504.1,ENSG00000270504
ENSG00000270792.6,ENSG00000270792
ENSG00000271128.1,ENSG00000271128
ENSG00000271234.1,ENSG00000271234
ENSG00000271419.1,ENSG00000271419
ENSG00000271717.1,ENSG00000271717
ENSG00000271792.1,ENSG00000271792
ENSG00000271806.1,ENSG00000271806
ENSG00000272346.2,ENSG00000272346
ENSG00000272368.2,ENSG00000272368
ENSG00000272386.1,ENSG00000272386
ENSG00000272432.1,ENSG00000272432
