baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id,gene_symbol,ensembl_id
7191.25004884947,-3.49614077901689,0.469050173413637,-7.45366056166827,9.07853919313389e-14,2.7380992880206797e-12,ENSG00000179869.15,ABCA13,ENSG00000179869.15
7208.29195975322,-1.8746473777993,0.172502895613022,-10.8673386098094,1.64942180445837e-27,1.26066367149866e-25,ENSG00000143322.22,ABL2,ENSG00000143322.22
3284.61811556123,-1.77574587975789,0.168526617706664,-10.5368867180895,5.84002760418666e-26,4.08315263326051e-24,ENSG00000162836.12,ACP6,ENSG00000162836.12
18792.1720956137,-1.99169981803428,0.142108548092167,-14.0153414046741,1.25592856898676e-44,2.2397999542374498e-42,ENSG00000135074.16,ADAM19,ENSG00000135074.16
5762.64761838776,-2.46966264688602,0.158215210440035,-15.6095146605518,6.2712224325448295e-55,1.74066501744229e-52,ENSG00000166106.4,ADAMTS15,ENSG00000166106.4
512.446330524316,-2.16643711098135,0.215435426919349,-10.0560856770896,8.63641760133908e-24,5.2960463815786295e-22,ENSG00000049192.15,ADAMTS6,ENSG00000049192.15
1584.07698566685,-2.76721636500713,0.263071915259996,-10.5188589297808,7.072489799001519e-26,4.91691211713635e-24,ENSG00000178031.18,ADAMTSL1,ENSG00000178031.18
48.2220941447602,-1.89278324971007,0.480718921452692,-3.93740118235878,8.23688341970319e-05,0.0006970948838188,ENSG00000135298.15,ADGRB3,ENSG00000135298.15
5967.43375253211,-1.54072473617677,0.129400203289045,-11.9066639542691,1.09261799081852e-32,1.0698961737150299e-30,ENSG00000164199.18,ADGRV1,ENSG00000164199.18
2271.9596038702,-4.08867342869176,0.171012308816755,-23.9086499502962,2.48973681560042e-126,6.12740828564701e-123,ENSG00000151320.11,AKAP6,ENSG00000151320.11
13.8954170028407,-2.3148651586872,0.727676597518485,-3.18117301914247,0.001466799994452,0.008781769152642,ENSG00000128918.15,ALDH1A2,ENSG00000128918.15
256.412036125578,-1.94836631871428,0.23367611416427,-8.33789249569861,7.5626280505195e-17,2.87816471250493e-15,ENSG00000154188.10,ANGPT1,ENSG00000154188.10
555.147507994125,-1.58679754265233,0.210961745959918,-7.52173118131954,5.4055640627977e-14,1.66293169118533e-12,ENSG00000145362.21,ANK2,ENSG00000145362.21
1020.79506953738,-2.00677120708192,0.235292444872611,-8.52883826409469,1.47824688748427e-17,5.96403957359228e-16,ENSG00000151150.22,ANK3,ENSG00000151150.22
349.396288351333,-2.16197507257609,0.195878014947905,-11.0373544123933,2.52354094028388e-28,1.99057772118632e-26,ENSG00000185046.20,ANKS1B,ENSG00000185046.20
44.7583243022115,-2.66369540431111,0.422740195399936,-6.30102231416888,2.95688816734612e-10,6.184503319305921e-09,ENSG00000134343.14,ANO3,ENSG00000134343.14
23.1406053342887,-2.89688354675029,0.574192075815447,-5.0451472055518,4.53172335479147e-07,5.98758408609455e-06,ENSG00000104537.17,ANXA13,ENSG00000104537.17
2387.07237814272,-1.5771885316893,0.145360759149636,-10.8501671353114,1.99061015209348e-27,1.5120445344584901e-25,ENSG00000182287.15,AP1S2,ENSG00000182287.15
9358.68386314487,-1.93688647446546,0.204557913989631,-9.46864600195148,2.83494471645978e-21,1.50366119472456e-19,ENSG00000134982.17,APC,ENSG00000134982.17
12.520334072786,-4.17202996176248,0.915867515303953,-4.55527670983929,5.23166631958554e-06,5.72413141238351e-05,ENSG00000138639.18,ARHGAP24,ENSG00000138639.18
4498.15573554268,-1.58027021296099,0.245233865314309,-6.4439314322906,1.1641769655577e-10,2.56730925092759e-09,ENSG00000136002.20,ARHGEF4,ENSG00000136002.20
17909.5556338439,-3.59196704511392,0.249598704363324,-14.3909683116197,5.89645365896458e-47,1.16402932232266e-44,ENSG00000150347.17,ARID5B,ENSG00000150347.17
43.2598200197543,-2.8515448547944,0.434180121904585,-6.56765409315779,5.1114107098165495e-11,1.17273360946916e-09,ENSG00000118322.14,ATP10B,ENSG00000118322.14
852.650755077764,-1.84006768661601,0.161250173380824,-11.4112602054097,3.6736794503530595e-30,3.14657889998221e-28,ENSG00000138696.11,BMPR1B,ENSG00000138696.11
5328.5110480974,-2.00583642749097,0.177619137264981,-11.2929071629177,1.42252317405844e-29,1.17744093034846e-27,ENSG00000132640.15,BTBD3,ENSG00000132640.15
512.344837465304,-1.71582420306134,0.273592035538341,-6.27146985359112,3.57655553359589e-10,7.405054631420411e-09,ENSG00000153956.17,CACNA2D1,ENSG00000153956.17
5360.24522781201,-1.58675369562854,0.146185155664683,-10.8544105481422,1.90028869305191e-27,1.4464135544887501e-25,ENSG00000145349.20,CAMK2D,ENSG00000145349.20
5470.10566720082,-1.52425712287707,0.205723747745032,-7.40924244082016,1.27022908719256e-13,3.778547702079e-12,ENSG00000163171.8,CDC42EP3,ENSG00000163171.8
4933.04478042233,-1.74028349248674,0.180899040587402,-9.62019194151509,6.57084346056322e-22,3.6096615653296403e-20,ENSG00000170558.10,CDH2,ENSG00000170558.10
747.764268802634,-3.52361227165955,0.228544657975363,-15.4176094198596,1.24633165080049e-53,3.19510966812159e-51,ENSG00000113361.13,CDH6,ENSG00000113361.13
13.7393700852181,-2.45222494475432,0.652340413720641,-3.75911854175643,0.0001705130387034,0.0013371258091114,ENSG00000150394.14,CDH8,ENSG00000150394.14
596.287251345798,-1.90867941063497,0.220031217057206,-8.67458461650345,4.15062719968164e-18,1.74913874090694e-16,ENSG00000128965.13,CHAC1,ENSG00000128965.13
2914.12427778728,-2.61895644194789,0.175079474062442,-14.9586720886187,1.36727073994802e-50,3.0406124479470596e-48,ENSG00000128656.15,CHN1,ENSG00000128656.15
27.4940856858176,-2.52338741377543,0.504154147050202,-5.00519023504959,5.58068893446312e-07,7.28231575484767e-06,ENSG00000125931.11,CITED1,ENSG00000125931.11
6946.67865856921,-1.95289441751072,0.192631664625883,-10.1379719751865,3.74799633921322e-24,2.34908374971808e-22,ENSG00000060718.22,COL11A1,ENSG00000060718.22
11027.7883479263,-2.09740767983612,0.267931517143935,-7.82814840968999,4.9510729470748506e-15,1.65406161913317e-13,ENSG00000187955.13,COL14A1,ENSG00000187955.13
600.6100873031,-2.6358555684166,0.208779856090188,-12.6250473478532,1.5364900714802798e-36,1.9033915261330898e-34,ENSG00000144810.16,COL8A1,ENSG00000144810.16
675.21286716588,-1.53765996065825,0.173706041221401,-8.85208107816119,8.5902258151197e-19,3.79780570288573e-17,ENSG00000198756.12,COLGALT2,ENSG00000198756.12
125.380438167043,-2.98018614138298,0.270385313772293,-11.0219970892826,2.99342945738886e-28,2.35619278995666e-26,ENSG00000106034.18,CPED1,ENSG00000106034.18
1858.66096846056,-1.79673554056949,0.211150359881775,-8.50927055760408,1.75030981510122e-17,7.030950721901701e-16,ENSG00000146592.17,CREB5,ENSG00000146592.17
1215.34135964779,-2.04083778489358,0.273613563746184,-7.45883265782377,8.729238861673841e-14,2.6413818181766498e-12,ENSG00000169862.21,CTNND2,ENSG00000169862.21
641.030061644133,-4.41719217334265,0.554984227780998,-7.95913100270251,1.7325173220769302e-15,5.994152714319761e-14,ENSG00000169429.12,CXCL8,ENSG00000169429.12
254.104957496274,-3.93951485568292,0.267771993236562,-14.7121990170293,5.3829329562982e-49,1.1620839357585101e-46,ENSG00000166394.15,CYB5R2,ENSG00000166394.15
47.6675962753544,-2.193792682086,0.405396636094826,-5.41147233785348,6.25086515825121e-08,9.38417804725505e-07,ENSG00000173406.16,DAB1,ENSG00000173406.16
21447.5300580422,-1.69470252612573,0.15430506023986,-10.9828059008006,4.62336317079137e-28,3.61601853417233e-26,ENSG00000057019.16,DCBLD2,ENSG00000057019.16
6410.66710426596,-1.9516130600691,0.171707057134259,-11.3659455391115,6.1791721767191096e-30,5.21991579120738e-28,ENSG00000162496.9,DHRS3,ENSG00000162496.9
31.2575978162264,-2.15698793206876,0.440842099560446,-4.89288099802501,9.93704963523862e-07,1.23722132996448e-05,ENSG00000073737.17,DHRS9,ENSG00000073737.17
173.843057555577,-1.81335557897777,0.31211328016356,-5.80992765840498,6.24998432040006e-09,1.08780962362984e-07,ENSG00000105880.7,DLX5,ENSG00000105880.7
203.758319960014,-1.92897071847294,0.253840480127321,-7.5991454062229,2.98092692020488e-14,9.38140649499433e-13,ENSG00000007174.18,DNAH9,ENSG00000007174.18
199.388543653613,-1.61746514425492,0.236199731139649,-6.84787038685755,7.49574295470748e-12,1.87729204149241e-10,ENSG00000108176.15,DNAJC12,ENSG00000108176.15
2367.22478838687,-1.96740137136342,0.222697448141675,-8.83441363060345,1.00624671295719e-18,4.42221472089614e-17,ENSG00000128512.24,DOCK4,ENSG00000128512.24
