ensembl_id,gene_symbol,log2FoldChange,padj
ENSG00000162511,LAPTM5,4.03408548577881,4.95489964032168e-56
ENSG00000049540,ELN,3.97712038193253,6.39910412007169e-56
ENSG00000153012,LGI2,3.69381394697712,1.3169839466641e-55
ENSG00000142623,PADI1,2.86363111096244,3.58881557257063e-55
ENSG00000176092,CRYBG2,4.63365512970979,2.2360829588978e-54
ENSG00000172005,MAL,4.46100231566025,2.4135195383704e-54
ENSG00000106624,AEBP1,3.56910167242817,2.5171704419101102e-54
ENSG00000264230,ANXA8L1,8.66618394343982,2.70556182622873e-54
ENSG00000138623,SEMA7A,2.72330675866742,2.98693199928006e-53
ENSG00000277363,SRCIN1,3.93877825926459,3.76250791502102e-53
ENSG00000184985,SORCS2,3.59268134273444,4.69111958322231e-53
ENSG00000149506,ZP1,3.34378601761844,1.17000795732805e-52
ENSG00000129988,LBP,8.96366113889822,1.18120750901438e-52
ENSG00000090539,CHRD,3.19696267978121,4.8322744599193605e-52
ENSG00000158714,SLAMF8,5.82497472781642,6.72126393500581e-52
ENSG00000143512,HHIPL2,3.33517142677737,8.037928029984841e-52
ENSG00000160255,ITGB2,3.14697188986529,1.39699015881347e-51
ENSG00000117525,F3,2.31853911829626,1.60449792910893e-51
ENSG00000204060,FOXO6,5.24592938241827,1.95851811389483e-51
ENSG00000134339,SAA2,8.3686515707189,2.7415196002437603e-51
ENSG00000186907,RTN4RL2,4.13435987762237,4.04396221505157e-51
ENSG00000106351,AGFG2,2.11728620762355,5.65164098747733e-51
ENSG00000175793,SFN,5.11176366866793,8.99361273393989e-51
ENSG00000135925,WNT10A,4.64100151294152,1.10982215097604e-50
ENSG00000130477,UNC13A,5.70929602283433,1.32752307330135e-50
ENSG00000108387,SEPT4,2.55853220884324,5.30189821611567e-50
ENSG00000137474,MYO7A,4.688538734677,5.4422940955460495e-50
ENSG00000113645,WWC1,2.29487151517644,5.464811064093e-50
ENSG00000108759,KRT32,5.69024519527192,6.10724391496158e-50
ENSG00000128422,KRT17,7.07940894764421,6.30280419605987e-50
ENSG00000182326,C1S,2.82203139831925,1.05065979585313e-49
ENSG00000243323,PTPRVP,4.88381216990846,1.3971353945033399e-49
ENSG00000018625,ATP1A2,5.05816942404659,4.63011313872503e-49
ENSG00000158555,GDPD5,2.35962335863952,8.22594705623592e-49
ENSG00000128482,RNF112,3.86130469560193,2.10683283448161e-47
ENSG00000182379,NXPH4,3.10815737103341,1.42210645023899e-46
ENSG00000161642,ZNF385A,2.79050687258011,1.61373077936513e-46
ENSG00000173227,SYT12,3.414759786252,1.70995539151593e-46
ENSG00000189001,SBSN,7.40758589350188,3.44416547665376e-46
ENSG00000088726,TMEM40,5.79116652868781,4.2098175581942804e-46
ENSG00000090339,ICAM1,3.19976230045068,4.34616968091918e-46
ENSG00000269113,TRABD2B,4.97772521467548,6.93794860424337e-46
ENSG00000169129,AFAP1L2,4.26957011491388,1.8137211073338702e-45
ENSG00000172927,MYEOV,4.30304741383283,4.97942342163582e-45
ENSG00000107719,PALD1,2.28213265044104,8.78450864024089e-45
ENSG00000143850,PLEKHA6,2.62033330326229,1.13118344101703e-44
ENSG00000100346,CACNA1I,6.26159408080742,1.27784902166275e-44
ENSG00000131771,PPP1R1B,4.72964493014744,1.7755764743166e-44
ENSG00000082684,SEMA5B,3.37133582840932,3.5218669355373203e-44
ENSG00000174403,MIR1-1HG-AS1,7.73748850885979,7.749963715223231e-44
ENSG00000062282,DGAT2,2.83816971755455,1.36450550441331e-43
ENSG00000185924,RTN4RL1,3.91971505732295,1.73078548405093e-43
ENSG00000129521,EGLN3,2.26737350884665,2.87281953256256e-43
ENSG00000064195,DLX3,7.40932669474009,6.92528639036827e-43
ENSG00000167895,TMC8,6.71631124418851,7.81634425243891e-43
ENSG00000186081,KRT5,7.05941289291993,3.95868366797013e-42
ENSG00000273769,U52112.1,5.23908321394483,5.1520688375206896e-42
ENSG00000164690,SHH,6.2993961972053,5.44269359052663e-42
ENSG00000153094,BCL2L11,2.10343917344963,5.5460849908905393e-42
ENSG00000137877,SPTBN5,2.31938418635348,8.10889195766164e-42
ENSG00000198125,MB,7.00777033895033,3.09245594758376e-41
ENSG00000099994,SUSD2,2.84532136802775,6.89826000119722e-41
ENSG00000149043,SYT8,4.69243122677459,7.18674436519066e-41
ENSG00000182704,TSKU,2.90970236485458,8.03472610912862e-41
ENSG00000113721,PDGFRB,2.55109274266507,1.2659015742871499e-40
ENSG00000052850,ALX4,2.98616227109217,3.07250582531202e-40
ENSG00000128564,VGF,2.89971573164647,7.09665038784722e-40
ENSG00000138316,ADAMTS14,2.66325349493676,1.09765255091053e-39
ENSG00000101210,EEF1A2,1.84359810099873,2.0812335132336e-39
ENSG00000123453,SARDH,3.95957499355643,3.36487233664093e-39
ENSG00000076706,MCAM,1.82059919238976,4.15269426993251e-39
ENSG00000128242,GAL3ST1,5.6834861223322,4.54663264749945e-39
ENSG00000143320,CRABP2,3.35446021387901,1.23571097193571e-38
ENSG00000197471,SPN,4.55501009268765,3.38546236717468e-38
ENSG00000270823,AC007938.2,3.56046401837113,4.12308656639527e-38
ENSG00000181449,SOX2,2.36457830253416,5.35790724732516e-38
ENSG00000154133,ROBO4,3.43289249317135,5.64124495692837e-38
ENSG00000158525,CPA5,6.68574286577207,6.47216383810695e-38
ENSG00000077942,FBLN1,2.26909288299534,7.66816710137146e-38
ENSG00000161249,DMKN,6.11279617960758,7.70560194530381e-38
ENSG00000169783,LINGO1,6.09521502456143,7.93299074339583e-38
ENSG00000146674,IGFBP3,2.90793033276292,9.68800284929943e-38
ENSG00000117472,TSPAN1,3.30806434486556,1.21508765767864e-37
ENSG00000187775,DNAH17,2.43514811443228,2.57123359758386e-37
ENSG00000156675,RAB11FIP1,3.55516145733464,4.8182075336963e-37
ENSG00000023171,GRAMD1B,3.0183860272276,9.168218499840891e-37
ENSG00000168398,BDKRB2,4.32440504531365,1.05552372722162e-36
ENSG00000168269,FOXI1,4.49144845152818,1.2857315315373199e-36
ENSG00000186854,TRABD2A,3.77971004767746,1.5007006413768599e-36
ENSG00000179403,VWA1,3.08741495366375,1.53814341781314e-36
ENSG00000107159,CA9,2.8279145664906,1.7349026854304498e-36
ENSG00000227300,KRT16P2,9.74409598357478,2.2143738766821297e-36
ENSG00000166407,LMO1,3.0297040100804,3.5620594206724004e-36
ENSG00000104998,IL27RA,2.31454385927938,5.0293027958157795e-36
ENSG00000231163,CSMD2-AS1,5.39761314949501,5.1356907444588596e-36
ENSG00000132329,RAMP1,3.33917180813709,5.203507025181759e-36
ENSG00000175274,TP53I11,2.02917082218202,5.56783558590632e-36
ENSG00000197043,ANXA6,1.86622972901171,6.38102206843252e-36
ENSG00000162878,PKDCC,3.73599617730158,1.31587379513486e-35
ENSG00000111057,KRT18,2.37009606367734,1.41019518795134e-35
ENSG00000189320,FAM180A,4.9732757620483,3.5592911507076e-35
ENSG00000124762,CDKN1A,2.19205247303855,3.59235938304861e-35
ENSG00000249992,TMEM158,2.95605703324243,4.85619388932116e-35
ENSG00000115041,KCNIP3,2.41517494944389,7.69902923276664e-35
ENSG00000154358,OBSCN,3.0439378166263,7.75665417906759e-35
ENSG00000138622,HCN4,5.24934334882376,8.574576597119381e-35
ENSG00000270117,AP000769.2,2.67809399605954,8.81299572767266e-35
ENSG00000164078,MST1R,5.17969694465643,1.70522278715411e-34
ENSG00000105048,TNNT1,2.24081478556818,2.83720856125119e-34
ENSG00000009950,MLXIPL,4.28651054870297,4.27161111400818e-34
ENSG00000132359,RAP1GAP2,2.8922349318982,4.37235394126649e-34
ENSG00000261371,PECAM1,5.11947774644347,4.5510434484040696e-34
ENSG00000175832,ETV4,2.47680159360868,4.84263379911824e-34
ENSG00000132854,KANK4,5.04002641365362,4.9703554403893595e-34
ENSG00000272398,CD24,3.28789984002392,5.43104076129788e-34
ENSG00000169994,MYO7B,3.83340242251068,6.033881781610769e-34
ENSG00000277496,AL357033.4,2.84178695002668,6.3970865015154695e-34
ENSG00000241644,INMT,6.91068471864267,1.08770461380466e-33
ENSG00000112559,MDFI,4.49177316176396,1.11959325941877e-33
ENSG00000163435,ELF3,2.62100478807109,1.26706181637695e-33
ENSG00000184414,IRS3P,3.64389896612935,1.32185581165187e-33
ENSG00000120899,PTK2B,2.08452756279726,1.4758436780087199e-33
ENSG00000003137,CYP26B1,2.61205163823293,1.48530277668536e-33
ENSG00000042832,TG,3.03597369099497,1.56204662535835e-33
ENSG00000065717,TLE2,4.44013779708713,1.61672798014982e-33
ENSG00000147689,FAM83A,4.95079450827386,2.11967464824391e-33
ENSG00000155926,SLA,4.9303947398168,2.2521758082465398e-33
ENSG00000168477,TNXB,2.52405792832973,2.73321886895522e-33
ENSG00000198624,CCDC69,3.20804357706864,3.25853131521115e-33
ENSG00000099365,STX1B,3.95012737119458,3.51341467713945e-33
ENSG00000197587,DMBX1,3.00117100409096,3.69034753277472e-33
ENSG00000158125,XDH,2.57603029077084,6.93768392037558e-33
ENSG00000069702,TGFBR3,3.66390642657333,1.04681472035768e-32
ENSG00000205363,C15orf59,6.84730680302198,1.24481408589764e-32
ENSG00000268621,IGFL2-AS1,6.78055524882581,1.52718799888059e-32
ENSG00000174945,AMZ1,1.9161360818888,2.06750021498782e-32
ENSG00000165238,WNK2,1.95369629959839,2.53372334275321e-32
ENSG00000204876,AC021218.1,2.5216099178958,2.72884938582428e-32
ENSG00000084636,COL16A1,2.67708870622067,3.37450803151574e-32
ENSG00000186642,PDE2A,3.40327513901386,4.07872179579369e-32
ENSG00000156711,MAPK13,2.71205979985823,4.1093198973945e-32
ENSG00000131620,ANO1,3.48540865061957,4.22110529328248e-32
ENSG00000072163,LIMS2,3.28582976756835,4.54443599646216e-32
ENSG00000142235,LMTK3,2.55466996094055,4.59108585887318e-32
ENSG00000165272,AQP3,3.5535789232815,5.39613506057781e-32
ENSG00000197142,ACSL5,2.5283625736046,6.58319522851299e-32
ENSG00000107438,PDLIM1,4.49614440838779,7.10214837113941e-32
ENSG00000214548,MEG3,2.76225360485216,8.25093825641619e-32
ENSG00000164400,CSF2,4.37710871184976,9.95140091357599e-32
ENSG00000156453,PCDH1,2.04442561076574,1.0870889641953801e-31
ENSG00000196878,LAMB3,1.9236325756164,1.24538773250073e-31
ENSG00000070808,CAMK2A,6.43615381010591,1.2654348610843202e-31
ENSG00000140416,TPM1,2.07753311953388,1.75913463898643e-31
ENSG00000184956,MUC6,2.80430305443528,2.03997873709871e-31
ENSG00000183114,FAM43B,4.19539693482424,2.4500390209039103e-31
ENSG00000178597,PSAPL1,4.79563371499124,2.8662641215149803e-31
ENSG00000126895,AVPR2,4.49146294038318,3.26419002263666e-31
ENSG00000157613,CREB3L1,3.41570060640524,3.30818647668521e-31
ENSG00000159339,PADI4,8.89411259172718,8.63356013253154e-31
ENSG00000074416,MGLL,2.81055710992658,1.7135486423318798e-30
ENSG00000261150,EPPK1,3.00337540580535,2.0655599653460298e-30
ENSG00000116329,OPRD1,2.29614749801143,2.2616065274977397e-30
ENSG00000171246,NPTX1,3.64245827524696,2.2838179992625797e-30
ENSG00000114738,MAPKAPK3,2.00880743945682,2.58836869143327e-30
ENSG00000130592,LSP1,2.59372952410401,2.9156088867405396e-30
ENSG00000179388,EGR3,3.57216819479164,3.01194455458584e-30
ENSG00000104833,TUBB4A,2.62077825749521,3.7934508687708194e-30
ENSG00000278909,AC007608.4,4.89866382675446,5.23283224996993e-30
ENSG00000090530,P3H2,2.11364610242148,7.189163660209679e-30
ENSG00000197457,STMN3,2.07143690157658,1.11156410379032e-29
ENSG00000128567,PODXL,2.11270179223103,1.23470292556435e-29
ENSG00000116983,HPCAL4,5.02426200044,1.35155518792253e-29
ENSG00000162892,IL24,4.27010933445889,1.61432077605601e-29
ENSG00000160963,COL26A1,6.04061683223526,1.92693373254203e-29
ENSG00000020181,ADGRA2,1.71574076505397,2.10695712688935e-29
ENSG00000280587,LINC01348,2.63756137036131,2.54964639994091e-29
ENSG00000166924,NYAP1,2.57605350508647,2.71381052754851e-29
ENSG00000006016,CRLF1,2.83141501564184,3.02106825169471e-29
ENSG00000286696,,3.22291825706912,3.2139101680592997e-29
ENSG00000147454,SLC25A37,1.56273951157494,3.3610063764607e-29
ENSG00000189143,CLDN4,2.30750281955463,5.46970138423779e-29
ENSG00000261655,AC100803.2,4.86506038474081,6.59290347267966e-29
ENSG00000158050,DUSP2,4.79251901447702,7.11359115422888e-29
ENSG00000204882,GPR20,4.8460058629805,7.77148688846093e-29
ENSG00000073670,ADAM11,1.98471418591325,1.1134473697705e-28
ENSG00000133055,MYBPH,6.23072143033462,1.31526539203585e-28
ENSG00000126882,FAM78A,2.7889406983957,1.4061153167939898e-28
ENSG00000144488,ESPNL,5.08113838203695,1.6218789560454e-28
ENSG00000179082,C9orf106,3.67188001203102,1.69213498913878e-28
ENSG00000005102,MEOX1,8.65356223572654,1.69591897989773e-28
ENSG00000128284,APOL3,2.32728972319191,1.78384773534296e-28
ENSG00000175147,TMEM51-AS1,3.37704361001404,1.92519369128939e-28
ENSG00000138615,CILP,4.16321053220295,2.29302307689313e-28
ENSG00000231881,AL109615.2,2.08920212876435,5.09159255233637e-28
ENSG00000103742,IGDCC4,2.4116156901327,6.86860683089212e-28
ENSG00000058335,RASGRF1,2.96184510408787,7.11012077743489e-28
ENSG00000170801,HTRA3,3.79972895379748,9.55762458934736e-28
ENSG00000197558,SSPO,3.90180450201841,1.10933344127977e-27
ENSG00000180448,ARHGAP45,1.74537771440175,1.16201950549981e-27
ENSG00000168481,LGI3,3.44646388716072,1.32855292902491e-27
ENSG00000184185,KCNJ12,3.52468185462103,1.35307053141318e-27
ENSG00000053747,LAMA3,2.13695750873467,1.82715005033365e-27
ENSG00000077238,IL4R,4.5275998461869,2.17848727865662e-27
ENSG00000062038,CDH3,2.19655013358796,6.22762307831881e-27
ENSG00000074181,NOTCH3,2.52925728987047,7.58254283815783e-27
ENSG00000134955,SLC37A2,2.02449796435938,1.2221875625804799e-26
ENSG00000183160,TMEM119,5.03344775449043,1.6363892950496e-26
ENSG00000171388,APLN,2.26226639726369,2.4671756623075298e-26
ENSG00000198576,ARC,3.44087926346128,4.46729829562317e-26
ENSG00000160867,FGFR4,2.50465457107244,4.93349447283067e-26
ENSG00000182557,SPNS3,7.47539661834729,5.85599462748087e-26
ENSG00000184922,FMNL1,1.86383759452909,6.90342643134236e-26
ENSG00000169252,ADRB2,3.8736918982965,1.04185072535162e-25
ENSG00000141738,GRB7,3.59804290132173,2.0039641323402501e-25
ENSG00000142949,PTPRF,1.43519126046782,2.36233197640945e-25
ENSG00000103811,CTSH,1.88450556259199,2.8840302472708903e-25
ENSG00000286656,,2.54510788097806,3.8279294305899404e-25
ENSG00000105289,TJP3,3.06894732143808,4.31163346045606e-25
ENSG00000188322,SBK1,2.73848380428179,7.09646000110547e-25
ENSG00000167105,TMEM92,2.91820599445361,7.36391840985711e-25
ENSG00000232406,AL121895.1,4.7608015996257,8.18223190614138e-25
ENSG00000181790,ADGRB1,4.76644137833677,1.21106657121703e-24
ENSG00000187720,THSD4,2.31680011233963,1.27257945891592e-24
ENSG00000162545,CAMK2N1,1.84485975663462,1.31050646922652e-24
ENSG00000148344,PTGES,3.43510938290108,1.33859297199929e-24
ENSG00000125148,MT2A,2.05704975925516,1.4125026939711201e-24
ENSG00000143816,WNT9A,2.82080441167758,1.42339750467555e-24
ENSG00000183778,B3GALT5,3.47636344816027,1.6847435583069e-24
ENSG00000139182,CLSTN3,1.46947092343605,1.77147116532197e-24
ENSG00000276851,AC002401.4,2.38482852842875,1.9481761385985e-24
ENSG00000181444,ZNF467,3.46046774702043,2.16527035876454e-24
ENSG00000130475,FCHO1,1.8732018896896,2.7835397136163602e-24
ENSG00000173237,C11orf86,3.58337971024626,4.8159980367892504e-24
ENSG00000171219,CDC42BPG,2.18641426119715,5.49465701483241e-24
ENSG00000040608,RTN4R,2.58334554890371,6.218420598189301e-24
ENSG00000227619,AL391056.1,4.61478261206036,6.57916582229613e-24
ENSG00000144476,ACKR3,2.66247019678755,8.16437170231258e-24
ENSG00000130513,GDF15,2.48115693146369,8.45019668493002e-24
ENSG00000115107,STEAP3,1.40826122294121,1.25638427593012e-23
ENSG00000225746,MEG8,2.6501389144595,1.32411254283844e-23
ENSG00000163995,ABLIM2,4.54885002416834,1.3425031273098402e-23
ENSG00000105711,SCN1B,1.89482978711379,1.62509673267258e-23
ENSG00000291189,,2.81628783332828,2.05358991835209e-23
ENSG00000214900,LINC01588,1.9823958187666,2.05378038330365e-23
ENSG00000167703,SLC43A2,1.61984335318615,2.38855092910822e-23
ENSG00000180914,OXTR,1.92273756033903,2.7943915886232997e-23
ENSG00000166250,CLMP,1.88107931016044,2.82850268371231e-23
ENSG00000099957,P2RX6,2.86459652697734,3.46437172104599e-23
ENSG00000143162,CREG1,1.9161884060352,3.77113881652435e-23
ENSG00000158825,CDA,7.75659460529089,3.8239044480221e-23
ENSG00000158292,GPR153,1.89551968970508,3.8928930588496103e-23
ENSG00000076826,CAMSAP3,2.5638928554414,4.01470218581151e-23
ENSG00000090776,EFNB1,2.14005225077061,7.09561653402802e-23
ENSG00000183248,PRR36,2.1281036740812,7.22370254576882e-23
ENSG00000125355,TMEM255A,2.31426349166704,7.46820097262728e-23
ENSG00000167723,TRPV3,3.45553078064679,8.52939873295925e-23
ENSG00000159337,PLA2G4D,7.96075763433966,8.74894552378512e-23
ENSG00000042493,CAPG,3.61758297756571,9.534550895679e-23
ENSG00000160161,CILP2,3.42821813573059,9.96821980238257e-23
ENSG00000134259,NGF,3.10805868396812,1.00702449062475e-22
ENSG00000131746,TNS4,8.88409510616914,1.0124967468588399e-22
ENSG00000117643,MAN1C1,1.77188964330996,1.29049263496742e-22
ENSG00000176256,HMGB4,4.16228755952748,1.38453828258088e-22
ENSG00000088827,SIGLEC1,3.05990675971133,1.48626746875912e-22
ENSG00000221890,NPTXR,2.34641975528314,1.53722373512579e-22
ENSG00000227959,AL451042.2,2.02371087170025,1.69801972884629e-22
ENSG00000005379,TSPOAP1,4.78493352573523,2.67310759918514e-22
ENSG00000101846,STS,1.83655462370711,2.67676969936787e-22
ENSG00000155465,SLC7A7,2.50198310259708,3.1931253310266697e-22
ENSG00000104419,NDRG1,2.26498318434522,4.1584709587017497e-22
ENSG00000164520,RAET1E,3.08241135588405,4.37874835444718e-22
ENSG00000170412,GPRC5C,4.60934272844911,4.73576764699565e-22
ENSG00000099998,GGT5,4.0209056115418,7.31506735647706e-22
ENSG00000173267,SNCG,3.12224048128091,8.13163854423456e-22
ENSG00000188910,GJB3,4.20620831763237,1.06578318862241e-21
ENSG00000146122,DAAM2,4.52080394010691,1.1157482843754701e-21
ENSG00000128340,RAC2,3.08770808125043,1.1544065121584501e-21
ENSG00000183087,GAS6,2.0154269151492,1.95940506263549e-21
ENSG00000267121,AC008105.3,3.11737668321855,2.2601981946192e-21
ENSG00000166145,SPINT1,1.89103238128795,2.32841178745018e-21
ENSG00000049249,TNFRSF9,2.15196915937865,2.44454098613653e-21
ENSG00000289513,,3.6810085203096,2.92368489137962e-21
ENSG00000175084,DES,4.59768147394508,3.05065630393634e-21
ENSG00000111275,ALDH2,3.38607585749626,3.4439095649932e-21
ENSG00000197635,DPP4,3.50121996806603,4.4873627314572304e-21
ENSG00000197461,PDGFA,1.63298125149606,4.78733246751607e-21
ENSG00000168209,DDIT4,1.85319595051426,5.82382856300531e-21
ENSG00000181143,MUC16,5.91626966528247,6.01324101943139e-21
ENSG00000188707,ZBED6CL,5.74505677835463,6.798839600059491e-21
ENSG00000171345,KRT19,3.8975383882102,6.91736357800905e-21
ENSG00000188505,NCCRP1,7.4414995624061,7.49529025641699e-21
ENSG00000171310,CHST11,1.69561487297918,8.163956740844701e-21
ENSG00000280109,PLAC4,1.4974944839502,8.72558692690323e-21
ENSG00000114270,COL7A1,1.89357179005791,9.89628398948594e-21
ENSG00000124839,RAB17,2.73684064470676,1.0111061907916901e-20
ENSG00000121753,ADGRB2,1.48281966296034,1.1309931012011801e-20
ENSG00000132561,MATN2,2.12096424156886,1.13238979070273e-20
ENSG00000186056,MATN1-AS1,1.69390964594888,1.14076359125172e-20
ENSG00000073060,SCARB1,1.54342199613152,1.15556710897912e-20
ENSG00000276317,AL357033.3,2.63455509392362,1.17421218472589e-20
ENSG00000139567,ACVRL1,4.43859002910815,1.41144050888669e-20
ENSG00000069535,MAOB,3.24782447239287,1.6936496533744602e-20
ENSG00000113504,SLC12A7,2.30915991633779,2.1479892724935402e-20
ENSG00000244509,APOBEC3C,1.70225071909212,2.2689434141016002e-20
ENSG00000027869,SH2D2A,4.25779101154786,2.86617968909982e-20
ENSG00000140798,ABCC12,6.39030113622451,2.87021928909422e-20
ENSG00000169403,PTAFR,3.44116591500044,3.82364634084368e-20
ENSG00000188396,TCTEX1D4,2.19024179916523,3.99238421230643e-20
ENSG00000132000,PODNL1,2.21088616207416,4.65399430871723e-20
ENSG00000111817,DSE,1.59718824320502,5.01198995652141e-20
ENSG00000167850,CD300C,5.17970758059224,5.30802500810641e-20
ENSG00000085662,AKR1B1,1.73883246509879,7.36252109288516e-20
ENSG00000122035,RASL11A,2.4801603122064,7.85001036940388e-20
ENSG00000226808,LINC00840,4.93085336055543,9.638668009438991e-20
ENSG00000188089,PLA2G4E,3.88975939845791,1.18738536104869e-19
ENSG00000214357,NEURL1B,1.38546205152461,1.2211853708959e-19
ENSG00000167779,IGFBP6,1.89274357925763,1.31183314239808e-19
ENSG00000214049,UCA1,8.53164910987518,1.39214333979182e-19
ENSG00000105246,EBI3,2.96668907098755,1.45782260555446e-19
ENSG00000276850,AC245041.2,9.89192530702492,1.5607076841556401e-19
ENSG00000130294,KIF1A,5.24782947942816,1.5924679292920101e-19
ENSG00000234362,LINC01914,5.17959036307928,1.61760512376746e-19
ENSG00000167676,PLIN4,1.95176662375939,2.11102828674016e-19
ENSG00000179954,SSC5D,2.50533658251267,2.15116679228425e-19
ENSG00000138131,LOXL4,1.4720208163927,2.1617135625434601e-19
ENSG00000246640,AC009720.1,1.82874214356062,2.27718330249103e-19
ENSG00000100385,IL2RB,6.86505655056578,2.46834517826247e-19
ENSG00000091622,PITPNM3,1.42729498558199,2.99660829372937e-19
ENSG00000124772,CPNE5,2.504600210113,3.6596102384757903e-19
ENSG00000164626,KCNK5,6.07349796075024,4.09727928143373e-19
