Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
PanglaoDB_Augmented_2021	Sertoli Cells	70/158	1.419898e-10	2.297653e-09	0	0	2.913925e+00	6.607402e+01	DOCK6;SEMA5B;COL18A1;COL16A1;ITGB5;LMOD1;SCX;PTH1R;CLU;AQP1;SERPINA5;C1QTNF1;TIMP3;SYNPO;AMH;PRND;SLC16A3;TNS2;TNS1;BOK;GAMT;ABCG8;LYNX1;GPX3;BGN;HSPG2;IL17RC;BCAM;RBP4;PPP1R3C;ACOX2;SLCO2A1;COL6A1;PADI2;SERPING1;VWA1;ANGPTL4;PLPP3;CD46;GPRC5C;CFB;MATN2;LAMA5;MAOB;SDC4;C1S;LRP1;DHH;EPAS1;C1R;CHRD;HTRA1;GATA1;C3;SELENBP1;WNT6;TSPAN9;TMEM184A;RARRES2;EPHX1;IGF2;INHBB;VASN;OCLN;CXCL12;MAFB;DES;STAR;WT1;INHA
PanglaoDB_Augmented_2021	Endothelial Cells	97/246	1.568951e-10	2.327277e-09	0	0	2.390617e+00	5.396925e+01	EXOC3L1;CD82;ICAM2;AQP1;ICAM1;CDH5;SOX18;GJA5;CYP1B1;SYNPO;SOX7;TNS2;TNS1;PDGFRB;CARD10;PRKCH;SPNS2;HSPG2;PROCR;LOX;SLCO2A1;ABCG2;CASZ1;SEMA7A;KLK1;EPAS1;NPR1;HTRA3;NOTCH4;PDGFB;ECSCR;PLAC8;DPP4;PODXL;S100A13;SLC38A5;GPIHBP1;S100A10;HEXIM1;GGT5;FOXF1;MCAM;CXCL12;RGCC;ACVRL1;CDKN1C;CLIC4;ROBO4;FLT1;FLT4;FHL2;LMOD1;WFDC1;LRRC32;MEOX1;MEDAG;C1QTNF1;STAB1;TIMP3;MADCAM1;CD34;SCARF1;SRGN;EGFL7;BGN;INMT;ADGRF5;MMRN2;PECAM1;CHST1;VWA1;CD46;DNASE1L3;MGLL;ENG;PLEC;RAMP2;COL15A1;C1S;C1R;THSD1;APOLD1;RASIP1;DLL4;FGD5;CLEC3B;XDH;TBX1;TM4SF18;NOS3;IRX3;TIE1;PODN;APLN;COL3A1;FABP4;BCL6B
PanglaoDB_Augmented_2021	Pulmonary Alveolar Type I Cells	60/131	5.799280e-10	7.940552e-09	0	0	3.091789e+00	6.575652e+01	CLIC5;PTPRU;COL16A1;TINAGL1;LAMC2;AQP3;CLDN1;PTPRF;ICAM1;TRIM29;BDKRB2;A4GALT;TEAD3;DSP;GRAMD2A;ITGA3;IGFBP3;KRT7;EMP2;HSPG2;F3;ANO1;MMP11;BCAM;CLDN4;GPRC5A;COL4A4;SCNN1A;SLCO2A1;PKP3;EPHA2;GRB7;NOTCH3;LAMA5;SDC4;EPAS1;FBLIM1;LAMA3;FBLN1;SEMA3F;AGER;PPL;THSD4;SEC14L3;SERTAD4;EPB41L1;GPC1;KIAA1522;IGFBP6;S100A14;PCDH1;TSPAN1;VEGFA;P2RX7;KRT19;TMEM54;SDC1;RADIL;TACC2;CRLF1
PanglaoDB_Augmented_2021	Epithelial Cells	86/218	1.638235e-09	2.082898e-08	0	0	2.388889e+00	4.832638e+01	LAD1;PIGR;SLC44A4;PSCA;BICDL2;LAMC2;PRSS22;ITGAL;AQP3;CLDN1;ICAM1;BAIAP2L1;CDH3;TRIM29;VSIG2;CDH1;PRSS8;TNS4;TP63;BOK;DGAT2;IL1R1;KRT3;PAQR5;KRT2;RIPK4;PLEKHG6;KRT8;KRT7;KRT5;DKK3;EPN3;CLDN4;C6ORF132;SLPI;SPINT1;SCNN1D;ELF3;PRR15L;SCNN1A;B3GNT3;LY6D;PKP3;IRF6;ITGA5;IVL;HBEGF;GRB7;KLK1;TMPRSS4;ALOX15;MST1R;GATA2;EVPL;AGER;NKD1;SELENBP1;MUC1;FAM83E;TMEM125;GPA33;SFN;S100A14;PROM1;TSPAN1;MISP;DUOX2;TMEM184A;ST14;MUC16;LAMB3;CCL20;SYT8;P2RX7;FERMT1;OCLN;KRT19;GJB4;FXYD3;GJB3;KRT16;KRT15;KRT14;LCN2;CD24;NECTIN4
PanglaoDB_Augmented_2021	Adrenergic Neurons	50/106	4.500888e-09	5.341054e-08	0	0	3.262114e+00	6.269453e+01	CNTFR;SEMA5B;GAL3ST1;GOLT1A;GRIK5;KIF12;YBX2;DBH;FTCD;HID1;SCAMP5;KIF1A;SLC12A7;KCNH2;TPSG1;CACNA2D2;RNF208;EBF4;F7;MMP15;CDHR2;PDE9A;CHRNA4;PALM3;C2CD4C;CPLX1;CACNA1H;RAP1GAP;ADCY5;ENHO;PCSK1N;ARVCF;LINGO1;COL26A1;LRRC75B;IQSEC3;PLEKHA6;SYT7;GCK;CAMSAP3;EFNA2;TH;FAM163B;KIF26A;WNK2;SARDH;FXYD6;REEP6;FGFR4;PRR36
PanglaoDB_Augmented_2021	Parietal Cells	51/111	9.675460e-09	1.076395e-07	0	0	3.105463e+00	5.730720e+01	KIAA1671;SLC6A1;HID1;EPB41L4B;PAIP2B;SHH;FAM110C;MCF2L;NEO1;RALGPS1;CXADR;MTUS1;COBL;EBF4;SRCIN1;CHDH;DSCAML1;SGK2;PDE9A;SHANK2;MAOB;AGAP1;NDRG2;KALRN;CACNA1H;RAP1GAP;ADCY5;TMEM125;ABLIM2;ERBB3;PODXL;ZNF704;MYH14;TPPP;PROM1;PCDH1;ZBTB7C;COLCA2;PTCH1;HIP1R;PLEKHA6;CGN;ZDHHC11B;SYT7;BAIAP3;CAMSAP3;CAPN13;WNK2;PPP1R1B;CD24;FGFR2
PanglaoDB_Augmented_2021	Stromal Cells	55/124	1.224389e-08	1.279810e-07	0	0	2.913247e+00	5.307423e+01	ACVRL1;SNED1;ROBO4;COL16A1;ELN;LMOD1;LAMC2;LRRC32;AQP1;ICAM1;MEDAG;CALB2;EFEMP2;ADAMTS2;ADGRA2;TIMP3;EMILIN1;MADCAM1;TNS1;PDGFRB;MMP1;MMP2;BGN;MMP9;DKK3;MMP14;COL4A2;COL6A2;COL6A1;MMRN2;PECAM1;SERPING1;COL6A3;COL15A1;TAGLN;C1S;C1R;HTRA3;HTRA1;LTBP2;AEBP1;FBLN2;FBLN5;B4GALNT1;ADAM33;CYBRD1;SSC5D;PODN;BMP4;COL3A1;CXCL12;DES;COL5A1;COL5A3;CD248
PanglaoDB_Augmented_2021	Luminal Epithelial Cells	60/140	1.319704e-08	1.279810e-07	0	0	2.742380e+00	4.975575e+01	LAD1;SERPINA1;SLC44A4;BICDL2;LAMC2;PTH1R;PRSS22;AQP3;CLDN1;CDH1;TRIM29;PRSS8;DSP;ARHGEF16;RIPK4;KRT8;KRT7;EPN3;C6ORF132;CLDN4;CLDN3;SLPI;ELF3;PRR15L;SCNN1A;B3GNT3;PKP3;IRF6;ARHGEF5;GRB7;MST1R;EVPL;PPL;MUC1;TMEM125;ERBB3;SFN;EPS8L2;S100A14;PROM1;TSPAN1;MISP;TMEM184A;CD74;ST14;LAMB3;TMEM61;SYT8;CAPN13;KRT19;KRT18;MLPH;FXYD3;GJB3;KRT15;LCN2;SAA2;FGFR4;NECTIN4;FGFR2
PanglaoDB_Augmented_2021	Myoepithelial Cells	52/115	1.366090e-08	1.279810e-07	0	0	3.015702e+00	5.461053e+01	ANXA8L1;COL16A1;TINAGL1;FHL2;LAMC2;CLDN1;CDH3;TRIM29;BDKRB2;TP63;TEAD3;DSP;CARD10;S100A2;ITGA3;FST;KRT7;KRT5;HSPG2;F3;ANO1;MMP14;COL4A2;CDC42EP5;PKP1;PKP3;MDFI;EPHA2;SMIM3;SDC4;FBLIM1;LAMA3;LTBP2;SEMA3F;NTF4;CNN1;CLCA2;ARSI;SFN;IGFBP6;S100A14;NGFR;LAMB3;EHD2;FERMT1;KRT17;GJB3;KRT16;KRT15;GJB5;KRT14;SDC1
PanglaoDB_Augmented_2021	Fibroblasts	87/232	2.272050e-08	2.022124e-07	0	0	2.198679e+00	3.869674e+01	ACVRL1;SPON2;COL16A1;ELN;LRRK1;LMOD1;ITGAL;MEOX1;CXCL14;MEDAG;EFEMP2;ADAMTS2;C1QTNF1;MDK;CTSK;CYP1B1;TIMP3;EMILIN1;TNS1;CCR2;PDGFRB;SCARA5;IL1R1;IGFBP3;MMP2;PRKCD;MMP3;BGN;NGF;TNFRSF1B;INMT;DKK3;FGR;MMP14;COL4A2;LOX;OAF;COL4A4;COL6A2;COL6A1;DPEP1;COL6A3;S100A4;FBLN7;TAGLN;CEBPB;COL15A1;TNXB;COL13A1;C1S;C1R;HTRA3;HTRA1;LTBP2;FBLN2;NID2;ADAMTS10;FBLN5;PLAC9;CLEC3B;HAS1;SERPINH1;FAM180A;IGFBP6;EGR1;FOXF1;IL34;PTCH1;RARRES2;ADAM33;CYBRD1;NFATC1;SSC5D;PODN;KLF4;VEGFA;COL3A1;FABP4;CXCL12;COL5A1;P4HA1;ABI3;COL5A3;COL7A1;FOSB;ACKR3;CD248
PanglaoDB_Augmented_2021	Airway Goblet Cells	52/118	3.943597e-08	3.342668e-07	0	0	2.878072e+00	4.906706e+01	LAD1;PIGR;SLC44A4;PSCA;BICDL2;MSLN;PRSS22;CAPN8;DMBT1;CDH1;TRIM29;KPNA7;QSOX1;PRSS8;TMC5;EPN3;C6ORF132;CLDN4;CLDN3;SLPI;ELF3;PRR15L;SCNN1A;B3GNT3;PKP3;TMPRSS4;MST1R;FUT2;EVPL;MUC1;FAM83E;TMEM125;MUC2;SFN;S100A14;TSPAN1;MISP;MUC4;DUOX2;PROM2;TMEM184A;GALNT6;MUC16;TMEM61;CAPN13;KRT19;FXYD3;GJB3;KRT15;LCN2;NECTIN4;TJP3
PanglaoDB_Augmented_2021	Principal Cells	57/136	7.728250e-08	6.252857e-07	0	0	2.636553e+00	4.317567e+01	LAD1;SLC44A4;BICDL2;PRSS22;AQP3;EPB41L4B;CDH1;TRIM29;FAM110C;PRSS8;DSP;SLC13A2;ARHGEF16;AVPR2;COBL;EPN3;ANO1;CLDN4;CLDN3;ELF3;PRR15L;SCNN1A;SLCO2A1;B3GNT3;VWA2;IRF6;CDH16;GPRC5C;PTGES;GRB7;KLK1;MAOA;PPL;HSD11B2;ADGRG1;TMEM125;ERBB3;KIAA1522;MYH14;S100A14;PCDH1;TSPAN1;PROM2;ZBTB7C;COLCA2;TMEM61;PLEKHA6;CGN;L1CAM;PDZK1IP1;ACER2;SLC2A9;CAPN13;FA2H;KRT19;FXYD3;RAB17
PanglaoDB_Augmented_2021	Airway Smooth Muscle Cells	44/99	3.173986e-07	2.456389e-06	0	0	2.918944e+00	4.367648e+01	TAGLN;COL13A1;HTRA3;LMOD1;PTH1R;CPZ;NID2;LOXL1;FBLN5;LOXL2;GLI2;MRC2;CNN1;EFEMP2;ADAMTS2;BMPER;ADGRA2;SERPINH1;TIMP3;EMILIN1;FLNC;PDGFRB;FOXF1;TPM2;MMP2;TPM1;NOG;IGF2;BGN;PCOLCE;FOXL1;DKK3;EHD2;COL3A1;CXCL12;DES;COL4A2;LOX;COL5A1;COL6A2;HAND2;COL6A1;COL6A3;LIMS2
PanglaoDB_Augmented_2021	Transient Cells	50/120	5.873617e-07	4.356266e-06	0	0	2.607352e+00	3.740930e+01	COL18A1;LAD1;PTPRU;HDAC11;PTPRF;HID1;EPB41L4B;DSP;UNC5B;APLP2;ARHGEF16;INSRR;MTUS1;COBL;IL17RC;BCAM;MMP15;VWA1;GPRC5C;LAMA5;SDC4;SLC43A2;EPAS1;MAOA;CLCNKB;PPL;RAP1GAP;TMEM125;EPB41L1;GPC1;KIAA1522;INPP5J;MYH14;PCDH1;TSPAN1;ST14;WFS1;EPHX1;PLEKHA6;SYT7;ASS1;CAMSAP3;TSPAN15;KRT19;TMEM54;OGDH;CPE;PLXNB2;AGRN;LRP11
PanglaoDB_Augmented_2021	Cholangiocytes	53/134	1.885234e-06	1.342287e-05	0	0	2.388455e+00	3.148333e+01	LAD1;PIGR;SLC44A4;GOLT1A;KLHDC7A;BICDL2;KIF12;PRSS22;AQP1;CAPN8;CDH1;PRSS8;SLC13A2;ARHGEF16;RIPK4;KRT8;ENTPD8;KRT7;SSTR2;CLDN4;CLDN3;SLPI;ELF3;PRR15L;SCNN1A;B3GNT3;IRF6;GPRC5C;CFB;GRB7;PPL;TMEM125;ERBB3;MYH14;EPS8L2;S100A14;TSPAN1;MISP;DUOX2;ST14;COLCA2;SCTR;TMEM61;CGN;CAPN13;KRT19;FXYD3;FXYD2;LCN2;ALPL;RAB17;CD24;TJP3
PanglaoDB_Augmented_2021	Pericytes	59/155	2.237703e-06	1.531966e-05	0	0	2.244396e+00	2.919973e+01	ACVRL1;ROBO4;COL16A1;ELN;LMOD1;PTH1R;GLI1;AQP1;ICAM1;MEDAG;CDH5;EFEMP2;ADAMTS2;C1QTNF1;ADGRA2;TIMP3;TNS2;TNS1;PDGFRB;MMP2;BGN;COL4A2;DAAM2;COL6A2;ADGRF5;COL6A1;MXRA8;PECAM1;SERPING1;COL6A3;PLPP3;EMID1;NOTCH3;COLEC11;COL15A1;RAMP2;TAGLN;C1S;C1R;HTRA3;HTRA1;SLC38A11;FBLN2;HIGD1B;CYGB;GPIHBP1;MCAM;RARRES2;ADAM33;NR1H3;PODN;VEGFA;COL3A1;CXCL12;DES;FABP4;ALPL;CSPG4;CD248
PanglaoDB_Augmented_2021	Adipocytes	74/210	3.772369e-06	2.486969e-05	0	0	1.988954e+00	2.483768e+01	ACVRL1;ROBO4;LMOD1;SLC2A4;METRNL;AQP1;MEDAG;MT2A;ADAMTS2;C1QTNF1;CREB3L1;CYP1B1;TIMP3;FFAR2;CPXM1;TIMP1;LBP;TNS2;TNS1;PDGFRB;IL1R1;GPX3;FST;MMP2;ELOVL3;BGN;LOX;ACOX2;COL6A2;LGALS12;ADAM12;ADGRF5;COL6A1;SERPING1;COL6A3;PLPP3;PTGES;BCAT2;CFD;TAGLN;COL15A1;MAOB;C1S;LRP1;EPAS1;C1R;HTRA3;HTRA1;LTBP2;ADRB2;FBLN5;CYGB;C3;PLAC9;CLEC3B;APOL6;SOCS1;STAT6;XDH;MEST;TBX1;NMB;RARRES2;TNFRSF9;ADAM33;NR1H3;PODN;COL3A1;FABP4;CXCL12;COL5A3;LEP;APOC1;TRIP10
PanglaoDB_Augmented_2021	Juxtaglomerular Cells	42/103	8.712034e-06	5.435919e-05	0	0	2.510068e+00	2.924432e+01	SEMA5A;COL15A1;TAGLN;COL16A1;C1S;FBLIM1;C1R;ELN;LMOD1;AQP1;MEDAG;NYNRIN;CNN1;EFEMP2;ADAMTS2;CREB3L1;GJA5;BDKRB2;TIMP3;TNS2;TNS1;PDGFRB;RARRES2;MMP2;TPM1;IGF2;BGN;ADAM33;PODN;ANO1;COL3A1;CXCL12;DES;COL4A2;TH;CDC42EP5;TRPV4;SLCO2A1;SERPING1;COL6A3;CD248;MATN2
PanglaoDB_Augmented_2021	Clara Cells	45/113	8.856273e-06	5.435919e-05	0	0	2.413122e+00	2.807519e+01	PIGR;SLC44A4;RAB3D;TMPRSS4;BICDL2;TFCP2L1;PRSS22;EVPL;PPL;CAPN8;MUC1;FAM83E;TMEM125;ALS2CL;CDH1;TRIM29;VSIG2;MMP28;PRSS8;S100A14;TSPAN1;MUC4;DUOX2;PROM2;ST14;SYT2;KRT4;MUC16;SFTPC;KRT5;TMC5;PDZK1IP1;CYP4F12;SYT8;CAPN13;SLPI;GJB4;ELF3;PRR15L;FXYD3;SCNN1A;LCN2;B3GNT3;VWA2;IRF6
PanglaoDB_Augmented_2021	Megakaryocytes	53/143	1.736194e-05	1.030142e-04	0	0	2.148369e+00	2.354877e+01	ARHGAP9;SPON2;CSF3R;SPI1;ITGAM;ITGA2B;LST1;NCF4;ITGB2;F13A1;CIB1;PSTPIP1;ITGAX;FCER1G;CD300A;SLC11A1;NFAM1;MATK;MCEMP1;TNFRSF1B;FGR;PECAM1;LCP2;CD300C;S100A9;S100A8;LRP1;C5AR1;WAS;CSF2RB;GATA2;CST7;GATA1;PIK3R6;TSPAN32;CYTH4;TSPAN9;IL21R;S1PR4;LRRC25;PLK3;C11ORF21;APOBR;NFATC1;PILRA;GP5;SNX20;EPOR;VEGFA;PARVG;P2RX1;MYO1F;FERMT3
PanglaoDB_Augmented_2021	Macrophages	70/204	1.893999e-05	1.087522e-04	0	0	1.907975e+00	2.074777e+01	CPM;SPI1;CSF3R;ITGAM;HFE;LST1;HILPDA;NCF4;ITGB2;F13A1;SLA;LSP1;ITGAL;TNF;CXCL16;ADGRE1;ADGRE5;CTSK;SLCO2B1;STAB1;ITGAX;CCR7;CCR2;DUSP5;FCER1G;IL4R;CD300A;SLC11A1;NFAM1;CD180;TNFRSF1B;RUNX3;MMP9;FGR;SLC7A7;NAAA;ADAM8;S100A4;LCP2;CD300C;RAB7B;DNASE1L3;WDFY4;S100A8;CSF1R;PTAFR;C5AR1;CSF2RB;P2RY6;CYTH4;RAB20;LAIR1;LRRC25;CCL24;CD74;EGLN3;SLC37A2;CCL22;GDF15;LAPTM5;APOBR;SNX20;FMNL1;FABP4;PARVG;LPCAT2;ALOX5AP;SIGLEC1;MYO1F;MYO1G
PanglaoDB_Augmented_2021	Pancreatic Stellate Cells	43/111	3.078047e-05	1.712164e-04	0	0	2.304795e+00	2.394366e+01	SPON2;LRRC15;COL15A1;TAGLN;COL16A1;C1S;C1R;HTRA3;HTRA1;LMOD1;LTBP2;ADAMTS12;FBLN2;NID2;CYGB;MEDAG;EFEMP2;ADAMTS2;C1QTNF1;TIMP3;EMILIN1;TIMP1;PDGFRB;MMP2;BGN;PCOLCE;SSC5D;PODN;DKK3;EHD2;MMP11;MMP14;COL3A1;CXCL12;COL4A2;LOX;COL5A1;COL6A2;COL6A1;MXRA8;COL6A3;CSPG4;CD248
PanglaoDB_Augmented_2021	Microfold Cells	47/126	4.196089e-05	2.263345e-04	0	0	2.168918e+00	2.186004e+01	ZMYND15;LAD1;IL1RN;GRN;SERPINA1;TNFAIP2;CAPG;PRSS22;CXCL16;ICAM1;SPIB;SBNO2;SYNGR2;RAB20;SLC22A18;RAC2;CTSH;SOX8;PGLYRP1;APOL1;CTSD;CTSB;ABCC3;ST14;IL4R;LAMB3;IL1R1;VDR;CCL20;IL1R2;ANKRD22;RHBDF2;ARHGAP27;FOXP4;KLF4;SSH3;SLC8B1;TAPBP;TNFRSF1A;MAPK13;TBC1D2;SLPI;SPINT1;LCN2;B3GNT3;IRF6;CFB
PanglaoDB_Augmented_2021	Microglia	56/158	4.484373e-05	2.315179e-04	0	0	2.002783e+00	2.005252e+01	CSF3R;SPI1;ITGAM;ITGB5;LST1;NCF4;ITGB2;SLA;LSP1;GIMAP8;MRC2;SLCO2B1;CCRL2;ITGAX;LAG3;FCER1G;CD300A;NFAM1;CD180;FOS;TNFRSF1B;VAV1;FGR;PECAM1;LCP2;CD300C;S100A9;WDFY4;S100A8;COLEC12;CSF1R;C5AR1;PTAFR;CSF2RB;ADRB2;AEBP1;PTGS1;CLEC3B;P2RY6;CYTH4;IL21R;SUSD3;LAIR1;LRRC25;EGR1;LAPTM5;APOBR;P2RX7;CD4;MAFB;PARVG;ALOX5AP;LPCAT2;TMEM119;SIGLEC1;MYO1F
