Length	FoldEnrichment
663	3.68558
824	2.68062
789	3.79105
1704	5.09141
1957	3.25153
504	2.68062
1123	4.18134
1110	4.0306
1050	3.73321
811	4.19201
2010	4.42763
785	3.697
631	2.68062
2853	3.74658
1510	3.88913
787	5.19985
663	3.03879
1094	4.18983
571	3.65896
2251	3.90405
3634	3.28571
579	4.1156
780	3.33524
546	6.02238
1691	3.88824
2093	4.77984
1488	4.32174
617	3.97905
727	3.4135
1061	4.7146
2766	3.81009
555	2.95824
636	4.35836
1236	3.97647
657	3.70798
4375	5.39139
640	3.9386
1929	3.17212
3499	4.78741
707	3.70413
1095	8.02082
1195	3.95015
1511	4.99505
2619	4.13303
2745	6.07919
1328	12.2719
637	6.09467
1737	4.46573
506	3.41406
1986	4.22299
862	5.56005
1978	3.57857
2136	3.79177
1485	3.39359
831	4.63929
719	5.79383
1077	3.91226
851	2.99501
1084	4.81167
785	4.53858
1057	4.46342
1573	9.40733
653	2.91322
774	4.76996
2058	5.56954
767	3.44219
559	2.88104
2232	4.42488
4377	6.18219
3387	5.22379
839	4.3701
2348	4.67499
3916	5.36887
7179	5.59965
1955	3.46957
1389	2.93337
6528	5.11746
1152	4.69053
804	6.15377
1249	7.66601
1949	3.34547
5175	6.23428
859	5.65008
3124	4.23617
5373	4.73194
1351	4.2428
1938	5.87005
2481	7.5042
1444	5.48056
1278	5.67244
3032	6.53498
783	3.64752
1122	5.45594
2394	3.51508
1091	5.25463
881	4.9271
4608	5.24331
916	4.04379
642	5.35413
1764	4.2675
4067	3.73403
1815	3.4589
3594	4.16192
1580	5.56231
3658	6.67423
1604	3.35753
1917	5.29103
1841	4.89833
818	4.87299
846	3.92353
1481	5.26605
1392	3.88251
782	4.11935
701	4.42089
563	3.66155
991	4.99425
808	5.18918
1215	4.02902
558	6.40109
745	3.94554
1322	4.18901
1767	3.77908
3545	3.54855
1072	3.298
504	4.528
1834	3.75532
1346	3.12438
1215	4.25202
1868	5.11209
4865	3.1966
2314	4.46509
509	7.76263
983	4.79321
916	3.48454
1836	12.973
626	3.91205
1506	4.10941
1252	3.41822
1152	5.52691
2029	3.78337
2548	4.31044
836	4.78982
1578	4.83367
903	2.68062
545	3.05497
1666	3.60533
1667	2.92306
698	3.64251
706	3.8431
746	3.95466
995	5.67398
527	5.7569
1342	3.49132
735	2.81828
656	3.46247
1559	4.00348
1073	4.0754
1189	4.03674
929	2.90688
899	3.33359
754	4.88707
1617	4.59503
2070	3.61107
822	2.68062
659	3.9416
819	2.68062
639	8.45159
753	3.91504
583	4.37886
1420	4.83165
990	3.79015
769	4.83037
600	5.65325
964	4.45995
571	3.02934
1508	3.6933
1353	4.23734
1156	4.70316
1329	7.69067
836	4.13635
2374	5.14621
1840	4.51404
833	3.42826
636	4.68966
1179	4.54843
1174	5.98152
728	8.13836
761	2.88704
1316	3.13675
969	4.46116
646	3.95213
839	3.2534
1160	4.00917
876	4.24699
1213	5.53499
935	3.45413
1458	4.62605
582	2.92883
798	3.19167
925	4.98187
1060	5.16928
664	4.94055
1076	3.66951
1793	4.82011
997	3.58522
807	4.13371
1550	3.08346
1594	5.17129
941	3.71216
1387	3.1943
804	2.95762
939	5.15993
2291	3.42898
3031	5.08729
1315	4.56829
557	3.81165
617	3.72188
663	2.83094
564	5.80326
610	5.6961
724	4.48801
739	4.77653
1034	3.11518
1591	3.60208
2767	4.4118
1043	5.22842
1102	2.90133
3355	7.14967
1655	5.35911
942	3.25088
677	3.0864
1215	3.7573
3409	4.72217
1118	3.78638
3329	4.18278
932	6.54935
1310	4.8116
3084	5.27568
1237	4.39247
2034	3.04962
553	4.51621
1263	5.63308
1097	5.33538
2102	4.40212
515	2.70405
973	3.2571
984	4.39074
714	2.68062
676	4.66838
801	4.08263
625	2.68062
1205	6.8913
1577	4.42135
1350	4.32989
2591	3.7691
1045	2.89649
2564	5.12159
689	3.25872
1746	3.9065
965	3.52208
863	5.53774
1011	5.26581
857	4.59434
510	4.27907
1967	4.64345
676	5.15366
1002	4.16014
1893	4.38724
767	4.58016
929	4.28109
687	3.37718
1525	3.37789
548	2.8244
2774	4.80306
632	5.66032
1125	3.63415
837	6.00392
1251	5.44726
802	2.68734
841	4.97744
672	3.53628
1741	5.26908
1060	3.75398
605	3.88799
1147	4.4222
1241	3.10004
990	4.7998
1468	4.02221
941	4.38534
1741	3.49809
1596	3.71771
1715	4.55247
906	4.12489
676	5.04732
1102	5.55405
1454	3.51488
792	3.22546
2259	3.98307
2249	6.26106
1586	4.5797
2423	3.396
1232	3.76404
1644	4.02895
709	4.80952
1228	3.60383
977	6.5426
1414	3.03597
1045	6.92336
6734	4.45199
870	4.37327
706	2.90401
4460	4.91374
1150	4.48518
931	5.49556
1182	4.86973
804	6.84359
757	4.17674
652	4.85382
565	4.29669
2170	4.92543
4082	5.16193
1836	3.75002
840	3.41602
2160	5.7424
898	4.90113
923	3.36329
958	5.32946
1231	4.41212
830	3.95509
866	4.80699
3527	4.96532
614	3.91097
920	3.48635
7055	7.24096
4315	5.32242
1157	4.02307
567	4.21696
3198	5.53298
832	3.91309
746	2.68062
1117	3.4722
1273	3.89683
1165	5.54834
747	5.26632
967	6.62952
580	4.89821
4456	4.3118
1811	4.23663
1493	2.68062
2426	6.59522
792	4.72866
1253	5.42019
1055	3.92437
970	3.56981
711	3.87009
1968	2.8037
1190	4.9136
892	5.12635
1102	5.64572
1733	5.03599
2275	4.92181
4021	3.758
2150	4.11687
1359	5.30297
632	5.08083
783	4.62494
1123	3.51605
651	2.96783
546	4.47414
4138	4.54044
671	3.90158
693	5.03817
541	2.76074
1121	4.25135
2479	4.79861
1323	5.66565
853	6.79626
1171	3.25403
2062	3.23731
1629	4.74436
1312	6.26076
1039	4.52183
549	3.06592
1531	4.13247
976	2.80927
2118	3.42924
1541	6.05512
1102	2.91325
1887	3.90829
815	5.15786
2371	2.68062
1831	4.97391
1754	5.03667
958	3.90173
1884	5.61381
2118	10.6147
1228	4.37583
995	3.6028
763	4.05308
1968	3.90566
870	4.29632
794	4.38135
1931	3.91865
586	3.10308
518	3.6585
1016	3.57895
2127	3.95407
3985	4.80671
683	3.7999
988	4.156
1040	4.57619
2624	4.68049
947	6.72857
895	5.08786
1028	5.86694
1020	2.8733
6100	5.31655
1919	5.21674
1251	4.73528
3859	3.87001
549	4.05144
747	3.48123
1910	3.53256
544	8.79919
2080	5.12848
912	3.13177
2491	4.61105
1026	5.03102
918	4.07797
1064	4.74752
1420	4.76698
1523	3.87429
1134	4.23349
1680	5.25804
1671	5.32995
538	6.18665
559	4.80393
1267	4.03246
1553	4.05509
742	5.38688
1181	4.39158
1940	3.33588
1020	4.96254
1193	3.64301
813	4.93169
594	3.21363
1332	5.95315
657	2.76101
2146	4.82905
878	3.28647
945	4.52424
1718	3.6435
992	2.92649
1104	3.43685
1500	2.92119
1246	6.34008
1114	3.43525
762	3.37392
1988	4.38656
2397	3.37167
547	3.00669
2837	3.56852
1535	5.11703
670	4.9544
714	4.63609
595	5.28226
7379	4.53456
7692	5.21677
1997	4.70811
2611	3.60569
3030	5.8323
1419	2.98874
1271	3.93689
896	3.89415
3948	4.17306
1270	3.31234
901	4.1229
1529	4.09879
1061	6.66524
1137	4.18049
1693	3.63237
1023	8.34164
1314	2.97073
1224	3.99713
549	3.31368
668	3.59658
1417	4.69414
604	4.94103
667	6.10455
2767	4.83127
1527	4.14923
2874	4.89491
1546	6.63707
534	7.62217
853	3.05605
1205	8.45631
581	10.2903
544	4.94765
1120	3.49817
1031	3.85449
1356	8.76342
1004	4.38275
2797	3.4536
2737	3.97746
3951	6.17439
674	3.74764
791	3.01323
1260	4.24459
732	6.54921
860	4.8988
1529	9.58781
1016	7.88629
2207	8.76024
1348	7.02076
1111	5.77947
695	5.3921
1455	6.20155
1017	5.78323
1850	5.73693
1951	8.32084
2364	4.92589
1139	4.42261
3152	4.45797
1344	6.65764
1294	4.32632
1941	6.18087
709	5.677
509	2.68062
1496	6.07535
2519	4.03673
521	5.14346
1163	5.30074
1581	3.49749
1720	4.08707
1605	4.38692
875	12.1427
507	5.96222
1045	4.13884
2508	5.84555
4512	4.74594
1674	3.53086
833	3.09329
763	5.00887
1476	4.71199
1755	7.46849
1525	7.56682
1492	3.34941
1644	6.92886
942	3.83763
671	6.69884
994	3.82029
501	3.20245
596	3.54963
2889	6.17216
621	4.06998
1077	2.95846
781	5.28608
1773	4.23085
1835	4.67726
1877	3.64019
1651	4.63165
1356	4.90793
1752	3.01781
768	7.40676
542	3.29719
2384	5.52991
1962	4.81972
951	5.42467
942	4.25304
500	3.38014
1080	5.39745
677	4.97518
660	3.22108
1093	3.71794
1237	2.69412
2157	4.5982
1375	5.09597
2310	3.10425
1566	9.19602
3786	4.18871
843	10.794
1785	4.10423
2424	4.56757
713	5.37922
754	7.62057
1820	2.68062
648	3.26355
1115	2.93475
2753	4.33778
1438	3.6221
1101	5.47361
1208	4.41389
748	3.10011
652	4.55949
1643	6.98424
1472	2.83817
722	4.21772
1106	4.12664
633	4.13656
521	3.51235
1056	3.99144
1627	4.07356
1761	8.21239
588	4.36513
1292	5.69656
551	9.3057
794	5.30494
849	2.68062
676	2.72958
2155	7.38678
1081	4.07293
815	2.93323
1141	9.40416
570	3.30827
767	2.74914
2402	3.91258
1655	3.47531
1140	4.29878
1947	4.99423
4865	5.4208
585	3.04969
547	4.36598
1490	3.77061
901	9.56823
1447	3.70591
1046	5.18975
537	2.85769
615	4.42671
3030	5.18548
1374	8.16662
3404	5.14496
792	4.45749
3634	5.27709
638	3.7205
1534	4.77526
2678	4.00176
863	4.86673
1024	4.29607
551	3.47694
1365	5.00284
1235	3.50915
838	3.36743
735	4.19594
1261	2.89714
3862	4.31292
2638	5.877
3934	4.63178
558	3.78554
967	4.36076
1015	7.65976
1148	3.96237
2175	9.67737
1230	5.96247
988	5.07928
746	3.19016
1614	4.31021
1488	6.79339
1186	4.62694
1028	5.61046
927	3.56396
636	12.6847
960	5.25623
616	2.8585
1274	2.68062
1782	4.63821
958	5.18332
977	3.98713
1514	5.4052
1866	5.31892
1665	3.10332
854	3.33082
778	3.6467
2350	4.1992
893	3.41936
923	4.06631
1446	3.85695
2171	4.51654
535	5.11028
1104	3.8576
948	5.57332
978	5.21858
768	3.06505
599	2.72467
3139	4.61526
1114	4.24341
2312	3.0416
1255	5.82838
654	4.30182
889	4.57742
988	4.67106
502	4.02631
861	4.30631
918	3.99062
1294	7.85823
612	6.54353
524	4.90398
828	4.7739
1725	5.20712
717	2.84444
553	2.96425
2286	4.05533
1380	3.53991
978	3.44758
1169	4.52998
1356	6.44029
1080	5.35305
2364	3.32754
1771	5.78173
2044	8.51145
569	3.71624
1359	5.56108
2838	8.07327
619	4.15587
942	4.91934
804	6.56881
1053	2.91908
842	3.70677
852	5.94302
994	4.17708
855	4.17176
841	6.53401
2327	6.60562
2109	6.57042
1183	7.47833
2138	4.16941
724	3.88321
505	3.08505
2629	5.35811
678	4.50549
1344	4.77509
1939	3.94465
2569	6.05274
1243	5.35309
2183	6.19828
1490	3.98092
673	3.13314
1178	4.25972
1894	4.27207
658	6.57028
1941	4.69679
1155	5.45457
2009	5.8063
2653	4.42162
633	3.4085
2947	5.84225
1176	2.69898
568	4.10067
1016	4.76298
875	4.05688
699	4.11295
925	3.63886
1303	3.82114
1118	3.95292
513	4.88086
1414	4.86642
526	3.58086
878	3.34257
679	4.11563
2791	5.25485
2207	4.93545
819	4.97148
1717	4.4755
1360	3.59762
771	5.42885
984	5.65336
854	4.9549
2177	2.68062
1380	4.7317
1405	4.92806
1302	5.35888
1693	3.89699
1046	3.89165
897	6.42524
1037	10.5257
1927	3.7546
1982	3.72474
2508	3.34798
1293	6.53015
2243	4.16464
956	3.45043
1695	4.74301
1146	4.6971
2296	3.74965
7071	3.99622
1506	4.30269
847	3.2013
1112	3.36939
2259	4.25715
1392	5.30737
4583	3.95217
1840	4.77079
2693	4.91248
2332	3.00825
922	4.57096
908	4.76247
943	3.87162
2027	5.02406
590	2.76223
1953	6.28707
684	4.86906
667	2.85662
1700	4.45739
1119	3.60969
750	3.15056
2504	9.49985
793	4.90246
2516	4.2309
1489	6.48662
1281	3.40473
1034	3.6956
902	3.3764
1155	6.44891
1117	6.24821
506	4.44239
684	3.93831
2520	4.31223
993	3.97612
929	3.91803
670	5.76662
809	3.24099
1523	4.9356
841	4.04428
1417	4.26433
1632	3.28995
1829	4.61297
773	2.68062
751	4.44633
1116	3.78709
811	5.44474
588	3.06912
534	5.24526
1413	3.56306
1337	3.9097
747	5.96098
751	2.75553
540	3.99274
1114	3.28226
829	3.21307
1467	4.35959
1137	4.72254
746	2.81759
1800	4.39096
590	3.17066
1783	4.99613
596	5.28678
1348	3.95122
1798	4.86097
1592	3.06482
581	5.44238
1428	4.46837
2027	7.19183
1826	3.84508
695	4.23873
1061	6.48752
725	4.15129
1664	4.67709
2651	3.92044
820	4.28958
937	5.21886
800	3.40042
1502	4.13685
1316	4.05381
2418	4.51566
812	4.77104
2431	4.71089
1405	4.76644
1167	5.77286
1912	3.77653
633	2.79858
2922	4.85328
4313	5.54643
4178	4.69421
2292	3.96382
1215	5.23022
2101	3.82846
519	3.29686
981	4.54252
4583	7.15307
690	4.13037
1867	4.47556
785	3.96664
2033	4.12783
992	2.98543
2166	4.19893
3271	5.00693
531	8.16496
804	2.68062
1722	3.18159
730	3.26669
1111	4.6386
1422	7.66857
647	4.59355
1211	5.64741
1366	3.43856
1432	4.33552
639	3.15553
991	4.34734
1057	6.37347
1197	5.3879
703	3.87086
932	3.07281
1046	5.17948
674	6.48892
2338	4.57491
1084	3.6238
825	2.94155
1236	3.8748
1457	4.08218
653	5.82992
1680	4.69164
2601	4.84764
1348	4.59996
542	6.8491
992	5.49426
1283	4.65815
554	5.36905
852	2.68062
817	4.4829
630	5.31797
1396	3.04663
1486	4.40733
972	3.10739
1985	4.44077
882	3.46274
819	4.50448
1072	4.28155
1052	4.33687
2349	4.32153
918	3.75958
768	2.68557
1384	3.38171
1600	3.7665
2185	4.35523
1026	5.04964
995	5.26849
1471	5.20171
941	7.54312
2274	4.71375
905	4.81559
1529	5.79134
1736	6.38785
1143	2.82846
3647	3.70367
1746	3.28045
1194	8.37599
1348	5.39662
1072	3.58757
915	6.25713
1972	3.85612
1645	4.13262
896	3.76706
2189	6.16062
2730	3.45727
704	3.22763
1248	7.27358
976	2.68062
1099	4.35466
628	3.7164
761	4.98106
901	4.87941
1553	4.64703
1406	4.84896
663	3.08731
2465	3.17049
3445	3.2834
1895	5.00699
2544	5.0453
2515	5.01938
3735	7.92478
1661	4.19578
3420	5.51681
1819	7.17346
656	5.97487
1887	5.93141
858	4.57588
6408	8.53461
1136	3.3037
673	9.01243
1180	2.77242
939	3.07393
630	6.15436
1048	4.25403
790	3.27186
795	5.56715
930	4.4628
4034	4.81007
2019	5.74359
955	3.33625
2354	3.90255
1438	6.86198
564	5.70979
1394	3.51975
2123	7.98109
865	5.69955
3170	4.88892
1235	6.94416
2343	6.2461
2329	5.38833
4273	6.13728
926	7.2496
593	5.12393
2390	5.95072
5048	5.57977
624	2.73592
796	4.59693
599	5.41761
799	3.26241
1794	4.12202
830	2.94842
868	3.53784
1377	3.05882
880	3.79449
536	3.60257
730	4.3007
652	3.8135
1110	4.5289
1006	5.54589
3220	4.62591
629	3.58107
532	3.15007
769	4.5195
884	3.32836
1560	3.02913
1800	3.82834
1262	2.81818
741	4.47689
1006	4.89192
818	3.32676
953	3.17703
2100	3.16947
982	2.79356
1074	4.04118
1840	5.43229
2265	4.50927
1743	5.04205
975	3.79027
867	3.78736
960	2.87337
1204	2.92932
2151	5.19715
1051	5.23544
534	3.33529
1442	3.95915
1135	2.71873
1253	4.41423
654	5.17563
1747	4.39355
988	3.28224
504	5.13376
3066	3.84479
1575	2.87837
945	3.24555
1304	4.4919
916	2.68062
989	3.64078
1828	5.15671
3532	5.54977
602	2.85634
1679	4.30294
1054	3.56687
568	4.77321
567	4.10974
1143	6.26118
1688	5.51244
1896	2.73783
744	3.86683
1328	4.22919
1097	4.65373
559	8.27764
3126	4.08802
602	5.48073
548	3.88754
4040	3.73645
865	3.80818
4257	3.91393
546	2.68062
627	3.04214
4195	3.87645
1030	4.40262
1259	4.33197
2342	4.99801
1977	7.24004
1591	3.35998
987	4.28235
3156	3.46435
1001	3.66908
1318	5.07845
996	3.25277
654	4.39014
2417	3.35811
2273	3.32654
918	5.38369
749	2.68062
3005	3.68347
1477	3.58867
609	6.88374
1004	3.15066
1523	4.04134
692	2.68062
1974	5.11389
1281	3.13618
534	5.87494
1017	4.25537
663	2.68062
1188	6.00673
1708	6.22272
677	2.68062
673	5.44969
1199	2.72163
1452	4.03397
2363	4.586
759	4.71104
863	8.35972
664	5.33848
772	4.90121
900	3.28484
2002	6.29358
1335	4.06482
587	3.36837
689	2.82748
1077	4.7581
2516	7.75533
1060	5.09337
1885	4.6577
1207	5.98391
985	3.1337
1090	6.18804
527	5.27991
811	3.03278
568	9.60949
1143	3.49925
1823	4.48098
3172	5.58873
876	4.62767
560	4.40232
580	3.20985
3035	5.36803
532	2.89305
2870	4.76827
957	2.83785
670	4.28245
730	5.07665
799	3.76788
706	5.44247
1873	4.90215
2131	4.52971
513	8.08628
1401	5.15783
682	5.46428
2451	3.73339
2591	5.24412
1595	4.46499
2838	10.0857
1187	4.74699
906	5.34207
1259	4.38778
2233	4.24931
1396	5.10816
3995	4.84953
656	3.26701
845	3.71686
1097	4.3532
853	5.44195
848	3.47985
1184	2.68062
636	2.7004
2888	3.16865
853	5.17411
853	3.68371
894	3.53655
3422	5.71956
737	5.11464
1578	5.80711
5102	4.32274
2306	4.62142
760	5.25009
1296	3.35373
734	3.53246
721	3.62906
854	3.18464
2846	9.95965
1180	4.87607
948	3.68554
774	4.48075
932	3.10257
1414	5.88313
1453	3.78223
942	4.96906
641	2.84915
594	5.34077
851	3.65458
550	4.95603
739	5.31744
597	3.56183
1045	3.2778
685	4.46559
1004	2.88024
1454	2.69997
1188	3.44101
791	3.77484
7448	4.95284
1736	4.57514
1057	2.90623
1216	3.44251
918	3.49744
704	3.72274
1527	3.5453
569	10.8811
793	3.39687
630	3.09522
701	3.50511
1581	5.23858
1365	4.36178
1279	5.31975
1195	4.97706
957	3.52995
902	2.87422
554	10.3709
1068	7.18951
3386	5.6844
3329	4.07339
1477	3.89219
1209	4.01981
600	3.80432
1021	3.50249
2548	4.75098
2932	4.54309
1006	4.39115
548	4.53382
1783	5.61141
4301	4.36183
616	3.58134
2025	4.15058
1009	3.77083
1434	5.01447
626	4.92317
1758	3.09082
2000	4.0593
1172	6.061
568	3.79142
1713	4.35894
1136	4.6979
1694	5.37714
3481	6.72549
1271	8.73511
1044	3.52981
2491	3.58337
2349	4.34918
2923	7.58018
3422	3.96457
1202	3.00523
1158	4.95755
807	6.35167
1075	5.19682
1290	3.81928
554	2.90401
1809	7.69315
1067	4.64943
4092	6.14068
2209	3.29218
878	2.68062
760	4.91218
1763	3.55838
1349	5.69299
581	2.68309
867	4.45316
873	2.68062
671	3.16319
1721	3.43417
848	5.65996
2186	5.48198
508	3.59305
2035	5.04268
1061	3.91931
1639	2.76678
2068	5.26842
1184	4.29165
882	4.85703
2518	3.45422
1829	4.61952
1718	5.40528
2983	4.66739
3718	4.7819
1043	7.19377
796	4.25227
8547	6.95501
819	4.5215
542	9.07523
1152	4.50401
962	3.54131
2382	6.08131
855	3.75786
1021	4.02952
754	3.57598
1178	7.77315
671	2.68062
740	4.3768
3262	5.80133
2836	5.77439
1311	5.15533
1155	4.15246
1602	4.10299
1683	3.70032
1062	10.3167
1536	3.13544
2549	6.82774
4641	5.59111
1521	4.06244
1031	2.91464
1472	3.1593
729	4.49035
2264	4.7996
1472	3.46845
1987	6.94052
2472	5.6786
2505	5.1456
3524	3.76481
4454	5.27891
1165	5.93576
1636	4.69864
2583	4.53792
3053	5.27159
1103	3.4327
2612	5.83655
911	3.61969
2343	6.39535
4983	5.66627
1208	5.09327
1399	4.02432
2457	3.76563
3865	5.65535
1954	3.81095
3026	6.584
1082	4.48341
767	4.81347
2267	4.28404
849	4.08166
4403	4.58757
1490	3.14969
1973	5.81516
1722	4.73923
1958	3.50809
531	2.99365
672	4.16326
601	7.1441
1522	5.07173
2572	7.00633
1174	5.46875
1583	4.09861
1160	3.53114
616	3.46222
854	6.26523
710	5.02767
804	3.91302
583	3.3978
587	3.12515
3852	6.01312
768	7.17223
644	5.73955
2293	4.21732
2143	3.10947
1352	4.40971
514	8.29138
971	6.44728
791	3.66872
1185	5.14159
898	2.69993
1025	4.20075
1009	5.1513
765	3.23662
858	5.61854
2858	3.19016
560	7.64216
903	3.90141
2752	4.66408
4031	4.21964
599	4.29117
588	5.19788
1677	4.31631
1422	6.90381
1297	2.70499
2416	4.84805
4695	5.41999
1025	3.65983
696	2.96385
694	2.88707
1521	8.22727
557	6.49942
2532	3.56525
1106	3.61754
1709	4.45047
1528	4.6586
1112	3.97561
2414	3.98467
815	4.47914
658	5.60675
1901	5.30205
1281	3.75655
1823	3.74674
3117	5.18438
645	4.75106
1068	5.06633
992	2.76361
1205	4.011
1665	5.41898
5811	6.38141
960	4.69372
1367	7.47178
5265	3.84778
3840	5.10859
1054	3.83832
2740	6.64567
2428	4.83015
1252	3.21464
5247	6.41249
858	5.72619
1814	7.71573
801	5.63821
2705	5.31646
4929	6.09794
2321	4.28703
1832	4.28757
1440	2.8487
556	4.1143
1926	9.66347
920	3.51503
2045	5.22519
1935	2.88088
1418	3.50635
974	4.8202
1189	3.77739
1007	4.40617
2086	6.26155
1598	3.69311
5702	5.03823
1116	3.63599
945	3.69367
1959	3.13243
1065	7.57167
751	5.26712
2420	4.85942
1218	7.68199
1131	5.37556
1592	3.95751
753	4.25002
615	7.5216
747	3.942
1888	6.31417
1262	3.66488
601	5.58589
3213	6.18991
3753	4.59727
1322	6.14434
630	4.45706
1103	5.05785
1050	8.10191
1377	5.07147
1929	4.16121
3419	6.15017
2063	4.42938
881	9.19492
2849	4.95759
551	4.70234
2969	4.83262
649	9.78757
4810	5.27367
2678	3.89722
2431	3.94455
2340	4.56239
606	3.34155
570	3.16432
710	4.73479
1593	5.86146
1759	5.45723
868	3.01864
509	4.19095
555	5.31473
2179	5.39398
3703	4.65545
513	3.37361
754	6.17281
1657	4.34706
519	2.79432
2771	4.05704
1983	5.90234
2057	5.61796
6928	4.9779
1323	2.91543
1151	4.67635
1164	3.61433
737	2.68062
723	5.82127
846	10.3951
662	4.449
2529	4.08352
995	3.33928
2821	4.14503
3415	4.12045
1660	3.76195
1019	3.09092
2177	3.7871
1092	3.63909
3469	4.42658
1635	3.50246
798	4.08339
1348	5.57382
524	3.31366
2670	4.08579
554	4.60451
973	5.00794
3360	4.12444
719	4.22401
1771	4.18057
1817	4.5208
1391	2.94232
747	4.16264
2986	3.85571
1971	4.79364
1210	5.38175
913	3.92587
1163	6.19793
525	3.19456
1976	4.65367
548	2.84165
1556	4.4251
561	5.60113
939	4.11761
1234	3.81651
873	3.56508
1241	5.32794
1114	4.01054
1033	7.53587
1208	3.1033
714	4.72261
998	5.12057
1062	3.35207
901	4.56562
693	3.39504
778	2.68062
1737	3.0432
786	3.85228
593	3.89546
3499	4.43028
1009	6.62146
1109	5.06604
3235	4.11234
1432	3.43908
1110	6.78062
509	4.40451
736	3.83843
726	5.46847
1009	3.19565
1982	5.74169
988	3.0029
2752	3.66212
587	5.66228
612	5.65857
959	4.62227
867	3.61068
1907	3.20586
1283	5.20145
1165	4.06657
1019	4.137
1004	4.44407
774	4.14072
703	3.83501
831	4.54195
782	4.71308
1563	3.26024
768	3.94123
1116	2.80014
1259	4.50083
653	3.24223
1951	4.04073
692	3.92312
974	5.34599
1500	3.41226
971	3.75574
612	3.91654
1289	3.14397
1157	5.2316
1735	3.4445
893	3.81604
2874	3.83569
1018	6.30348
823	2.68062
1202	3.00962
1839	6.0528
2612	4.37018
757	3.32193
728	3.55876
1252	4.74038
927	3.45843
3961	4.72463
1325	2.93383
1785	3.53913
1112	6.18012
1213	3.39608
1184	3.06078
2023	4.2917
669	5.63288
2109	4.44618
888	2.87174
1068	2.77535
1916	8.04983
2483	5.27834
7658	4.01557
1099	3.05491
562	3.28745
1156	4.17451
2602	5.18879
1680	4.62574
901	3.87009
1156	4.05678
2204	3.40363
3147	4.32143
1159	4.05716
983	3.66275
2553	4.50747
2792	4.17521
1081	5.06207
2057	4.57692
2285	4.6604
783	2.98655
1482	3.56647
851	2.68062
1220	3.40662
1133	4.03946
534	5.81169
800	4.11495
736	4.89201
626	2.92535
583	2.80274
1084	2.99403
535	5.29167
674	2.68062
633	3.42045
