Length	FoldEnrichment
811	2.89324
2562	2.71985
1612	2.45321
742	2.57189
589	2.35145
733	2.58833
6590	3.39684
2938	4.00667
13353	4.40408
8427	3.48738
10770	4.33125
4530	2.81893
1096	2.87532
1494	2.64983
6551	3.87434
3753	3.5104
7391	4.07929
6785	3.67503
5798	3.78943
2501	5.3348
6205	4.13424
656	2.95139
3148	3.09937
1074	3.44487
1116	2.6886
551	2.30007
846	2.6334
11625	4.03228
9747	3.9433
2449	5.1848
8956	3.18628
2302	2.90155
1443	2.44489
1566	2.80747
10368	3.24245
1022	2.49638
2675	3.00339
2239	3.37864
1083	3.36814
2145	3.5487
6696	3.26182
25921	3.3178
2586	3.26314
4351	3.55417
8577	3.45586
1439	4.33532
664	2.95477
1582	2.45302
1038	2.73827
2365	4.42689
2032	3.62868
4917	3.32113
783	2.49064
770	2.3169
1036	2.50093
517	2.55728
1547	3.33941
7247	3.72847
1906	5.29704
1067	2.52593
1880	3.77905
4500	5.09944
4169	3.01281
933	2.71066
903	3.09328
1528	3.34005
1673	3.0861
5416	3.49368
748	3.69061
2079	2.65285
4457	4.85713
2678	3.6187
5680	4.62925
713	3.74917
2020	4.67598
849	3.13056
1070	2.56362
711	2.39453
2292	3.93552
864	2.90805
1628	2.69859
983	2.54247
1777	2.74392
2409	2.73429
1910	3.53531
1456	3.86168
9085	3.53059
2472	3.85476
1168	2.79549
1995	2.48284
1552	3.85005
2166	3.15836
1078	3.10583
633	4.10269
1163	3.03902
730	2.80892
2005	3.75528
1098	2.52113
1239	2.94712
1126	4.76613
854	3.09805
741	2.53197
1760	2.7369
1150	3.26805
1139	6.58215
2721	4.96968
4873	3.44522
763	2.30007
4353	3.86897
4669	3.06739
747	2.7739
717	2.53157
1204	3.07394
759	2.57341
1421	2.74142
1032	3.5129
2328	3.46449
4888	5.47841
684	3.48869
1349	2.53551
529	2.75643
1152	2.45663
736	3.76687
1042	2.81169
773	2.3981
602	2.33965
1675	2.82648
2634	3.04429
985	2.90751
540	2.30007
676	3.3919
985	3.03807
782	3.01468
1086	2.77801
2816	3.60114
2884	3.48785
853	2.89725
1284	6.46969
1425	3.20405
4838	3.28588
7230	3.63688
1789	4.32623
11608	3.29821
7008	3.97979
7745	5.4638
2131	3.74695
1959	3.14495
2102	3.53863
596	2.67447
564	3.97455
1979	3.62154
1458	2.77871
1689	4.03887
13104	3.87337
6942	3.31835
14392	4.08254
2650	3.37802
1089	3.70124
3096	3.31933
1500	3.0733
6341	2.85835
3157	2.88204
7829	3.97599
2144	2.63396
6565	3.38074
6359	3.21623
1348	3.59608
3921	3.16416
1429	2.7759
1870	5.27165
6302	5.27748
4357	4.38792
811	2.96783
2090	3.46955
644	2.37421
4538	3.41936
586	3.50515
611	2.80115
5330	3.27853
7783	3.33934
671	2.43859
1742	3.95722
549	3.94508
2418	8.23548
2257	3.10222
3686	3.15073
4227	3.62064
635	2.70947
766	3.11587
1502	3.75916
3774	4.18249
1725	3.62151
1174	2.81287
688	3.67279
2280	2.51434
678	2.78491
4556	5.52442
899	2.30007
808	2.51445
607	3.18875
4443	3.82517
7023	3.06063
3564	3.825
13580	3.41338
6689	3.766
6640	3.19533
14877	3.86033
762	2.81217
661	2.941
1046	2.87403
2757	2.72812
864	2.61528
784	2.68062
8708	3.8726
3838	3.52144
3233	3.27508
5235	3.50788
1348	3.31238
4484	3.78503
6657	4.10432
1554	3.26992
23755	3.29686
3049	3.10558
12636	4.30166
3080	3.34105
1205	2.61304
2185	2.82997
15567	3.68546
7284	4.54011
946	2.58742
11514	3.7936
1606	2.48457
3184	2.93749
1964	3.58706
7719	3.5497
4403	3.15894
3642	3.03646
4745	3.76291
1187	2.77749
519	4.37856
775	2.36894
1613	3.50453
927	3.03164
1163	2.35
1440	2.58216
1617	3.1328
1602	2.54816
2240	2.82452
3681	3.74894
1284	2.3802
765	2.50774
502	2.73782
804	2.94488
802	2.59265
953	4.1534
1240	3.30525
2464	3.59593
1595	3.15561
752	2.44091
1090	3.3901
734	2.59662
751	2.49904
1084	3.22701
3085	3.01573
7065	3.03552
1298	3.08645
2549	2.62141
2466	2.54458
545	2.41918
1061	2.45537
1445	2.70281
6197	2.83461
1620	2.97249
1024	3.32897
1020	2.62208
1997	4.54424
1110	6.3995
1041	2.54497
1782	2.58555
1351	3.0471
1105	3.40492
1746	3.63508
1617	3.04378
638	2.75846
654	2.46169
4042	3.11541
1417	2.81933
1329	3.33839
987	2.42078
850	2.75185
1963	3.09811
555	2.5785
864	3.22356
3840	2.96401
5039	3.49038
6227	3.19057
1907	2.69496
11601	3.42778
2395	3.59473
1896	3.29908
677	2.55228
2476	4.09393
4801	3.24151
1833	3.31299
2579	3.0101
552	2.41576
890	2.78642
1972	2.87828
5394	2.65471
753	2.40943
3012	3.29005
5060	2.68107
705	2.59954
1865	3.06108
833	2.44136
4430	3.23463
644	2.99165
6854	5.73014
2193	2.97453
1171	2.72739
602	2.63885
1719	2.84986
7931	4.90832
1799	2.88967
770	2.43338
2629	2.99388
3786	3.6642
801	2.5703
2084	2.84175
1020	3.02966
5057	3.04005
5173	2.86455
869	3.38601
4000	2.83964
2385	3.48948
3845	3.80102
1917	3.18097
2496	6.52468
1259	3.12633
1339	7.65761
1201	2.41209
2427	3.25695
1507	2.92444
1880	2.60002
5094	3.8445
2651	2.78132
763	3.20748
845	3.12377
552	2.78389
6401	3.99669
7172	4.11978
554	3.16069
2053	2.3711
2286	2.66211
1261	3.00295
1454	3.03553
2561	3.59318
4333	3.81139
996	2.64082
1583	3.56434
975	2.67255
7760	4.13787
2526	3.11566
3630	2.88508
2303	3.30042
924	3.61816
2418	2.73555
774	3.26074
1865	4.0651
25502	4.62118
10026	5.1877
960	2.77258
23947	4.27981
12538	4.31016
9824	3.68597
13552	4.36869
4989	4.37678
11316	3.67448
8981	4.29546
1147	3.55245
38359	4.18705
2436	3.3459
598	2.93925
1008	2.3735
503	2.46398
2189	3.02216
1903	3.08878
2275	2.94605
3809	3.12282
3757	3.39524
17396	3.30613
4070	3.82703
6140	3.10024
756	2.78463
897	3.2935
3319	3.38149
3062	2.79198
4048	3.98524
1388	2.91777
3193	2.76377
2042	2.59314
1029	3.12938
4073	2.89555
1778	3.06158
710	2.89225
2631	3.1283
3722	3.00341
7399	3.08543
4903	3.78745
744	2.8026
1283	2.65424
536	8.61323
595	3.54887
2325	3.41278
1064	7.24185
644	2.91464
1817	2.79022
4585	4.83884
832	2.76998
737	2.64984
2056	5.68852
10666	3.94671
1390	2.66603
7155	3.5466
759	2.96146
3117	3.23911
11870	3.25097
3083	3.29743
2078	4.59715
1161	2.6511
3284	2.31332
1081	2.66599
6580	2.54778
2032	2.84169
714	2.39355
617	3.09575
3216	2.96967
667	2.73327
1292	2.78589
4923	2.79306
986	2.47568
640	2.36232
610	2.81108
990	2.57159
892	3.49182
861	2.49601
2650	2.67817
1322	2.40592
1720	3.07938
1614	2.31676
5573	3.28114
4335	3.72835
1246	2.4606
976	2.68682
3973	3.37329
1011	2.90621
579	3.00216
2297	3.01238
2232	2.90696
2005	2.51632
