Length	FoldEnrichment
756	2.5156
2793	3.56479
4575	4.17163
1590	3.45423
2256	3.39485
1154	2.40085
11586	5.698
23960	10.1337
41610	6.56029
8680	8.13299
1832	2.76095
14608	6.03157
622	2.5234
16054	6.07602
44533	5.73153
14935	6.49119
978	2.43565
1337	2.34274
564	3.16669
1596	3.17016
23007	5.71313
11156	6.33247
30644	6.42453
586	2.54107
25154	6.13133
1560	4.09645
23393	5.37816
1111	3.41252
3183	3.03646
5980	3.10663
4387	2.9548
1161	2.90931
4305	4.47198
10346	7.00892
24987	6.54553
5251	3.8065
25390	5.16917
11788	5.69395
6147	5.68932
1720	4.68733
5154	4.36371
28349	6.41338
17257	3.52536
588	3.36449
1387	3.30479
2824	3.46654
1874	4.3983
1242	3.24068
869	2.34274
1911	2.78526
940	2.89117
11532	3.4266
4651	3.26939
1694	3.76134
872	2.48427
4119	3.64571
1389	6.39462
2485	3.78549
3902	5.50307
9296	7.26245
1355	3.429
2485	3.25966
15993	4.19921
1336	3.50451
1346	3.89725
1375	2.87059
3540	2.68077
1613	3.0802
755	2.76462
1966	3.17697
7560	2.94789
829	4.22182
524	2.72611
4982	4.58321
1215	2.61215
2836	3.02954
576	2.34274
1632	2.56522
1197	2.88184
11092	4.73137
5936	6.34071
17237	6.6033
14413	5.73022
27236	5.89224
597	3.60489
9969	4.70248
567	4.45007
847	3.05213
2924	3.57609
2834	3.90683
49906	5.99819
5509	5.58891
10381	4.89283
37377	5.19539
22798	5.24881
39731	4.83733
27710	5.77288
4723	3.42557
19574	4.41576
1209	3.11424
567	2.47194
1285	3.44276
4828	3.47869
4348	3.22721
886	3.57309
2149	3.53735
10020	6.04999
8419	3.9345
881	3.26036
41054	6.24342
10258	5.0439
15635	4.90854
1151	2.92984
722	3.0032
864	2.9732
3289	3.04142
4917	4.36089
8474	7.42039
91317	6.32101
4400	3.27753
28706	7.26541
18234	5.87277
8096	4.2323
16480	5.60303
11828	4.92125
781	2.49168
2579	3.74743
7911	4.86023
8907	4.09287
801	2.58473
1321	3.99583
1334	3.35045
4738	3.5758
2342	2.76983
899	4.91163
35816	4.6008
5467	3.4394
3674	4.84465
2158	3.66443
86859	5.05443
730	3.41788
9803	4.36398
4258	3.8302
10472	4.64735
7395	5.00079
4435	3.64001
8356	5.01353
37371	5.85164
2512	4.4212
4539	4.27816
31348	5.50911
19606	4.46805
782	3.59659
1109	5.12653
16317	3.97898
25602	3.93915
6140	4.26351
1166	5.11077
7412	8.00282
12108	4.00585
14281	3.86071
6591	3.47362
24653	5.22982
13797	4.10781
2573	2.87443
993	2.93603
12366	4.59825
24164	4.42252
13138	5.45155
1111	4.3317
17454	4.3707
5451	3.48495
25242	5.72958
7437	6.47148
65602	5.49608
25704	8.45226
96352	7.35596
9437	5.63819
42157	6.10282
7431	3.4963
531	2.51406
10160	3.48235
2641	3.9415
27432	5.45603
29766	5.33477
9749	4.12935
1046	3.7237
1035	2.57273
4894	3.40816
6576	4.42681
21038	5.04169
5136	2.89253
2051	3.34114
1742	2.77704
2461	6.0321
4209	3.07464
3690	2.69515
850	2.73062
5052	5.782
5187	3.11773
883	3.87262
731	3.0785
785	3.24164
1207	3.0557
26214	4.28668
2451	2.83875
8474	3.59986
2404	3.87697
8340	3.64168
1431	3.0747
1161	2.72515
983	2.87668
603	2.34274
13704	3.21031
1939	3.05417
4295	3.18458
6770	3.53909
1085	2.48506
1381	3.57331
587	2.38835
1393	2.88365
6998	3.76412
1791	3.28893
2193	3.18049
4906	3.18531
