"ENTREZID","SYMBOL","distanceToTSS","annotation","fold_change","p_value","FDR"
"406947","MIR155",0,"Promoter (<=1kb)",2.63129822839465,7.27638795089573e-11,3.94669288925639e-09
"219790","RTKN2",-12521,"Intron (ENST00000373789.8/219790, intron 2 of 11)",2.48228028217978,7.39361685623811e-13,7.4113989727278e-11
"107986277","LOC107986277",-113167,"Intron (ENST00000295454.8/2560, intron 5 of 8)",2.43251720073873,3.12223972806472e-10,1.31516044715663e-08
"100128787","LINC01349",8531,"Intron (ENST00000648946.1/ENST00000648946.1, intron 2 of 2)",2.33084512389891,6.19054560996161e-10,2.37975391676146e-08
"55137","FIGN",6983,"Intron (ENST00000409634.5/55137, intron 2 of 2)",2.32433018831726,3.81262313355227e-08,8.02983047728734e-07
"116461","TSEN15",2321,"Promoter (2-3kb)",2.28885678627358,1.20163373703398e-08,3.03497566387316e-07
"105371807","SKAP1-AS2",-49046,"Intron (ENST00000336915.11/8631, intron 4 of 12)",2.25182733031727,1.67563907502612e-22,6.63469291756594e-19
"7204","TRIO",0,"Promoter (<=1kb)",2.24255436659951,4.40709211734091e-26,3.48997624772226e-22
"5980","REV3L",3113,"Intron (ENST00000434009.5/5980, intron 1 of 33)",2.22178093001475,3.57589626392562e-12,2.88954311367623e-10
"4734","NEDD4",0,"Promoter (<=1kb)",2.21761752938396,3.68847140778167e-16,8.85121366006759e-14
"9315","NREP",-5629,"Intron (ENST00000507222.5/100873948, intron 3 of 3)",2.19362954931829,6.04269774929785e-11,3.32306413032567e-09
"100422991","MIR1260B",-59274,"Intron (ENST00000524717.6/84441, intron 1 of 4)",2.1628052143064,1.02619009050297e-16,3.38599971945542e-14
"4734","NEDD4",2351,"Promoter (2-3kb)",2.15846286220068,1.53118417885153e-17,8.08363167488353e-15
"107985871","LOC107985871",-5148,"Exon (ENST00000653994.1/285154, exon 4 of 4)",2.15545448353125,1.70687048996967e-15,3.29675790489508e-13
"55137","FIGN",-276691,"Intron (ENST00000429636.1/ENST00000429636.1, intron 2 of 4)",2.15210430439687,7.36213097190088e-12,5.50006746853614e-10
"84529","CDIN1",-2285,"Promoter (2-3kb)",2.14693856045846,5.32089428294888e-11,2.98838027139519e-09
"643723","LYPLAL1-DT",83982,"Intron (ENST00000691001.1/643723, intron 2 of 4)",2.14629367635592,7.25322586121608e-10,2.73515693309381e-08
"57451","TENM2",6431,"Exon (ENST00000517346.1/57451, exon 2 of 2)",2.13038699862639,2.47943202483985e-10,1.07293017512059e-08
"26137","ZBTB20",0,"Promoter (<=1kb)",2.11916524558565,7.25154434297295e-18,4.6733845515168e-15
"55869","HDAC8",-47059,"Exon (ENST00000373542.9/5255, exon 18 of 32)",2.11820106153422,7.15407558175603e-11,3.90711203668455e-09
"11214","AKAP13",29455,"Intron (ENST00000559362.5/11214, intron 1 of 14)",2.11577945690285,2.4509012908995e-13,2.77266961751902e-11
"26122","EPC2",603,"Promoter (<=1kb)",2.11164895340991,2.57923265444265e-10,1.09811523605007e-08
"2549","GAB1",0,"Promoter (<=1kb)",2.09465660149634,9.96544278697979e-10,3.68767950607911e-08
"107986636","LOC107986636",29289,"Intron (ENST00000670062.1/107986636, intron 1 of 6)",2.08593118100319,8.22087669555163e-13,7.91323137963412e-11
"440714","LINC02869",0,"Promoter (<=1kb)",2.08358520344569,1.29967166252744e-13,1.63366665008806e-11
"23576","DDAH1",7468,"Exon (ENST00000426125.1/ENST00000426125.1, exon 3 of 3)",2.07195211867467,1.13523022230984e-21,2.24747203261792e-18
"388815","MIR99AHG",0,"Promoter (<=1kb)",2.0623046721689,5.20957133495518e-11,2.94675681439358e-09
"105369292","LOC105369292",58686,"Exon (ENST00000673983.1/ENST00000673983.1, exon 1 of 5)",2.05583466208737,8.3779777324676e-17,3.15929550778147e-14
"100131234","MIR181A1HG",6699,"Intron (ENST00000660348.1/100131234, intron 1 of 2)",2.04601599888785,1.31328906330698e-07,2.2756971755641e-06
"57484","RNF150",29291,"Intron (ENST00000515673.7/57484, intron 1 of 6)",2.0417790056458,8.80067690865973e-07,1.1443770187139e-05
"1310","COL19A1",-16370,"Intron (ENST00000620364.5/1310, intron 4 of 50)",2.03495221160343,8.5315908628492e-11,4.41625303745153e-09
"80099","PKD1L1-AS1",-7123,"Exon (ENST00000690269.1/168507, exon 57 of 58)",2.02519726626784,3.87297247478898e-15,6.66740631040303e-13
"200162","SPAG17",-25668,"Exon (ENST00000336338.10/200162, exon 4 of 49)",2.01196171167294,2.03876236867858e-20,2.69082653292761e-17
"107985519","LINC01773",35306,"Intron (ENST00000642677.1/107985518, intron 2 of 6)",2.00245475675551,1.41100453582952e-06,1.72434335173363e-05
"351","APP",-8827,"Exon (ENST00000617755.1/ENST00000617755.1, exon 2 of 2)",1.99539085679979,5.64063857363154e-14,7.44470281076469e-12
"55626","AMBRA1",-22565,"Intron (ENST00000314845.7/55626, intron 1 of 18)",1.99363267971838,5.9798394799112e-10,2.32129160987337e-08
"105370546","LOC105370546",-61032,"Intron (ENST00000479335.5/5890, intron 8 of 11)",1.99231843585642,2.43238923143116e-07,3.93103884157212e-06
"123706544","GLIPR1-AS1",0,"Promoter (<=1kb)",1.98606830033163,3.9190957146842e-09,1.18909268063541e-07
"3696","ITGB8",-11034,"Exon (ENST00000460204.1/3696, exon 2 of 2)",1.9851552934772,1.28138329868119e-12,1.16635337267314e-10
"5937","RBMS1",-15314,"Exon (ENST00000474820.5/5937, exon 2 of 16)",1.97832693774559,2.98629948315494e-08,6.56902933530666e-07
"113201","GOLM2",6018,"Intron (ENST00000299957.11/113201, intron 1 of 9)",1.97321735818109,9.29669475519182e-11,4.62280565139263e-09
"5567","PRKACB",24357,"Intron (ENST00000370689.6/5567, intron 1 of 9)",1.97260621595409,1.13015554759283e-08,2.88700057464116e-07
"138255","CFAP95",63367,"Exon (ENST00000466872.2/138255, exon 4 of 6)",1.9682320775078,9.34018063168103e-11,4.62280565139263e-09
"51010","EXOSC3",-7329,"Intron (ENST00000242323.8/79269, intron 2 of 6)",1.96434243857107,1.63677725927751e-08,3.86914600484137e-07
"84159","ARID5B",0,"Promoter (<=1kb)",1.96390896016144,1.37458941899885e-20,2.17707472181037e-17
"124905065","LOC124905065",-913,"Promoter (<=1kb)",1.96081412721954,6.78962788339724e-08,1.30820105130469e-06
"63971","KIF13A",-46124,"Intron (ENST00000378814.9/63971, intron 4 of 37)",1.9496870883353,2.43535245032593e-17,1.07141978078506e-14
"259232","NALCN",0,"Promoter (<=1kb)",1.93379416219878,1.58775202386356e-10,7.52898699220092e-09
"347689","SOX2-OT",0,"Promoter (<=1kb)",1.9323332993878,8.59026263295459e-22,2.24747203261792e-18
"11214","AKAP13",20478,"Intron (ENST00000559362.5/11214, intron 1 of 14)",1.92857870992406,6.29468079219135e-16,1.42421649123895e-13
"2762","GMDS",21123,"Intron (ENST00000530927.5/2762, intron 4 of 10)",1.92011960406258,1.5236826951967e-06,1.82542258143157e-05
"55744","COA1",33162,"Intron (ENST00000415076.6/55744, intron 1 of 6)",1.91596125412488,8.85623094957574e-15,1.46109360186855e-12
"1462","VCAN",-163822,"Intron (ENST00000282268.7/7518, intron 7 of 7)",1.91284787397599,5.34496504726067e-10,2.13771607117461e-08
"57484","RNF150",22745,"Exon (ENST00000515057.1/57484, exon 4 of 4)",1.90738763761338,3.16266377165558e-07,4.95578173050575e-06
"8826","IQGAP1",-3832,"Intron (ENST00000268182.10/8826, intron 2 of 37)",1.90282658310376,1.50903771905652e-12,1.34270446036052e-10
"10745","PHTF1",44978,"Exon (ENST00000307546.14/260425, exon 16 of 21)",1.89815554747195,2.42429782316883e-13,2.77266961751902e-11
"101927992","LINC01213",0,"Promoter (<=1kb)",1.89621689103425,9.10848576046606e-17,3.27864085168776e-14
"5737","PTGFR",34890,"Intron (ENST00000413519.1/149047, intron 3 of 5)",1.89545082417383,2.47054547777822e-08,5.54228035085714e-07
"285527","FRYL",-16530,"Intron (ENST00000358350.9/285527, intron 2 of 63)",1.89450320468617,3.58339599908903e-10,1.47796421441594e-08
"100874010","NLGN1-AS1",26113,"Intron (ENST00000695368.1/22871, intron 4 of 6)",1.89336518304741,4.15972269726559e-14,5.79541104273539e-12
"685","BTC",0,"Promoter (<=1kb)",1.88516261344167,7.37415416037857e-14,9.57310275344884e-12
"124902436","LOC124902436",-55306,"Intron (ENST00000647733.1/124902436, intron 4 of 7)",1.87939300845574,2.08898210491748e-17,1.00297381071939e-14
