"ENTREZID","SYMBOL","distanceToTSS","annotation","fold_change","p_value","FDR"
"107986636","LOC107986636",129481,"Distal Intergenic",2.45207377129795,3.96719055728255e-20,4.48802600330293e-17
"105374698","LINC02103",-118855,"Distal Intergenic",2.32218593483393,2.04832169353701e-12,1.72560207352336e-10
"100996696","LOC100996696",160673,"Distal Intergenic",2.25723929901918,3.0669770974214e-09,9.59975953932019e-08
"105378998","LOC105378998",-111192,"Distal Intergenic",2.24778698806363,1.12377645936672e-14,1.77983715634501e-12
"858","CAV2",8955,"Distal Intergenic",2.23973203899864,1.23368339172402e-16,3.907815511625e-14
"10512","SEMA3C",-17392,"Distal Intergenic",2.10446161723688,1.58961501814535e-15,3.14704033217326e-13
"101929771","LINC01655",-17964,"Distal Intergenic",2.06815723798877,7.65816537521268e-09,2.06979561796277e-07
"441094","NR2F1-AS1",232030,"Distal Intergenic",2.06745627864183,4.40474523642292e-11,2.54607135235278e-09
"105379098","LINC01846",-144084,"Distal Intergenic",2.0664534833568,2.12138068547755e-16,6.22193098085064e-14
"105370769","LOC105370769",10890,"Distal Intergenic",2.01735940086682,9.93558902257842e-16,2.12648458026483e-13
"101927087","LINC02516",-73258,"Distal Intergenic",2.01586125097804,1.41704756473549e-08,3.47417946289176e-07
"101928165","CASC17",-221343,"Distal Intergenic",2.00621829367289,6.06903325864452e-10,2.34442314025395e-08
"101928539","LINC02225",81194,"Distal Intergenic",1.9833135020109,1.91960355024677e-11,1.27742357263901e-09
"107984117","LINC02058",-137043,"Distal Intergenic",1.98127109817034,1.71523631128393e-12,1.47640829881059e-10
"23167","EFR3A",-56456,"Distal Intergenic",1.97121108120148,2.238128759981e-16,6.32990773224626e-14
"105374524","LOC105374524",202944,"Distal Intergenic",1.94006149813695,4.84722309518025e-11,2.78153331092264e-09
"101928165","CASC17",-326858,"Distal Intergenic",1.93968283783771,8.46476212413658e-08,1.58469151917346e-06
"105379130","LOC105379130",-25316,"Distal Intergenic",1.90146666944634,2.98003873469238e-08,6.56902933530666e-07
"100128787","LINC01349",42361,"Distal Intergenic",1.88562126915971,1.4111914266004e-08,3.47056674138153e-07
