"SampleID","Factor","Condition","Replicate","bamReads","Peaks","PeakCaller"
"YAF_1","H2AK119Ub","YAF",1,"analysis/aligned/YAF_1.dedup.bam","analysis/peaks2_improved/YAF_1_broad_peaks_final.broadPeak","broad"
