"ENTREZID","SYMBOL","distanceToTSS","annotation","fold_change"
"5361","PLXNA1",38229,"Distal Intergenic",1.0357619337647
"112703","GARIN5A",273,"Promoter (<=1kb)",1.03570932961355
"100130238","GALNT9-AS1",0,"Promoter (<=1kb)",1.0356671529644
"3737","KCNA2",0,"Promoter (<=1kb)",1.03550674575058
"2642","GCGR",-9391,"Distal Intergenic",1.03546564688161
"2166","FAAH",3560,"3' UTR",1.03538796737401
"7402","UTRN",71352,"Intron (ENST00000367545.8/7402, intron 3 of 74)",1.03529223863152
"3728","JUP",6920,"Exon (ENST00000393930.5/3728, exon 14 of 15)",1.03528608408201
"3208","HPCA",2078,"Promoter (2-3kb)",1.03521584418023
"619552","MIR483",5960,"Distal Intergenic",1.03516369858146
"54777","CFAP46",0,"Promoter (<=1kb)",1.03503467879479
"100506585","PTPRN2-AS1",-114662,"Intron (ENST00000389413.7/5799, intron 11 of 21)",1.03500054819171
"105376879","LINC02793",14918,"Intron (ENST00000424084.1/ENST00000424084.1, intron 2 of 2)",1.03494465094487
"101927253","LOC101927253",7406,"3' UTR",1.03492793412052
"260429","PRSS33",0,"Promoter (<=1kb)",1.03485675559674
"10715","CERS1",0,"Promoter (<=1kb)",1.03477296489284
"283234","CCDC88B",-1514,"Promoter (1-2kb)",1.03469046155101
"9123","SLC16A3",-1612,"Promoter (1-2kb)",1.03465224402564
"4585","MUC4",-2635,"Promoter (2-3kb)",1.03460181085941
"29850","TRPM5",2063,"Promoter (2-3kb)",1.03459436587863
"100302147","MIR1302-7",59811,"Distal Intergenic",1.03452194480817
"9442","MED27",-35730,"Distal Intergenic",1.03426551340102
"101928092","LINC03112",23535,"Intron (ENST00000686824.1/101928092, intron 1 of 1)",1.03424197833926
"342","APOC1P1",0,"Promoter (<=1kb)",1.03405010551259
"2805","GOT1",15182,"Exon (ENST00000356713.5/26507, exon 9 of 11)",1.03403362131159
"9014","TAF1B",21196,"Intron (ENST00000263663.10/9014, intron 8 of 14)",1.03363611576396
"57722","IGDCC4",685,"Promoter (<=1kb)",1.03362401002841
"105376731","LOC105376731",144,"Promoter (<=1kb)",1.03358071862083
"55107","ANO1",-615,"Promoter (<=1kb)",1.03346447591964
"481","ATP1B1",-2144,"Promoter (2-3kb)",1.03337733730485
"131408","FAM131A",593,"Promoter (<=1kb)",1.03333639163925
"5145","PDE6A",8030,"3' UTR",1.03321579990118
"110806280","CCDC194",7946,"Distal Intergenic",1.03300372745321
"5745","PTH1R",-1247,"Promoter (1-2kb)",1.03299035335937
"83959","SLC4A11",-1248,"Promoter (1-2kb)",1.03287522739108
"29881","NPC1L1",443,"Promoter (<=1kb)",1.03285289213991
"2696","GIPR",-7065,"Distal Intergenic",1.03272968441954
"27106","ARRDC2",-3800,"Intron (ENST00000222249.13/3780, intron 10 of 10)",1.03268033428593
"8022","LHX3",3537,"Exon (ENST00000371746.9/8022, exon 6 of 6)",1.03259161765689
"101927551","LOC101927551",11987,"Intron (ENST00000396103.7/112885, intron 2 of 12)",1.0324932158642
"23769","FLRT1",2613,"Promoter (2-3kb)",1.03234493949487
"57477","SHROOM4",14449,"Intron (ENST00000376020.9/57477, intron 1 of 8)",1.03217903969026
"3635","INPP5D",-5306,"Exon (ENST00000359570.9/3635, exon 22 of 27)",1.03216763807397
"4643","MYO1E",-4886,"Intron (ENST00000288235.9/4643, intron 5 of 27)",1.03203340740732
"7481","WNT11",433,"Promoter (<=1kb)",1.03190643507932
"2249","FGF4",-12740,"Distal Intergenic",1.03161550711165
"246175","CNOT6L",31711,"Distal Intergenic",1.03149413597932
"375616","KCP",-51,"Promoter (<=1kb)",1.03149006405216
"5499","PPP1CA",1095,"Promoter (1-2kb)",1.0313643959003
"653486","SCGB1C2",8059,"3' UTR",1.03103925808273
"6953","TCP10L3",-116463,"Distal Intergenic",1.0309997891985
"22839","DLGAP4",1436,"Promoter (1-2kb)",1.03078610258966
"140803","TRPM6",73504,"Intron (ENST00000361255.7/140803, intron 27 of 38)",1.03068424891532
"124901971","LOC124901971",3227,"Intron (ENST00000648211.1/124901971, intron 1 of 2)",1.03057275414896
"65990","ANTKMT",-284,"Promoter (<=1kb)",1.03053034753628
"105375567","LOC105375567",-21423,"Distal Intergenic",1.03033783868107
"5660","PSAP",-8057,"Intron (ENST00000394936.8/5660, intron 1 of 13)",1.03029113507897
"80380","PDCD1LG2",52201,"Intron (ENST00000397747.5/80380, intron 5 of 6)",1.03028860496802
"401258","RAB44",21858,"Intron (ENST00000612677.6/401258, intron 7 of 13)",1.03027979586431
"105375790","ASTILCS",-5253,"Intron (ENST00000520105.5/11156, intron 1 of 4)",1.03013902484429
"8632","DNAH17",-143,"Promoter (<=1kb)",1.0301248841129
"154449","LOC154449",14580,"Intron (ENST00000701993.1/154449, intron 1 of 2)",1.030051200666
"9442","MED27",-20126,"Distal Intergenic",1.02981444149856
"7077","TIMP2",-17650,"Distal Intergenic",1.02980426267171
"65009","NDRG4",0,"Promoter (<=1kb)",1.02980324936949
"283848","CES4A",225,"Promoter (<=1kb)",1.02916645081582
"64094","SMOC2",-25417,"Distal Intergenic",1.02915872164131
"101927021","ZFAND2A-DT",24872,"Distal Intergenic",1.02911919347316
"146713","RBFOX3",32782,"Intron (ENST00000583458.5/146713, intron 3 of 13)",1.02866936517232
"54567","DLL4",-9866,"Distal Intergenic",1.0286655622237
"27190","IL17B",-577,"Promoter (<=1kb)",1.02857488057906
"5330","PLCB2",-1817,"Promoter (1-2kb)",1.02854906691373
"107986395","LOC107986395",-1910,"Promoter (1-2kb)",1.02845535102805
"401563","LINC02908",-3110,"Exon (ENST00000341511.11/20, exon 2 of 49)",1.02844695045491
"440461","ARHGAP27P2",-3104,"Distal Intergenic",1.02811535162736
"105369346","LINC02736",8069,"Distal Intergenic",1.02768270158608
"23261","CAMTA1",-1805,"Promoter (1-2kb)",1.02745939842736
"1305","COL13A1",19986,"Intron (ENST00000357811.8/1305, intron 2 of 37)",1.02745725876329
"105370880","LINC02205",-26458,"Distal Intergenic",1.0272811833761
"80725","SRCIN1",1628,"Promoter (1-2kb)",1.02725038499581
"9806","SPOCK2",-2872,"Promoter (2-3kb)",1.02724334799513
"993","CDC25A",-1823,"Promoter (1-2kb)",1.02712283792808
"642475","MROH6",640,"Promoter (<=1kb)",1.02711135984047
"107985856","LOC107985856",-40697,"Distal Intergenic",1.02707036487671
"9508","ADAMTS3",-54129,"Intron (ENST00000286657.10/9508, intron 4 of 21)",1.02704111173399
"57662","CAMSAP3",1898,"Promoter (1-2kb)",1.02699868095552
"2549","GAB1",0,"Promoter (<=1kb)",1.02698895642593
"4693","NDP",-99097,"Distal Intergenic",1.02697513322046
"1943","EFNA2",25927,"Distal Intergenic",1.0269279318051
"100131117","ZBTB20-AS1",12856,"Intron (ENST00000675478.1/26137, intron 7 of 11)",1.02663077756477
"64211","LHX5",5008,"Intron (ENST00000261731.4/64211, intron 4 of 4)",1.02663001232322
"7077","TIMP2",-4234,"Distal Intergenic",1.02646360367658
"94120","SYTL3",55623,"Intron (ENST00000360448.8/94120, intron 7 of 18)",1.02644208224535
"8911","CACNA1I",26498,"Intron (ENST00000407673.5/8911, intron 1 of 34)",1.02635504444519
"51090","PLLP",-5057,"Distal Intergenic",1.0262618345658
"340260","UNCX",7241,"Distal Intergenic",1.02625587997092
"256329","LMNTD2",5620,"Intron (ENST00000270115.8/115399, intron 8 of 13)",1.02619701571004
"84708","LNX1",-62861,"Intron (ENST00000507166.5/5156, intron 12 of 23)",1.02615638368508
"92370","PXYLP1",514,"Promoter (<=1kb)",1.02607179280493
"57822","GRHL3",-51696,"Intron (ENST00000690803.1/57822, intron 2 of 15)",1.02602383977417
"149461","CLDN19",4735,"3' UTR",1.0257596952521
"203054","ADCK5",1359,"Promoter (1-2kb)",1.02560879653819
"11025","LILRB3",0,"Promoter (<=1kb)",1.02554206498896
"90120","TMEM250",-4421,"Exon (ENST00000617896.1/ENST00000617896.1, exon 1 of 1)",1.02542019317856
"163688","CALML6",-7473,"Distal Intergenic",1.02505777664
"105371899","LOC105371899",9947,"Intron (ENST00000564292.5/105371899, intron 2 of 2)",1.02467189524723
"51083","GAL",-19399,"Distal Intergenic",1.02458121641354
"101928087","LOC101928087",-5052,"Intron (ENST00000685588.1/101928087, intron 4 of 6)",1.02452419056244
"105369319","LINC02705",33084,"Distal Intergenic",1.0244118330179
"286046","XKR6",-13107,"Intron (ENST00000416569.3/286046, intron 1 of 2)",1.02438633978306
"3990","LIPC",75,"Promoter (<=1kb)",1.02437323948331
"9472","AKAP6",92772,"Intron (ENST00000280979.9/9472, intron 13 of 13)",1.02427273892614
"29115","SAP30BP",0,"Promoter (<=1kb)",1.02426667769622
"148398","SAMD11",-616,"Promoter (<=1kb)",1.02417118824532
"267","AMFR",2575,"Promoter (2-3kb)",1.02407740679713
"339778","CIMIP2C",1456,"Promoter (1-2kb)",1.02407617596646
"4026","LPP",-42773,"Intron (ENST00000448637.5/4026, intron 1 of 6)",1.02407235674278
"375061","FAM89A",-9314,"Distal Intergenic",1.02405480052433
"5590","PRKCZ",1531,"Promoter (1-2kb)",1.02391294626055
"10297","APC2",991,"Promoter (<=1kb)",1.02388679795792
"84467","FBN3",-2153,"Promoter (2-3kb)",1.02370706351735
"27074","LAMP3",2079,"Promoter (2-3kb)",1.02368053453119
"7553","ZNF7",-3852,"Distal Intergenic",1.02355004051117
"55243","KIRREL1",9693,"Intron (ENST00000360089.8/55243, intron 1 of 12)",1.02348529269133
"146713","RBFOX3",35127,"Intron (ENST00000583458.5/146713, intron 1 of 13)",1.0233287740613
"101928514","LINC02080",-2306,"Promoter (2-3kb)",1.02312833407037
"80022","MYO15B",123,"Promoter (<=1kb)",1.02297101123101
"1748","DLX4",-59687,"Distal Intergenic",1.0225051865589
"346673","STRA8",36263,"Exon (ENST00000619004.2/107984123, exon 7 of 8)",1.02245379623407
"100500835","MIR3907",0,"Promoter (<=1kb)",1.02218766839789
"575","ADGRB1",-3800,"Distal Intergenic",1.02217011194821
"374403","TBC1D10C",2680,"Promoter (2-3kb)",1.02177911461789
"124901789","LOC124901789",33626,"Distal Intergenic",1.02174908218524
"100506688","LINC02982",5133,"Intron (ENST00000399869.1/100506688, intron 1 of 1)",1.02165732747261
"6573","SLC19A1",5259,"Intron (ENST00000650808.1/6573, intron 1 of 5)",1.02165096335519
"122526782","LOC122526782",15678,"Intron (ENST00000653908.1/54583, intron 1 of 4)",1.02161767550944
"5090","PBX3",159648,"Distal Intergenic",1.02146943594706
"26038","CHD5",-5689,"Intron (ENST00000262450.8/26038, intron 34 of 41)",1.02143913099355
"390874","ONECUT3",13657,"Intron (ENST00000382349.5/390874, intron 1 of 1)",1.02143032309369
"8439","NSMAF",-182283,"Intron (ENST00000361421.2/9760, intron 4 of 8)",1.02139906580744
"401561","LINC01451",14698,"Distal Intergenic",1.02138054222985
"6550","SLC9A3",-2275,"Promoter (2-3kb)",1.0213255662551
"105379407","LINC02747",-268,"Promoter (<=1kb)",1.02130050429464
"7380","UPK3A",936,"Promoter (<=1kb)",1.02123404891793
"10861","SLC26A1",-2541,"Promoter (2-3kb)",1.02122031673905
"375616","KCP",-3470,"Exon (ENST00000610776.5/375616, exon 28 of 40)",1.02114293272406
"27132","CPNE7",4072,"Distal Intergenic",1.02108767215503
"6302","TSPAN31",0,"Promoter (<=1kb)",1.02100509829374
"91828","EXOC3L4",-1098,"Promoter (1-2kb)",1.02092944440668
"126536","LINC00661",2854,"Promoter (2-3kb)",1.02071335865593
"27143","PALD1",555,"Promoter (<=1kb)",1.02057497992806
"84152","PPP1R1B",-362,"Promoter (<=1kb)",1.0205464251509
"5792","PTPRF",-2373,"Promoter (2-3kb)",1.02035559067217
"138311","DIPK1B",-10988,"Distal Intergenic",1.02022549538649
"252983","STXBP4",59293,"Intron (ENST00000376352.6/252983, intron 16 of 17)",1.02009871705914
"619552","MIR483",11718,"Distal Intergenic",1.02009316656151
"6548","SLC9A1",0,"Promoter (<=1kb)",1.01993503820797
"189","AGXT",-956,"Promoter (<=1kb)",1.01984151386866
"26301","GBGT1",-7163,"Distal Intergenic",1.01978557441739
"124901566","LOC124901566",-6034,"Distal Intergenic",1.01954671916735
"100616127","MIR4448",24214,"Distal Intergenic",1.01953258058084
"5409","PNMT",1738,"Promoter (1-2kb)",1.01917070975427
"4585","MUC4",-6603,"Exon (ENST00000478156.5/4585, exon 2 of 24)",1.01910700449044
"65078","RTN4R",-2460,"Promoter (2-3kb)",1.01882636048597
"116435278","LOC116435278",-10001,"Distal Intergenic",1.01863800957435
"9972","NUP153",-8165,"Distal Intergenic",1.01863223500575
"731779","LINC01300",-15621,"Distal Intergenic",1.01856075694032
"100507057","MELTF-AS1",-9262,"Intron (ENST00000469783.2/4241, intron 1 of 2)",1.01823134602123
"4026","LPP",-20645,"Intron (ENST00000448637.5/4026, intron 5 of 6)",1.01804113787329
"23101","MCF2L2",485,"Promoter (<=1kb)",1.01802980854351
"116154","PHACTR3",-2595,"Promoter (2-3kb)",1.01801822471346
"84958","SYTL1",0,"Promoter (<=1kb)",1.01801272354217
"125467750","EFNA4-EFNA3",6744,"Distal Intergenic",1.01797622438831
"100505540","SLIT1-AS1",24598,"Intron (ENST00000266058.9/6585, intron 4 of 36)",1.0178035525622
"105375501","LOC105375501",1974,"Promoter (1-2kb)",1.01779205159058
"5090","PBX3",183972,"Distal Intergenic",1.01747569709342
"432355","SLURP2",-2775,"Promoter (2-3kb)",1.01746492733738
"3778","KCNMA1",-5888,"Intron (ENST00000639601.1/3778, intron 1 of 27)",1.01731471066661
"100616417","MIR4786",31615,"Intron (ENST00000419408.5/4705, intron 4 of 5)",1.01722577413314
"284467","TAFA3",200,"Promoter (<=1kb)",1.01716503654266
"100887755","TRERNA1",25078,"Distal Intergenic",1.01708238390763
"23365","ARHGEF12",7441,"Intron (ENST00000397843.7/23365, intron 1 of 40)",1.01703988983965
"6646","SOAT1",24385,"Intron (ENST00000539888.5/6646, intron 1 of 14)",1.01698568876537
"406945","MIR153-2",-12182,"Intron (ENST00000389413.7/5799, intron 16 of 21)",1.01692401998221
"101928253","LOC101928253",5906,"Intron (ENST00000456036.2/101928253, intron 1 of 2)",1.0169012432638
"282974","STK32C",-7642,"Intron (ENST00000368622.5/282974, intron 1 of 11)",1.01671990386418
"26173","INTS1",-6832,"Distal Intergenic",1.01654428319514
"55315","SLC29A3",-33691,"Exon (ENST00000335350.10/219699, exon 4 of 17)",1.01649662825564
"105370880","LINC02205",64405,"Distal Intergenic",1.01646411833802
"774","CACNA1B",-14875,"Intron (ENST00000371372.6/774, intron 31 of 46)",1.01638115303174
"3786","KCNQ3",832,"Promoter (<=1kb)",1.01636485001432
"3955","LFNG",896,"Promoter (<=1kb)",1.01636339271022
"441478","NRARP",4198,"Intron (ENST00000673408.1/ENST00000673408.1, intron 2 of 3)",1.01631975559906
"8660","IRS2",-53775,"Distal Intergenic",1.01631623894938
"124857","WFIKKN2",1664,"Promoter (1-2kb)",1.01626692645305
"57597","BAHCC1",-20153,"Intron (ENST00000675386.2/57597, intron 2 of 27)",1.01609870879402
"4241","MELTF",911,"Promoter (<=1kb)",1.01595726336293
"6329","SCN4A",1408,"Promoter (1-2kb)",1.01595462702905
"222194","RSBN1L",5875,"Intron (ENST00000334955.13/222194, intron 1 of 7)",1.01594209897287
"2621","GAS6",1369,"Promoter (1-2kb)",1.01579371861651
"56731","SLC2A4RG",-71,"Promoter (<=1kb)",1.01567185941468
"84839","RAX2",-3006,"Distal Intergenic",1.01562364549307
"23526","ARHGAP45",0,"Promoter (<=1kb)",1.01525567350676
"51422","PRKAG2",5940,"Intron (ENST00000287878.9/51422, intron 1 of 15)",1.01523622004997
"1303","COL12A1",-2178,"Promoter (2-3kb)",1.01519250397057
"9138","ARHGEF1",4492,"Intron (ENST00000698932.1/9138, intron 27 of 28)",1.01510134143519
"6261","RYR1",7909,"Intron (ENST00000359596.8/6261, intron 2 of 105)",1.01497021656213
"149986","LSM14B",-22996,"Distal Intergenic",1.01494237956226
"90993","CREB3L1",640,"Promoter (<=1kb)",1.01480224859525
"90120","TMEM250",-32984,"Distal Intergenic",1.01476521984484
"401561","LINC01451",-15578,"Distal Intergenic",1.01454350436893
"59335","PRDM12",13519,"Intron (ENST00000253008.3/59335, intron 3 of 4)",1.01433594250694
"10297","APC2",0,"Promoter (<=1kb)",1.01432750190501
"1917","EEF1A2",11839,"Distal Intergenic",1.0140695013014
"5747","PTK2",-16884,"Intron (ENST00000522684.5/5747, intron 10 of 31)",1.01390449102672
"100507632","LINC00968",19374,"Intron (ENST00000518662.5/101929415, intron 2 of 3)",1.01358759659503
"5176","SERPINF1",-6257,"Downstream (<=300bp)",1.01357953986109
"105664404","WSPAR",-31715,"Distal Intergenic",1.01347593895384
"1208","CLPS",-537,"Promoter (<=1kb)",1.01343065645933
"54869","EPS8L1",0,"Promoter (<=1kb)",1.01329692606993
"51341","ZBTB7A",-1132,"Promoter (1-2kb)",1.01321277568838
"101928539","LINC02225",73578,"Distal Intergenic",1.01317532744896
"124402","UBALD1",561,"Promoter (<=1kb)",1.01314584620668
"56905","C15orf39",1588,"Promoter (1-2kb)",1.01310820202321
"23352","UBR4",19062,"Distal Intergenic",1.0130608522753
"101929614","LOC101929614",-16417,"Distal Intergenic",1.01285340781826
"255426","RASGEF1C",-23248,"Intron (ENST00000361132.9/255426, intron 1 of 13)",1.01277507490774
"124907753","LOC124907753",29948,"Intron (ENST00000280527.7/51232, intron 2 of 16)",1.0127337127376
"9024","BRSK2",3615,"Intron (ENST00000308219.13/9024, intron 12 of 19)",1.01269179785503
"284729","ESPNP",2787,"Promoter (2-3kb)",1.01263625947548
"102466515","MIR1199",0,"Promoter (<=1kb)",1.01250019720973
"6953","TCP10L3",-17132,"Distal Intergenic",1.01245219016356
"23265","EXOC7",-1248,"Promoter (1-2kb)",1.01236711163968
"2905","GRIN2C",-689,"Promoter (<=1kb)",1.01234471132185
"89884","LHX4",11475,"Intron (ENST00000263726.4/89884, intron 2 of 5)",1.01220774331991
"54961","SSH3",-767,"Promoter (<=1kb)",1.01217833846821
"63971","KIF13A",18488,"Intron (ENST00000378814.9/63971, intron 2 of 37)",1.01215078996348
"124906119","LOC124906119",-12259,"Intron (ENST00000489887.1/ENST00000489887.1, intron 1 of 1)",1.01214839103061
"8433","UTF1",1525,"Promoter (1-2kb)",1.01211123323434
"164633","CABP7",2693,"Promoter (2-3kb)",1.01207351812565
"8733","GPAA1",0,"Promoter (<=1kb)",1.01201535595246
"55187","VPS13D",0,"Promoter (<=1kb)",1.01199204585679
"85452","CFAP74",-9006,"Intron (ENST00000493964.5/85452, intron 10 of 37)",1.01198878847893
"84627","ZNF469",29884,"Intron (ENST00000563190.1/84627, intron 1 of 3)",1.01186576304193
"7402","UTRN",3049,"Intron (ENST00000367545.8/7402, intron 2 of 74)",1.01186042244245
"101928991","CCDC92B",-1082,"Promoter (1-2kb)",1.01166691190577
"1767","DNAH5",-50346,"Distal Intergenic",1.01166025204413
"23413","NCS1",-3443,"Distal Intergenic",1.01151846647944
"55512","SMPD3",-3055,"Intron (ENST00000219334.10/55512, intron 2 of 8)",1.01121159049156
"51252","FAM178B",609,"Promoter (<=1kb)",1.01118678631602
"56241","SUSD2",8958,"Distal Intergenic",1.01107599695874
"29851","ICOS",82874,"Distal Intergenic",1.0109226045172
"2775","GNAO1",-1793,"Promoter (1-2kb)",1.01085488797572
"54039","PCBP3",15012,"Intron (ENST00000400314.5/54039, intron 11 of 15)",1.01080076399313
"645811","CCDC154",-986,"Promoter (<=1kb)",1.01079268688131
"301","ANXA1",8473,"Distal Intergenic",1.01054562274566
"28957","MRPS28",42765,"Intron (ENST00000276585.9/28957, intron 2 of 2)",1.01048100606713
"54469","ZFAND6",-15626,"Intron (ENST00000613266.4/54469, intron 2 of 6)",1.0104733189899
"89","ACTN3",8861,"Exon (ENST00000502692.5/89, exon 8 of 21)",1.01045328561443
"401288","LINC00242",-161446,"Distal Intergenic",1.01037396857139
"56034","PDGFC",36542,"Intron (ENST00000502773.6/56034, intron 1 of 5)",1.01027890806966
"105373873","LOC105373873",-40926,"Intron (ENST00000695932.1/105373877, intron 3 of 11)",1.01024348436697
"3868","KRT16",-725,"Promoter (<=1kb)",1.01002980049996
"150379","PNPLA5",6758,"Intron (ENST00000216177.9/150379, intron 6 of 8)",1.0098563697112
"124903824","LOC124903824",-2570,"Promoter (2-3kb)",1.00981911308199
"5077","PAX3",220755,"Distal Intergenic",1.00968239770138
"5739","PTGIR",-123,"Promoter (<=1kb)",1.00954247243989
"54549","SDK2",-18620,"Intron (ENST00000392650.8/54549, intron 3 of 44)",1.00940719807109
"1271","CNTFR",-1651,"Promoter (1-2kb)",1.00918428189442
"23167","EFR3A",-61375,"Distal Intergenic",1.00918249962366
"124900652","LOC124900652",51481,"Distal Intergenic",1.00893440094354
"1002","CDH4",-13748,"Intron (ENST00000614565.5/1002, intron 2 of 15)",1.00886775955059
"100302208","MIR1253",17517,"Exon (ENST00000614400.2/101928991, exon 3 of 4)",1.00885260961585
"284656","EPHA10",-345,"Promoter (<=1kb)",1.00880963760122
"390874","ONECUT3",-33116,"Distal Intergenic",1.00879626516348
"102465467","MIR6779",0,"Promoter (<=1kb)",1.00870046679627
"7414","VCL",-2703,"Promoter (2-3kb)",1.00854156942367
"9780","PIEZO1",-31,"Promoter (<=1kb)",1.00839787530257
"4593","MUSK",14582,"Intron (ENST00000416899.7/4593, intron 6 of 13)",1.00838685656832
"144233","BCDIN3D",-26035,"3' UTR",1.00835259867264
"102465838","MIR7850",9662,"Intron (ENST00000382159.8/2788, intron 2 of 4)",1.00809025047014
"1534","CYB561",0,"Promoter (<=1kb)",1.00796671452967
"100996295","DNAH17-AS1",3531,"Exon (ENST00000598378.2/100996295, exon 2 of 2)",1.00793014744272
"399829","LINC01168",9131,"Exon (ENST00000461291.2/399829, exon 2 of 3)",1.00788351289245
"105373873","LOC105373873",-21261,"Intron (ENST00000695932.1/105373877, intron 3 of 11)",1.00775622397641
"124900429","LOC124900429",-25661,"Intron (ENST00000502732.6/27, intron 1 of 11)",1.00758167509292
"4902","NRTN",-5178,"Distal Intergenic",1.0075325109565
"152877","FAM53A",63104,"Distal Intergenic",1.00713769674914
"100423013","MIR4310",5182,"Intron (ENST00000320955.8/51332, intron 46 of 67)",1.00706705711997
"54982","CLN6",1946,"Promoter (1-2kb)",1.00706071316304
"130507","UBR3",-28713,"Intron (ENST00000272793.11/130507, intron 8 of 38)",1.00702717311241
"8857","FCGBP",-3002,"Intron (ENST00000616721.6/8857, intron 14 of 27)",1.00692837142274
"23022","PALLD",2789,"Promoter (2-3kb)",1.00679120636014
"22899","ARHGEF15",0,"Promoter (<=1kb)",1.0066928887361
"433","ASGR2",0,"Promoter (<=1kb)",1.00655227054414
"124056","NOXO1",-391,"Promoter (<=1kb)",1.00635439521743
"3754","KCNF1",12756,"Distal Intergenic",1.00635367194082
"105378737","LOC105378737",-41357,"Intron (ENST00000643167.1/ENST00000643167.1, intron 3 of 3)",1.00630030224611
"94031","HTRA3",20967,"Intron (ENST00000307358.7/94031, intron 3 of 8)",1.00620118356203
"101929650","LOC101929650",-15903,"Intron (ENST00000651869.1/101929650, intron 3 of 3)",1.00619158435815
"7109","TRAPPC10",-20212,"Distal Intergenic",1.00617636199594
"84630","TTBK1",509,"Promoter (<=1kb)",1.00614244215101
"84919","PPP1R15B",-5583,"Intron (ENST00000443515.1/ENST00000443515.1, intron 1 of 2)",1.00606498208532
"124842","TMEM132E",1022,"Promoter (1-2kb)",1.00605038479092
"80125","CCDC33",1547,"Promoter (1-2kb)",1.00590648697362
"8898","MTMR2",-178121,"Intron (ENST00000648443.1/ENST00000648443.1, intron 1 of 3)",1.00569862641927
"83893","SPATA16",-5151,"Distal Intergenic",1.00564084884744
"401562","LCNL1",0,"Promoter (<=1kb)",1.00561044753285
"162394","SLFN5",52370,"Distal Intergenic",1.00556752526819
"339942","H1-10-AS1",22951,"Distal Intergenic",1.00554009138827
"128611","ZNF831",29450,"Exon (ENST00000637017.1/128611, exon 4 of 8)",1.00546770551807
"112590798","HPAT5",-8418,"Distal Intergenic",1.00546113527826
"6845","VAMP7",-382096,"Distal Intergenic",1.00527695985503
"55806","HR",962,"Promoter (<=1kb)",1.00519410475551
"1289","COL5A1",-2132,"Promoter (2-3kb)",1.00512308705842
"23108","RAP1GAP2",25342,"Intron (ENST00000637138.1/23108, intron 3 of 25)",1.00499717310745
"100506119","LINC01503",11174,"Intron (ENST00000657886.1/100506119, intron 3 of 4)",1.00493908280022
"4598","MVK",23072,"Distal Intergenic",1.004852412448
"10249","GLYAT",-38938,"Intron (ENST00000685888.2/ENST00000685888.2, intron 1 of 1)",1.00480831952383
"100126340","MIR944",-9286,"Intron (ENST00000264731.8/8626, intron 4 of 13)",1.00446821220805
"23108","RAP1GAP2",11919,"Intron (ENST00000637138.1/23108, intron 3 of 25)",1.00440132108162
"84440","RAB11FIP4",-523,"Promoter (<=1kb)",1.00424360791399
"27143","PALD1",18128,"3' UTR",1.00408816624916
"27074","LAMP3",5544,"Intron (ENST00000265598.8/27074, intron 1 of 5)",1.00405093183242
"114897","C1QTNF1",750,"Promoter (<=1kb)",1.00403832075734
"100302736","TMED7-TICAM2",-24776,"Distal Intergenic",1.00401711147193
"9622","KLK4",0,"Promoter (<=1kb)",1.00397218790437
"100616126","MIR4686",26406,"Distal Intergenic",1.00389686027228
"101928354","LOC101928354",-26078,"Intron (ENST00000689305.1/ENST00000689305.1, intron 2 of 2)",1.00379370842447
"2936","GSR",3699,"Intron (ENST00000221130.11/2936, intron 1 of 12)",1.00376383394435
"105376314","LOC105376314",-6480,"Distal Intergenic",1.00352966452624
"780","DDR1",0,"Promoter (<=1kb)",1.00352236401546
"8456","FOXN1",1264,"Promoter (1-2kb)",1.00349748414603
"10743","RAI1",2823,"Promoter (2-3kb)",1.00346813751002
"56953","NT5M",5778,"Distal Intergenic",1.00336413224263
"93663","ARHGAP18",-7644,"Intron (ENST00000368149.3/93663, intron 9 of 14)",1.00334632672408
"341208","HEPHL1",-58230,"Distal Intergenic",1.00321804319586
"104326051","MAFA-AS1",2472,"Promoter (2-3kb)",1.00309862900695
"58488","PCTP",19228,"Intron (ENST00000573500.5/58488, intron 5 of 5)",1.00308134187093
"57224","NHSL1",-133,"Promoter (<=1kb)",1.00301119062559
"8614","STC2",31744,"Exon (ENST00000516360.1/ENST00000516360.1, exon 1 of 1)",1.00298957907924
"2590","GALNT2",-68652,"Intron (ENST00000494106.1/2590, intron 2 of 6)",1.0028992975839
"6002","RGS12",0,"Promoter (<=1kb)",1.00285043702467
"54796","BNC2",56271,"Intron (ENST00000380672.9/54796, intron 5 of 6)",1.00274867774582
"3645","INSRR",0,"Promoter (<=1kb)",1.00272087079383
"55512","SMPD3",-11614,"Intron (ENST00000219334.10/55512, intron 2 of 8)",1.00256812322117
"4062","LY6H",-26049,"Distal Intergenic",1.00250474412211
"440352","SNX29P2",-9439,"Intron (ENST00000641956.1/440352, intron 3 of 7)",1.00250312865599
"100507651","LINC01606",-12072,"Intron (ENST00000669200.1/100507651, intron 4 of 6)",1.00220166331229
"642938","INSYN2A",-5095,"Intron (ENST00000280333.9/1793, intron 27 of 51)",1.00211956560003
"101929614","LOC101929614",-88305,"Distal Intergenic",1.00197806027565
"8412","BCAR3",-11548,"Intron (ENST00000260502.11/8412, intron 3 of 11)",1.00189871615341
"91703","ACY3",-554,"Promoter (<=1kb)",1.00182834772343
"225689","MAPK15",-3541,"3' UTR",1.00171031830305
"284600","LOC284600",1423,"Promoter (1-2kb)",1.00151073770734
"152877","FAM53A",45661,"Distal Intergenic",1.00126648143611
