"ENTREZID","SYMBOL","distanceToTSS","annotation","fold_change","p_value","FDR"
"407047","MIR9-2",0,"Promoter (<=1kb)",2.88394266788565,4.62621671744608e-20,4.13738219019504e-15
"57142","RTN4",2801,"Promoter (2-3kb)",2.85787059102815,1.23987698289329e-11,5.14809227420024e-09
"347689","SOX2-OT",1690,"Promoter (1-2kb)",2.81379453300378,9.30098704665971e-18,1.44543982267268e-13
"63979","FIGNL1",2652,"Promoter (2-3kb)",2.78094801819624,9.10145929031856e-12,3.96273244724004e-09
"8910","SGCE",0,"Promoter (<=1kb)",2.65717888151504,1.85025409853596e-16,1.11822162282908e-12
"406947","MIR155",0,"Promoter (<=1kb)",2.64341497624235,1.83914082933299e-10,3.90001822844035e-08
"153830","RNF145",-123,"Promoter (<=1kb)",2.6275974216185,5.97822447386198e-13,4.96443625487844e-10
"6506","SLC1A2",-1462,"Promoter (1-2kb)",2.47679495099605,8.62948458618019e-14,1.25167797427682e-10
"26057","ANKRD17",0,"Promoter (<=1kb)",2.47552546827919,1.85127588899591e-09,2.28853463164113e-07
"8910","SGCE",-287,"Promoter (<=1kb)",2.44589774369148,2.31549697697531e-14,4.57984252073198e-11
"29970","SCHIP1",1433,"Promoter (1-2kb)",2.44001315894522,5.7713790569159e-11,1.60984479668358e-08
"100505851","LOC100505851",0,"Promoter (<=1kb)",2.41571267127697,4.80803370978034e-10,8.09909690405218e-08
"6434","TRA2B",885,"Promoter (<=1kb)",2.39987318611456,5.02656995665664e-11,1.46993390520132e-08
"5142","PDE4B",0,"Promoter (<=1kb)",2.39339088257398,1.03165082296163e-10,2.48842870899958e-08
"79670","TUT7",778,"Promoter (<=1kb)",2.38211055732959,3.5084077742943e-13,3.26206957031286e-10
"100131234","MIR181A1HG",0,"Promoter (<=1kb)",2.37232939955459,3.99572052551352e-14,7.01087834464497e-11
"79712","GTDC1",0,"Promoter (<=1kb)",2.37054895762459,8.54567651766271e-09,7.29945969646054e-07
"55297","CCDC91",-1371,"Promoter (1-2kb)",2.36433974417723,8.07325721914348e-09,7.01119784452818e-07
"473","RERE",1214,"Promoter (1-2kb)",2.34640333560264,1.0847635230599e-07,5.14635847606065e-06
"5934","RBL2",0,"Promoter (<=1kb)",2.33692988463754,2.95642705597194e-10,5.7328862260946e-08
"54839","LRRC49",0,"Promoter (<=1kb)",2.33481889106674,1.16577376444178e-09,1.60327053052843e-07
"2059","EPS8",1445,"Promoter (1-2kb)",2.33355783661521,1.87281305130072e-08,1.32812234540905e-06
"388815","MIR99AHG",0,"Promoter (<=1kb)",2.33201937522416,3.51164706293866e-11,1.10954876649171e-08
"101927156","LINC01934",0,"Promoter (<=1kb)",2.32478057468948,8.96736995949994e-09,7.56213442669923e-07
"107984352","LOC107984352",589,"Promoter (<=1kb)",2.32421777933016,1.26765208215393e-10,2.94661392643408e-08
"5431","POLR2B",0,"Promoter (<=1kb)",2.32266934665437,2.0359772881452e-12,1.29522683795834e-09
"6566","SLC16A1",0,"Promoter (<=1kb)",2.31250664951715,7.21919869674888e-14,1.12191504317975e-10
"124900778","LOC124900778",-1319,"Promoter (1-2kb)",2.31068438367623,1.3451311074237e-10,3.07416150254385e-08
"9472","AKAP6",0,"Promoter (<=1kb)",2.30657062644873,5.91742825464377e-10,9.41121977604419e-08
"8828","NRP2",1761,"Promoter (1-2kb)",2.29535192543273,7.9748927869873e-17,6.6734516294801e-13
"131566","DCBLD2",2660,"Promoter (2-3kb)",2.2942927985473,2.56549550308799e-12,1.53344740826059e-09
"6711","SPTBN1",-1043,"Promoter (1-2kb)",2.2922291649768,2.14691017877938e-17,2.59501804220573e-13
"79745","CLIP4",0,"Promoter (<=1kb)",2.27513120285224,3.19455830554893e-10,6.03333377203369e-08
"4734","NEDD4",0,"Promoter (<=1kb)",2.27379445325971,5.09421659161354e-16,2.64103131548596e-12
"9734","HDAC9",1339,"Promoter (1-2kb)",2.26284895263165,2.14298593487404e-09,2.5646284370217e-07
"1123","CHN1",2217,"Promoter (2-3kb)",2.25402044632121,4.61615411391502e-10,7.88333320694263e-08
"116461","TSEN15",2457,"Promoter (2-3kb)",2.24781768722273,4.08158445124157e-08,2.4026794617333e-06
"2823","GPM6A",0,"Promoter (<=1kb)",2.22915774818758,5.46305549490809e-10,8.88338553084569e-08
"221037","JMJD1C",0,"Promoter (<=1kb)",2.21114257099932,3.22399672029581e-10,6.05738312983385e-08
"29970","SCHIP1",-1702,"Promoter (1-2kb)",2.2076342105465,3.37656611388711e-09,3.61572370647833e-07
"7204","TRIO",612,"Promoter (<=1kb)",2.20404397637484,1.17738427196407e-12,8.53878320170743e-10
"81839","VANGL1",-867,"Promoter (<=1kb)",2.19934117929466,1.80075303695849e-15,6.46708874204134e-12
"56287","GKN1",-801,"Promoter (<=1kb)",2.19140640044357,3.03168222878254e-16,1.73579763820057e-12
"105371310","LOC105371310",-1438,"Promoter (1-2kb)",2.18934849166029,4.19790770813801e-08,2.45785462879329e-06
"406991","MIR21",0,"Promoter (<=1kb)",2.18053762786512,4.95132758612955e-10,8.27388896247471e-08
"10611","PDLIM5",0,"Promoter (<=1kb)",2.1659044903958,1.00385848930481e-06,2.8453555434868e-05
"302","ANXA2",0,"Promoter (<=1kb)",2.1573689945868,9.21511727306526e-19,2.30324406115168e-14
"388815","MIR99AHG",0,"Promoter (<=1kb)",2.14799573626205,4.14231586863683e-11,1.2729430275979e-08
"100505894","TMEM161B-DT",-1762,"Promoter (1-2kb)",2.14663131974751,7.52193766045806e-07,2.28504325158595e-05
"79109","MAPKAP1",-2473,"Promoter (2-3kb)",2.14657908161023,9.62520194060282e-08,4.68072236525917e-06
"29922","NME7",-2009,"Promoter (2-3kb)",2.14195712934167,1.22564488467692e-11,5.12314512941317e-09
"302","ANXA2",0,"Promoter (<=1kb)",2.14163068980356,1.74525868046851e-10,3.77205497058502e-08
"29102","DROSHA",0,"Promoter (<=1kb)",2.13910490538389,5.37076173184331e-08,2.95079957069987e-06
"3606","IL18",0,"Promoter (<=1kb)",2.13275406994312,8.30748791833476e-08,4.16537448332167e-06
"9217","VAPB",2175,"Promoter (2-3kb)",2.12925825434551,3.13516002366644e-09,3.43555509175829e-07
"11017","SNRNP27",0,"Promoter (<=1kb)",2.12654249089719,3.8756890232258e-07,1.35133599484493e-05
