"ENTREZID","SYMBOL","distanceToTSS","annotation","fold_change","p_value","FDR"
"1123","CHN1",8960,"3' UTR",2.5464906756876,1.19778625609311e-13,1.43188107548449e-10
"3987","LIMS1",4855,"5' UTR",2.36523720721653,4.49144241391597e-14,7.63439942184139e-11
"323","APBB2",63830,"5' UTR",2.35275197174991,2.04683479567452e-14,4.20122496693308e-11
"132","ADK",46437,"5' UTR",2.18214132208038,4.77015782506994e-10,8.0703206687439e-08
"55754","TMEM30A",3633,"5' UTR",2.10690071976842,4.06835641729871e-10,7.27008876153072e-08
"9887","SMG7",10086,"3' UTR",2.10269111547081,2.63695232206493e-06,6.02648862092087e-05
"2200","FBN1",12120,"3' UTR",2.09492288416704,9.68761541942307e-09,7.99245308065287e-07
"4126","MANBA",8697,"3' UTR",2.06013247005435,9.79373377858845e-10,1.41865689627662e-07
"7567","ZNF19",3511,"3' UTR",2.05212568891521,9.0980962909493e-11,2.28576536954023e-08
"152816","ODAPH",-11548,"3' UTR",2.05022703154588,6.58232928625749e-12,3.16840128940496e-09
"57689","LRRC4C",99991,"5' UTR",2.03456525240818,1.89070482528807e-11,6.99592940200554e-09
"27067","STAU2",20582,"3' UTR",2.02054423110985,1.17806129356787e-09,1.61404783149598e-07
"114327","EFHC1",38635,"3' UTR",2.00879723023732,1.7587374588766e-08,1.26957036804175e-06
"965","CD58",21538,"3' UTR",1.98675248500426,4.2953152910742e-08,2.49208466101071e-06
"22955","SCMH1",5949,"5' UTR",1.98269316482529,3.37692483848545e-08,2.10520784272e-06
"10056","FARSB",82790,"3' UTR",1.96731103535911,2.74618877695045e-08,1.79450209569705e-06
"51196","PLCE1",5560,"3' UTR",1.95172175794629,1.04084968675654e-13,1.36398512170807e-10
"64420","SUSD1",15604,"3' UTR",1.94681770507326,2.22164953047822e-12,1.3839944817042e-09
"26018","LRIG1",25781,"3' UTR",1.93890347242867,6.79342246968853e-09,6.15852052804222e-07
"6426","SRSF1",4184,"3' UTR",1.9364952492639,5.37785962981144e-08,2.95320777298858e-06
"7204","TRIO",-20415,"5' UTR",1.93635678162624,3.33602859527482e-10,6.23556478929503e-08
"355","FAS",5061,"3' UTR",1.9248978269836,2.7825799979996e-07,1.05324622506049e-05
"26005","C2CD3",-4538,"3' UTR",1.90813605606189,9.51718396265215e-09,7.91226298596359e-07
"285282","RABL3",-37530,"3' UTR",1.90197954468213,1.59204775127498e-06,4.06551442775701e-05
"80263","TRIM45",-23693,"3' UTR",1.8979669746313,1.11924341316495e-12,8.28278195245913e-10
"51430","SUCO",-12353,"5' UTR",1.87332580891925,1.43095808081768e-08,1.09010346513831e-06
"6429","SRSF4",-4939,"3' UTR",1.86554381694209,9.34385275530853e-07,2.70338037762297e-05
"302","ANXA2",9814,"5' UTR",1.86444051295898,2.33141397232557e-13,2.37030718672371e-10
"130502","TTC32",-9266,"3' UTR",1.85066593220362,1.25445109473374e-11,5.18880084945286e-09
"25903","OLFML2B",21342,"3' UTR",1.84324774010097,1.12648019521303e-09,1.57048183377241e-07
"26973","CHORDC1",3429,"5' UTR",1.8405314719272,1.95479120849848e-05,0.000290349483364974
"84709","MGARP",12149,"3' UTR",1.83551239274886,1.50180813924725e-07,6.60898860954742e-06
"6789","STK4",-9673,"3' UTR",1.83422760891593,7.32265496056401e-09,6.49335298643172e-07
"2258","FGF13",-117660,"5' UTR",1.82617814304171,2.12385643551543e-07,8.60498034776706e-06
"90799","CEP95",4829,"3' UTR",1.82476622034479,5.50989142686573e-06,0.000106983902338257
"7414","VCL",27559,"3' UTR",1.81896468229085,1.55258928330178e-06,3.98345342415058e-05
"25896","INTS7",3519,"3' UTR",1.81412614746343,6.76235639025509e-07,2.1048438910269e-05
"259232","NALCN",73094,"3' UTR",1.81019598746419,5.33492378827081e-06,0.000104306343901536
"22950","SLC4A1AP",-8998,"3' UTR",1.78855996669789,2.74656063734485e-08,1.79450209569705e-06
"167465","ZNF366",64976,"3' UTR",1.77453128052029,8.74231112769157e-09,7.43444396621037e-07
"667","DST",4670,"5' UTR",1.77163036682843,2.81809413457389e-06,6.32486838105261e-05
"10564","ARFGEF2",-12292,"3' UTR",1.76265013162044,1.53012576249403e-08,1.14717250911725e-06
"387640","SKIDA1",3446,"5' UTR",1.76083162803535,1.67344970760264e-09,2.13168883421022e-07
"22978","NT5C2",-3917,"5' UTR",1.75759286737649,3.2347258086858e-06,7.05664827555718e-05
"646486","FABP12",-5734,"5' UTR",1.74830386948763,3.46151618500892e-08,2.138336389473e-06
"10818","FRS2",7285,"5' UTR",1.73846437696124,2.18582918960382e-06,5.20073351385433e-05
"31","ACACA",-6643,"3' UTR",1.73576099428885,4.25832504434211e-09,4.34153598827326e-07
"1213","CLTC",4266,"3' UTR",1.71051776642163,1.06122612536747e-05,0.000179181444831921
"23635","SSBP2",15332,"3' UTR",1.7057707404062,9.44904200903098e-10,1.37790085114267e-07
"1106","CHD2",4242,"3' UTR",1.69862756213907,2.00396257398133e-05,0.000296116637612821
"5929","RBBP5",-22450,"3' UTR",1.69197187017478,2.46414535717372e-06,5.71560879915017e-05
"115294","PCMTD1",-9128,"5' UTR",1.68828114672571,9.63879272314359e-09,7.96170133931037e-07
"25903","OLFML2B",26345,"3' UTR",1.68630819898569,7.73404155318952e-07,2.33837607104981e-05
"57539","WDR35",17924,"3' UTR",1.67466489684824,3.47835230297726e-05,0.000455565320586782
"23023","TMCC1",4501,"3' UTR",1.67061663911127,5.59942115129507e-08,3.04718874409022e-06
"4739","NEDD9",18234,"5' UTR",1.6704997631313,1.73396219431838e-11,6.63885601698395e-09
"151258","SLC38A11",14271,"3' UTR",1.66503133795009,4.384537112745e-05,0.00054529766755455
"5137","PDE1C",36695,"3' UTR",1.66338847497243,4.20229935347485e-06,8.66465381288403e-05
"51200","CPA4",13810,"3' UTR",1.66320439772612,5.28851982095515e-11,1.51397797032265e-08
"84725","PLEKHA8",15792,"3' UTR",1.66048630981535,2.90875296082384e-06,6.49084494037376e-05
"5291","PIK3CB",-8960,"3' UTR",1.65906660367727,4.12432443888103e-06,8.53948675454268e-05
"169792","GLIS3",3900,"3' UTR",1.65404870757643,1.47465869404098e-06,3.83256597564019e-05
"824","CAPN2",5422,"Downstream (<=300bp)",1.64866211221311,1.66168027686541e-06,4.20483575061185e-05
"167227","DCP2",19278,"3' UTR",1.64611335913397,4.15504049111663e-05,0.000523094641622639
"8609","KLF7",-13802,"3' UTR",1.64529741870181,4.16162970345006e-06,8.59382853625314e-05
"9557","CHD1L",20897,"3' UTR",1.64388860758712,1.53398797067465e-08,1.14824057869115e-06
"55811","ADCY10",8500,"5' UTR",1.64186762557077,1.2953145866599e-06,3.45200385374321e-05
"100113407","TMEM170B",36955,"3' UTR",1.63949822185537,3.69267292580051e-07,1.30509234643667e-05
"197131","UBR1",18959,"3' UTR",1.63729407328255,1.07573700767824e-06,2.99524060353921e-05
"26002","MOXD1",-43853,"3' UTR",1.63462212577896,7.21794784734137e-06,0.000132055912642622
"11120","BTN2A1",8499,"3' UTR",1.62677857126586,1.83023737028022e-08,1.30902282923034e-06
"124901992","LOC124901992",15577,"3' UTR",1.62057557010421,3.38847014186407e-11,1.08816807076986e-08
"285550","FAM200B",5583,"3' UTR",1.61525633902503,1.73421246275103e-06,4.34291673021112e-05
"1358","CPA2",8194,"3' UTR",1.60936536346043,5.67382465805178e-11,1.58670183914181e-08
"55603","TENT5A",5940,"3' UTR",1.60489118241195,6.51031944910679e-07,2.03981884006648e-05
"100505841","ZNF475",22337,"3' UTR",1.60065773547311,4.57772374097467e-09,4.58130337775464e-07
"3364","HUS1",8707,"3' UTR",1.58678970978935,7.91184904706311e-06,0.000141934448975059
"9702","CEP57",9628,"3' UTR",1.58643435168392,8.73174191820403e-07,2.57072407191292e-05
"64283","ARHGEF28",30022,"3' UTR",1.58598029273427,9.10496179237196e-08,4.47979768694339e-06
"81853","TMEM14B",6970,"3' UTR",1.58097923867457,8.95631980102722e-08,4.41464997532735e-06
"399979","SNX19",6193,"3' UTR",1.58080580154182,4.6704686770703e-08,2.65909828248193e-06
"58490","RPRD1B",7517,"3' UTR",1.57907515480559,2.45073582824405e-06,5.69057197599849e-05
"10486","CAP2",98733,"3' UTR",1.57888225797654,7.50677453853445e-09,6.60165293592943e-07
"5962","RDX",36607,"3' UTR",1.5767833274665,1.32152075728163e-08,1.02248673955108e-06
"1739","DLG1",-9915,"3' UTR",1.5744264654224,3.42918219237625e-06,7.37531800707099e-05
"8828","NRP2",10047,"3' UTR",1.56911602809337,8.60264952733199e-08,4.26179004051647e-06
"7405","UVRAG",27205,"5' UTR",1.5669055116024,1.43315769002796e-05,0.000227135867292675
"5962","RDX",32916,"3' UTR",1.56279964407537,1.17394067705321e-05,0.000193936426048949
"59343","SENP2",14854,"3' UTR",1.56057533554337,9.23141392371014e-09,7.74278615027608e-07
"4780","NFE2L2",-3453,"5' UTR",1.55803208452544,4.32340900622265e-05,0.00053965971969243
"83464","APH1B",-24877,"3' UTR",1.55620026436252,4.80353924483318e-09,4.76347326115932e-07
"10274","STAG1",14504,"3' UTR",1.55233271814748,4.28000541794531e-06,8.78657085093755e-05
"60494","CCDC81",21005,"3' UTR",1.54399797722557,2.15963710117623e-07,8.71101676127015e-06
"55187","VPS13D",-9370,"3' UTR",1.54309653601408,1.05599089496403e-09,1.49285048843332e-07
"23043","TNIK",12906,"3' UTR",1.54094364126483,1.13276951932085e-09,1.57379734558517e-07
"83464","APH1B",-19034,"3' UTR",1.53354805242936,1.96439485194834e-05,0.000291656467816569
"79818","ZNF552",8572,"3' UTR",1.5322034737222,5.2050697780764e-06,0.00010235602238034
"23107","MRPS27",12031,"3' UTR",1.52972465531242,3.3916896132016e-11,1.08816807076986e-08
"153643","FAM81B",8799,"3' UTR",1.52911001430675,7.04836156892806e-07,2.1762658305857e-05
"3660","IRF2",-24511,"3' UTR",1.52543551969123,1.20682328633517e-05,0.000197950303223078
