"regulation","mean_YAF","mean_GFP","median_YAF","median_GFP","mean_log2FC_binding","median_log2FC_binding","sd_log2FC_binding","mean_log2FC_expr","median_log2FC_expr","sd_log2FC_expr","n"
"Upregulated",27.2960459495687,28.7749724789527,25.4082789020744,24.3340630765617,0.0289933474782487,0.0261679127922318,0.59584126131243,2.97078537609114,2.47048006177519,1.64935785121786,250
"Downregulated",22.4874304537699,15.5401255455687,19.7626778343987,12.1305010388289,0.686776394927297,0.681893239515205,0.65300021940526,-1.98891257874628,-1.60813164297935,1.06273031260796,184
