## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=analysis/qc/GFP_1_insert_size_histogram.pdf HISTOGRAM_WIDTH=1000 MINIMUM_PCT=0.5 INPUT=analysis/aligned_new/GFP_1.dedup.bam OUTPUT=analysis/qc/GFP_1_insert_size_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 06 14:50:38 CET 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
208	206	30	28	1140	240.806697	93.560134	26591991	FR	9	21	33	45	61	77	95	161	343	431	769			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
614	3178
615	3275
616	2943
617	2964
618	2914
619	2875
620	2799
621	2664
622	2565
623	2476
624	2511
625	2362
626	2259
627	2287
628	2212
629	2327
630	2190
631	2176
632	2133
633	2017
634	1886
635	1848
636	1870
637	1817
638	1745
639	1625
640	1589
641	1575
642	1552
643	1561
644	1503
645	1477
646	1467
647	1372
648	1341
649	1305
650	1296
651	1255
652	1200
653	1171
654	1134
655	1138
656	1096
657	1069
658	1078
659	996
660	991
661	1058
662	856
663	863
664	863
665	864
666	856
667	854
668	835
669	798
670	830
671	817
672	783
673	753
674	746
675	768
676	724
677	702
678	731
679	681
680	692
681	661
682	681
683	652
684	698
685	670
686	677
687	629
688	637
689	681
690	682
691	646
692	631
693	633
694	614
695	602
696	624
697	609
698	655
699	618
700	638
701	639
702	626
703	634
704	581
705	608
706	577
707	607
708	636
709	568
710	578
711	579
712	558
713	569
714	620
715	565
716	601
717	587
718	612
719	635
720	643
721	664
722	633
723	588
724	614
725	617
726	645
727	589
728	640
729	648
730	637
731	598
732	604
733	625
734	652
735	551
736	591
737	590
738	587
739	592
740	604
741	574
742	569
743	596
744	629
745	546
746	611
747	622
748	555
749	562
750	555
751	538
752	511
753	550
754	530
755	473
756	570
757	526
758	533
759	510
760	493
761	482
762	494
763	453
764	495
765	437
766	451
767	438
768	433
769	451
770	439
771	414
772	432
773	463
774	435
775	444
776	378
777	373
778	371
779	380
780	363
781	353
782	374
783	371
784	373
785	344
786	329
787	364
788	326
789	326
790	344
791	310
792	328
793	284
794	310
795	271
796	275
797	294
798	271
799	292
800	287
801	230
802	242
803	250
804	251
805	214
806	202
807	208
808	230
809	226
810	189
811	191
812	198
813	178
814	168
815	176
816	170
817	163
818	144
819	153
820	145
821	135
822	139
823	148
824	118
825	137
826	124
827	116
828	127
829	101
830	116
831	111
832	111
833	103
834	99
835	96
836	100
837	94
838	109
839	107
840	54
841	66
842	87
843	78
844	87
845	64
846	76
847	70
848	68
849	71
850	69
851	55
852	52
853	49
854	57
855	64
856	54
857	62
858	61
859	56
860	52
861	48
862	60
863	46
864	58
865	56
866	55
867	46
868	41
869	50
870	48
871	47
872	52
873	42
874	52
875	36
876	43
877	38
878	37
879	37
880	39
881	45
882	43
883	39
884	37
885	31
886	30
887	50
888	23
889	33
890	44
891	33
892	31
893	25
894	38
895	35
896	21
897	32
898	32
899	19
900	29
901	37
902	31
903	26
904	29
905	34
906	35
907	26
908	22
909	34
910	26
911	30
912	35
913	23
914	25
915	28
916	28
917	22
918	14
919	27
920	24
921	19
922	36
923	29
924	25
925	17
926	33
927	17
928	24
929	20
930	33
931	23
932	29
933	30
934	23
935	25
936	25
937	31
938	22
939	17
940	19
941	21
942	26
943	17
944	13
945	25
946	16
947	18
948	17
949	17
950	14
951	24
952	14
953	12
954	16
955	7
956	18
957	15
958	11
959	10
960	20
961	13
962	19
963	16
964	15
965	15
966	19
967	16
968	16
969	11
970	12
971	19
972	15
973	9
974	15
975	13
976	8
977	13
978	10
979	11
980	11
981	9
982	14
983	15
984	13
985	17
986	16
987	8
988	13
989	10
990	12
991	6
992	8
993	7
994	12
995	22
996	17
997	12
998	10
999	7
1000	10

