## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[analysis/aligned_new/YAF_3.sorted.rg.bam] OUTPUT=analysis/aligned_new/YAF_3.dedup.bam METRICS_FILE=analysis/qc/YAF_3_dup_metrics.txt REMOVE_DUPLICATES=false OPTICAL_DUPLICATE_PIXEL_DISTANCE=2500 VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_DUP_STRATEGY=FLOW_QUALITY_SUM_STRATEGY FLOW_USE_END_IN_UNPAIRED_READS=false FLOW_USE_UNPAIRED_CLIPPED_END=false FLOW_UNPAIRED_END_UNCERTAINTY=0 FLOW_UNPAIRED_START_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 06 14:04:35 CET 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	0	64790391	0	0	0	30237891	994241	0.466703	46113761

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.007137	18947187	0	19457781
2.0	1.254252	7957429	839260	7689753
3.0	1.314885	3937496	60631	3812948
4.0	1.329763	1957581	8551	1899924
5.0	1.333413	945274	1546	915704
6.0	1.334309	442057	270	426615
7.0	1.334528	199566	62	191426
8.0	1.334582	88778	17	84930
9.0	1.334596	39325	4	37404
10.0	1.334599	17732	1	16756
11.0	1.3346	8325	0	7914
12.0	1.3346	4352	0	4144
13.0	1.3346	2338	0	2243
14.0	1.3346	1321	0	1271
15.0	1.3346	888	0	872
16.0	1.3346	626	0	612
17.0	1.3346	458	0	456
18.0	1.3346	311	0	301
19.0	1.3346	238	0	236
20.0	1.3346	197	0	196
21.0	1.3346	135	0	134
22.0	1.3346	123	0	123
23.0	1.3346	96	0	92
24.0	1.3346	100	0	101
25.0	1.3346	65	0	64
26.0	1.3346	58	0	60
27.0	1.3346	38	0	37
28.0	1.3346	36	0	35
29.0	1.3346	46	0	48
30.0	1.3346	38	0	37
31.0	1.3346	27	0	24
32.0	1.3346	18	0	19
33.0	1.3346	15	0	18
34.0	1.3346	21	0	19
35.0	1.3346	15	0	14
36.0	1.3346	16	0	16
37.0	1.3346	15	0	15
38.0	1.3346	11	0	11
39.0	1.3346	7	0	9
40.0	1.3346	13	0	11
41.0	1.3346	10	0	9
42.0	1.3346	8	0	9
43.0	1.3346	8	0	7
44.0	1.3346	5	0	5
45.0	1.3346	4	0	6
46.0	1.3346	9	0	9
47.0	1.3346	7	0	6
48.0	1.3346	8	0	7
49.0	1.3346	6	0	7
50.0	1.3346	7	0	6
51.0	1.3346	1	0	1
52.0	1.3346	3	0	3
53.0	1.3346	1	0	1
54.0	1.3346	2	0	2
55.0	1.3346	1	0	1
56.0	1.3346	3	0	3
57.0	1.3346	1	0	1
58.0	1.3346	4	0	5
59.0	1.3346	3	0	3
60.0	1.3346	4	0	3
61.0	1.3346	3	0	3
62.0	1.3346	3	0	3
63.0	1.3346	5	0	5
64.0	1.3346	0	0	0
65.0	1.3346	1	0	1
66.0	1.3346	1	0	2
67.0	1.3346	1	0	0
68.0	1.3346	2	0	2
69.0	1.3346	2	0	2
70.0	1.3346	1	0	1
71.0	1.3346	0	0	0
72.0	1.3346	1	0	1
73.0	1.3346	0	0	0
74.0	1.3346	0	0	0
75.0	1.3346	0	0	0
76.0	1.3346	1	0	1
77.0	1.3346	0	0	0
78.0	1.3346	1	0	1
79.0	1.3346	0	0	0
80.0	1.3346	2	0	2
81.0	1.3346	0	0	0
82.0	1.3346	0	0	0
83.0	1.3346	0	0	0
84.0	1.3346	0	0	0
85.0	1.3346	0	0	0
86.0	1.3346	0	0	0
87.0	1.3346	0	0	0
88.0	1.3346	1	0	1
89.0	1.3346	0	0	0
90.0	1.3346	0	0	0
91.0	1.3346	0	0	0
92.0	1.3346	0	0	0
93.0	1.3346	1	0	1
94.0	1.3346	0	0	0
95.0	1.3346	0	0	0
96.0	1.3346	0	0	0
97.0	1.3346	0	0	0
98.0	1.3346	1	0	1
99.0	1.3346	0	0	0
100.0	1.3346	0	0	0
101.0	0	1	0	1
111.0	0	1	0	2
112.0	0	1	0	0
114.0	0	1	0	1
135.0	0	1	0	1
221.0	0	1	0	1

