,C1,C2,C3,GFP1,GFP2,GFP3
ENSG00000290825.1,9.8646927165735,3.44788087157232,4.66420992746738,4.18179036303044,18.5864047021269,7.97642593255381
ENSG00000227232.5,632.655626222914,660.2691869061,559.705191296086,868.766947919574,966.493044510601,939.888855719258
ENSG00000278267.1,18.4140930709372,25.8591065367924,16.3247347461358,29.2725325412131,22.7167168581551,35.8939166964922
ENSG00000243485.5,6.576461811049,3.44788087157232,0,1.04544759075761,1.03257803900705,3.98821296627691
ENSG00000290826.1,4.6035232677343,1.72394043578616,3.49815744560053,4.18179036303044,7.22804627304937,6.64702161046151
ENSG00000186092.7,1.3152923622098,1.72394043578616,0,4.18179036303044,4.13031215602821,0
ENSG00000238009.6,2.6305847244196,1.72394043578616,0,3.13634277227283,5.16289019503526,2.6588086441846
ENSG00000233750.3,8.5494003543637,6.89576174314465,6.99631489120107,6.27268554454566,4.13031215602821,2.6588086441846
ENSG00000268903.1,2.6305847244196,3.44788087157232,4.66420992746738,8.36358072606088,0,0
ENSG00000269981.1,1.9729385433147,1.72394043578616,0,4.18179036303044,2.0651560780141,10.6352345767384
ENSG00000241860.7,14.4682159843078,13.7915234862893,11.6605248186684,12.5453710890913,11.3583584290776,6.64702161046151
ENSG00000279928.2,12.4952774409931,10.343642614717,6.99631489120107,3.13634277227283,2.0651560780141,21.2704691534768
ENSG00000279457.4,371.570092324268,467.18785809805,425.609155881398,642.95026831593,623.67713556026,614.184796806644
ENSG00000228463.10,10.5223388976784,17.2394043578616,5.83026240933422,7.31813313530327,12.3909364680846,10.6352345767384
ENSG00000236679.2,1.9729385433147,5.17182130735849,1.16605248186684,7.31813313530327,4.13031215602821,2.6588086441846
ENSG00000290385.1,51.2964021261822,50.8562428556918,55.9705191296086,39.7270084487892,42.3356995992891,79.7642593255381
ENSG00000284733.2,0,1.72394043578616,2.33210496373369,4.18179036303044,3.09773411702116,0
ENSG00000233653.3,6.576461811049,7.75773196103773,6.99631489120107,12.5453710890913,4.13031215602821,3.98821296627691
ENSG00000250575.1,8.5494003543637,3.44788087157232,13.9926297824021,10.4544759075761,3.09773411702116,5.31761728836921
ENSG00000230021.10,3.2882309055245,4.30985108946541,0,4.18179036303044,2.0651560780141,7.97642593255381
ENSG00000225972.1,28.2787857875107,18.9633447936478,34.9815744560053,22.9998469966674,20.651560780141,7.97642593255381
ENSG00000225630.1,430.100602442604,495.632875288522,328.82679988645,370.088447128194,357.27200149644,114.328771699938
ENSG00000237973.1,3073.8382504843,4206.41466331824,3512.15007538294,3107.07023973162,2527.75103948926,1839.89558177575
ENSG00000229344.1,1254.78891354815,1349.84536122057,1212.69458114152,1253.49166131837,1059.42506802124,457.315086799752
ENSG00000240409.1,1.3152923622098,1.72394043578616,6.99631489120107,0,2.0651560780141,2.6588086441846
ENSG00000248527.1,3398.71546395012,3811.6323035232,2859.1606855375,2480.84713286781,1908.20421608503,801.630806221658
ENSG00000198744.5,2540.48719760823,2641.93871784229,2607.29334945427,2513.2560081813,1693.42798397157,1217.73435903655
ENSG00000284662.2,0,1.72394043578616,2.33210496373369,4.18179036303044,3.09773411702116,0
ENSG00000229376.3,49.3234635828675,48.2703322020125,61.8007815389428,40.7724560395468,39.237965482268,23.9292777976614
ENSG00000291215.1,349.210122166702,386.1626576161,433.771523254466,424.45172184759,292.219585038996,417.432957136983
ENSG00000223181.1,5.9188156299441,4.30985108946541,6.99631489120107,8.36358072606088,9.29320235106347,7.97642593255381
ENSG00000229905.1,5.2611694488392,3.44788087157232,11.6605248186684,15.6817138613642,0,6.64702161046151
ENSG00000237491.10,267.661995709694,189.633447936478,286.848910539244,219.543994059098,161.0821740851,257.904438485907
ENSG00000290784.1,22.3599701575666,16.3774341399685,13.9926297824021,15.6817138613642,9.29320235106347,18.6116605092922
ENSG00000177757.2,90.7551729924762,99.9885452755974,85.1218311762797,91.9993879866697,39.237965482268,89.0700895801843
ENSG00000225880.6,269.634934253009,251.69530362478,222.716024036567,217.453098877583,187.929203099284,184.78720077083
ENSG00000228794.12,941.749331342216,884.381443558301,887.365938700669,872.948738282605,945.84148373046,876.077448258827
ENSG00000272438.1,13.152923622098,5.17182130735849,4.66420992746738,11.4999234983337,3.09773411702116,21.2704691534768
