"regulation","mean_YAF","mean_GFP","median_YAF","median_GFP","mean_log2FC_binding","median_log2FC_binding","sd_log2FC_binding","mean_log2FC_expr","median_log2FC_expr","sd_log2FC_expr","n"
"Downregulated",13.1643586681209,11.2880128770304,11.3092212448616,8.8643146426458,0.32788889280454,0.292422847806233,0.750022040820001,-2.10059445308129,-1.74093699133868,1.09909386932971,1843
"Upregulated",17.1853409223016,26.8023461908416,15.5280536892788,23.3014288365424,-0.504610250201592,-0.5734375161347,0.70274786248413,3.0324237915903,2.44695030382363,1.82367306819598,3371
