Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	SUZ12 ENCODE	21/105	6.941594e-01	9.999957e-01	0	0	9.056111e-01	3.305966e-01	TFAP2A;ZMYND15;HRK;COL15A1;DLX3;SLC30A3;EPAS1;CRYBA2;CXCL16;GRIN1;COMP;ZFYVE28;BCL2L11;CYP24A1;TAL1;NCR3LG1;NT5C1A;ITPKA;MDGA1;VSX1;CDK5R2
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	VDR CHEA	14/76	7.911886e-01	9.999957e-01	0	0	8.177954e-01	1.915431e-01	SLC37A2;CAB39;VDR;VASH2;SULF2;NFKB2;IRAK2;CLMN;RAC2;IL21R;PABPC1;SERINC2;CAMP;ITM2C
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	TP53 CHEA	61/319	8.786102e-01	9.999957e-01	0	0	8.548557e-01	1.106302e-01	CDKN1A;SERPINE2;FHL2;ESPN;AFF3;HS6ST2;BBC3;PIDD1;FAM166A;LASP1;CCND2;BMPER;PSD2;TMEM44;DSE;EPHB2;PGPEP1;SLC12A7;IER5;NEO1;PHLDA3;SLC34A3;EDN2;S100A2;UNC5B;FST;MMP2;CD180;FOXL1;COX6B2;SORCS2;TGFBR3;ALDH3A1;DDIT4;CRELD1;ASTN2;GAS6;SCN4B;TRIM55;EPHA2;SMARCD3;RRAD;AGAP1;ADRB2;P2RY6;TCTEX1D4;KCNN3;KCNN4;HES2;NTNG1;PLK3;PRRT3;FOXF1;GDF15;PCDH7;LAPTM5;PTPN14;FOSL1;AXL;BAX;CRLF1
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	EGR1 CHEA	60/315	8.839182e-01	9.999957e-01	0	0	8.507000e-01	1.049685e-01	TDRKH;ACADVL;IFITM2;SERPINA1;RORC;MRGPRE;ABCC12;AFF1;BBC3;GLI2;HK1;SHH;LIPC;CDH1;LBP;NOS1;VSTM4;EPHB1;ZNF565;DAPK1;SLC11A1;ENTPD8;SLC39A13;GPR37L1;MMP9;CLDN3;IGDCC4;RASA4;SPATC1;PRTN3;ITGA5;NAT8L;CFB;LLGL1;FKBP5;BCAT2;BLK;MAOB;PSMB10;SELENBP1;FAM83F;RAB20;RAB26;S100A13;RDH16;HSF4;KISS1R;SAMD1;PCDH1;EGR1;CGREF1;OPN4;FAM46A;LRRC61;YIF1B;SYT12;ALPL;FGFR1OP;RGS11;KCNK3
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	RAD21 ENCODE	257/1265	8.861419e-01	9.999957e-01	0	0	9.192485e-01	1.111171e-01	EPHB6;CNTFR;OXTR;CLDN1;TMEM92;ICAM1;ASB9P1;BAIAP2L1;DPYSL5;RASSF5;PIEZO1;GNAT1;EPHB1;PDK2;FAM19A3;DAPK2;KCNK15;MYO7A;TMEM82;FNDC5;ASTL;PPP1R3B;DDIT4;TYRO3;COL8A2;ORAI1;HPD;CTXN1;ASF1B;NECAB2;SMIM5;NYAP1;TMEM161A;COL13A1;C1ORF194;TGFA;C12ORF57;GRIN2A;ADAMTS17;RRS1;B4GALNT1;CHST13;APOE;AMZ1;PLK3;ABCA3;FUCA1;STARD10;KLHDC8B;EHD2;GRIN3B;RNF224;XKR9;FXYD3;ARTN;FXYD7;SDC1;COL9A2;HRK;PTPRU;FAM57B;ELN;TMEM51;PIGZ;PEAR1;GLI1;LIMD1;PIGV;PTPRF;KHK;EPB41L4B;ADAMTSL2;FFAR1;ANKRD2;VKORC1;DUSP5;ARG2;FOXD2;DUSP1;CCDC114;INSRR;NOG;TFEB;SLC39A13;WNT9A;PTGR1;SORCS2;PAX2;SLC7A7;KIFC2;TMEM106C;GAS1;FJX1;SLC29A3;CRB2;TMPRSS9;GRN;SLC43A2;HSD17B6;PRICKLE4;CUX1;PAK6;TLDC1;STAT6;FLNB;RABAC1;CA11;KCNB1;WNT7B;FAM46A;GCG;PLXDC1;KAZALD1;VEGFA;SULF2;NUDT8;TMEM158;KIF26A;LPCAT4;ZNF219;MORN3;TRIP10;ESYT1;NOTUM;LGR6;RAMP1;SEMA5B;ANKRD36;GOLT1A;C4ORF19;CIB2;FGF1;CLU;BASP1;SLC39A8;PIM2;PRND;RGS9;TGM2;LMO1;MYLIP;C11ORF86;MORC4;COL27A1;SCARA5;FST;IGFBP3;PRSS56;HIC1;MOB3B;SLC25A51;ANKRD36B;ISCU;TRABD2A;RTN4R;CEMIP;SLC26A2;DLX3;NPR1;NPR2;DTX4;TMEM121;NCKIPSD;EFNB1;SOCS1;CASKIN1;CDH24;TNFRSF14;CACNA1S;IGFBP6;ASIC1;NEK8;SLC14A1;SDF2L1;ATP8B3;GPR108;TRPV2;ADAP1;MAFA;POU2F2;SYT8;POU2F3;NFKB2;PTPRE;DIAPH1;CXCL12;MAFB;HOOK2;ATG16L1;TMEM51-AS1;FGF18;RADIL;SLC26A6;BCL2L1;LRP11;LRRK1;ARRB2;SLC2A4;ELFN2;CPZ;ADRA1B;PITPNC1;MB;CA2;SIX5;EFHD1;SCN5A;SOST;SLC36A1;PLEKHG4;SH2D3A;ABCC5;MYEOV;ARHGEF16;TBC1D8;H2AFV;SPTB;DUSP23;ELF3;TBC1D4;RTN4RL1;ELF5;CATSPERG;BLVRB;TNFRSF21;PLEC;CEBPB;C1R;NXN;NRXN2;PPM1J;ASAP2;PPM1F;THBS3;MUC1;MIEN1;WNT11;HAUS7;TNNI2;PCDH1;FDXACB1;LINGO1;HSD3B7;COL26A1;ZNF185;RNF24;LGI4;ANXA2R;SYT17;FMNL3;PINK1;USH1G;CD6;BCL6B;RAB13;GLOD5;LPIN3
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	TP63 CHEA	284/1399	9.006704e-01	9.999957e-01	0	0	9.177323e-01	9.600937e-02	ERRFI1;VIPR1;IL1RN;CALML6;SCAMP5;NYNRIN;BAIAP2L2;TRIM29;LIPG;MS4A15;FDXR;CYP1B1;PKNOX1;TP63;UNC13A;DAPK2;RFX2;SYTL1;KRT8;PSG1;MTUS1;AFAP1;KRT5;DOPEY2;CRISPLD2;ZFPM1;PADI1;PTGES;NECAB2;CASZ1;EPAS1;SLC45A1;TSHZ2;KLK5;SYNGR2;CHST11;CHST15;SERPINH1;ARSI;ST3GAL5;MYL10;SFN;PLEK2;S100A14;ST3GAL3;PROM2;NGFR;EGR1;WNT10A;TNFSF15;APCDD1L;ABCA4;RPL3L;ACER2;FOSL1;FERMT1;RAET1E;ADCK2;ARTN;ZFAT;FXYD2;WNK2;GJB5;FAT2;SDC1;FXYD6;RET;LAD1;CDKN1A;TINAGL1;LRRC10B;C2CD2;RPLP1;AKR1B1;FMN1;SHB;RCSD1;MEOX1;C9ORF106;MEDAG;SHF;DMBX1;LFNG;EPB41L4B;SHH;SH3PXD2A;CTSK;MMP28;TIMP3;LDLRAP1;C16ORF74;CAMP;ZNF366;RALGPS1;TEAD3;LINC00174;CD52;TMED9;NFAM1;IFNGR2;RIPK4;TACR2;TMEM40;EMP2;F3;APRT;MMP14;SLC7A8;CYP21A2;HCLS1;SLC29A1;CD46;DNASE1L3;MDFI;HBEGF;AVPI1;GRN;PTAFR;TMPRSS4;CST6;C10ORF91;GPR153;GBX1;TLDC1;ANKMY1;IL12RB2;CA12;BIK;PLEKHA2;RFTN1;GRHL3;MIAT;TMCO4;DNM1P35;SLCO3A1;KRT14;EPPK1;TACC2;CYB561;PNPLA1;SLC28A3;EXOC3L2;GUCY1B2;CD82;CSF1;GALNT18;SDR9C7;LOXL1;LAPTM4B;CDH3;MAEA;MYBPHL;CDH1;FAM162A;NUDT18;OSTF1;PLXNC1;SH2D5;PRND;FAM81A;TGM2;KCNH2;SEMA6B;CARD10;IL4R;MSX2;MYH15;CTNNBIP1;SSUH2;USP2;TPM1;SPNS2;FRMD1;TPST2;DISP2;DOK7;PKP1;DPEP1;ADTRP;ISCU;ABCG1;PFKFB4;HTRA3;TCF7;HTRA1;NDRG1;NID2;EFNB1;SNN;FAM83F;SOCS1;PMVK;CASKIN1;CLCA2;GAS2L2;SLC38A5;WNT4;TFAP2A;SLC37A2;SYT2;AMBP;LRRC75B;VDR;ANKRD22;HTR1D;CORO2A;POU2F2;BMP7;SLC2A9;PTPRE;TMIE;COL5A1;SP6;MYCBPAP;SERINC2;ANKRD33B;TREH;LRRK1;LAMC2;AFF3;ADRA1B;PITPNC1;HK2;NRGN;FKBP9P1;BDKRB2;BDKRB1;SOST;NOS1;ZNF385A;DSP;PROSER2;PLA2G4D;ITGA3;PLA2G4E;PLEKHG5;ABCC5;PLEKHG6;RHBDF2;C15ORF56;EPN3;ARL4D;ZAP70;TBC1D2;ELF3;SPATC1;CDHR2;ITGA5;IRF6;SLC47A2;RGS16;NRXN2;DENND3;ATP1A2;ASAP2;SEMA3F;AGPAT2;CLCN1;PDLIM1;C17ORF107;CCDC85C;ZNRF4;SH3TC1;LRIG1;PTK2B;SNCG;D2HGDH;PDE6A;MUC6;LAMB3;SEMA4B;KCNIP3;SPRY4;DAW1;ASS1;APLN;MAB21L3;CAPN11;FRAS1;COL7A1;IL2RB;C8ORF74;ASB2;UMODL1
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	REST CHEA	258/1280	9.129949e-01	9.999957e-01	0	0	9.095387e-01	8.279070e-02	STMN3;IL27RA;SCAMP5;HTR6;SOX1;DPYSL5;PPP4R4;CYP1B1;ROPN1L;SLC12A7;TBC1D22A;CMKLR1;UNC5A;NUP210;DAPK1;ACSL6;CACNA2D2;SLC6A11;CACNA2D4;ANK1;ASRGL1;GTPBP3;ARC;C19ORF67;PADI4;HPD;ZFPM1;SPTBN4;EPHA10;AGAP1;SEC14L3;GRIN2A;NKAIN4;PGBD5;ZNF704;FLRT1;RHBDL3;N4BP3;PPARGC1B;RAB11FIP4;GPIHBP1;PROM2;JAG2;RTBDN;CDK18;LRRN2;IQSEC1;IQSEC3;PDE2A;GRIN2C;L1CAM;GP5;MARCO;ZFAT;GJB5;OGDH;TMCC3;FXYD6;PLCH2;TP73;TMEM151A;PTPRU;RYR2;RPLP1;PTPRN;GRIK5;GRIK4;ODF3L1;ABCC12;JPH4;JPH3;MMP24;CRTAC1;RAC2;FGFBP3;DLGAP3;JAK3;GARNL3;MAP4K1;DUSP2;TMED9;EDN2;KCND3;WDR34;IL17RD;PAX2;APRT;MRAS;PAX8;CDC42EP5;MATN1;CHST1;MAPT;CRELD2;LRRC15;RAMP2;SEZ6;CRYBA2;ADCY5;EXOSC5;RXRA;GBX1;MGAT3;FLNB;RABAC1;IL12RB1;TP53I11;MISP;GABRD;BIK;WNT7B;F12;ECEL1;NMNAT2;KAZALD1;BLCAP;SULF2;SPSB1;RYBP;KRT14;PNPLA3;FOSB;PLCD4;CDK5R2;SLC28A3;FAM49A;EXOC3L1;GUCY1B2;CSF3R;CHRM4;GALNT18;CELSR3;SLC8A2;NPPB;RPH3A;RIMS3;PPIP5K1;TBC1D32;SLCO2B1;MAP3K9;PRND;STK32C;LMO1;KCNH3;KCNH6;SEMA6D;SPNS3;SYPL2;MYT1;RUNDC3A;GRIP2;DISP2;OLFM1;MFNG;ADAM12;EEF1A2;ANKS6;NPTXR;OSBP2;RTN4R;BRSK2;PKDCC;DLX4;CABP7;CHRD;FOXO6;CACNA1A;CACNA1H;TMEM121;GOLGA7B;BRINP1;EFNB3;PODXL;HRH2;CDH22;MYH14;NPTX1;CCDC33;TPPP;NPTX2;PLXNA4;ASIC1;LRRC61;INHBB;POU2F2;TMPRSS13;SYT7;SLC2A9;EFNA2;UBXN10;REEP2;SPIRE2;IFT27;LRP11;KCNK5;CIITA;ANKRD33B;TTC22;MEGF11;CELF2;DYSF;DBH;ELFN2;CPZ;HMGB4;AFF1;HK2;C15ORF59;GRM4;PSD2;CA4;MFSD3;NOS1;NEO1;SULT4A1;GALNT9;PTGIS;GRID1;VSTM2L;HTR3A;TRAF1;KCNAB2;DNM1;TBC1D2;RABEP2;HKDC1;CDH13;AHDC1;CAMK2B;RNF32;SMARCD3;LRP1;LRTM2;CAMK2A;NRXN2;CXXC5;KRT86;GNA15;GNG4;IGF2BP1;PTK2B;PCDH1;TAS1R3;HES2;S1PR4;LINGO1;ANGPT4;KCNIP1;NTRK3;HAGHL;FBXL18;ATP2B2;SYT17;SBK1;SPATA32;PPP2R2C;HCN2;UMODL1
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	FOSL2 ENCODE	35/196	9.179194e-01	9.999957e-01	0	0	7.861559e-01	6.733090e-02	KRT80;SLC20A1;LOXL4;RRAS;ERBB3;TMEM205;KPNA7;TCTEX1D4;STAT6;HCG11;IGFBP6;MISP;SH2D5;CTNNAL1;S100A10;TMEM184A;FAM46B;S100A2;GPX4;DNAJC5B;CCDC159;TPM2;MYH16;KRT8;NFATC2;F3;THOC6;ENO1-AS1;SBK3;KRT19;KRT18;ZNF219;CHI3L2;TAGLN2;PKP3
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	ZKSCAN1 ENCODE	20/120	9.279366e-01	9.999957e-01	0	0	7.235772e-01	5.411768e-02	ACADVL;SLC43A2;HEG1;ARHGAP27;TMCO4;BRI3BP;LAGE3;ASS1;KHK;SPN;MPRIP;RGS9BP;SLC22A18;ZNF219;TYRO3;SLC25A51;S1PR2;ALDOA;ITM2C;SLC25A35
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	PPARD CHEA	52/285	9.312745e-01	9.999957e-01	0	0	8.065255e-01	5.742555e-02	TINAGL1;FMN1;DBI;ETFB;LIMD1;CYB5D2;TRIM8;CYP26B1;LASP1;ADAMTS2;RPS16;CCND1;IMPA2;ABCC3;CPA2;CPA1;HSDL2;SPNS3;MTUS1;LMTK3;TBC1D8;KRT7;ACSL5;PCOLCE;FOXL1;NGF;PGF;COL6A2;ANGPTL4;TNFRSF21;FTL;SPTBN4;ABHD6;ITPR3;SCARNA17;GALR2;THEM5;FLNB;SH2B3;CPA5;CPA4;CGREF1;ST14;GRHL3;POU2F2;GGCT;SLC2A9;KRT18;SLCO3A1;ITGA11;TOMM7;TGFBI
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	POU5F1 CHEA	45/261	9.673410e-01	9.999957e-01	0	0	7.524825e-01	2.498561e-02	HIST1H2BN;RARG;IFITM2;TENM4;EBI3;TCF7;PDGFA;TFCP2L1;AGER;DLL1;HK2;ZFP36L1;MLLT6;SOX2;ZIC2;GALR2;GPA33;CDH1;SLC19A3;MYO18A;MYBL2;HIST1H3I;OSTF1;EPHB4;CAMK1D;LRRN2;PTCH1;EPHX2;SEMA4B;FOXH1;SPRY4;EVX1;ETV1;IL17RD;SLC39A14;BLCAP;POU5F1;SULF2;DIAPH1;CLDN4;GJB3;ZNF219;HOXB4;SNAI1;FGFR2
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	FOXA1 ENCODE	33/205	9.809754e-01	9.999957e-01	0	0	6.930132e-01	1.331135e-02	ITGB5;TPRG1L;ARRB2;SMPD3;SELENBP1;PAIP2B;RNF213;TMEM205;TSPAN4;EPS8L2;ZSWIM4;SLC38A3;MISP;PDZD7;HEXIM1;PIH1D1;ARRDC2;C21ORF58;KRT8;FBXL18;FOS;TMCO4;PGC;ALDH4A1;KIF9;KRT18;MSH2;NINJ1;AKT1S1;ALDH16A1;RAPGEF3;C2ORF70;LLGL2
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	CTCF ENCODE	353/1790	9.820142e-01	9.999957e-01	0	0	8.805574e-01	1.598171e-02	EPHB6;CNTFR;OXTR;CLDN1;TMEM92;IL27RA;ICAM1;RPS14;BAIAP2L1;RUSC2;DPYSL5;RASSF5;PIEZO1;CYP1B1;HIST3H2BB;FBXO6;GNAT1;EPHB1;PDK2;SAMD10;FAM19A3;DAPK2;COL23A1;KCNK15;MYO7A;UNC13D;TMEM82;FNDC5;ARMC5;PPP1R3B;DDIT4;TYRO3;ORAI1;CTXN1;ASF1B;NECAB2;SMIM5;NYAP1;COL13A1;TGFA;ABCB8;IQGAP2;FAM171A2;GRIN2A;CHST11;ADAMTS17;AFMID;RRS1;ST3GAL5;SFN;B4GALNT1;CCR10;JAG2;EGR1;PLK3;NGFR;ABCA2;FUCA1;SNAI3;ABCA3;STARD10;MRPL23;SLC16A14;EHD2;GRIN3B;FXYD3;ARTN;SNAI1;SDC1;COL9A2;CUTC;FERMT3;ITM2C;DHRS13;MESP1;ROBO3;PTPRU;ELN;GRIK4;TMEM51;PIGZ;PEAR1;LIMD1;GLI1;PIGV;ASGR1;PTPRF;KHK;PTMS;TRIM8;EPB41L4B;C8G;TMEM44;ADAMTSL2;FFAR1;ANKRD2;FGFBP3;VKORC1;FOXD2;DUSP1;GAA;CCDC114;ROM1;INSRR;NOG;TFEB;NME2;SLC39A13;WNT9A;PTGR1;SORCS2;VAV2;PLCB3;SLC7A7;KIFC2;TNNT3;ADSSL1;TMEM106C;GAS1;CRELD1;MAPT;RHOV;PTMA;FJX1;RAPGEF3;SLC29A3;MATN2;HBEGF;CRB2;TMPRSS9;TAGLN;GRN;CAB39;MYRF;SLC43A2;RPL11;SNX33;HSD17B6;KCNA7;RASIP1;ERMP1;CUX1;PAK6;TLDC1;STAT6;FLNB;SAMD1;RABAC1;TP53I11;GCH1;KCNB1;GDF15;WNT7B;FAM46A;WNT7A;NR1H3;GCG;GPR3;KAZALD1;PLXDC1;VEGFA;SULF2;NUDT8;TMEM158;SLCO3A1;KIF26A;LPCAT4;ZNF219;MORN3;TRIP10;ESYT1;NOTUM;LGR6;RAMP1;FOXA3;SEMA5A;SEMA5B;GALNT16;GOLT1A;FHOD1;RASL11A;CIB2;PARK7;ESPN;CLU;EME2;FAM162A;BASP1;SLC39A8;PIM2;MAP3K6;PRND;RGS9;TGM2;LMO1;MYLIP;KCNH4;COL27A1;SCARA5;IGFBP4;IGFBP3;USP2;SRCIN1;PRSS56;HIC1;PDGFRL;MOB3B;LTB4R2;ADAM12;EHBP1L1;ISCU;RTN4R;SLC26A2;CEMIP;DLX3;NPR1;NPR2;LTBP2;RASGRP2;DTX4;SLC9A1;TMEM121;NCKIPSD;EFNB1;KLC3;AANAT;SOCS1;IRAK2;CDH24;CACNA1S;THEM6;ASIC1;NEK8;SDF2L1;ATP8B3;GPR108;TRPV2;CORO2A;POU2F2;MAFA;SYT8;POU2F3;NFKB2;DIAPH1;PTPRE;CXCL12;RGCC;MAFB;HOOK2;P4HA1;ATG16L2;ATG16L1;FGF19;NOXA1;FGF18;ALPL;RADIL;GCLM;SLC26A6;BCL2L1;LRP11;SLC48A1;ACADVL;DAGLA;LRRK1;MAST1;CELF5;ARRB2;SLC2A4;CPZ;HAPLN3;ADRA1B;PITPNC1;DUSP13;CALB2;PAGR1;CA2;SIX5;MFSD3;MADCAM1;SCN5A;SOST;TRIM65;PSTK;SLC36A1;PLEKHG4;ITGA3;ABCC5;ARHGEF16;TBC1D8;H2AFV;VSTM2L;C1QL4;SPTB;RABGGTA;ADRA2B;DNM1;DUSP23;ELF3;TBC1D4;RTN4RL1;CATSPERG;BLVRB;PXYLP1;TNFRSF21;PLEC;LAMA5;CEBPB;LRP1;C1R;NXN;SEMA3G;NRXN2;PPM1J;RRBP1;ASAP2;PPM1F;THBS3;DLL3;DLL4;MUC1;WNT11;MIEN1;MAT2A;ERBB3;CCDC85B;HAUS7;TRIM46;RNF39;TNNI2;SLC25A23;RILP;FDXACB1;NTRK1;HSD3B7;COL26A1;KCNJ11;LGI4;POLM;CDC42BPG;TPD52L1;FMNL3;SLC25A37;PINK1;SYT12;CD6;USH1G;NT5C1A;BCL6B;RAB13;RGS10;ACKR3;MAGIX
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	TRIM28 CHEA	33/210	9.876029e-01	9.999957e-01	0	0	6.732194e-01	8.398127e-03	RET;PTPRU;CLIC4;HTRA1;NRXN2;DLL1;SOX1;RAB20;WNT11;BMPER;ERBB3;PODXL;GPC1;NPTX2;PAQR8;JAG2;EGR1;CA11;UNC5B;FOXF1;IGFBP3;PTCH1;FOXL1;BMP7;PINK1;TAL1;WT1;HAND2;MAPT;INHA;PTMA;RAMP1;CNIH3
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	SMAD4 CHEA	103/584	9.933560e-01	9.999957e-01	0	0	7.706302e-01	5.137188e-03	SEMA5A;SEMA5B;GALNT18;FGF1;CLDN1;TMEM92;SLC8A1;HS6ST2;CMIP;BMPER;TNS4;SYNPO;PPFIA4;AGFG2;TP63;PPP1R16B;S100A2;DAPK1;SEMA6D;COL23A1;USP2;AFAP1;MAPKAPK3;PKP1;ROR2;BLK;PKDCC;SH2D2A;SLC1A1;MRPL14;LTBP2;NDRG1;CTIF;FAM83F;FGGY;ST8SIA4;CDH23;KCNN3;PLXNA4;MDN1;S100A10;KCNF1;AFAP1L2;LRBA;NFATC2;MICAL2;GRIN2B;FERMT1;MAP3K14;FGFR2;PTPRU;TINAGL1;TENM4;SLC35F3;DOCK8;KCNC4;FHL2;KIAA1671;SHB;SYNE3;HMGB4;PITPNC1;DMBX1;EPB41L4B;GRM4;SH3PXD2A;ZNF385D;NOS1;SREBF1;FOXD2;CAMK1D;KSR1;NOG;AXIN2;SYN3;PAX2;CHI3L1;DSCAML1;SHANK2;CRB1;SLC20A1;NPY4R;PPM1H;TMEM163;PLAGL1;MICALL1;FLNB;XDH;IRX3;LGI2;PLEKHA6;BLCAP;FMNL3;FAM167A;RYBP;FRAS1;CYP24A1;WT1;DLC1;TOMM7;LGR6;SSBP3;TJP2
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	RUNX1 CHEA	242/1294	9.966709e-01	9.999957e-01	0	0	8.238663e-01	2.747276e-03	ICAM2;RAPH1;STMN3;SLC4A1;NYNRIN;LIPE;WDR93;RASSF5;HIST3H2BB;EPHB2;IER5;AGFG2;UNC13A;DAPK1;PIH1D1;SLC11A1;ARRDC2;ALG3;GTPBP3;CLDN9;SNHG10;NINJ1;PADI2;CDIP1;EPHA1;NEIL1;ZFPM1;PADI1;PDGFB;AGAP2;MRPL14;IQGAP2;ADAMTS10;RDH10;LCN12;TSPAN4;ST3GAL2;SLC19A1;B4GALNT4;S100A10;HEXIM1;JAG2;TMEM184A;EGR1;NFE2;TNFSF14;DNAH17;SNAI3;RAB27B;PILRB;NFATC1;WDR54;EHD2;ZFAT;TREML2;CORO6;LGMN;XKR5;ARHGAP9;SEC1P;CLIC4;C2CD2;INTS10;HILPDA;LRRC32;CSAD;GLI1;CD3D;PTPRF;PPCDC;BBC3;LIMD2;TRIM8;FCRLB;MTG1;ANXA6;SDF4;SH3BGRL3;FFAR2;ANXA9;CD34;CTSD;CCR2;IL10;DENND2D;ZCCHC24;TMED9;FCER1G;DUSP1;NOG;KREMEN1;TFEB;TMC8;FOS;KIF7;VAV1;PALD1;VAV2;VAMP8;LAT2;KIF9;ALDOA;GRAMD1B;SLC43A3;WAS;ADCY7;NEURL1B;RXRA;APOL6;GBX1;AP2S1;KISS1R;SUSD3;SLC17A7;NT5M;BID;IL12RB1;ANKMY1;LRRC25;DNAJC5B;LAPTM5;GRHL3;BATF;TMEM158;ESYT1;PNPLA6;ANKRD63;RAMP1;ZNF692;GPR68;CD81;FHOD1;RAB3D;RORC;SLA;BZW1;CMIP;FAM107B;SIT1;MAP3K8;MAP3K6;PPP1R16B;PDGFRB;CARD10;CD300A;TPM1;MATK;TRAFD1;MFNG;SLC25A51;EMID1;FTL;C5AR1;RASAL1;ABHD6;CSF2RB;AEBP1;RASGRP2;CACNA1I;FAM83F;BCL2L11;BRINP1;CALHM2;SCUBE1;DEAF1;TCTEX1D4;NEK8;CBX2;ARHGAP27;DAP;ARHGAP30;UBXN10;NABP1;PRR5;FLT1;CELF2;DOCK8;ITGB2;ATP2A3;ARRB1;ITGAL;NRGN;SPN;HEBP1;GRM4;PSD4;MCF2L;MFSD3;MYO18A;ITGB7;PGM1;GPSM3;SLC13A2;EGFL7;ABCC5;H2AFV;KCNAB2;MMP9;FGR;FAM189B;PTP4A3;AKT1S1;FAM96B;CHI3L2;PECAM1;LCP2;ITGA5;CUEDC1;PLEC;CAMK2B;CD163L1;NTN5;CXXC5;LRP8;THSD1;TSPAN32;MLLT6;CYTH4;SH3TC1;MKNK2;IL21R;POLR2I;SH2B3;S1PR4;SEMA4D;SPRY4;PTPN14;P2RX7;KISS1;RSPH1;CYP24A1;P2RX1;ALOX5AP;RGS10;ACKR3;MAGIX;BAX;ALDH16A1;ATP13A2;PTPN7;MYO1F;SNTB2
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	KAT2A ENCODE	10/90	9.969294e-01	9.999957e-01	0	0	4.517671e-01	1.389331e-03	SNORA61;IL4I1;EGR1;ARMC5;RRAS;SPHK2;RPL11;RPS3;PTMA;PPCDC
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	REST ENCODE	61/383	9.980577e-01	9.999957e-01	0	0	6.821031e-01	1.326155e-03	ROBO3;PTPRN;DIRAS1;STMN3;CELSR3;SLC8A2;SCAMP5;SMPD3;NPPB;RPH3A;TMEM145;MMP24;GRM4;PPFIA3;TIGD3;PSD;SRRM3;KCNH4;UNC13A;GPR78;KCNH6;ACSL6;VSTM2L;ANK1;RUNDC3A;DISP2;VGF;ASPHD1;RAB37;CEMIP;EPHA10;CHAT;CRYBA2;SEZ6;CACNA1B;KRT86;CPLX1;GOLGA7B;RNF213;BRINP1;ABLIM2;GNG4;HAUS7;SEC14L5;RIMKLA;GABRD;HHATL;KCNB1;NMNAT2;L1CAM;MARCH4;GRIN1;LHX3;COL5A3;FGF18;SPIRE2;B9D1;VSX1;KCNK3;HCN2;LRP11
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	CEBPB ENCODE	18/144	9.983325e-01	9.999957e-01	0	0	5.157385e-01	8.607109e-04	CEBPB;GPX4;CCDC47;SPRY4;PYCR1;DBI;SMAD6;LZTFL1;TNFRSF1A;P2RY8;GPR153;ABLIM2;SLPI;DDIT4;MMP19;MAP3K8;RPS24;SH2B2
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	CBX3 ENCODE	8/81	9.983633e-01	9.999957e-01	0	0	3.960640e-01	6.487675e-04	HES6;XKR9;MAP1LC3C;NOS3;SCN5A;ACTL8;NMRAL1;SLC9A1
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	STAT3 CHEA	23/177	9.988654e-01	9.999957e-01	0	0	5.388358e-01	6.117308e-04	PAQR8;ITGB1;TENM4;COBL;ADRB2;FOS;CYP7B1;KLF4;RUNX3;HK2;ICAM1;ZFP36L1;MLLT6;SULF2;SPSB1;RYBP;HOOK2;SLCO3A1;NAPRT;DLC1;LMX1B;PABPC1;SNTB2
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	IRF8 CHEA	13/121	9.994407e-01	9.999957e-01	0	0	4.345560e-01	2.431045e-04	CD74;CIITA;DGKA;NCF4;ZBTB32;LSP1;C17ORF62;PSMB10;TAPBP;SOCS1;PDLIM2;RBCK1;TMEM229B
