"regulation","mean_YAF","mean_GFP","median_YAF","median_GFP","mean_log2FC_binding","median_log2FC_binding","sd_log2FC_binding","mean_log2FC_expr","median_log2FC_expr","sd_log2FC_expr","n"
"Downregulated",18.4968645079271,14.110516526508,16.648025895744,11.6301161037541,0.533813347284269,0.504311433647851,0.647117694770344,-1.97854622450501,-1.64308672992406,1.02498076095094,685
"Upregulated",23.3501343659452,27.9499168599791,21.4810583587636,23.4182187995543,-0.128921813643937,-0.176233868139184,0.628260338253486,2.90450060565619,2.29525983429946,1.825335156481,722
