Sample,Upregulated_Overlaps,Upregulated_Total,Upregulated_Percent,Downregulated_Overlaps,Downregulated_Total,Downregulated_Percent
GSM6008247_SMNB19_SES_3_broadPeak.bed,320.0,2121.0,15.087223008015089,193.0,969.0,19.917440660474718
GSM6008245_SMNB19_SES_1_broadPeak.bed,180.0,2121.0,8.486562942008486,110.0,969.0,11.351909184726521
GSM6008246_SMNB19_SES_2_broadPeak.bed,202.0,2121.0,9.523809523809524,122.0,969.0,12.59029927760578
