"ENTREZID","SYMBOL","distanceToTSS","annotation","fold_change","p_value","FDR"
"9867","PJA2",-44363,"Distal Intergenic",2.36736309231349,3.76890335080387e-16,1.55188173542151e-13
"119392","SFR1",-11328,"Distal Intergenic",2.33956415516893,5.09679372334441e-10,2.8477087431582e-08
"105372042","LOC105372042",57856,"Distal Intergenic",2.2345065201227,4.83966762950932e-12,5.34021534329405e-10
"105378916","LINC01765",22999,"Distal Intergenic",2.22963670003105,1.2482118707416e-10,8.60636062073186e-09
"105369165","LOC105369165",-168112,"Distal Intergenic",2.21450847113283,1.95114145988597e-13,3.48729014003465e-11
"105376605","LINC02755",271999,"Distal Intergenic",2.15920736001625,9.77683236354381e-09,3.48488472445449e-07
"84141","EVA1A",-17323,"Distal Intergenic",2.14693073595325,1.21057427633906e-10,8.38202865794664e-09
"101927571","LOC101927571",92013,"Distal Intergenic",2.12416512421521,8.07745938997276e-11,5.97162901128236e-09
"57624","NYAP2",531486,"Distal Intergenic",2.12161434349166,2.53246666211229e-16,1.11322443313312e-13
"9023","CH25H",59227,"Distal Intergenic",2.08715627563731,1.33323643804699e-09,6.4098208828304e-08
"105370769","LOC105370769",-26785,"Distal Intergenic",2.08562532086647,1.14758423791049e-08,4.00104691050273e-07
"7498","XDH",-5393,"Distal Intergenic",2.06723533044236,3.87378673478917e-10,2.25744193292649e-08
"6744","ITPRID2",-14197,"Distal Intergenic",2.05519865561579,6.25615694400311e-10,3.40198143148574e-08
"554202","MIR31HG",-117280,"Distal Intergenic",2.05007840090151,1.06693533589005e-08,3.75772407331826e-07
"5454","POU3F2",-25327,"Distal Intergenic",2.04439191187648,1.805059036468e-09,8.27440862466629e-08
"6492","SIM1",93177,"Distal Intergenic",2.04321043124101,1.9500059115035e-09,8.85918188481805e-08
"101928795","LINC01448",203490,"Distal Intergenic",2.0356762380476,2.6384005088008e-10,1.63040520803156e-08
"100216001","MANCR",-25791,"Distal Intergenic",2.02350840977957,2.61152500153942e-11,2.27504811931109e-09
"105374698","LINC02103",-119552,"Distal Intergenic",2.02009195909699,1.14555984719176e-13,2.2032350550594e-11
"100505501","TOX-DT",158083,"Distal Intergenic",2.01582849337923,5.80823132381421e-08,1.57525393306947e-06
"105375077","RUNX2-AS1",-105022,"Distal Intergenic",2.01143728751651,1.57779289004041e-08,5.2228196011684e-07
"5803","PTPRZ1",-71892,"Distal Intergenic",2.01120972816792,1.40373035235532e-19,1.5965714906212e-16
"112268015","LOC112268015",306766,"Distal Intergenic",2.01109289888473,3.36946350188788e-09,1.40953289934299e-07
"107985483","LOC107985483",-15925,"Distal Intergenic",2.00861465000476,9.23224838899128e-09,3.31547590909138e-07
"107986636","LOC107986636",130879,"Distal Intergenic",2.0052335121246,1.88779040498645e-21,3.74438622462221e-18
"105374701","LOC105374701",14915,"Distal Intergenic",1.99823212106638,4.19650672689782e-15,1.24551247554069e-12
"3624","INHBA",-117226,"Distal Intergenic",1.98902628451315,1.19513168780598e-09,5.84959955953067e-08
"441094","NR2F1-AS1",232071,"Distal Intergenic",1.98861884047445,4.44446009026931e-15,1.31430765705791e-12
"100048912","CDKN2B-AS1",117033,"Distal Intergenic",1.98774905223616,3.42168607847074e-24,1.46452666377072e-20
"100507086","DLG1-AS1",5197,"Distal Intergenic",1.98603386347728,1.07803952165723e-15,3.84512583333201e-13
"105377556","LINC02509",-33597,"Distal Intergenic",1.98413811840153,1.98675821613437e-14,4.86651039251769e-12
"101805491","LINC02583",-11693,"Distal Intergenic",1.98049556192061,2.08557616918257e-08,6.6264609501211e-07
"100847053","MIR5702",78817,"Distal Intergenic",1.98006976591094,2.4073826347107e-09,1.0645697352434e-07
"2919","CXCL1",16192,"Distal Intergenic",1.96948217505306,3.07368105689407e-15,9.50416075092274e-13
"6372","CXCL6",-21053,"Distal Intergenic",1.96224873740715,4.61900420229664e-12,5.13856319071503e-10
"9194","SLC16A7",203801,"Distal Intergenic",1.9617219864735,5.16077005026802e-10,2.87653682256971e-08
"339535","LINC01139",15698,"Distal Intergenic",1.96066767884798,6.13968450049582e-09,2.33810585532719e-07
"693195","MIR610",-129169,"Distal Intergenic",1.9592945474659,7.32792800282264e-13,1.0737395045217e-10
"219965","OR5B17",23842,"Distal Intergenic",1.95516295658193,3.81668848039981e-08,1.1020154409633e-06
"105379224","LOC105379224",-15531,"Distal Intergenic",1.94863781875676,1.05035357798013e-11,1.04294723864822e-09
"105375523","LOC105375523",-5663,"Distal Intergenic",1.9447974165148,2.08605983751957e-11,1.87038148993038e-09
"105374561","LINC02472",93640,"Distal Intergenic",1.94395150787626,1.12592367587005e-08,3.93734371666061e-07
"1006","CDH8",-97957,"Distal Intergenic",1.93780897881648,1.10132102625823e-11,1.08560217161072e-09
"57824","HMHB1",108454,"Distal Intergenic",1.9345531941528,3.03064381812544e-14,6.95231401691131e-12
"101928851","LINC02380",-45056,"Distal Intergenic",1.93094775211587,1.39842437688603e-11,1.34107743383625e-09
"64123","ADGRL4",82575,"Distal Intergenic",1.92304535508194,2.54194127760577e-16,1.11437746387114e-13
"5803","PTPRZ1",-130156,"Distal Intergenic",1.92283579290402,2.70327413497469e-08,8.22897289318656e-07
"105374524","LOC105374524",202882,"Distal Intergenic",1.92032135943159,2.45665977734046e-15,7.83457704873605e-13
"105379098","LINC01846",-266901,"Distal Intergenic",1.91710599700615,2.56863161361494e-09,1.12384287863591e-07
"105369739","LINC02450",96325,"Distal Intergenic",1.91245921478548,4.24782631375247e-15,1.25844756065623e-12
"102724775","LOC102724775",-4922,"Distal Intergenic",1.91001068676482,5.57130860874616e-20,6.91714113488183e-17
"132430","PABPC4L",143888,"Distal Intergenic",1.90672816367871,1.79661079854676e-10,1.17306207679501e-08
"105372925","LINC01710",179805,"Distal Intergenic",1.90513588858993,6.88290723661195e-09,2.57764321321379e-07
