"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001558","regulation of cell growth","227/6654","422/18903",2.34950640084712e-15,1.38343208711698e-12,9.46997221087855e-13,"10512/51196/131566/6695/8829/136319/344901/2697/817/3371/9037/27086/57609/25/23499/11143/4131/9723/102/4897/5270/79109/22902/5048/7042/27302/57698/9962/3624/23136/7003/6586/2023/2258/57142/9686/7490/5467/4088/10371/9353/1956/627/2137/9175/2475/952/2273/1906/623/3475/5795/23191/340719/9826/91584/22883/1946/57154/3984/6387/150465/9792/10509/6595/10413/100533105/23251/7143/3490/64769/54879/5518/7852/51447/4092/57521/4133/22999/23677/4869/2203/1002/999/5538/23411/9699/23105/151835/81565/51193/80031/5071/83667/9166/10718/5607/27185/4803/3484/1808/4633/23566/135644/604/64061/114804/3897/6722/8153/7046/56981/9798/25942/84275/5371/5167/2931/1981/6548/57446/1982/9423/4009/1826/9856/5245/780/3021/201163/93649/3304/10507/1839/978/221481/8425/3300/3486/552/57556/81501/23678/10505/6195/5802/2017/84879/347252/2185/1785/9043/5645/3249/2658/51393/634/4825/112398/56848/6279/2100/1032/10298/54437/84289/4137/127833/2786/1457/9564/118813/6597/85004/221476/10110/3578/11344/4856/8692/10459/57699/2064/8877/11170/7422/10500/393/54825/2810/551/23025/4504/53335/6794/1954/84678/7473/183/1154/10071/8408/11007/4099/27346/29948/80736/55615/1382/10501/1627/64218/54910/8725/223117/4879/3487/9746/81621/10235/7481/89780/65078/23404/1020/59284/92304",227
"GO:0032535","regulation of cellular component size","201/6654","367/18903",8.69112140405354e-15,4.6910327778379e-12,3.21114064507662e-12,"10512/6711/8829/10602/136319/3575/7114/8301/9037/57609/3778/342184/25/55604/23499/23189/4131/9723/4897/10565/22902/4478/5048/5921/57698/2150/5581/29766/196527/6558/51429/9821/2258/8766/57142/84561/2909/10371/9353/627/51571/80206/9175/55243/2475/1906/2934/3475/23028/6840/8440/26999/23191/93663/91584/343578/1946/57154/3984/6387/150465/9168/2885/6709/10509/163782/91663/29767/5063/7143/57521/57482/4133/55845/4869/10451/274/1002/999/2055/79890/10092/85464/23406/23105/81565/7409/80031/832/11135/119/55971/27185/5341/4803/1808/6557/23566/282679/3897/6722/8153/64798/9948/9798/56262/6710/25942/1173/130271/830/9423/85358/81553/1826/9856/3326/389541/1185/10507/7408/57556/729991/23580/10505/3783/5802/375611/7410/358/2017/6559/2185/11078/1785/11013/57704/148170/51393/4825/9026/23038/54437/4137/7476/256949/118813/5865/11344/6560/6712/57731/5580/6344/1236/6366/10723/246/7422/7111/10500/393/54825/23400/10344/5916/4504/23108/10435/6369/1954/7473/5296/8408/5027/10095/4099/2006/1874/50853/5499/1382/10501/1627/64218/24142/54910/223117/59341/146206/23616/5979/89780/6900/80115/10458/65078/9368/7477/1020/11194",201
"GO:0050770","regulation of axonogenesis","102/6654","156/18903",1.35481486589444e-14,6.75010452799866e-12,4.62063175315576e-12,"1123/10512/8829/57689/9037/1600/57609/23499/4131/9723/22902/26230/5048/57698/2258/57142/140578/2909/10371/9353/627/9175/4915/7074/5362/6498/5062/5454/3475/10090/673/23191/5604/91584/1946/57154/3984/6387/10509/85458/5063/7143/4133/1002/999/23105/81565/80031/7070/27185/4803/23566/2011/3897/6722/8153/4135/9798/23129/9423/1826/9856/4038/10507/2048/57556/10505/5802/51393/54437/4137/7476/118813/1942/11344/5361/8831/7422/10500/393/4504/6794/1954/7473/57463/8408/9024/4099/1382/2049/10501/1627/64218/54910/223117/5979/89780/6900/65078/5605/1020/23654",102
"GO:0099177","regulation of trans-synaptic signaling","235/6654","449/18903",4.21648969421966e-14,1.9507288392472e-11,1.33532741293633e-11,"22871/9162/2171/27067/57689/4763/25/4131/5270/11252/1009/5581/27020/6616/2918/6507/6558/3688/2903/23236/2894/4983/627/3553/1959/4915/1813/952/114/7532/5530/84961/136/1906/673/22986/23191/22849/477/6869/22883/2900/5621/65018/2890/25769/9241/794/2534/8224/5764/5327/351/6347/7143/6780/321/6622/1814/773/22999/729230/22839/999/10814/8573/9229/1979/154/3269/8398/9699/5641/5071/5906/10718/4885/6809/1812/9590/27185/4803/23096/785/10874/3745/6722/55784/4297/5923/613/6865/1138/9378/9627/150/54915/51201/57537/29/9370/6285/5579/3717/100422913/6533/2670/5786/7305/134/4218/85358/4130/1524/3351/100302117/84062/2771/10369/7779/3815/5020/2048/1139/22941/9498/6844/10755/23208/5577/1269/4900/27091/2185/9187/5334/6376/5914/320/27092/23349/2695/25953/9145/4920/23154/2898/8878/5566/4137/91683/3710/7476/11178/815/6804/84502/347733/23373/57497/57616/9148/1742/2899/2912/3814/6344/6812/8541/27065/6532/8831/11170/6536/57617/2901/8525/10675/23025/2550/23316/3766/1760/183/266743/2648/766/5024/57338/5590/41/409/50944/6543/1129/1627/816/107/5413/23467/6714/84628/1136/9746/5582/58512/9228/127262/4884/23237/10636/89780/6900/57465/9001/4909/10458/59283/2047/729956/1020/3706/2914/57596/59284/1636/9066/575/440829/9454/2905/392862/2902/10815/26012",235
"GO:0050804","modulation of chemical synaptic transmission","234/6654","448/18903",6.36924194201715e-14,2.75023867056301e-11,1.88261382875623e-11,"22871/9162/27067/57689/4763/25/4131/5270/11252/1009/5581/27020/6616/2918/6507/6558/3688/2903/23236/2894/4983/627/3553/1959/4915/1813/952/114/7532/5530/84961/136/1906/673/22986/23191/22849/477/6869/22883/2900/5621/65018/2890/25769/9241/794/2534/8224/5764/5327/351/6347/7143/6780/321/6622/1814/773/22999/729230/22839/999/10814/8573/9229/1979/154/3269/8398/9699/5641/5071/5906/10718/4885/6809/1812/9590/27185/4803/23096/785/10874/3745/6722/55784/4297/5923/613/6865/1138/9378/9627/150/54915/51201/57537/29/9370/6285/5579/3717/100422913/6533/2670/5786/7305/134/4218/85358/4130/1524/3351/100302117/84062/2771/10369/7779/3815/5020/2048/1139/22941/9498/6844/10755/23208/5577/1269/4900/27091/2185/9187/5334/6376/5914/320/27092/23349/2695/25953/9145/4920/23154/2898/8878/5566/4137/91683/3710/7476/11178/815/6804/84502/347733/23373/57497/57616/9148/1742/2899/2912/3814/6344/6812/8541/27065/6532/8831/11170/6536/57617/2901/8525/10675/23025/2550/23316/3766/1760/183/266743/2648/766/5024/57338/5590/41/409/50944/6543/1129/1627/816/107/5413/23467/6714/84628/1136/9746/5582/58512/9228/127262/4884/23237/10636/89780/6900/57465/9001/4909/10458/59283/2047/729956/1020/3706/2914/57596/59284/1636/9066/575/440829/9454/2905/392862/2902/10815/26012",234
"GO:0007163","establishment or maintenance of cell polarity","138/6654","234/18903",7.90400177453557e-14,3.19963871835418e-11,2.19024049173315e-11,"667/3480/22836/399/2697/9886/25/23286/23189/4131/5747/4926/10565/22902/1794/54828/83700/9124/2195/4478/5048/23332/10486/57698/56288/23255/3688/56603/84612/4627/2258/7010/117583/2909/4983/51571/10758/55755/81609/85440/10207/56253/2934/154810/9793/10090/81704/9750/6993/55691/9826/1003/55742/390/154796/9231/23322/23150/25932/388/5584/3064/23291/22919/1495/10890/10092/286/51421/81565/399687/9265/8729/79648/55083/29780/23094/9355/55968/4000/58480/1058/1822/10096/2011/8153/9948/9267/162282/6548/3326/10097/85302/5754/55612/358/54509/2185/3996/6425/1740/60/10524/10653/1639/7476/6469/1398/3280/10615/3834/286204/1742/1236/6366/6794/6624/9024/5590/5310/5880/25794/29984/171177/6939/2294/3993/146206/23616/7481/10252/2319/2047/126353/9368/7477/23513/26086",138
"GO:0045785","positive regulation of cell adhesion","249/6654","484/18903",9.23832198732668e-14,3.51980067717146e-11,2.40940013688049e-11,"960/7402/8728/8829/2113/3575/9448/2737/399/861/1021/288/6789/56477/84978/5788/3915/3606/961/4739/342184/25/55626/55604/7052/4651/3791/7042/948/5581/10725/3716/80380/3569/6599/29851/25890/3146/970/7010/3690/4088/8808/51571/3553/2651/5578/1435/7168/3987/3491/8995/2309/7048/284/8289/6659/5530/4301/59339/857/57492/5795/81704/673/8613/8440/11221/57669/7082/1803/5420/6387/1295/4067/6281/6239/58515/2534/79679/3133/6595/54453/1793/7037/1948/10125/8546/6347/91663/8744/3673/3142/10085/4092/7292/9308/729230/3037/10451/86/51144/3108/3485/8631/64410/8861/4860/51561/6461/7409/9265/7070/8772/55083/6809/2199/708/3565/7030/27185/100133941/463/604/10563/136227/5155/1378/11126/6385/3707/6541/9647/57178/8740/3135/5329/3112/9092/3717/402/9580/146850/57580/7525/1307/8943/3678/84034/5105/2013/201163/2316/3689/140885/100/2736/3109/972/6777/80381/4653/3115/923/10076/3122/54566/3675/133584/55612/9289/7480/7704/1605/64127/2185/11078/1785/6376/5914/5645/6603/60/64115/10524/655/3111/9806/916/3932/3952/3956/7297/6469/4680/6597/388931/3594/1398/84433/3280/5034/10148/6604/51043/6605/1236/6366/912/2064/240/246/7422/4838/10675/6237/25865/5724/3481/101/7535/29117/5296/23149/5590/1947/1445/57678/29984/2056/9780/2294/864/6714/3718/11117/5979/55679/3728/89780/201294/3965/566/2319/1991/51412/2523/5345/10272",249
"GO:0031346","positive regulation of cell projection organization","190/6654","352/18903",2.9313826623559e-13,1.05480919467106e-10,7.22045834727663e-11,"22871/51196/57451/8829/10602/27067/3480/9863/5295/9037/324/8321/4739/25/55604/2889/23499/4131/22902/54828/26230/466/5048/950/57698/2150/27020/2146/653/4916/2033/140578/23603/153241/2909/26053/9353/6101/627/9175/2475/4915/7074/57498/8507/5362/6498/23242/8428/64764/23028/673/9750/23191/220202/5604/91584/9896/1946/238/57154/3984/6387/4067/54443/6239/2534/5764/4919/26052/85458/5063/3673/5584/3064/1523/51762/11075/55845/1809/64175/10163/1002/81565/5906/79574/11135/55329/27185/4803/56965/23566/10096/2011/3897/6722/8153/7046/81545/4076/29904/1857/4135/9798/10801/23129/51761/162427/65009/9423/1270/1826/10938/10097/2316/3815/10507/1856/2048/5754/3675/23580/153090/2185/1785/6376/26499/148170/655/51393/54606/4920/4137/10300/116985/118813/57787/347733/11344/5361/23373/139818/9148/1742/1236/6366/79734/26039/7422/57118/6794/10435/1954/23316/29993/6624/7473/183/57463/5027/2648/482/9696/5526/1382/1627/5880/2056/7471/150696/816/6714/146206/5979/89780/57465/9001/10458/5176/8175/8578/2242/5605/3706/64787/23654/126520/5753/5064/375790",190
"GO:0051962","positive regulation of nervous system development","157/6654","279/18903",3.88900532385256e-13,1.27871426986392e-10,8.75315002017962e-11,"22871/5803/8829/22891/27067/3556/4124/2737/9037/7052/5583/23499/4131/5270/22902/26230/5048/57698/27020/644943/3569/3688/140578/9353/3066/627/3553/1959/9175/27286/2475/4915/1813/7074/6009/5362/6498/23028/7976/673/23191/5604/91584/22883/1946/57154/3984/6387/4067/23767/9231/118738/5764/27339/85458/5063/8650/5584/7852/1523/4988/274/1002/146433/1499/81565/387804/79953/27185/4803/56965/5324/23566/8128/3897/6722/8153/4076/29904/9378/4135/9798/26011/7516/23129/2670/40/9423/85358/1826/347731/1524/7058/10097/3815/10507/5020/3065/2048/170825/1869/9253/1605/63925/6376/3398/6692/51393/4825/4137/7476/6469/118813/11344/5361/3280/6604/9148/6608/706/94030/26039/7422/6794/1954/23316/7473/57463/284403/4099/650/1382/2049/4036/10215/1627/64218/816/84630/9746/4821/8140/10636/89780/57465/9001/654429/10458/5176/2047/5605/3706/1636/23654/575/375790/7161",157
"GO:0007015","actin filament organization","234/6654","454/18903",4.02422559220296e-13,1.27871426986392e-10,8.75315002017962e-11,"6711/4643/4233/8829/10602/136319/22836/399/7114/5295/9037/800/10788/9886/961/4739/342184/25/55604/23189/10565/22902/4082/9124/2195/5921/23332/57698/2150/5581/29766/22998/51429/4430/4070/23603/2909/4088/90550/9353/51571/80206/57553/1729/7168/55243/2475/23242/29119/5987/79729/10529/5062/2934/84952/6840/673/8440/85415/7082/26999/23191/6869/5734/93663/343578/9645/3984/6387/390/3693/9168/2885/9938/6709/6281/3397/56776/406929/9844/133522/4644/10580/163782/91663/29767/5063/55930/388/4642/5584/57482/1495/5829/83872/7170/55845/1809/274/10163/126820/7126/10092/85464/23406/123720/5071/832/3092/30011/11135/119/10391/55971/5341/83543/94134/55616/8500/10096/6722/8153/7046/9948/4648/6385/133746/6710/9647/7169/55160/130271/23164/3717/11346/6548/830/57580/23370/283446/4645/85358/9788/81553/8522/2013/9181/55909/10097/2316/7408/63916/390594/4653/408/23580/134549/2017/54509/2185/11078/6376/11013/22843/57704/7456/3925/148170/9026/29109/7139/116985/256949/9564/11344/4647/64005/10174/23671/6712/4542/57731/5580/1236/10459/6366/246/11170/7111/10344/9639/201191/1072/10435/6369/29993/57471/6624/246176/5296/10095/2006/50944/50853/1627/5880/10411/25794/24142/29984/51168/59341/51734/4771/4641/79816/6714/146206/3636/23616/7481/80115/9051/10458/79778/71/339768/22899/11133/5339/114822/5345/147872/83715",234
"GO:1990138","neuron projection extension","107/6654","172/18903",4.14590082864633e-13,1.27871426986392e-10,8.75315002017962e-11,"10512/8828/8829/344901/9037/57609/25/23499/4131/7414/9723/4897/22902/5048/57698/9962/3688/6586/57142/9201/65059/26053/10371/9353/9175/1906/3475/26999/23191/8826/91584/57154/3984/6387/150465/23767/10509/7143/80208/7852/4133/22999/1002/999/51299/1499/9699/151835/81565/80031/5071/9355/27185/1808/8128/114804/3897/6722/25942/9423/1826/9856/3326/780/10507/57556/10505/5802/2017/1785/9043/56924/51393/1907/4825/54437/4137/127833/118813/11344/5361/123904/57699/7422/10500/393/23025/4504/53335/6794/1954/1908/7473/8408/4099/5590/10501/1627/64218/54910/223117/23769/2016/89780/65078/1020/59284",107
