"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070997","neuron death","176/6654","368/18903",3.36285564871951e-07,1.56699395947887e-05,1.07265035913719e-05,"5803/4544/8829/2908/10550/8626/3725/8301/4763/8321/25/55626/824/9723/3791/7042/5921/9962/4921/2019/627/1435/356/4915/28996/2309/284/673/10617/112399/317/54463/10891/5621/65018/22800/4436/2729/135112/2534/1948/355/57707/351/6347/11315/867/5063/595/26355/6622/80208/94234/5584/7021/6477/104/80315/22861/6733/3068/1728/2055/5538/2002/23411/1499/6653/5641/5098/1522/598/5071/56098/8772/27023/54541/10525/835/3632/4803/8128/1822/3745/56097/1191/7832/7516/51604/10763/7009/23129/55074/1616/2931/840/3717/1981/6548/7305/134/208/27429/1270/2821/3326/1524/5978/8517/84062/8883/6416/3689/7301/1139/1745/2597/10018/664/54209/2185/6376/1718/558/155061/112398/2898/255738/4137/80331/56616/7186/26281/5309/6812/23098/3134/57103/8831/2690/2901/23400/4504/1113/84678/101/2021/7466/128434/4099/2065/409/8326/219699/637/340371/2056/7471/10280/4435/7226/5582/128866/142/89780/116986/57465/4909/1958/5176/2047/2020/1020/2914/997/26012",176
"GO:0007612","learning","83/6654","150/18903",3.40334375945442e-07,1.57453268071331e-05,1.07781082066331e-05,"92521/4763/25/6310/27020/6616/3688/2903/23236/2258/85461/2019/4915/1813/673/22986/477/6869/3156/9241/2534/5764/351/7143/1814/3064/7416/2055/5538/3269/51204/5641/5071/27023/4885/26047/1812/6722/4297/6865/9378/7832/109/54915/8622/65009/85358/4130/4986/10097/3815/2048/22941/23208/5577/4900/8061/56924/64220/3643/84502/4923/1742/8831/1497/23152/7122/183/266743/9379/57338/41/50944/6543/10411/5153/10882/23237/10636/6900/10347/1020/2902",83
"GO:0032147","activation of protein kinase activity","82/6654","148/18903",3.71147787166521e-07,1.70491079253727e-05,1.16705821541276e-05,"374/685/3606/25/5618/51719/10920/7042/4916/255324/2258/3690/1956/51422/2475/1813/114/7048/284/2069/2246/8795/9052/1894/5604/1946/5621/65018/2621/9966/11315/3570/57521/154/7039/51561/10718/3565/2011/5155/150/1616/3717/5245/10040/2013/51378/1839/93/2185/6885/148932/3952/80174/3643/11314/7186/55890/5580/1116/126308/7422/2690/4504/65266/6794/29775/183/8312/5590/2056/79092/6714/1136/7481/2688/6556/116986/9618/11035/1609/151",82
"GO:0045165","cell fate commitment","140/6654","282/18903",3.7500601238843e-07,1.71050277622525e-05,1.17088608167536e-05,"860/8829/2737/9314/4853/639/57459/324/367/3791/6774/6913/6934/3569/3688/56603/4916/2131/657/2258/7490/3066/9095/2475/26524/85440/8995/3516/25803/5454/1906/3475/50937/2034/11281/6660/673/90/51384/5468/2627/3570/2114/10890/1499/182/23040/51684/51561/1108/9646/4633/7482/7046/79923/6928/8521/26011/5371/5727/8324/56833/89870/7478/9580/1107/84695/1482/5076/9181/81029/3065/1514/2736/4854/1745/3236/170825/53615/440823/7480/5914/3398/63978/54815/4087/9496/151449/2626/219409/3662/6886/58524/7476/2139/6469/57453/64843/116448/3594/6911/64919/9480/3280/30012/120237/6608/7004/55553/6929/4838/2116/4855/7473/140628/23135/55897/650/100170841/10215/7471/7484/30009/7005/4821/2636/7148/7481/89780/10736/28514/4909/8456/10297/7477/10660/161882/347853/8022/6899",140
"GO:0071248","cellular response to metal ion","104/6654","198/18903",3.96921549179839e-07,1.78920219644272e-05,1.22475799410331e-05,"22871/288/3725/817/8895/9076/2741/4205/6558/27347/1956/241/1393/114/84059/5599/29957/1906/673/10105/8826/1894/5621/84560/351/25932/6263/6622/57586/254428/1728/2203/999/151835/5641/4502/5071/4501/654/113/210/3745/4968/4318/221184/29904/3707/84557/6261/1585/1616/2931/5336/84329/148281/26/3777/54106/4493/23208/664/358/5601/121278/1740/4494/3726/91683/6609/55512/127833/6469/1584/1742/706/4490/57699/57103/246/23400/4504/3766/2021/284111/27132/4495/1543/107/1050/79085/7226/10235/6331/6861/1544/3625/4884/142/7036/5176/1800/3706/9066/8912",104
"GO:0045860","positive regulation of protein kinase activity","197/6654","420/18903",3.97784647657484e-07,1.78920219644272e-05,1.22475799410331e-05,"6788/374/6789/11214/685/1600/5788/219771/3606/5770/4739/25/5618/51719/5747/4216/10920/7042/2146/7164/23531/152110/4916/255324/51429/657/23118/2258/4921/3690/493/1956/3553/1435/9175/51422/2475/805/1813/3491/114/7048/284/2069/5062/1906/2246/8795/5899/9052/8826/1894/5604/1946/238/5621/65018/2621/990/9966/10125/11315/3619/8817/84632/595/2074/6622/81617/22924/3570/57521/7057/143384/4869/9607/6283/146433/23411/154/23328/7039/57551/51561/5906/10718/3565/5607/2081/100133941/345611/2011/5155/221472/1857/9770/6385/1191/2547/150/57214/51149/9370/1616/3717/146850/54956/134/994/51347/3326/5245/10040/2013/11235/51378/3815/1839/1856/896/4294/54106/1436/153090/93/1605/64127/2185/3937/6885/4920/5608/148932/3952/80174/3643/4057/11314/2321/376497/1942/7186/9148/958/55890/1742/5580/5154/23533/1236/6366/2064/1116/126308/7422/2690/5606/4504/65266/6794/9094/80725/3481/29775/101/1908/183/5027/8312/2065/5590/6543/650/5310/1445/2056/79092/84630/6714/1136/7481/89780/2688/6556/116986/9618/11035/1958/566/1991/5605/1609/1020/151/285489/1636/221938",197
"GO:0045927","positive regulation of growth","131/6654","261/18903",4.06586097195093e-07,1.81617803553974e-05,1.24322369610579e-05,"8829/136319/9037/23499/4131/102/79109/22902/5048/7042/27302/57698/9962/7003/23236/657/7490/5467/1956/627/2137/1435/9175/2475/1813/952/7048/23414/55636/3516/5454/1906/10409/23191/1946/57154/3984/6387/27230/583/2254/5292/10413/2627/3142/7852/4092/57521/22999/1002/84525/9699/151835/81565/51193/5071/5479/5607/27185/4803/3484/23566/114804/3897/6722/8153/7046/9798/84275/9647/51761/7049/1981/6548/1982/9423/1826/3021/10507/1839/221481/6777/552/6665/29842/6195/84879/2185/5645/3249/51393/6279/2692/3952/4137/3643/127833/1457/118813/3578/11344/6608/57731/57699/2064/8877/7422/2690/2810/551/23025/1954/3481/84678/7473/7466/80736/55615/1382/1627/57678/89780/2688/28514/2735/2689/23404/1444/6531/59284/375790",131
"GO:0001505","regulation of neurotransmitter levels","113/6654","219/18903",4.23605733667081e-07,1.8792426965491e-05,1.2863931868823e-05,"6506/22871/2824/4763/26002/6616/6507/3688/3690/1813/84961/136/673/477/8224/1488/11315/321/6622/1814/6814/2571/6854/22999/10814/51222/8573/2055/5538/9699/5071/5906/8676/6809/10497/1812/6538/785/6580/55784/6865/1138/9378/9627/9501/150/6530/5579/2670/93664/3351/9751/84062/7779/9498/6844/8864/10755/23208/320/5799/25953/140679/1103/91683/23287/7476/80331/127833/3177/9152/8775/815/6804/8447/5865/9381/2030/6812/8541/116841/6532/57617/2901/10675/23025/100289017/3766/747/2644/5027/9379/80736/41/6512/1129/5153/107/5413/1136/3164/5582/6861/6539/23396/6531/23513/1020/2914/9066/222962/11255/10815",113
"GO:0006816","calcium ion transport","205/6654","440/18903",4.26880179598114e-07,1.88088634235169e-05,1.28751830753115e-05,"81671/302/9474/817/4638/5788/25/845/3958/5581/196527/10367/5142/5144/2903/9722/3690/80036/493/90550/56704/130507/2669/1729/356/196051/805/6786/1813/63933/30845/5987/3603/57685/5530/117531/55636/1906/623/857/7225/477/6781/6387/4067/5621/2621/58515/25769/2645/2534/2280/6717/255231/57620/283652/114789/84959/6347/7531/79054/287/123041/57158/6263/84766/6622/9455/80208/1814/3064/7852/773/4988/79026/7416/63892/274/7421/10267/8573/8398/24145/1499/6520/10316/2829/7070/10939/818/1812/6355/2631/785/491/5155/10268/53373/150/57214/5371/168507/6261/8614/4308/7009/5579/80228/6548/5336/8989/22821/2035/2771/196996/1179/2316/5664/578/10369/7779/2814/1139/54106/775/54795/3783/59285/27091/2185/9187/201140/6376/27092/64072/2946/4985/51393/114780/56848/5566/7439/140738/3932/407040/3710/815/9914/844/84502/2859/3280/4923/79041/706/1236/6366/779/5031/57190/777/784/29763/183/7466/5027/117532/5024/57338/3270/41/9478/409/6543/5310/8911/23413/2056/162514/1394/117/816/59341/786/79085/7226/3718/89780/9001/117144/59283/51475/55799/1020/5026/59284/54923/1636/8912/9454/489/492/2905/283229/2902",205
"GO:0070528","protein kinase C signaling","27/6654","35/18903",4.80632745287612e-07,2.10341776434315e-05,1.43984717151595e-05,"54986/5583/84059/8527/27063/91663/23171/8048/8398/9590/5341/1608/5155/23544/9289/56848/958/7422/551/65266/124925/5590/7481/260429/566/1609/2324",27
"GO:0051216","cartilage development","105/6654","201/18903",4.95512058335929e-07,2.15398094083343e-05,1.47445905313383e-05,"960/3696/860/7227/2737/861/4781/5915/27302/653/2131/657/23213/7045/4088/8840/2734/399979/340419/22856/25987/3491/4256/7048/64764/1906/6660/2202/6781/9241/81792/583/4017/2254/5447/5745/8817/54928/6591/25884/1513/23516/4092/2121/51222/2132/55959/1499/129642/6615/654/50515/7482/6722/7046/4209/23314/56914/4146/81029/649/112744/4054/392255/7480/7704/85301/5914/655/2658/579/54360/871/3952/4488/55512/7476/4856/7067/8692/1116/55553/1302/2690/5916/2101/2648/650/5310/2249/1280/59341/864/340260/7481/1311/10736/91461/2261/10865/11173/4880/389084/9421/7477",105
"GO:0001704","formation of primary germ layer","72/6654","127/18903",5.7704957022603e-07,2.491700044236e-05,1.7056370454681e-05,"9314/2697/9555/60412/3624/3688/657/3690/4088/79971/9095/57669/90/1289/1303/5604/1295/3693/2885/9241/2627/3673/2114/2132/1499/6615/1284/145873/3914/9646/79798/4318/6722/79923/6928/8324/406937/89870/27245/1846/2821/5076/3678/4313/3689/3675/1294/1291/655/4087/5566/2139/3691/6911/286204/4838/1969/2116/8516/7473/23135/8312/55897/84913/4771/2294/7481/89780/10736/4324/9421/1844",72
"GO:0048568","embryonic organ development","208/6654","449/18903",5.88675429177402e-07,2.52214034055108e-05,1.72647426349124e-05,"6788/860/2299/2737/6789/4853/639/26005/5915/3791/7042/6913/27042/653/79977/7003/2200/657/7849/4088/2019/5087/25902/1956/65979/115908/3491/5156/28996/57822/7048/23242/23414/1437/8854/55636/3516/1906/2034/7976/2202/144455/90/51384/5604/91584/643226/9645/2885/9394/9241/3576/2254/10413/3211/57545/405/3142/8648/9935/55764/25861/222662/28982/1499/51141/6768/51684/3399/10049/157506/6615/2067/3880/2304/3340/50515/60529/26018/5155/6722/4297/613/7046/55084/23314/6928/2535/8521/5727/5919/10763/10019/339829/51761/1889/3638/5079/113026/123872/65009/9423/51676/1482/5076/6134/6434/3815/100/1856/2048/2736/5754/7942/79805/6665/3236/53615/4669/11078/5914/64072/3398/6692/2186/64220/10653/3249/655/4087/1305/9496/579/9968/2626/3726/2709/6886/79955/5340/6469/57453/1942/220/347733/6911/2022/3280/4647/1749/286204/6608/7004/5154/25949/22846/7422/4838/1969/497189/5916/8516/1954/3481/84678/340784/10265/55897/80736/1750/54903/5310/25806/1280/7471/7484/6169/2323/51168/4435/4188/1050/2294/7005/3216/7481/55036/89780/10736/28514/91461/2735/259236/348093/5090/9132/29985/2020/3784/9368/9421/7477/10660/161882/23513/3167/7173/6899",208
"GO:0006865","amino acid transport","81/6654","147/18903",5.9188718814847e-07,2.52214034055108e-05,1.72647426349124e-05,"6506/10165/6567/10550/2697/55144/4763/6507/9056/6558/3688/256987/4915/10955/57709/6583/477/117247/6622/2055/6520/6509/84230/59272/6538/785/383/285641/56262/6541/6510/206358/6533/2670/134/118980/3351/84062/83733/124565/552/8864/10755/320/388662/146167/94081/4948/140679/94097/3952/54896/9152/8501/4923/2912/6812/9057/7200/1497/6536/551/55244/2550/3766/553/183/5027/126321/6512/6534/124935/3993/8140/6556/6539/340024/9368/10991/56301/11255",81
"GO:0002062","chondrocyte differentiation","66/6654","114/18903",5.9980028437487e-07,2.53915453718695e-05,1.73812094790984e-05,"860/7227/2737/861/4781/5915/2131/657/23213/7045/4088/8840/2734/399979/22856/25987/7048/64764/6660/2202/81792/4017/2254/5447/5745/8817/54928/6591/23516/4092/51222/2132/55959/1499/129642/654/50515/7482/7046/4209/4146/81029/4054/392255/7480/7704/85301/579/54360/871/4488/55512/7476/4856/55553/5916/650/1280/864/1311/10736/91461/2261/10865/11173/4880",66
"GO:0009410","response to xenobiotic stimulus","201/6654","432/18903",6.20798163152979e-07,2.59413529209151e-05,1.77575678315813e-05,"6506/10512/476/9474/3725/6772/8321/25/8412/57552/4131/5825/7042/4659/3624/80777/6507/5142/56603/2940/2903/3690/3066/3553/10758/1813/1393/952/2309/7048/5122/1906/284996/7976/673/5139/4363/11309/10628/4773/25828/4067/316/5621/10249/2768/2621/2330/2729/25788/5447/54498/27063/1503/7037/1001/2627/442900/595/4862/3673/6622/1814/7852/7021/847/57521/11200/2939/7057/8856/1728/10451/2203/999/6283/7013/3485/1499/670/7039/4860/7150/1019/7409/1812/642/5797/5111/210/2941/6538/2052/4968/5888/8438/3158/383/6338/6928/9400/6530/5727/9647/9370/4015/8989/4837/3326/3351/7366/5978/219537/10057/30/7356/4313/6095/578/3777/340485/1788/22941/29785/3675/5228/3757/375611/7410/1869/8714/2185/2950/22843/2948/8061/2695/2946/6750/5972/2626/4825/79897/5608/23492/768/1374/3932/9447/406917/6609/314/388552/5066/4843/1644/2022/2912/706/23491/5154/4176/6532/57103/6652/65266/9049/4025/2987/5027/21/6730/5141/200315/3291/117/1543/107/6714/10864/1544/445/2016/5979/51083/1592/3651/57491/218/1800/3784/6531/4880/10587/10715/1636/54905/2902/7161/20/10555",201
"GO:0050808","synapse organization","201/6654","432/18903",6.20798163152979e-07,2.59413529209151e-05,1.77575678315813e-05,"22871/4734/92737/323/8828/8829/22891/27067/3556/3480/288/57689/3371/8321/4739/7534/25/4131/9723/102/4897/5048/9419/27020/4916/2258/55619/9722/85461/4983/4774/627/1006/27286/4915/26115/1813/266977/221935/23380/23191/831/22883/1946/58504/200933/5621/23767/9231/2534/26052/7415/1488/1948/351/5063/1134/7143/6780/6622/80208/10163/58489/999/8495/1499/5641/5098/387804/56098/10939/1108/79953/119/10497/266727/5792/1812/27185/5800/25791/8128/8500/785/23114/3897/84623/4076/29904/9378/56097/3587/51201/80728/23129/339855/718/1981/11346/91156/23544/40/1140/9423/4009/85358/1826/4038/347731/1524/7058/5978/84062/10097/2316/10369/84694/10507/5020/2048/1139/22941/3675/5802/153090/9912/2017/54209/1605/6376/713/60/10243/9806/4137/1639/3643/7476/1942/54549/57497/6640/9148/6712/1742/8541/94030/57549/2064/8831/779/23025/728/1072/784/22859/80725/23316/79414/1760/57463/5300/124925/266743/9379/50944/8326/6543/5818/81926/55203/2049/1627/64218/816/10882/8497/84628/547/9746/58512/4884/23237/89780/6900/654429/10458/71/22899/2047/729956/9762/7477/1020/3706/285489/392617/23654/575/5064/375790",201
"GO:0010721","negative regulation of cell development","99/6654","188/18903",6.39411592635872e-07,2.62710518186966e-05,1.79832557731162e-05,"10512/8829/9037/1600/4763/57609/23189/9723/22902/3569/2200/4916/657/2258/57142/4070/23603/81/10371/3553/5530/3475/11221/6993/1946/10509/3397/9241/5764/7143/9682/1814/1495/4133/51726/999/1499/6653/23105/6461/80031/7070/9355/1903/494551/29956/2931/9423/81848/56896/9856/4038/9283/3949/5978/10507/2048/1745/57556/283659/10505/406938/5802/4882/54209/2192/655/4825/54437/4057/79727/7476/6911/22933/3280/5309/706/8831/7422/4838/10500/393/4504/53335/7473/8408/4099/10501/64218/54910/81559/223117/4771/10683/6497/89780/65078/4880/1020",99
"GO:0030308","negative regulation of cell growth","99/6654","188/18903",6.39411592635872e-07,2.62710518186966e-05,1.79832557731162e-05,"10512/131566/8829/344901/2697/9037/27086/57609/9723/5270/7042/27302/3624/6586/2023/2258/57142/9686/7490/5467/4088/10371/9353/2273/623/3475/5795/9792/10509/6595/23251/7143/54879/5518/51447/4133/23677/2203/999/5538/23411/23105/80031/83667/4633/135644/604/64061/56981/5371/5167/2931/57446/9423/9856/5245/201163/3304/10507/978/3300/57556/81501/10505/5802/9043/2658/56848/2100/1032/54437/2786/6597/85004/221476/4856/8692/10500/393/54825/4504/53335/6794/7473/183/8408/11007/4099/29948/10501/64218/54910/223117/4879/7481/89780/65078/1020/92304",99
"GO:0007162","negative regulation of cell adhesion","150/6654","308/18903",6.40856289540538e-07,2.62710518186966e-05,1.79832557731162e-05,"6695/9448/2737/861/9314/5295/9037/56477/1600/4763/5788/9404/25/23189/5747/9723/102/1493/5270/54828/83700/5921/3958/80380/7045/3146/4070/23603/81/2651/55824/8995/5362/284/56253/928/84830/9750/57669/91584/1946/5420/868/6387/5621/9231/406929/79679/124872/84959/91663/7143/6591/3142/4092/7057/7292/80762/999/8573/182/3557/4072/3659/654/10391/3565/5771/5607/5054/5800/604/384/6904/1378/383/6385/114897/9647/10019/9370/23129/3135/8324/3717/79872/84695/81848/1826/7356/4313/3440/10507/2048/340485/972/4653/57556/8379/406938/26279/394263/2192/6376/3902/64115/10653/1041/239/80709/634/7805/11314/5340/6469/53616/5361/51043/5580/10459/6366/2064/11170/7422/4221/4855/406959/396/387597/7001/2065/650/55966/7471/5592/30009/59341/4771/864/6714/3718/6688/445/3965/10077/23513/100126351/23654/398/441478",150
"GO:1990778","protein localization to cell periphery","162/6654","337/18903",6.53908180710457e-07,2.64558297214542e-05,1.81097413173358e-05,"6711/9482/63971/23043/10550/288/5295/8301/2181/5583/23499/23167/10098/367/4926/102/4905/5780/55690/392509/54585/3958/5581/6616/23136/3688/2903/2258/8766/493/1956/90196/30845/4301/857/145567/22883/55204/57154/57217/11031/5621/80333/6281/2621/55625/7871/583/22979/116372/55022/4644/10580/91663/8650/287/5584/5174/8048/51762/51735/256764/10267/999/10791/80262/55667/10890/8631/23555/23062/286/598/7132/5906/5872/6809/79156/81619/23096/8500/23114/3745/10268/27183/115827/64114/1173/51201/5727/9370/3551/26119/4118/208/4218/2533/2035/2013/10938/6521/2316/2580/10369/30846/2048/6844/3675/4035/9912/340348/26088/54209/1605/201475/23163/60/1804/8878/118813/9914/5865/1742/57731/6812/27065/7275/30818/199920/55800/131578/1969/784/29993/26262/80852/5296/5590/1445/23241/81693/4884/3728/89780/91461/10077/286753/2319/10966/126353/79651/9368/23513/1020/27237/59284/85409/2905/5064/11187/20/10815",162
"GO:0001701","in utero embryonic development","185/6654","393/18903",6.58959175493943e-07,2.64558297214542e-05,1.81097413173358e-05,"6788/4643/4124/2737/92521/9314/6789/4853/639/26005/824/367/102/5890/653/79977/3688/657/4627/57142/4088/9508/1956/51733/196051/26524/57498/3491/5156/6498/7048/284/23414/1437/55636/3516/1906/2034/144455/57669/90/5604/5954/91746/80312/2885/10672/154796/9394/57493/2768/4436/9241/56006/10413/5745/9654/10568/23322/2627/405/9915/10087/23081/321/338596/84700/8648/5723/55845/402569/80790/86/4836/123920/343263/84525/28982/1499/6768/10049/81565/157506/598/6615/3880/6241/23019/1999/83605/9646/8894/50515/54892/5045/79798/5155/6722/7046/84081/6928/84296/8521/25942/7516/5704/115/5727/57178/3633/25988/9644/113026/203286/2821/8178/201163/7779/100/10365/54855/7942/79805/64359/6665/10018/53615/63925/320/8061/6692/63978/2186/2530/10653/655/4087/27077/10400/23038/60625/3726/4242/2709/54880/3276/129685/5340/23250/2707/3280/4245/6608/7004/25949/22846/284723/7422/4838/2116/3481/2021/8312/2648/81502/149473/650/5310/1627/7484/4435/4188/1050/2294/7075/2016/89780/4849/29947/29985/10361/9421/7477/64711/398",185
"GO:0048010","vascular endothelial growth factor receptor signaling pathway","39/6654","58/18903",6.61702086594963e-07,2.64558297214542e-05,1.81097413173358e-05,"4734/8829/5770/5747/3791/23213/3690/3553/2887/5062/2534/2254/405/8817/7409/64855/22905/9261/3315/5579/7867/3678/5228/153090/7410/2185/558/2321/9564/407022/79812/7422/4504/25865/199731/6714/11117/100187716/2324",39
"GO:0051058","negative regulation of small GTPase mediated signal transduction","39/6654","58/18903",6.61702086594963e-07,2.64558297214542e-05,1.81097413173358e-05,"4233/5516/4763/23189/79109/7042/5921/3688/2909/9353/51571/84952/9750/10617/9938/57493/83892/5922/2203/7126/64411/94134/286205/604/202243/81848/22821/201163/2048/4653/3675/153090/9912/3925/8216/8831/23636/23616/10252",39
"GO:0030048","actin filament-based movement","75/6654","134/18903",6.74750469990171e-07,2.68120171418794e-05,1.83535613793904e-05,"4643/476/2697/817/3759/57698/59/5142/5144/22998/4627/2258/4430/9722/81/122786/7168/29119/2934/857/57669/477/6444/23704/2257/6781/55742/6717/4644/55930/287/4642/23171/2702/274/10163/10021/25777/4628/644150/140465/4648/4650/6548/283446/134/4645/2013/3741/3752/2316/23224/775/54795/3757/7456/3781/2626/7139/440193/6640/4647/64005/4542/29895/55800/4621/3762/4607/51168/4641/6327/6331/3728/3784",75
"GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","101/6654","193/18903",7.27389441821656e-07,2.87274476504809e-05,1.96647261165136e-05,"960/374/8829/685/5788/3606/5770/4739/25/948/3569/83666/255324/3690/3066/1956/2475/85480/8995/284/2069/1437/5062/5795/8613/90/79705/1946/238/4067/5621/2621/2534/84632/11009/2074/3570/5175/133396/3263/146433/7039/51561/23568/7132/2674/654/3565/100133941/5155/150/9370/3717/7525/5336/134/1270/3678/4038/9181/51378/3440/3815/10507/1839/1856/972/1436/54209/64127/1464/2185/916/3952/50604/3567/1942/3280/9148/958/1742/7422/2690/10188/9094/80725/3481/183/2065/409/2056/6714/89780/2688/2261/2689/1444/1609/285489/1636/5753",101
"GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","74/6654","132/18903",7.33831840265232e-07,2.88062353296843e-05,1.9718658444639e-05,"9867/6788/23043/10550/4216/7042/4281/153769/2150/7164/23008/23236/9821/3146/27347/10371/10392/222643/3553/28996/222166/7498/51384/23005/4067/1647/85458/7185/10125/351/9258/84766/23328/57551/4055/768211/4215/10913/9770/4616/8324/50488/55765/51347/4986/11235/6416/4294/54106/153090/392255/9965/64127/2185/3952/3276/7476/7186/1398/55504/1236/6366/9479/8877/7422/8312/650/54910/59341/6688/9618/7477/5345/2324",74
"GO:0097529","myeloid leukocyte migration","122/6654","242/18903",7.4606866155047e-07,2.91101609690506e-05,1.99267038836435e-05,"2919/6372/399/5295/4763/961/84675/5747/83700/5048/7042/3958/196527/5142/3569/23236/3146/90550/9353/23604/3553/1435/8995/6364/1906/928/9750/5734/200576/1803/7857/6387/4067/58515/3576/255231/6278/6347/3570/7057/5175/729230/3554/10451/6283/146433/1588/79890/3269/5641/51561/7409/8729/5479/708/3565/6355/5054/5800/83692/10563/5155/613/9948/6223/5919/56833/57580/1524/2013/3680/6354/4313/3689/140885/3815/972/6777/1436/7941/5228/6346/54209/64127/2185/6376/1907/4920/6279/23765/8288/6360/11314/2321/4681/100130520/4856/1441/1236/6366/6361/7422/10344/414062/57118/728/1265/1113/6369/101/1908/6367/89766/79148/5880/59341/6688/5293/11117/566/23396/5657",122
"GO:0032874","positive regulation of stress-activated MAPK cascade","73/6654","130/18903",7.97755771370451e-07,3.09405037794396e-05,2.11796237567749e-05,"9867/6788/23043/10550/4216/7042/4281/153769/2150/7164/23008/23236/9821/3146/27347/10371/10392/222643/3553/28996/222166/7498/51384/23005/1647/85458/7185/10125/351/9258/84766/23328/57551/4055/768211/4215/10913/9770/4616/8324/50488/55765/51347/4986/11235/6416/4294/54106/153090/392255/9965/64127/2185/3952/3276/7476/7186/1398/55504/1236/6366/9479/8877/7422/8312/650/54910/59341/6688/9618/7477/5345/2324",73
"GO:0072659","protein localization to plasma membrane","140/6654","285/18903",8.09953152848636e-07,3.12265867321465e-05,2.13754553872084e-05,"6711/9482/63971/23043/10550/288/5295/8301/2181/5583/23499/23167/10098/367/4905/5780/55690/3958/5581/23136/3688/2258/8766/493/1956/90196/30845/4301/145567/55204/57154/57217/11031/5621/80333/6281/2621/55625/7871/583/22979/116372/55022/4644/10580/8650/287/5584/5174/8048/51762/51735/256764/10267/999/10791/80262/55667/10890/8631/23555/23062/286/598/7132/5906/5872/6809/79156/81619/8500/23114/3745/10268/27183/115827/64114/1173/51201/5727/9370/3551/26119/208/4218/2533/2013/10938/6521/2316/2580/30846/2048/6844/3675/4035/9912/340348/26088/54209/201475/23163/60/1804/8878/118813/9914/5865/57731/6812/27065/30818/199920/55800/131578/1969/784/29993/26262/80852/5296/5590/1445/23241/81693/3728/89780/91461/10077/286753/2319/10966/79651/9368/23513/1020/27237/85409/5064/11187",140
"GO:1903829","positive regulation of protein localization","208/6654","451/18903",8.71434470126279e-07,3.33343331346764e-05,2.28182656303287e-05,"6711/2737/288/5295/324/51496/25937/79899/4739/2181/5583/11143/4926/22902/54828/4478/5780/7042/2150/3958/5581/27020/6934/23255/64328/3688/83666/57142/153241/5467/22885/4088/79971/493/90550/111240474/1956/3553/952/114/5599/10541/6659/5122/57506/9777/1080/55691/1894/55204/27230/5621/65018/9747/2621/2645/2534/5468/6717/55741/10413/27063/7037/10580/57707/7531/11315/8736/79752/9531/23171/5584/55763/5174/80279/5175/10055/4869/51112/55135/4836/58489/999/9860/8398/89866/6653/1736/399687/81603/5071/83667/654/11190/23379/4628/6809/10497/10391/6721/5106/7107/58480/9619/123264/54741/785/2746/23086/3745/54471/10268/55072/57602/9501/56262/57214/51201/4947/7443/2931/10574/3717/7305/208/27429/4130/3326/4038/2035/11235/222546/2316/3689/10369/10307/2048/6844/3675/54795/4035/3783/23208/54209/111089941/2695/257364/55107/919/4825/4946/7203/8878/5566/3952/4137/10134/7476/6469/57787/8447/8692/1742/6608/5580/1263/2064/7200/51614/23400/2810/1969/6794/9141/29775/101/23636/5296/8111/2696/5027/5590/9696/27113/81926/5880/10411/125170/164153/1128/4641/6714/9746/7226/22994/142/3728/89780/3651/79778/10347/84662/1020/27237/54550/340146/85409/11156",208
"GO:0007159","leukocyte cell-cell adhesion","193/6654","414/18903",8.75526518990779e-07,3.33343331346764e-05,2.28182656303287e-05,"960/2113/3575/2737/399/861/9314/56477/5788/3606/961/25/55626/1493/4478/3958/10725/80380/3569/3688/6599/2131/29851/3146/970/8808/51571/3553/55824/8995/2309/7048/8289/6659/5530/56253/857/57492/84830/81704/8440/9750/11221/1803/868/6387/4067/5621/58515/9231/2534/79679/3133/6595/10318/7037/1948/10125/8546/6347/8744/3142/4092/5175/7292/9308/729230/3037/80762/86/3108/3485/8631/64410/4860/51561/6461/7409/7070/8772/3659/119/3565/5771/6793/3683/100133941/604/384/1378/11126/383/6385/3707/6541/57178/3695/8740/3135/3112/9092/3717/9580/146850/7525/84695/8943/3678/5105/1524/7356/3440/3689/140885/100/10507/2736/3109/972/6777/80381/3115/923/3122/8379/406938/26279/7480/7704/64127/5914/3902/6603/60/64115/10524/655/634/4907/6279/3111/916/3932/3952/7805/3956/7297/11314/6469/6597/3594/84433/3280/10148/6604/51043/6605/1236/6366/912/2064/240/83706/51148/5724/3481/101/7535/29117/387597/7001/23149/5590/1947/1445/5880/57678/2056/116844/30009/8174/864/3383/6714/3718/445/3965/10077/2319/1991/51412/23513/441478",193
