Length	FoldEnrichment
2580	6.07407
4575	5.47492
2840	5.22494
2512	5.42329
1752	5.02028
1307	5.15882
1138	5.78307
1271	5.34119
7885	5.17281
3394	5.83999
7949	5.16995
8164	5.45601
7407	5.5132
2681	5.09046
7056	5.74063
9052	5.18778
6528	5.0571
24291	5.67766
10347	5.67692
2961	6.15013
2092	5.31692
2031	5.78156
3652	5.02479
4947	5.09506
7424	5.0857
1890	5.07549
9595	5.23914
2890	5.466
4144	5.0092
13448	5.38522
2543	6.08399
7644	6.07521
1975	6.85485
1020	6.45815
1794	5.10914
6813	6.14476
1895	5.1273
1549	5.49558
6359	5.18916
1463	5.22865
7984	6.07188
5701	5.3626
1091	5.39918
1044	13.3334
2644	6.19925
6950	6.658
1591	5.55945
1205	6.3663
1122	5.00644
2396	6.16968
2151	5.68649
10184	5.20367
2175	5.31972
2712	5.06795
1373	5.62063
1832	7.17795
1126	5.6724
6481	5.74892
2318	5.16069
1196	6.65866
1828	5.42302
1815	5.87457
1549	7.81564
2528	5.46006
1357	5.29381
2070	9.93136
5246	7.03407
11711	5.05932
6342	5.08236
8733	5.85373
6324	5.37088
4369	5.79032
4601	5.00452
5046	7.7239
1914	7.25551
1217	5.12192
1662	6.71681
5438	6.8561
5937	7.79492
2917	5.98748
2084	6.16434
7585	5.1469
3753	5.9099
2503	6.15883
1279	5.32257
2555	5.83672
3107	5.36445
2105	7.40543
8018	5.16068
2209	5.33659
2741	5.36464
1593	5.74888
1075	5.41705
5820	5.97424
5324	6.73062
10502	5.1218
1398	5.14337
2886	5.57547
1152	5.08313
1472	6.32176
1695	5.5849
6646	5.49307
5436	5.8011
1524	6.30477
11999	7.01242
2049	5.07355
5857	7.48348
3005	6.36786
1108	6.61891
15242	5.9224
9880	6.05434
2145	6.66657
2004	6.01886
2171	7.54857
3453	6.78937
1309	5.31551
5273	5.29524
9037	5.16542
2499	10.8969
5775	5.17064
3412	6.22489
1433	5.84842
2257	5.26982
1081	5.0959
6944	6.89804
3629	7.07298
10786	5.1199
1016	5.26187
2199	5.162
1883	5.09649
5806	5.02181
7638	5.1022
2161	5.47011
2483	9.94782
1761	5.73909
21375	5.37491
4177	6.07408
4574	5.0617
16970	5.63223
3543	6.3976
10639	5.20689
3588	6.91363
5675	5.57188
3316	6.04346
2582	5.36586
6891	5.24934
1442	5.281
1886	5.21758
2362	6.83007
2582	5.12861
9558	6.02769
15712	5.50392
19909	6.5177
13562	5.13485
9032	5.40931
7514	5.76949
1732	5.78682
5047	5.47429
17952	5.81688
13936	5.60482
7699	6.08603
2398	5.76895
1072	6.84676
5388	5.1223
3231	5.64317
12744	6.24564
32859	5.28703
2843	5.40963
10725	5.56109
7170	5.03363
7758	5.91608
16324	5.02947
1514	5.82854
5607	5.68552
1473	5.69627
1235	5.01782
1408	5.36981
2785	5.08733
2465	6.87602
7907	5.49545
6645	5.82009
1478	5.38784
1269	6.58748
5994	5.12324
3407	5.11081
25424	5.18552
6558	5.59148
13345	5.4404
3778	5.5973
4284	6.40722
1033	6.25532
18884	5.22907
10487	6.13006
14967	5.69609
1565	5.03713
1652	5.09135
2016	5.4303
12054	5.06912
9029	5.23882
5022	5.24352
14033	5.22472
1944	5.38217
10364	5.8122
1252	6.05128
2088	6.70678
1382	5.71255
1990	5.00602
5126	5.1136
5702	6.65916
2190	5.07524
6922	7.25357
1716	6.18512
2091	6.94769
12020	5.97552
4932	5.30892
2215	5.46633
1188	5.26523
3098	5.92373
1090	5.24918
1180	5.54811
4005	5.34773
1560	6.67847
1335	8.80637
3508	6.57494
2991	5.81846
9600	5.22028
2303	6.3066
5744	5.34876
9934	5.70214
2512	5.38
2446	5.36194
1453	5.49781
1733	5.06668
2158	6.06373
1244	5.5521
4589	5.30364
4969	5.10523
13323	5.52307
3585	7.0965
1353	6.41292
1071	5.04639
4879	5.25041
8181	5.05335
4336	7.11731
4669	5.34335
27820	5.02203
1725	6.15955
1464	5.23182
2060	5.17861
4154	5.19269
18081	5.30299
16471	5.60765
2339	8.04478
2308	7.4253
1141	5.44759
4245	6.61805
1298	8.15932
2094	7.5353
2723	8.95296
4462	5.68874
2096	6.00352
7270	5.86236
4403	5.64467
1634	5.94888
5592	6.24044
5320	5.21551
6384	5.58584
2081	5.72475
3838	5.83081
3645	5.76002
2901	5.26505
3305	5.20783
2619	5.18896
1869	5.04065
5556	6.87293
1113	6.58768
1691	5.63163
2360	7.08167
1006	5.46132
1074	5.08992
1454	6.2261
1221	5.70819
1371	6.11368
1590	6.03265
1063	6.31522
1810	5.57473
3864	5.71393
1590	5.47775
1767	5.29956
1051	8.17017
4895	5.13064
8654	5.17622
3271	5.97619
2742	5.50275
17002	5.86
7038	5.89964
2142	8.26232
1131	6.43126
8534	5.47213
11776	5.04864
5156	6.06261
7846	6.27937
4259	8.47118
5809	5.25294
4101	5.83378
7902	5.62855
2681	6.01775
1366	5.78518
7700	5.15321
1114	6.29486
4117	6.11918
12364	5.78966
7122	5.13744
6253	5.70942
6720	5.78987
7517	5.80928
