Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
GFP-2_R2_paired - polya	(1, 1.4306437710986254e-05)	(2, 2.64118850048977e-05)	(3, 4.842178917564578e-05)	(4, 0.00010124555918544118)	(5, 0.0003191436104758472)	(6, 0.0008462808153652637)	(7, 0.00100475212539465)	(8, 0.0012644689946094774)	(9, 0.00154729626320359)	(10, 0.00502376062697325)	(12, 0.011951928212320478)	(14, 0.020245260103858354)	(16, 0.046677504270113995)	(18, 0.08634815554747033)	(20, 0.09870506599653259)	(22, 0.10930723683558194)	(24, 0.12283672492934078)	(26, 0.14990890705936094)	(28, 0.169572005197903)	(30, 0.18811369871894545)	(32, 0.2040114525014768)	(34, 0.22182681918488456)	(36, 0.26592861441941673)	(38, 0.28878534965313435)	(40, 0.3116310799347666)	(42, 0.33492086003304367)	(44, 0.3575888603384971)	(46, 0.37445504990454137)	(48, 0.38814466005114245)	(50, 0.40855224319826006)	(52, 0.42276789005454196)	(54, 0.43788814397224163)	(56, 0.4607179170733501)	(58, 0.475072776573512)	(60, 0.4866351294820102)	(62, 0.4992446035814318)	(64, 0.5097361746520231)	(66, 0.5279620260482154)	(68, 0.5449712799913695)	(70, 0.5558392204232806)	(72, 0.5705110225435013)	(74, 0.5818758365620671)	(76, 0.591518925826876)	(78, 0.6026328269378953)	(80, 0.6187270191151506)	(82, 0.6315114719527296)	(84, 0.6411132926472185)	(86, 0.6573323910306427)	(88, 0.6699858849384057)	(90, 0.6795486380529916)	(92, 0.6891119414151816)	(94, 0.6980116461666236)	(96, 0.7074307846564952)	(98, 0.7209564210170243)	(100, 0.7343945680084745)	(102, 0.7446066132960972)	(104, 0.7594803562870845)	(106, 0.7702756640352322)	(108, 0.7807397227256101)	(110, 0.7943776095974099)	(112, 0.8159170520665082)	(114, 0.8315176721427344)	(116, 0.8426101135971873)	(118, 0.8540970825839007)	(120, 0.8676623367719369)	(122, 0.8825140698587535)	(124, 0.8932631568081426)	(126, 0.914657333909714)	(128, 0.9383757568917164)	(130, 0.9532544521111421)	(132, 0.9637806887808025)	(134, 0.9760099417856742)	(136, 0.9866071603962853)	(138, 0.9979037437119217)
GFP-2_R2_paired - polyg	(1, 0.08331739174315833)	(2, 0.08389955370847461)	(3, 0.08466549837361664)	(4, 0.08519483656892314)	(5, 0.08622600057932268)	(6, 0.10423450417182877)	(7, 0.10511930231949285)	(8, 0.105918261840891)	(9, 0.10658846342289027)	(10, 0.10772087299247526)	(12, 0.10945305245071313)	(14, 0.1103890236255742)	(16, 0.11111920219643877)	(18, 0.11175033619853497)	(20, 0.11233469915426833)	(22, 0.11287284131124312)	(24, 0.11336421242185507)	(26, 0.11380220951485295)	(28, 0.11420774199919899)	(30, 0.11461437497875357)	(32, 0.11503641489122765)	(34, 0.11553273823027803)	(36, 0.11599439597025946)	(38, 0.1164648576719092)	(40, 0.11692156318345223)	(42, 0.11745035113115446)	(44, 0.11807103042876954)	(46, 0.11857010500584125)	(48, 0.11902020754613306)	(50, 0.11949837271424256)	(52, 0.12027037010303156)	(54, 0.120879494200957)	(56, 0.12941438479076883)	(58, 0.13045325226762816)	(60, 0.13126376698871595)	(62, 0.13184262746840664)	(64, 0.13237801838736007)	(66, 0.1329299167344416)	(68, 0.13408708744621867)	(70, 0.13473748011446426)	(72, 0.1355435928547179)	(74, 0.1365208325998991)	(76, 0.13752063249685537)	(78, 0.13828657716199738)	(80, 0.1390057507807766)	(82, 0.1398844962047937)	(84, 0.1407357292485974)	(86, 0.14153688976041262)	(88, 0.1427292763188629)	(90, 0.14392166287731317)	(92, 0.14516137072973057)	(94, 0.14719948785594184)	(96, 0.15460086838096015)	(98, 0.1732234482998301)	(100, 0.21134955455200422)	(102, 0.2792512094139705)	(104, 0.38806047216768935)	(106, 0.5271047402807647)	(108, 0.7959513177456183)	(110, 1.2557239094348347)	(112, 1.8144123119530189)	(114, 2.2771953082851892)	(116, 2.6179922624842185)	(118, 3.086178140042703)	(120, 4.014060124873412)	(122, 5.153878228202274)	(124, 5.868982215700297)	(126, 6.260906526545161)	(128, 6.656665512944173)	(130, 7.348612880264151)	(132, 8.272614518989556)	(134, 8.914752922923528)	(136, 9.272727506832616)	(138, 9.573043295033202)
GFP-3_R1_paired - nextera_transposase_sequence	(1, 0.000193237809793237)	(2, 0.000193237809793237)	(3, 0.00019586689564076403)	(4, 0.00020506869610710865)	(5, 0.00020638323903087217)	(6, 0.00020769778195463569)	(7, 0.00021427049657345325)	(8, 0.00022215775411603436)	(9, 0.00024450498382001416)	(10, 0.000293800343461146)	(12, 0.00031614757316512584)	(14, 0.0003792456335057746)	(16, 0.0004968972251826094)	(18, 0.0006184924456307347)	(20, 0.0008774574016121475)	(22, 0.0011554832299881315)	(24, 0.0016201741535385346)	(26, 0.002476598868370466)	(28, 0.006949331166475833)	(30, 0.02615808963997022)	(32, 0.06986467004072151)	(34, 0.16928157955057066)	(36, 0.3551066817967052)	(38, 0.6044813898778013)	(40, 1.0163414905936106)	(42, 1.9040404961247999)	(44, 3.293675369865384)	(46, 4.639878402676283)	(48, 5.583095814049701)	(50, 6.473279305706803)	(52, 8.198763464682418)	(54, 11.161712323086677)	(56, 13.493313820608718)	(58, 14.65865020708192)	(60, 15.46561590167871)	(62, 16.643717814484578)	(64, 18.70690805057504)	(66, 20.590073605070476)	(68, 21.579028565661858)	(70, 22.22060044140511)	(72, 22.94846680192174)	(74, 24.00483612454395)	(76, 25.13379385014492)	(78, 25.918623956448457)	(80, 26.442203773897617)	(82, 26.942961811647322)	(84, 27.56214307777011)	(86, 28.28139983940755)	(88, 28.870334130126)	(90, 29.298560947514126)	(92, 29.675073646281398)	(94, 30.096045501273274)	(96, 30.577826140104065)	(98, 31.01881322565316)	(100, 31.37349991098573)	(102, 31.682364259081737)	(104, 32.00005050473913)	(106, 32.3476347146546)	(108, 32.692947394397805)	(110, 32.99227013268168)	(112, 33.26059331973737)	(114, 33.51751416147233)	(116, 33.79134528337858)	(118, 34.079159198364906)	(120, 34.35591649281946)	(122, 34.62858424423818)	(124, 34.873883869255614)	(126, 35.12011484793453)	(128, 35.40136656464543)	(130, 35.741115441463805)	(132, 36.17113398085702)	(134, 36.50826560271419)	(136, 36.804732496496186)	(138, 37.1502035786617)
GFP-3_R1_paired - polya	(1, 5.258171695054068e-06)	(2, 6.572714618817585e-06)	(3, 0.00017746329470807478)	(4, 0.00036807201865378473)	(5, 0.00229124831611981)	(6, 0.0026672075923161757)	(7, 0.003353398998520732)	(8, 0.0034887969196683737)	(9, 0.003638654812977415)	(10, 0.00561769918470339)	(12, 0.009235321310900588)	(14, 0.013468806796880995)	(16, 0.027237329380380072)	(18, 0.05079919674591735)	(20, 0.05751256745757763)	(22, 0.06332284718061237)	(24, 0.07054691781815478)	(26, 0.0858810610238562)	(28, 0.09625806286404541)	(30, 0.10611647752080991)	(32, 0.11403528409356133)	(34, 0.123631447437035)	(36, 0.14740758529914574)	(38, 0.15991020304706055)	(40, 0.17203160334708395)	(42, 0.18501928743386747)	(44, 0.19827579554856067)	(46, 0.20707928950900495)	(48, 0.21455969601668123)	(50, 0.22541519148112038)	(52, 0.23304939951087697)	(54, 0.2412751518563272)	(56, 0.2542799250011196)	(58, 0.2624392929289198)	(60, 0.268191732763309)	(62, 0.27453900327070113)	(64, 0.27989510841357557)	(66, 0.289626012406735)	(68, 0.29858265061779776)	(70, 0.3039992247351653)	(72, 0.3116899581106437)	(74, 0.31758765493810875)	(76, 0.3226105234498091)	(78, 0.3285792055951574)	(80, 0.3374891775324265)	(82, 0.34411776022550405)	(84, 0.34941668275119475)	(86, 0.3581945431246257)	(88, 0.3648770220775775)	(90, 0.36965012743376285)	(92, 0.37439102648831596)	(94, 0.3793757732552272)	(96, 0.3841114141380853)	(98, 0.39096215458527883)	(100, 0.39819016885159253)	(102, 0.40336289525660196)	(104, 0.41151503319832144)	(106, 0.41740615731116765)	(108, 0.42310009998544934)	(110, 0.43042013225642645)	(112, 0.44243834093693446)	(114, 0.45139366460507335)	(116, 0.45727492964599137)	(118, 0.4631607955871425)	(120, 0.4704597951713394)	(122, 0.47840817895987553)	(124, 0.4844051237780847)	(126, 0.496776944505085)	(128, 0.5107511930561531)	(130, 0.5191182587659079)	(132, 0.5250172701362967)	(134, 0.5320264130058037)	(136, 0.538517625963348)	(138, 0.5456306177238324)
GFP-3_R1_paired - polyg	(1, 0.0)	(2, 0.0)	(3, 1.5774515085162204e-05)	(4, 4.600900233172309e-05)	(5, 0.00019192326686947347)	(6, 0.0002891994432279737)	(7, 0.0003325793597121698)	(8, 0.0003812174478914199)	(9, 0.00042065373560432544)	(10, 0.0005586807425994947)	(12, 0.0007052522785991268)	(14, 0.0008833728447690834)	(16, 0.001112760584965817)	(18, 0.0012770784504362567)	(20, 0.0014782035177720748)	(22, 0.0017194221442826802)	(24, 0.001935007183779897)	(26, 0.00214927768035335)	(28, 0.002333970961142124)	(30, 0.0026599776062354768)	(32, 0.003018190552961035)	(34, 0.003363258070448958)	(36, 0.0037490764185735504)	(38, 0.004203250998733845)	(40, 0.004710664567306563)	(42, 0.005250941708973368)	(44, 0.005745209848308451)	(46, 0.00624933705957176)	(48, 0.006763323342763295)	(50, 0.007180690721058211)	(52, 0.007732141477577006)	(54, 0.008272418619243813)	(56, 0.008834385719152717)	(58, 0.009391094647366566)	(60, 0.010010901635921063)	(62, 0.010695778499201855)	(64, 0.011448354323056468)	(66, 0.012283089079646302)	(68, 0.013080359362908876)	(70, 0.013884859632252148)	(72, 0.01486156502460844)	(74, 0.01652117546585988)	(76, 0.020443114278908332)	(78, 0.028290278262314648)	(80, 0.0455798040671143)	(82, 0.07785314738843241)	(84, 0.12218479294943324)	(86, 0.19664510505163202)	(88, 0.342667162109131)	(90, 0.5488729378452951)	(92, 0.7497896501276966)	(94, 0.9072607187797139)	(96, 1.0755103821351302)	(98, 1.394242346688375)	(100, 1.869970829898159)	(102, 2.232816883158522)	(104, 2.4868240405029605)	(106, 2.7959217199679425)	(108, 3.344924140291228)	(110, 4.2609988693747765)	(112, 5.327425759906701)	(114, 6.412074844447835)	(116, 7.4930655560321355)	(118, 8.680252274984134)	(120, 10.165100807235834)	(122, 11.829051211950079)	(124, 13.666302411204303)	(126, 15.456117671783055)	(128, 16.86421201453059)	(130, 18.114586182742052)	(132, 19.391125013308105)	(134, 20.719228761873165)	(136, 22.05369424091778)	(138, 23.139363410767757)
GFP-3_R2_paired - nextera_transposase_sequence	(1, 0.00019586689564076403)	(2, 0.00019981052441205458)	(3, 0.00020506869610710865)	(4, 0.00021558503949721677)	(5, 0.00021689958242098028)	(6, 0.0002471340696675412)	(7, 0.0002852558144566832)	(8, 0.00034703933187356844)	(9, 0.0004903245105637919)	(10, 0.000669759619657512)	(12, 0.0010003671649840365)	(14, 0.0013723828124091117)	(16, 0.0017102203438163356)	(18, 0.002043456974990387)	(20, 0.0026974420795627366)	(22, 0.0036038194254976817)	(24, 0.004603529319019837)	(26, 0.005768871620936194)	(28, 0.010414466313516463)	(30, 0.02985326979866947)	(32, 0.0740521465243702)	(34, 0.17409872209470206)	(36, 0.3602531173432394)	(38, 0.6097099843570707)	(40, 1.021619380432521)	(42, 1.9105796898990612)	(44, 3.3032932231671)	(46, 4.6528299368326635)	(48, 5.597848272011637)	(50, 6.489052506249042)	(52, 8.215824917289945)	(54, 11.180242120140047)	(56, 13.510557337411186)	(58, 14.67573400691915)	(60, 15.482405243901017)	(62, 16.660346782470185)	(64, 18.723402277910964)	(66, 20.60791655344618)	(68, 21.597862679402084)	(70, 22.239600844825187)	(72, 22.96789048816327)	(74, 24.02463051188998)	(76, 25.153939220451598)	(78, 25.938741064082272)	(80, 26.462320224259972)	(82, 26.96353835203299)	(84, 27.58330458975685)	(86, 28.303551202215885)	(88, 28.89349177554248)	(90, 29.32222206287041)	(92, 29.699626021739988)	(94, 30.12143129694553)	(96, 30.603848174551423)	(98, 31.04506070421195)	(100, 31.40006156530329)	(102, 31.70962919386352)	(104, 32.02809956437493)	(106, 32.3769201019102)	(108, 32.7232502378764)	(110, 33.023016634397045)	(112, 33.2920404728311)	(114, 33.54996299627397)	(116, 33.82501269947055)	(118, 34.1140557120906)	(120, 34.39186924178439)	(122, 34.665278395412116)	(124, 34.91176308087532)	(126, 35.15952878841773)	(128, 35.44266424513838)	(130, 35.78461629589698)	(132, 36.21738748817256)	(134, 36.55677026478668)	(136, 36.855744649195756)	(138, 37.204354859863216)
GFP-3_R2_paired - polya	(1, 1.0516343390108136e-05)	(2, 1.8403600932689236e-05)	(3, 2.8919944322797373e-05)	(4, 4.2065373560432544e-05)	(5, 0.0001406560928426963)	(6, 0.00038384653373894694)	(7, 0.00044563005115583226)	(8, 0.0005862861439985286)	(9, 0.0007137968076035897)	(10, 0.0022051457546132997)	(12, 0.005152350989691104)	(14, 0.009057858016192513)	(16, 0.021585452079658833)	(18, 0.04358104155153188)	(20, 0.0497633369219917)	(22, 0.05516610833865975)	(24, 0.061489717073424155)	(26, 0.0751865970675781)	(28, 0.08428323410002166)	(30, 0.09310381711847485)	(32, 0.10058422362615113)	(34, 0.10942846841723208)	(36, 0.13000632334582618)	(38, 0.14059759568258884)	(40, 0.15120990070613172)	(42, 0.1623657692286508)	(44, 0.1739028551990613)	(46, 0.18174213192492505)	(48, 0.18837860187554514)	(50, 0.1982067820450631)	(52, 0.20498916626022096)	(54, 0.21259445434565477)	(56, 0.22440299342982245)	(58, 0.23160997500935593)	(60, 0.23681227863015003)	(62, 0.24252725399121194)	(64, 0.24720045408519126)	(66, 0.2558744655676448)	(68, 0.2641646305163594)	(70, 0.2692282498586965)	(72, 0.27629720443123484)	(74, 0.2815888969708449)	(76, 0.2860215357097754)	(78, 0.29134346273663203)	(80, 0.2995652714533109)	(82, 0.305746252280847)	(84, 0.3103622697576426)	(86, 0.31817591289649294)	(88, 0.3241715431717783)	(90, 0.32840174230044933)	(92, 0.33278179932242935)	(94, 0.3373136860521041)	(96, 0.34146238351950176)	(98, 0.3476985751498359)	(100, 0.3539715739820354)	(102, 0.35875388113868706)	(104, 0.36602198896417554)	(106, 0.37133208510471827)	(108, 0.37650349696680396)	(110, 0.3832129240496929)	(112, 0.39409076674383603)	(114, 0.4022553928433312)	(116, 0.40758980802796363)	(118, 0.41296365950030883)	(120, 0.4196875465553592)	(122, 0.4269615698240047)	(124, 0.43243927018732725)	(126, 0.44367729764258157)	(128, 0.45625155797984146)	(130, 0.46416970728113105)	(132, 0.46947783160728807)	(134, 0.47564435246266273)	(136, 0.48131529063577855)	(138, 0.48776575276268613)
GFP-3_R2_paired - polyg	(1, 0.15336640837256577)	(2, 0.15377128759308492)	(3, 0.15511869408994253)	(4, 0.15608225405306117)	(5, 0.15750984766826837)	(6, 0.17148212440495078)	(7, 0.17303985776961056)	(8, 0.17438069155184935)	(9, 0.1756032164709494)	(10, 0.1772713714412053)	(12, 0.17968092862046384)	(14, 0.18098955610107043)	(16, 0.1819452288066465)	(18, 0.1827201518602051)	(20, 0.18340437145202398)	(22, 0.18409253467261422)	(24, 0.1847813551646663)	(26, 0.18543534026923864)	(28, 0.18597101651067227)	(30, 0.18652969725327176)	(32, 0.18706077259447224)	(34, 0.18760762245075785)	(36, 0.18818404952282813)	(38, 0.18879268289653067)	(40, 0.18936253725398214)	(42, 0.18994290795482371)	(44, 0.19059886487378175)	(46, 0.19116806195977132)	(48, 0.19172674270237083)	(50, 0.1923248597326832)	(52, 0.19306494739876207)	(54, 0.19364268901375614)	(56, 0.20382579577269022)	(58, 0.20494775815812238)	(60, 0.20572399575460476)	(62, 0.2063102818986033)	(64, 0.20694060523054789)	(66, 0.2075452949754791)	(68, 0.20830312897102876)	(70, 0.20898011857676696)	(72, 0.20969128629852304)	(74, 0.2105687437001352)	(76, 0.2115986880809039)	(78, 0.21256553440133197)	(80, 0.2135455261509977)	(82, 0.2145399778728248)	(84, 0.21539443077327108)	(86, 0.2164500087410532)	(88, 0.21780661703837711)	(90, 0.21934857588795173)	(92, 0.22131578937336382)	(94, 0.22433529446924863)	(96, 0.23562327455560594)	(98, 0.26583607184392477)	(100, 0.33523670823255775)	(102, 0.4697059048045611)	(104, 0.6937684316171288)	(106, 0.9923944621514107)	(108, 1.6026493245503812)	(110, 2.751336367622655)	(112, 4.187442962804127)	(114, 5.366875850320306)	(116, 6.242310170372782)	(118, 7.415001424504439)	(120, 9.754900316961276)	(122, 12.65473139688103)	(124, 14.440451198980798)	(126, 15.402527043138527)	(128, 16.34080834583321)	(130, 17.943275606188653)	(132, 20.086842912081174)	(134, 21.567519085092847)	(136, 22.390306618320057)	(138, 23.071801162658005)
GFP_1_R1_paired - nextera_transposase_sequence	(1, 0.0004909997686780277)	(2, 0.0004968729716526452)	(3, 0.0005050954558171098)	(4, 0.0005133179399815744)	(5, 0.0005156672211714214)	(6, 0.000521540424146039)	(7, 0.000526238986525733)	(8, 0.0005274136271206565)	(9, 0.0005802724538922145)	(10, 0.0006225595153094609)	(12, 0.0006707197797013248)	(14, 0.0007406108950992737)	(16, 0.0008451539080474662)	(18, 0.0009667292096220496)	(20, 0.0012609766786503892)	(22, 0.0015969238887985134)	(24, 0.0021319726797861724)	(26, 0.003090479405243758)	(28, 0.00872170641730707)	(30, 0.030429651931791014)	(32, 0.07807836034456578)	(34, 0.17109286317388148)	(36, 0.32365870756433185)	(38, 0.5209155153495396)	(40, 0.8538603441370393)	(42, 1.5930422889525886)	(44, 2.7674156531407546)	(46, 3.844009584926298)	(48, 4.570405566866104)	(50, 5.26729516438173)	(52, 6.618034940694687)	(54, 8.929802808502231)	(56, 10.760073162724384)	(58, 11.654425130129328)	(60, 12.25623344468887)	(62, 13.141992328821653)	(64, 14.694577059083588)	(66, 16.140215461740116)	(68, 16.892888153788363)	(70, 17.35229009046295)	(72, 17.876291386655353)	(74, 18.641503954374706)	(76, 19.47950782512087)	(78, 20.062286962042652)	(80, 20.42941265750183)	(82, 20.768049207292034)	(84, 21.194945902103598)	(86, 21.703407877865757)	(88, 22.12818552104408)	(90, 22.426594154379934)	(92, 22.675556879192783)	(94, 22.953448065257113)	(96, 23.2843360983629)	(98, 23.596866848251224)	(100, 23.847868749136858)	(102, 24.05721084668294)	(104, 24.267857969929977)	(106, 24.501194450908557)	(108, 24.738612807954496)	(110, 24.955348093405025)	(112, 25.147927482341245)	(114, 25.323928581241013)	(116, 25.51113986265844)	(118, 25.712228348064286)	(120, 25.915009490567417)	(122, 26.117954495433544)	(124, 26.29783014633567)	(126, 26.4754827899119)	(128, 26.681594625821937)	(130, 26.93690569573005)	(132, 27.26380464937548)	(134, 27.52919061166625)	(136, 27.757854959678525)	(138, 28.021718587758272)
GFP_1_R1_paired - polya	(1, 1.879424951877618e-05)	(2, 4.22870614172464e-05)	(3, 0.0002560716496933254)	(4, 0.0006401791242333136)	(5, 0.0024972859048073845)	(6, 0.0029413000496884716)	(7, 0.003574431330352244)	(8, 0.003728309248287224)	(9, 0.00394091919596838)	(10, 0.005936046246445963)	(12, 0.009557463200595147)	(14, 0.014267184665940964)	(16, 0.028728772350341773)	(18, 0.05269320244767378)	(20, 0.05937162155011141)	(22, 0.06550207081501722)	(24, 0.07313488540083019)	(26, 0.0889185310748174)	(28, 0.09943097707908537)	(30, 0.1092850370298987)	(32, 0.11789867651247281)	(34, 0.12826722904386265)	(36, 0.15329705816079028)	(38, 0.16657871936759042)	(40, 0.1801041184978372)	(42, 0.19444589284155578)	(44, 0.20893449725963986)	(46, 0.21846259444536192)	(48, 0.22657701167509353)	(50, 0.2387368911137417)	(52, 0.24698286809010475)	(54, 0.2562490204231589)	(56, 0.27045512377816383)	(58, 0.27905408025330136)	(60, 0.2852303405014092)	(62, 0.2921319413168823)	(64, 0.29805976507916376)	(66, 0.3089580805188641)	(68, 0.3189513353801759)	(70, 0.3252573934140227)	(72, 0.3336813284405167)	(74, 0.3402023457032346)	(76, 0.34570494957015374)	(78, 0.3523974643597305)	(80, 0.3615520258362669)	(82, 0.36879192314307796)	(84, 0.3745787900339686)	(86, 0.3840692987206531)	(88, 0.39119114464767435)	(90, 0.39619041501966884)	(92, 0.40145045560373627)	(94, 0.40700474365683215)	(96, 0.4121238273695088)	(98, 0.4197613405177015)	(100, 0.42728373888759164)	(102, 0.43311641676168433)	(104, 0.4425851945973628)	(106, 0.4490891795714542)	(108, 0.45530537759978945)	(110, 0.4635178773191972)	(112, 0.47650998961934865)	(114, 0.48634349335975086)	(116, 0.4929702282760118)	(118, 0.49964277417547487)	(120, 0.5079427846192044)	(122, 0.5168465603287247)	(124, 0.5234133885746445)	(126, 0.5379742333893163)	(128, 0.5545401896995226)	(130, 0.5641411146021299)	(132, 0.5710362548943309)	(134, 0.5788728696233632)	(136, 0.5862642955669193)	(138, 0.5941044342177363)
GFP_1_R1_paired - polyg	(1, 2.3492811898470223e-06)	(2, 3.5239217847705333e-06)	(3, 2.5842093088317244e-05)	(4, 8.105020104972227e-05)	(5, 0.00024432524374409033)	(6, 0.0003277247259836596)	(7, 0.0003911553181095292)	(8, 0.0004334423795267756)	(9, 0.0004898251280831042)	(10, 0.0006043525860881464)	(12, 0.0008005175654403728)	(14, 0.000953808163077891)	(16, 0.0011329408538037263)	(18, 0.0012809455687640887)	(20, 0.0014542050565153068)	(22, 0.001617480099209675)	(24, 0.0017549130488157256)	(26, 0.0019064416855608586)	(28, 0.0020843997356917703)	(30, 0.0023152166125942402)	(32, 0.002520778716705855)	(34, 0.002702260688621537)	(36, 0.0029571576977199393)	(38, 0.0032202771909828056)	(40, 0.0035168739412009924)	(42, 0.003863392916703428)	(44, 0.004150005221864764)	(46, 0.004454824456247416)	(48, 0.004744373362896062)	(50, 0.005003381614076695)	(52, 0.005278834833586259)	(54, 0.005545478248633896)	(56, 0.005792152773567833)	(58, 0.006064669391590088)	(60, 0.00634658313437173)	(62, 0.006560955042945271)	(64, 0.006812328130258903)	(66, 0.007060764616085225)	(68, 0.0073209475078607825)	(70, 0.007638100468490131)	(72, 0.008107956706459536)	(74, 0.009327820964287602)	(76, 0.012858203272330214)	(78, 0.020128053914311824)	(80, 0.03410803895479399)	(82, 0.05746517986455055)	(84, 0.0889631674174245)	(86, 0.14536823414505656)	(88, 0.2649513452706497)	(90, 0.43681007411242134)	(92, 0.5962152633668139)	(94, 0.7157243721349268)	(96, 0.845196782429181)	(98, 1.0958879908774593)	(100, 1.4677721553866734)	(102, 1.7251940544438633)	(104, 1.8501675912595603)	(106, 1.9487023175647191)	(108, 2.1115033927790354)	(110, 2.4043037045944295)	(112, 2.6619323403963255)	(114, 2.79589833828646)	(116, 2.8809246977499985)	(118, 2.986489060695477)	(120, 3.1503678686556356)	(122, 3.325613673652869)	(124, 3.4503305514985754)	(126, 3.5356670160791737)	(128, 3.6140355126506853)	(130, 3.7095273324946945)	(132, 3.82025482817516)	(134, 3.9123266819270492)	(136, 3.9794062950610485)	(138, 4.026087099623606)
GFP_1_R2_paired - nextera_transposase_sequence	(1, 0.0005144925805764979)	(2, 0.0005227150647409625)	(3, 0.0005403346736648151)	(4, 0.000586145656866832)	(5, 0.0006061145469805318)	(6, 0.000634305921258696)	(7, 0.0006895140292201011)	(8, 0.0007282771688525769)	(9, 0.0008105020104972226)	(10, 0.0008880282897621744)	(12, 0.000985523459140826)	(14, 0.0011094480419052562)	(16, 0.001309724263339715)	(18, 0.0015751930377924284)	(20, 0.0019645863950095723)	(22, 0.002363964197283566)	(24, 0.0029671421427767894)	(26, 0.004064256458435348)	(28, 0.009840551583971714)	(30, 0.03177755201446575)	(32, 0.07972638109924347)	(34, 0.1737246454268076)	(36, 0.32791736704122704)	(38, 0.5270794418714008)	(40, 0.8618948858063161)	(42, 1.607771694692632)	(44, 2.797884068212178)	(46, 3.8911320543525463)	(48, 4.628738806130304)	(50, 5.332190533329469)	(52, 6.692497169967781)	(54, 9.033511826628029)	(56, 10.891907775255028)	(58, 11.799761061658025)	(60, 12.408302416107666)	(62, 13.30132234107797)	(64, 14.874454471946606)	(66, 16.34629205843231)	(68, 17.11336643149461)	(70, 17.57970285892133)	(72, 18.110665662599548)	(74, 18.887624636268136)	(76, 19.74073203578383)	(78, 20.33484234320454)	(80, 20.708826765097477)	(82, 21.053313612370694)	(84, 21.48779672346457)	(86, 22.006547963517967)	(88, 22.440565329615957)	(90, 22.745654731335442)	(92, 23.00012652053848)	(94, 23.284095297040942)	(96, 23.622198560001046)	(98, 23.94177069293564)	(100, 24.198438472730892)	(102, 24.412882621701016)	(104, 24.628437393353643)	(106, 24.86778216097526)	(108, 25.111248742444463)	(110, 25.33345550378614)	(112, 25.531243836440552)	(114, 25.712265936563323)	(116, 25.904672653332092)	(118, 26.1115785462843)	(120, 26.32044550170973)	(122, 26.529568528784857)	(124, 26.7148310814553)	(126, 26.89823828930606)	(128, 27.1111530562216)	(130, 27.37518348326583)	(132, 27.714319842629173)	(134, 27.989898748682393)	(136, 28.227359980110045)	(138, 28.503643083199925)
GFP_1_R2_paired - polya	(1, 1.2921046544158622e-05)	(2, 1.879424951877618e-05)	(3, 3.17152960629348e-05)	(4, 4.9334904986787466e-05)	(5, 0.00014448079317559186)	(6, 0.000370011787400906)	(7, 0.00044988734785570474)	(8, 0.0005779231727023674)	(9, 0.0008187244946616872)	(10, 0.002400965376023657)	(12, 0.005713451853707958)	(14, 0.010251675792194943)	(16, 0.024154721873709623)	(18, 0.047738568418286415)	(20, 0.05436060477216771)	(22, 0.06003000760356604)	(24, 0.06698740384729798)	(26, 0.08214144216240621)	(28, 0.0922850510198682)	(30, 0.10219901764102263)	(32, 0.11056304599717548)	(34, 0.12040829614352688)	(36, 0.14333728055643383)	(38, 0.155658673076884)	(40, 0.16757833851387033)	(42, 0.18011410294289404)	(44, 0.19295116268451562)	(46, 0.2017909204816125)	(48, 0.20917940982368138)	(50, 0.22030501821849943)	(52, 0.22800067607614083)	(54, 0.23636411711199623)	(56, 0.24950247216621568)	(58, 0.2576151274350549)	(60, 0.2634049309274329)	(62, 0.2697468154994249)	(64, 0.27503739673896044)	(66, 0.2850124446710509)	(68, 0.2942204522946563)	(70, 0.30003844716131245)	(72, 0.30812584765736084)	(74, 0.31425923352375396)	(76, 0.3193336808938235)	(78, 0.3253642857081608)	(80, 0.33412769186658764)	(82, 0.34069686939369737)	(84, 0.3460226898510806)	(86, 0.3551414247894718)	(88, 0.3617787314710871)	(90, 0.366571265098375)	(92, 0.37157288475155936)	(94, 0.37669901630780556)	(96, 0.38148391477122645)	(98, 0.38874965417112584)	(100, 0.39576989368668625)	(102, 0.4014163910264835)	(104, 0.40965062159689736)	(106, 0.41579105530686)	(108, 0.4215626518700167)	(110, 0.42911500357507737)	(112, 0.44145695230593873)	(114, 0.45070548503006896)	(116, 0.45690993665245494)	(118, 0.4631278966416825)	(120, 0.47086290495925387)	(122, 0.4794213363338666)	(124, 0.48570331423551755)	(126, 0.4989679431536913)	(128, 0.5144091810942583)	(130, 0.523396356286018)	(132, 0.5296765722267767)	(134, 0.5370039802579095)	(136, 0.5436600811890435)	(138, 0.5511860034807186)
