Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
C3_L001_R2_001 - polyg	(1, 0.11732536248135976)	(2, 0.11924406530990633)	(3, 0.11955208449308438)	(4, 0.11982587932257598)	(5, 0.12002694740048386)	(6, 0.12022587645628635)	(7, 0.12057881510367786)	(8, 0.1210215926794963)	(9, 0.12153281896268765)	(10, 0.12224511332378687)	(12, 0.12335847432964919)	(14, 0.12430820014444816)	(16, 0.12497664455238663)	(18, 0.12556487563137247)	(20, 0.12609107506930164)	(22, 0.12663331717302134)	(24, 0.12715203003358155)	(26, 0.12762154538571757)	(28, 0.12824613984049527)	(30, 0.12900763171001878)	(32, 0.12965789443006132)	(34, 0.13069959819539262)	(36, 0.13167285325335104)	(38, 0.13243541463392722)	(40, 0.13318835041502913)	(42, 0.13383433509086085)	(44, 0.13444502590195342)	(46, 0.13516373732936887)	(48, 0.13586426706888838)	(50, 0.13655196267577546)	(52, 0.13733056672214222)	(54, 0.13812093539008863)	(56, 0.13887814921540134)	(58, 0.13962252890808163)	(60, 0.14045888655129424)	(62, 0.1414054038329351)	(64, 0.1423722418245773)	(66, 0.1434075285235924)	(68, 0.1445968248141965)	(70, 0.14587061247796407)	(72, 0.14737220599595705)	(74, 0.14931443806766304)	(76, 0.15150907474780662)	(78, 0.1537144065384772)	(80, 0.1558448725554587)	(82, 0.1586769378230124)	(84, 0.16192504289006698)	(86, 0.16481165322130847)	(88, 0.16818382157047645)	(90, 0.17139663277279188)	(92, 0.17487147418301924)	(94, 0.17840620821219783)	(96, 0.181917412998217)	(98, 0.18594840015584915)	(100, 0.1901194932613852)	(102, 0.1948349674927463)	(104, 0.20043064932048082)	(106, 0.2068487851477428)	(108, 0.21291398232761327)	(110, 0.2189417466206392)	(112, 0.22542833115527408)	(114, 0.23219940562992758)	(116, 0.23959293553725336)	(118, 0.24862281735521255)	(120, 0.2580944072379374)	(122, 0.26879914336442723)	(124, 0.28319690115589546)	(126, 0.29831443988583184)	(128, 0.31372930268841925)	(130, 0.3312767705300935)	(132, 0.3514434709398339)	(134, 0.3761096043482897)	(136, 0.40633184767553)	(138, 0.44227704464577633)
C3_R1 - illumina_universal_adapter	(1, 0.0004795693493520591)	(2, 0.0005124165650611043)	(3, 0.0006087683978076366)	(4, 0.0008321294646291437)	(5, 0.00090220352480844)	(6, 0.0010292127588834145)	(7, 0.00110585626220452)	(8, 0.0011978284661898462)	(9, 0.0013204580715036147)	(10, 0.0016686385580194933)	(12, 0.0025106221873613505)	(14, 0.0030580757825121032)	(16, 0.0035420247606253678)	(18, 0.004274517670937075)	(20, 0.004974163365539736)	(22, 0.0060241793610388795)	(24, 0.0074190911214829965)	(26, 0.009084444957931585)	(28, 0.011104548724037861)	(30, 0.013461883904757003)	(32, 0.01599987877187589)	(34, 0.018691160645636987)	(36, 0.02150945175347306)	(38, 0.024715340006675867)	(40, 0.028408461959562842)	(42, 0.032813273586145796)	(44, 0.037952767937421056)	(46, 0.043744826974116024)	(48, 0.050769751507090476)	(50, 0.05958484929620789)	(52, 0.07004778240672907)	(54, 0.08313958768116417)	(56, 0.09942742704408936)	(58, 0.12067848070065126)	(60, 0.14777524384623292)	(62, 0.18250788973697724)	(64, 0.22572606635255824)	(66, 0.2807845693240597)	(68, 0.3477195305887616)	(70, 0.4291598223105778)	(72, 0.5306029734920122)	(74, 0.6532413380633032)	(76, 0.8048783195697296)	(78, 0.9763856767657475)	(80, 1.175137609578038)	(82, 1.4046947561894612)	(84, 1.6605033975955532)	(86, 1.939320418698641)	(88, 2.241605680518651)	(90, 2.5704325875387606)	(92, 2.926405528528015)	(94, 3.306534311949701)	(96, 3.6975081510913235)	(98, 4.1081673266073775)	(100, 4.534089508356233)	(102, 4.975863756406275)	(104, 5.432730205167432)	(106, 5.89559346060987)	(108, 6.368659061251539)	(110, 6.850088657919921)	(112, 7.33761360291671)	(114, 7.836892376601387)	(116, 8.338752941440795)	(118, 8.851078629205103)	(120, 9.362116706113618)	(122, 9.881061107843301)	(124, 10.407214378513927)	(126, 10.94069038847329)	(128, 11.477648203297813)	(130, 12.013369867904483)	(132, 12.555100383171531)	(134, 13.102551788507903)	(136, 13.657081768829574)	(138, 14.214997202183657)
C3_R1 - polya	(1, 0.012751289138251324)	(2, 0.01955066279002367)	(3, 0.02267771772552477)	(4, 0.028301161054913298)	(5, 0.032045743645744446)	(6, 0.03548375222329117)	(7, 0.04053565399934231)	(8, 0.054784776173926096)	(9, 0.07600845715073046)	(10, 0.0967755618291791)	(12, 0.10919290427438846)	(14, 0.1274044955706734)	(16, 0.15208151382568874)	(18, 0.1685084064017822)	(20, 0.18828571498019828)	(22, 0.2109940901070515)	(24, 0.23082942876655355)	(26, 0.2589882518867277)	(28, 0.2830860642380735)	(30, 0.30272431960332125)	(32, 0.319392091761281)	(34, 0.3372270349841023)	(36, 0.35119367110358823)	(38, 0.3646019045560205)	(40, 0.3824105700062745)	(42, 0.3973374397316549)	(44, 0.4140829503001261)	(46, 0.434073765780651)	(48, 0.4503911676377143)	(50, 0.4659629376981823)	(52, 0.4868570516107059)	(54, 0.5211484499037587)	(56, 0.5442071953315084)	(58, 0.5625961615926223)	(60, 0.5815347712632674)	(62, 0.6007098808870176)	(64, 0.6231981796686202)	(66, 0.6470463531805772)	(68, 0.6695258927046575)	(70, 0.6962908989715777)	(72, 0.719743810987836)	(74, 0.7373575829582163)	(76, 0.7605280089193768)	(78, 0.7812622663821164)	(80, 0.7970803905604021)	(82, 0.814122620977445)	(84, 0.8411558795059892)	(86, 0.8705913644100549)	(88, 0.8904190387192249)	(90, 0.9147872931465753)	(92, 0.9376270571362646)	(94, 0.9742363739511857)	(96, 0.9982411191913558)	(98, 1.0158231388532175)	(100, 1.0327350753146145)	(102, 1.0520426687083912)	(104, 1.0702312669536798)	(106, 1.0863822429178174)	(108, 1.106884380056213)	(110, 1.1261229942970008)	(112, 1.1423626577435526)	(114, 1.157253395531653)	(116, 1.1733934224238876)	(118, 1.191406835518728)	(120, 1.2074603647429285)	(122, 1.2209255333692566)	(124, 1.23738855788263)	(126, 1.2575425145345096)	(128, 1.2762873256324716)	(130, 1.2989738026155186)	(132, 1.326824956815218)	(134, 1.3529691507052375)	(136, 1.3739158201628956)	(138, 1.3910971037931068)
C3_R2 - illumina_universal_adapter	(1, 0.00046862027744904404)	(2, 0.0005014674931580893)	(3, 0.0006000091402852246)	(4, 0.0008124211352037166)	(5, 0.0008803053810024099)	(6, 0.0010073146150773845)	(7, 0.0010970970046821078)	(8, 0.0011912590230480373)	(9, 0.0013160784427424087)	(10, 0.0016522149501649707)	(12, 0.002494198579506828)	(14, 0.0030328929171351683)	(16, 0.003520126616819338)	(18, 0.0042526195271310446)	(20, 0.004970878643968832)	(22, 0.006029653896990388)	(24, 0.007468361945046564)	(26, 0.009191745862581133)	(28, 0.011234842679683742)	(30, 0.013639258869585846)	(32, 0.016259371775977347)	(34, 0.01903496150339166)	(36, 0.021901428527600998)	(38, 0.025196004263218226)	(40, 0.029011755821418975)	(42, 0.03357204426902474)	(44, 0.03888015432760644)	(46, 0.04488681517360049)	(48, 0.052135100773396455)	(50, 0.061206406845044414)	(52, 0.07201314081332028)	(54, 0.08539071686442407)	(56, 0.10217016955579461)	(58, 0.12399604948726481)	(60, 0.15172676389603101)	(62, 0.18724007861346034)	(64, 0.2313878314336073)	(66, 0.2878467207015044)	(68, 0.3565160149556439)	(70, 0.4402786048280896)	(72, 0.5445477114676922)	(74, 0.6706306540596717)	(76, 0.8262739009754112)	(78, 1.0025441044492407)	(80, 1.2062242145250783)	(82, 1.4411858230278296)	(84, 1.7035595279469695)	(86, 1.9879759044212593)	(88, 2.296448486773664)	(90, 2.631819654070205)	(92, 2.9944178784679734)	(94, 3.381730347965228)	(96, 3.78054591240379)	(98, 4.199149734492671)	(100, 4.63322021555175)	(102, 5.083811751205291)	(104, 5.550227980480257)	(106, 6.022828245566048)	(108, 6.506228675176971)	(110, 6.999213922331795)	(112, 7.497603631377947)	(114, 8.008902296197753)	(116, 8.522445520757678)	(118, 9.04640788214051)	(120, 9.57003082229435)	(122, 10.100886719347322)	(124, 10.6383011104702)	(126, 11.184633520658085)	(128, 11.734538613007922)	(130, 12.283274344478517)	(132, 12.838043014567674)	(134, 13.398198628033114)	(136, 13.965447050277326)	(138, 14.535573983524845)
C3_R2 - polya	(1, 0.01249946048448198)	(2, 0.019408324855284473)	(3, 0.022495963131934717)	(4, 0.028104077760659027)	(5, 0.031715081674273386)	(6, 0.03491002085557318)	(7, 0.039613742145108446)	(8, 0.05336577645529535)	(9, 0.07372010112300031)	(10, 0.09350507405174852)	(12, 0.10583701373611437)	(14, 0.12377159351325301)	(16, 0.1475628318513144)	(18, 0.16368205550693316)	(20, 0.18342761177683048)	(22, 0.2059148156512428)	(24, 0.22583884179315927)	(26, 0.2539462042753892)	(28, 0.27815569716014577)	(30, 0.29728263086752277)	(32, 0.31376864843189256)	(34, 0.33130906162052265)	(36, 0.3447829895043729)	(38, 0.3581430470404319)	(40, 0.3755038954498526)	(42, 0.3900836795959074)	(44, 0.40710182205476375)	(46, 0.4271397185444715)	(48, 0.44350201159633723)	(50, 0.4591438557169846)	(52, 0.4792583957100135)	(54, 0.512768030269191)	(56, 0.5353088845959282)	(58, 0.5532314203939734)	(60, 0.5721065254475811)	(62, 0.5910681281692225)	(64, 0.6135750403730603)	(66, 0.6368286792806837)	(68, 0.6590312072856176)	(70, 0.6851370794239764)	(72, 0.707908959167867)	(74, 0.7253223631224222)	(76, 0.7476431411039086)	(78, 0.7680270282657518)	(80, 0.7834860228856186)	(82, 0.8001636492082912)	(84, 0.8266702573783004)	(86, 0.8555714275734989)	(88, 0.8748100418142866)	(90, 0.8987326690151842)	(92, 0.9214925047799816)	(94, 0.9580525507713391)	(96, 0.9818908701185834)	(98, 0.9993196027738028)	(100, 1.0162348239567707)	(102, 1.0354876719910324)	(104, 1.0539116752822357)	(106, 1.0699542554345336)	(108, 1.0903381425963765)	(110, 1.109085143508719)	(112, 1.124932830181143)	(114, 1.1394469198957797)	(116, 1.1551369399328002)	(118, 1.1726587396991954)	(120, 1.1884483962905334)	(122, 1.2016037061820057)	(124, 1.2175773071813145)	(126, 1.237018479252308)	(128, 1.2553559848754776)	(130, 1.2775190962215608)	(132, 1.3045326464206792)	(134, 1.3301644237456376)	(136, 1.3507202113363581)	(138, 1.3671788562209704)
C3_R2 - polyg	(1, 0.0224105603710912)	(2, 0.023049986170227278)	(3, 0.023150717631735016)	(4, 0.02321860187753371)	(5, 0.023266777793906977)	(6, 0.02330400463837723)	(7, 0.02337845832731773)	(8, 0.02344415275873582)	(9, 0.0235010879326315)	(10, 0.023606199022900447)	(12, 0.023745252236068735)	(14, 0.02388759017080793)	(16, 0.023999270704218686)	(18, 0.02413175447424517)	(20, 0.024272997501794062)	(22, 0.024428474322816876)	(24, 0.024567527535985165)	(26, 0.024675923347825014)	(28, 0.024816071468183605)	(30, 0.02500877513367667)	(32, 0.02515987232593828)	(34, 0.02542483986599124)	(36, 0.025650390747193354)	(38, 0.02585185367020883)	(40, 0.02603360826379888)	(42, 0.026184705456060487)	(44, 0.026321568854848175)	(46, 0.026501133634057622)	(48, 0.026678508598886465)	(50, 0.026851503934954106)	(52, 0.027070485373014406)	(54, 0.027270853388839583)	(56, 0.027453702889619933)	(58, 0.027593851009978524)	(60, 0.027762466717284953)	(62, 0.028090938874375408)	(64, 0.028337292992193244)	(66, 0.028538755915208724)	(68, 0.028752262817317516)	(70, 0.02892854287495606)	(72, 0.02913548033392304)	(74, 0.029355556679173646)	(76, 0.02974643854611128)	(78, 0.030053012559395704)	(80, 0.030366156015821932)	(82, 0.03069572308010269)	(84, 0.031136970677794196)	(86, 0.03159464188334023)	(88, 0.03214209547849098)	(90, 0.032555970396424945)	(92, 0.03301802123073218)	(94, 0.03355014612521871)	(96, 0.034147965451123335)	(98, 0.03483775698101328)	(100, 0.03564032395150428)	(102, 0.036579754320782976)	(104, 0.03757064532800584)	(106, 0.03868307103335217)	(108, 0.03988527912830321)	(110, 0.04112471406772452)	(112, 0.04246269065427296)	(114, 0.04376453530354145)	(116, 0.045280981762109034)	(118, 0.04699670132931149)	(120, 0.04888651113977189)	(122, 0.05104128849028525)	(124, 0.05363402871691921)	(126, 0.05684867622764443)	(128, 0.060754210175449894)	(130, 0.06552691061797417)	(132, 0.07132006456185942)	(134, 0.07900521813058568)	(136, 0.08897982263423239)	(138, 0.1012821998244601)
GFP1_L001_R1_001 - illumina_universal_adapter	(1, 0.000537100667695776)	(2, 0.0005963246956926487)	(3, 0.0007699123639593444)	(4, 0.0010946234140111633)	(5, 0.001202860430695103)	(6, 0.0014663052448880883)	(7, 0.0016174286266732116)	(8, 0.0017665098005963738)	(9, 0.0019748150025164085)	(10, 0.002510894566281204)	(12, 0.0038812160416571194)	(14, 0.004752217694783539)	(16, 0.005504771291916214)	(18, 0.006591225874479533)	(20, 0.0077154613024891325)	(22, 0.009159302260895648)	(24, 0.010996268232729683)	(26, 0.013321321883572422)	(28, 0.015849575216680296)	(30, 0.01870151849590901)	(32, 0.02169437411761304)	(34, 0.024735221624073156)	(36, 0.0279374035516282)	(38, 0.031180429636422466)	(40, 0.034947282037809765)	(42, 0.0395157010250168)	(44, 0.044536469053648234)	(46, 0.050273030937897034)	(48, 0.05723185422752956)	(50, 0.06578462075342276)	(52, 0.07605488409122527)	(54, 0.08860527250690736)	(56, 0.10455695811668572)	(58, 0.12489530621395656)	(60, 0.15085483145127543)	(62, 0.1839835273880088)	(64, 0.22496042813825878)	(66, 0.27719499972756945)	(68, 0.3394792762055909)	(70, 0.4139912722571045)	(72, 0.505692531882745)	(74, 0.6151436411406205)	(76, 0.75001819607205)	(78, 0.8999785404797864)	(80, 1.0737520496619206)	(82, 1.2735340970700606)	(84, 1.4969087508035068)	(86, 1.7420124961882189)	(88, 2.008301084828985)	(90, 2.2970478333277375)	(92, 2.617064868608839)	(94, 2.962890305745474)	(96, 3.3206218147173425)	(98, 3.697590921748885)	(100, 4.087438191557954)	(102, 4.500661593658961)	(104, 4.9324803194470555)	(106, 5.369569983726871)	(108, 5.819535768576351)	(110, 6.279819808648391)	(112, 6.748158316528005)	(114, 7.230812701519966)	(116, 7.723496369322019)	(118, 8.223976165637108)	(120, 8.727358960427974)	(122, 9.237379951874146)	(124, 9.759288635284793)	(126, 10.289499914758245)	(128, 10.825684652227931)	(130, 11.360586883160305)	(132, 11.901860802622)	(134, 12.452258285707003)	(136, 13.011451558053476)	(138, 13.58235280807257)
GFP1_L001_R1_001 - polya	(1, 0.013337659546468112)	(2, 0.02070186109669993)	(3, 0.023922422895012625)	(4, 0.029699828936500652)	(5, 0.03360248816070836)	(6, 0.03731317984589173)	(7, 0.04259228716906124)	(8, 0.057300268190905265)	(9, 0.07815529487725228)	(10, 0.098920464417673)	(12, 0.11130747620439821)	(14, 0.12925746220710552)	(16, 0.15307369029329618)	(18, 0.16870781258053957)	(20, 0.1873756346467262)	(22, 0.20870036914132428)	(24, 0.22717724477241757)	(26, 0.2534808820344769)	(28, 0.2760340045580446)	(30, 0.2945517243463771)	(32, 0.3107270317170402)	(34, 0.32760792190401083)	(36, 0.3406331236475989)	(38, 0.35388603156779563)	(40, 0.3708506522771067)	(42, 0.3850562501649083)	(44, 0.4016410202118946)	(46, 0.42145656309650337)	(48, 0.43730818052104564)	(50, 0.45239805441307646)	(52, 0.47239024827774484)	(54, 0.5052973646614555)	(56, 0.5275053540563517)	(58, 0.5454114325900268)	(60, 0.564000629653528)	(62, 0.5827195069162636)	(64, 0.6043669102530516)	(66, 0.6273182633097016)	(68, 0.649366960491365)	(70, 0.6751110327992469)	(72, 0.6975079264213746)	(74, 0.7148575033126654)	(76, 0.7372176371932777)	(78, 0.7573926086615917)	(80, 0.7730420475077998)	(82, 0.789531854889205)	(84, 0.8162255538528989)	(86, 0.8454087042003233)	(88, 0.8649056626584661)	(90, 0.8885442186606661)	(92, 0.9106112957130872)	(94, 0.9454309397595243)	(96, 0.9685191207429258)	(98, 0.9858207057494605)	(100, 1.0024034335885847)	(102, 1.0211897037107653)	(104, 1.0391897238060905)	(106, 1.0551720425337983)	(108, 1.0754287023165907)	(110, 1.0939678652874738)	(112, 1.1099338463522859)	(114, 1.1246642916606115)	(116, 1.1402136623215835)	(118, 1.1578338317545842)	(120, 1.1738988599007012)	(122, 1.1874325714019176)	(124, 1.2034128479217636)	(126, 1.2228995953405966)	(128, 1.2413785131795518)	(130, 1.263843820765055)	(132, 1.2904558314142704)	(134, 1.3156893517566624)	(136, 1.3366526154596932)	(138, 1.3538204358512695)
GFP1_L001_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0006412532686557935)	(4, 0.0009537110715358457)	(5, 0.0010599058803578243)	(6, 0.001153847442008036)	(7, 0.001266168874415898)	(8, 0.0014703896606120105)	(9, 0.001703201356875579)	(10, 0.0019952370811360197)	(12, 0.0023720244316678477)	(14, 0.002947927048740885)	(16, 0.004267193327567772)	(18, 0.005094287511662028)	(20, 0.00569673883094056)	(22, 0.006475841130278729)	(24, 0.00742036226643575)	(26, 0.008193337942188036)	(28, 0.009457464608741972)	(30, 0.01153949552401134)	(32, 0.012558557247129943)	(34, 0.0158179209948199)	(36, 0.019310096438773426)	(38, 0.020328137057961045)	(40, 0.021682120870441274)	(42, 0.02266135954025163)	(44, 0.02334549917400861)	(46, 0.0239448871814942)	(48, 0.024569802787254305)	(50, 0.025259047940666184)	(52, 0.02625564537730321)	(54, 0.026910172997061756)	(56, 0.02748709671806577)	(58, 0.02815489868892706)	(60, 0.029039174693156228)	(62, 0.03015115687399406)	(64, 0.031000715344569888)	(66, 0.03198301732617319)	(68, 0.03523012782669138)	(70, 0.10318969995310273)	(72, 0.13699334558821427)	(74, 0.14276870942184033)	(76, 0.14594025823146595)	(78, 0.14895047261999667)	(80, 0.15216592889865443)	(82, 0.1560093640948653)	(84, 0.15989874896797027)	(86, 0.1652554601898943)	(88, 0.1697309587193821)	(90, 0.17443620563334053)	(92, 0.17964179347347944)	(94, 0.18395493647794134)	(96, 0.18829054376888482)	(98, 0.19288653256222832)	(100, 0.19788994182403308)	(102, 0.20288314004652802)	(104, 0.2083593204283768)	(106, 0.21403359497283575)	(108, 0.21987022504232068)	(110, 0.22627458889743077)	(112, 0.23348154044229158)	(114, 0.2413277030479462)	(116, 0.2497344517117092)	(118, 0.259094911447008)	(120, 0.2705333176818523)	(122, 0.2836504187792286)	(124, 0.2997297423803795)	(126, 0.3190275855719812)	(128, 0.3412182162000508)	(130, 0.36906678370968365)	(132, 0.4050035154566136)	(134, 0.44843515005694085)	(136, 0.5016264960295803)	(138, 0.5644968861639845)
GFP1_L001_R2_001 - illumina_universal_adapter	(1, 0.0005493539148675428)	(2, 0.000602451319278532)	(3, 0.000763785740373461)	(4, 0.0011007500375970467)	(5, 0.0012089870542809863)	(6, 0.0014744740763359327)	(7, 0.0016174286266732116)	(8, 0.001772636424182257)	(9, 0.0019748150025164085)	(10, 0.0025098734623502233)	(12, 0.0038985748084837887)	(14, 0.004776724189127073)	(16, 0.005539488825569553)	(18, 0.00665861873392425)	(20, 0.007846162605654645)	(22, 0.009303277915163909)	(24, 0.01115862375775559)	(26, 0.013566386827007757)	(28, 0.016191645033558785)	(30, 0.01916816299236713)	(32, 0.022286614397581762)	(34, 0.025463268726862297)	(36, 0.0287726665671703)	(38, 0.03218417480057636)	(40, 0.03614912136457389)	(42, 0.04094524652838959)	(44, 0.04619780514935361)	(46, 0.05211918684510989)	(48, 0.059343497156797376)	(50, 0.06819646823839885)	(52, 0.07879450593804611)	(54, 0.0917911167715667)	(56, 0.10819923583849338)	(58, 0.12907672681132198)	(60, 0.15582352317942683)	(62, 0.1898885714208694)	(64, 0.231988686495198)	(66, 0.28559562176774655)	(68, 0.34954327654933526)	(70, 0.42599639117364296)	(72, 0.5202871703682501)	(74, 0.6327913803797576)	(76, 0.7712571578364458)	(78, 0.9252957913445186)	(80, 1.1031353363798173)	(82, 1.3073397849130344)	(84, 1.535669856023529)	(86, 1.7847538645312033)	(88, 2.0552943299405726)	(90, 2.3480509535762857)	(92, 2.672030893213523)	(94, 3.021779411652985)	(96, 3.3833809045232695)	(98, 3.764291472728397)	(100, 4.158805187502047)	(102, 4.577306675822293)	(104, 5.015141745971724)	(106, 5.458352928317769)	(108, 5.91501511274662)	(110, 6.382788950152402)	(112, 6.858440604385699)	(114, 7.3488870334749725)	(116, 7.848055732342683)	(118, 8.355963038651725)	(120, 8.866902002531848)	(122, 9.384756903336502)	(124, 9.913718351598433)	(126, 10.451867693031325)	(128, 10.995814862584325)	(130, 11.539342358421694)	(132, 12.08902404765108)	(134, 12.647389204709526)	(136, 13.214437829597031)	(138, 13.791547391516488)
GFP1_L001_R2_001 - polya	(1, 0.01460587062874597)	(2, 0.022486750768053954)	(3, 0.02597688400414552)	(4, 0.032215829022436755)	(5, 0.03664537787503044)	(6, 0.04069099164957543)	(7, 0.046204952876870466)	(8, 0.06121109624656082)	(9, 0.08325673011643117)	(10, 0.10496131527335402)	(12, 0.11866555113104416)	(14, 0.13787251607278855)	(16, 0.16234837729839263)	(18, 0.17896888598296323)	(20, 0.19869865613736967)	(22, 0.22111801404597892)	(24, 0.2405353263975053)	(26, 0.2682828046179711)	(28, 0.2918417145135547)	(30, 0.3116327509038199)	(32, 0.32870152421409105)	(34, 0.3464993657310822)	(36, 0.36043947659682884)	(38, 0.3744776134399497)	(40, 0.39212228936729376)	(42, 0.4066311551225966)	(44, 0.42350796089384335)	(46, 0.4433480102727957)	(48, 0.45970609524710426)	(50, 0.4753963782505516)	(52, 0.49566529128051584)	(54, 0.5282303378473479)	(56, 0.5504628337365878)	(58, 0.5685915129272167)	(60, 0.5876238690967633)	(62, 0.6067716100105108)	(64, 0.6296627179352331)	(66, 0.654831908729973)	(68, 0.6801042310217419)	(70, 0.7107547077179854)	(72, 0.735518520252126)	(74, 0.7533766069010451)	(76, 0.775922581697096)	(78, 0.7965253957124908)	(80, 0.8121074416992542)	(82, 0.8289301289621589)	(84, 0.8551347191429131)	(86, 0.8837317558339548)	(88, 0.9029867126604553)	(90, 0.9263087264440513)	(92, 0.9483911200554369)	(94, 0.9829473192876812)	(96, 1.0060201837121179)	(98, 1.0234024359292002)	(100, 1.0401383293579713)	(102, 1.05876632837085)	(104, 1.0765468111210144)	(106, 1.0926118392671316)	(108, 1.1122058025987176)	(110, 1.130156809705356)	(112, 1.1457705099139797)	(114, 1.1600690282595005)	(116, 1.175704171650675)	(118, 1.1927923459356347)	(120, 1.2082651338017831)	(122, 1.221408783601365)	(124, 1.2371960714782553)	(126, 1.2557781208142398)	(128, 1.2733411084271054)	(130, 1.294908865657277)	(132, 1.3204997723755119)	(134, 1.3448714810001559)	(136, 1.3651577527969465)	(138, 1.382015157593505)
GFP1_L001_R2_001 - polyg	(1, 0.14201513472077668)	(2, 0.14338341398829063)	(3, 0.14358763477448674)	(4, 0.14377960231351108)	(5, 0.143942978942468)	(6, 0.14411860881859664)	(7, 0.14436163155417)	(8, 0.14478028416587205)	(9, 0.14526224522129486)	(10, 0.14598314459656714)	(12, 0.14733610730511637)	(14, 0.1484133719523009)	(16, 0.14904543528557784)	(18, 0.1495314807567246)	(20, 0.1499797453824251)	(22, 0.1504811074125365)	(24, 0.1509395830775468)	(26, 0.151402143158281)	(28, 0.15199234123038777)	(30, 0.1527745068415189)	(32, 0.15332181854852445)	(34, 0.15430105721833481)	(36, 0.1552312828994581)	(38, 0.1558572196091492)	(40, 0.15652808489180342)	(42, 0.15707743880667097)	(44, 0.1576901011652593)	(46, 0.15833850216143197)	(48, 0.1590134518598101)	(50, 0.1597180135721867)	(52, 0.1605328545091092)	(54, 0.16119555096031557)	(56, 0.1619144081277259)	(58, 0.1626812571798923)	(60, 0.16341440980233635)	(62, 0.16435382541883847)	(64, 0.16533510629651077)	(66, 0.16634191477245763)	(68, 0.16738752519778172)	(70, 0.16864858855254272)	(72, 0.16991577853088957)	(74, 0.1717057737218985)	(76, 0.17402980626881026)	(78, 0.17626296056586477)	(80, 0.17853287460443457)	(82, 0.18158086983841154)	(84, 0.18516188132436034)	(86, 0.18853152429659623)	(88, 0.19232798871198198)	(90, 0.19582833298738334)	(92, 0.199679937015042)	(94, 0.2038725897556482)	(96, 0.20800499736432654)	(98, 0.21249683355671004)	(100, 0.21726743112225122)	(102, 0.22249344104100974)	(104, 0.22855573507924132)	(106, 0.2354982207059782)	(108, 0.24190973228860513)	(110, 0.24832532828695603)	(112, 0.25493187072040024)	(114, 0.2616936209513535)	(116, 0.26924774783274774)	(118, 0.2785254981496371)	(120, 0.28785328255914455)	(122, 0.29843600369982715)	(124, 0.31308373958974334)	(126, 0.32791323197937405)	(128, 0.34250582825701725)	(130, 0.35959910806163187)	(132, 0.3789122678121982)	(134, 0.4025457182947434)	(136, 0.4315226056481098)	(138, 0.4662626035879305)
GFP1_R1 - illumina_universal_adapter	(1, 0.0005334860177289748)	(2, 0.0005941569766079562)	(3, 0.000765709343093352)	(4, 0.0010962614638822853)	(5, 0.0012071428714886996)	(6, 0.0014770240333986516)	(7, 0.0016318395836415697)	(8, 0.0017845630318541782)	(9, 0.0019937732348851486)	(10, 0.0025366737117505167)	(12, 0.003924783408861006)	(14, 0.004809742567682011)	(16, 0.005569175604684434)	(18, 0.006651838405369707)	(20, 0.007759606430418694)	(22, 0.009182235811029294)	(24, 0.010988765914201724)	(26, 0.013337150443224368)	(28, 0.015885330716141587)	(30, 0.018760924956802278)	(32, 0.02177982818653918)	(34, 0.024826974793685265)	(36, 0.028024752747013652)	(38, 0.03127169509805431)	(40, 0.035060491874945185)	(42, 0.039631734811171895)	(44, 0.0446778849082789)	(46, 0.050425935236554816)	(48, 0.057411463915758916)	(50, 0.06599431249510448)	(52, 0.07628954658625853)	(54, 0.08889864552293514)	(56, 0.10491787076901654)	(58, 0.12535038524803627)	(60, 0.1514755093515287)	(62, 0.18482675386771086)	(64, 0.22609974272166072)	(66, 0.2787182008859801)	(68, 0.34152519593790776)	(70, 0.41663584303008677)	(72, 0.5090262068416088)	(74, 0.6192548786145665)	(76, 0.7551735172687122)	(78, 0.9060789288169816)	(80, 1.080654382736175)	(82, 1.2812419872492238)	(84, 1.5055895945205002)	(86, 1.751360326582148)	(88, 2.0179788553758318)	(90, 2.3067182249869953)	(92, 2.6263014548310153)	(94, 2.9715725594541924)	(96, 3.328321981866664)	(98, 3.7042852693254993)	(100, 4.092703886221784)	(102, 4.504447348653992)	(104, 4.934590848442774)	(106, 5.369682169533236)	(108, 5.817178609612422)	(110, 6.275046645506868)	(112, 6.740787261341369)	(114, 7.220113987760701)	(116, 7.709382383028065)	(118, 8.206410384725848)	(120, 8.70593217204376)	(122, 9.21246040906118)	(124, 9.730666759611786)	(126, 10.256986281835935)	(128, 10.78905594649039)	(130, 11.320025165476903)	(132, 11.857102276340903)	(134, 12.402930649997689)	(136, 12.957153583051095)	(138, 13.519108925208524)
