Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
C1_L001_R1_001	(1, 0.012008286351599834)	(2, 0.07463904448023966)	(3, 0.003002705605130772)	(4, 0.0)	(5, 0.0)	(6, 0.0007481403323594405)	(7, 0.00021683389293807517)	(8, 0.0)	(9, 0.0)	(10, 1.5216413539514047e-06)	(15, 0.0)	(20, 1.7752482462766387e-06)	(25, 5.3257447388299166e-05)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0001011891500377684)	(55, 1.623084110881498e-05)	(60, 5.072137846504682e-07)	(65, 0.0001346652598246993)	(70, 5.706155077317768e-05)	(75, 0.028320281665958895)	(80, 5.072137846504682e-07)	(85, 0.0003048354845749314)	(90, 5.198941292667299e-05)	(95, 0.0)	(100, 5.072137846504682e-07)	(105, 2.536068923252341e-07)	(110, 4.564924061854214e-06)	(115, 7.608206769757024e-07)	(120, 1.0144275693009363e-06)	(125, 2.510708234019818e-05)	(130, 0.0007846597248542744)	(135, 3.8041033848785118e-06)	(140, 1.2680344616261705e-06)	(145, 7.608206769757024e-07)	(150, 0.0)
C1_L001_R2_001	(1, 0.0)	(2, 3.8041033848785118e-06)	(3, 4.1845137233663625e-05)	(4, 0.0)	(5, 0.0027009134032637432)	(6, 0.001495012630257255)	(7, 9.256651569871044e-05)	(8, 4.691727508016831e-05)	(9, 5.072137846504682e-06)	(10, 6.340172308130852e-06)	(15, 2.536068923252341e-07)	(20, 5.072137846504682e-07)	(25, 0.0005805061765324608)	(30, 2.536068923252341e-07)	(35, 0.0)	(40, 0.0006048524381956833)	(45, 0.00025766460260243784)	(50, 0.0)	(55, 5.072137846504682e-07)	(60, 5.072137846504682e-07)	(65, 0.0003436373391006922)	(70, 0.0009918565558839905)	(75, 0.00030610351903655756)	(80, 7.608206769757024e-07)	(85, 1.2680344616261705e-06)	(90, 7.608206769757024e-07)	(95, 0.0)	(100, 0.0007917607178393808)	(105, 0.00015292495607211617)	(110, 7.608206769757024e-07)	(115, 5.072137846504682e-06)	(120, 0.0009550835564968317)	(125, 1.7752482462766387e-06)	(130, 1.2680344616261705e-06)	(135, 2.536068923252341e-06)	(140, 4.1845137233663625e-05)	(145, 0.0012606798617487386)	(150, 0.00133777635701561)
C1_R1	(1, 0.0)	(2, 0.0751897889393225)	(3, 0.0030038856343749744)	(4, 0.0)	(5, 0.0)	(6, 0.0007542336649299457)	(7, 0.00021400401565486348)	(8, 0.0)	(9, 0.0)	(10, 1.5658830413770498e-06)	(15, 0.0)	(20, 1.8268635482732252e-06)	(25, 5.2196101379235e-05)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 9.711436986107501e-05)	(55, 1.1043911103299735e-05)	(60, 5.268688992170766e-07)	(65, 0.00012431057086868973)	(70, 3.252361587344106e-05)	(75, 0.02783646197535135)	(80, 2.6542009183221984e-07)	(85, 0.00022126025955833617)	(90, 3.330478021272312e-05)	(95, 0.0)	(100, 0.0)	(105, 2.681269281024158e-07)	(110, 3.762476786223693e-06)	(115, 5.388258539572117e-07)	(120, 5.403185820479967e-07)	(125, 1.544818003812031e-05)	(130, 0.0006605915694906676)	(135, 2.7334395956153835e-06)	(140, 5.498352437936206e-07)	(145, 5.540746387130692e-07)	(150, 0.0)
C1_R2	(1, 0.0)	(2, 3.914707603442625e-06)	(3, 4.1756881103388e-05)	(4, 0.0)	(5, 0.0026202442892375973)	(6, 0.0012514015305671593)	(7, 4.958629631027325e-05)	(8, 1.826863548273225e-05)	(9, 0.0)	(10, 4.697649124131151e-06)	(15, 2.6098050689617503e-07)	(20, 2.6098050689617503e-07)	(25, 0.0004538451014924483)	(30, 0.0)	(35, 0.0)	(40, 0.0005776380250291577)	(45, 0.00015137433665345524)	(50, 0.0)	(55, 5.271110669087484e-07)	(60, 2.6414092089292957e-07)	(65, 0.00031239179628433255)	(70, 0.0007233936006181931)	(75, 0.00013326711296696723)	(80, 0.0)	(85, 1.0687462016759992e-06)	(90, 5.355703091131873e-07)	(95, 0.0)	(100, 0.0006568516443833064)	(105, 7.54898810006903e-05)	(110, 5.404789639182567e-07)	(115, 1.0835732174811524e-06)	(120, 0.0006534506942730302)	(125, 2.7230675682924925e-07)	(130, 2.7302940880852013e-07)	(135, 8.2136827458797e-07)	(140, 1.0710838560366735e-05)	(145, 0.0006405926637523894)	(150, 0.0)
C2_L001_R1_001	(1, 0.014025236733976711)	(2, 0.06711736443864452)	(3, 0.0049271404871348385)	(4, 0.0)	(5, 0.0)	(6, 0.0004887341290954428)	(7, 0.00040117589749853933)	(8, 0.0)	(9, 0.0)	(10, 1.910361416659711e-06)	(15, 0.0)	(20, 1.2735742777731407e-06)	(25, 5.4763693944245055e-05)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.00010698023933294383)	(55, 4.170955759707036e-05)	(60, 0.0)	(65, 4.712224827760621e-05)	(70, 3.661526048597779e-05)	(75, 3.183935694432852e-07)	(80, 0.0)	(85, 0.0001566496361660963)	(90, 0.00011971598211067522)	(95, 9.551807083298555e-07)	(100, 3.183935694432852e-06)	(105, 0.0)	(110, 5.094297111092563e-06)	(115, 6.367871388865703e-07)	(120, 6.367871388865703e-07)	(125, 5.731084249979134e-06)	(130, 0.0006609850501642601)	(135, 2.5471485555462814e-06)	(140, 1.591967847216426e-05)	(145, 3.183935694432852e-07)	(150, 4.775903541649277e-06)
C2_L001_R2_001	(1, 0.0)	(2, 2.2287549861029964e-05)	(3, 2.2287549861029964e-05)	(4, 0.0)	(5, 0.002168260207908772)	(6, 0.0011318891393708788)	(7, 0.0001400931705550455)	(8, 2.0695582013813538e-05)	(9, 1.591967847216426e-06)	(10, 6.686264958308989e-06)	(15, 6.367871388865703e-07)	(20, 9.551807083298555e-07)	(25, 0.0005689693085951506)	(30, 0.0)	(35, 0.0)	(40, 0.0006517516366504047)	(45, 0.00031393605947107917)	(50, 0.0)	(55, 0.0)	(60, 1.591967847216426e-06)	(65, 0.0002528044941379684)	(70, 0.0010752150840099741)	(75, 0.00035755597848480925)	(80, 5.094297111092563e-06)	(85, 1.910361416659711e-06)	(90, 6.367871388865703e-07)	(95, 3.183935694432852e-07)	(100, 0.0008981882593995075)	(105, 0.00015282891333277688)	(110, 6.367871388865703e-07)	(115, 1.7511646319380687e-05)	(120, 0.0010542011084267173)	(125, 8.915019944411986e-06)	(130, 9.551807083298555e-06)	(135, 1.1780562069401553e-05)	(140, 5.0306183972039055e-05)	(145, 0.0011834688976206911)	(150, 0.0013770521878422085)
C2_R1	(1, 0.0)	(2, 0.06747570295538032)	(3, 0.004949740879270404)	(4, 0.0)	(5, 0.0)	(6, 0.0004910586699605773)	(7, 0.00040459318986785106)	(8, 0.0)	(9, 0.0)	(10, 1.631424152692948e-06)	(15, 0.0)	(20, 9.788544916157686e-07)	(25, 5.514213636102163e-05)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0001021124461403224)	(55, 3.1583644708316436e-05)	(60, 0.0)	(65, 4.4596925406696956e-05)	(70, 2.0852928811228978e-05)	(75, 0.0)	(80, 0.0)	(85, 9.823179603735932e-05)	(90, 7.039671642490083e-05)	(95, 6.686815088128228e-07)	(100, 1.340294326154479e-06)	(105, 0.0)	(110, 3.3662150153144606e-06)	(115, 0.0)	(120, 6.766977086853176e-07)	(125, 2.715071615036729e-06)	(130, 0.0005718981653670352)	(135, 1.7105073053013092e-06)	(140, 7.912207385285334e-06)	(145, 0.0)	(150, 0.0)
C2_R2	(1, 0.0)	(2, 2.2839938137701267e-05)	(3, 2.2839938137701267e-05)	(4, 0.0)	(5, 0.002146954184943919)	(6, 0.0009429631602565239)	(7, 8.809690424541919e-05)	(8, 1.4682817374236531e-05)	(9, 0.0)	(10, 3.915417966463075e-06)	(15, 0.0)	(20, 9.788544916157686e-07)	(25, 0.0004117714561397)	(30, 0.0)	(35, 0.0)	(40, 0.0006264101342600705)	(45, 0.00018782540505581148)	(50, 0.0)	(55, 0.0)	(60, 6.595609613992739e-07)	(65, 0.00023560992163623918)	(70, 0.0007550446670185131)	(75, 0.00014370099149037905)	(80, 1.3301776287946318e-06)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0007569531905608815)	(105, 5.2711723916349606e-05)	(110, 0.0)	(115, 4.7199773317020105e-06)	(120, 0.0007521691819201857)	(125, 6.773814709688848e-07)	(130, 1.0185453270087643e-06)	(135, 6.808047181210272e-07)	(140, 8.194372481920551e-06)	(145, 0.0005761647574401415)	(150, 0.0)
C3_L001_R1_001	(1, 0.013873697375644473)	(2, 0.06761662777389724)	(3, 0.004898360621373088)	(4, 0.0)	(5, 0.0)	(6, 0.00047058486318868087)	(7, 0.00045561170845085926)	(8, 0.0)	(9, 0.0)	(10, 2.139022105403095e-06)	(15, 0.0)	(20, 8.55608842161238e-07)	(25, 6.97321206361409e-05)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.00011593499811284775)	(55, 4.5347268634545616e-05)	(60, 4.27804421080619e-07)	(65, 5.903701010912542e-05)	(70, 3.807459347617509e-05)	(75, 8.55608842161238e-07)	(80, 0.0)	(85, 0.00017711103032737625)	(90, 0.00011122914948096094)	(95, 0.0)	(100, 2.139022105403095e-06)	(105, 0.0)	(110, 4.27804421080619e-06)	(115, 0.0)	(120, 0.0)	(125, 5.133653052967428e-06)	(130, 0.0006750753764652168)	(135, 4.27804421080619e-07)	(140, 1.4973154737821666e-05)	(145, 8.55608842161238e-07)	(150, 6.417066316209285e-06)
C3_L001_R2_001	(1, 0.0)	(2, 2.3529243159434046e-05)	(3, 1.0695110527015475e-05)	(4, 0.0)	(5, 0.0022138878790922034)	(6, 0.0011871572684987177)	(7, 0.00011764621579717022)	(8, 1.4973154737821666e-05)	(9, 0.0)	(10, 4.705848631886809e-06)	(15, 1.283413263241857e-06)	(20, 8.55608842161238e-07)	(25, 0.0005625628137210139)	(30, 4.27804421080619e-07)	(35, 4.27804421080619e-07)	(40, 0.0006707973322544105)	(45, 0.0003114416185466906)	(50, 0.0)	(55, 8.55608842161238e-07)	(60, 1.711217684322476e-06)	(65, 0.00025069339075324277)	(70, 0.0011067300373355613)	(75, 0.00036363375791852615)	(80, 2.139022105403095e-06)	(85, 4.27804421080619e-07)	(90, 1.283413263241857e-06)	(95, 0.0)	(100, 0.0009373194865876363)	(105, 0.00015700422253658717)	(110, 2.566826526483714e-06)	(115, 1.7967785685386e-05)	(120, 0.0011135749080728513)	(125, 4.27804421080619e-06)	(130, 1.3261937053499188e-05)	(135, 5.133653052967428e-06)	(140, 4.363605095022314e-05)	(145, 0.0011512216971279457)	(150, 0.001281274241136454)
