Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
C1_L001_R1_001	(0.0, 0.0002548748750764403)	(1.0, 0.0002155658147412679)	(2.0, 0.0002092256437194659)	(3.0, 0.0002542408579742601)	(4.0, 0.000301792140637775)	(5.0, 0.00035758564562963265)	(6.0, 0.00042732752686945456)	(7.0, 0.0005921719734363064)	(8.0, 0.0008337324893669625)	(9.0, 0.00123823540055793)	(10.0, 0.0018247012200746148)	(11.0, 0.0026248308030260266)	(12.0, 0.0039042773152256696)	(13.0, 0.00558949477282064)	(14.0, 0.008084986087001906)	(15.0, 0.011885918614572204)	(16.0, 0.018046028779355024)	(17.0, 0.02739904907071733)	(18.0, 0.04163083096335627)	(19.0, 0.06327680884889048)	(20.0, 0.09555842362349752)	(21.0, 0.141595039429904)	(22.0, 0.20844199858117118)	(23.0, 0.2978517243477251)	(24.0, 0.4077218160187363)	(25.0, 0.5436132375974272)	(26.0, 0.708330880743843)	(27.0, 0.9000468741523984)	(28.0, 1.1145056950332597)	(29.0, 1.334238270170056)	(30.0, 1.561767353612362)	(31.0, 1.7882116337928375)	(32.0, 1.9915447225646408)	(33.0, 2.1856167235248978)	(34.0, 2.368398781946632)	(35.0, 2.5367537812082555)	(36.0, 2.6952067013680288)	(37.0, 2.833448424344502)	(38.0, 2.9436190401219466)	(39.0, 3.010552859616212)	(40.0, 3.041969041046343)	(41.0, 3.048560282840609)	(42.0, 3.04259925404591)	(43.0, 3.0204111915380123)	(44.0, 2.9603025661487163)	(45.0, 2.916385469514898)	(46.0, 2.868702945311232)	(47.0, 2.7941894513604018)	(48.0, 2.740767170330698)	(49.0, 2.6841855820808305)	(50.0, 2.634233276651359)	(51.0, 2.5959614682953536)	(52.0, 2.539778042785655)	(53.0, 2.4006962471487934)	(54.0, 2.247700946204587)	(55.0, 2.170333741276844)	(56.0, 2.0991539092492775)	(57.0, 2.0040234471697516)	(58.0, 1.9185414573512038)	(59.0, 1.9317416934185956)	(60.0, 1.941911327737566)	(61.0, 1.83846953546556)	(62.0, 1.6698019657725616)	(63.0, 1.5393567511015984)	(64.0, 1.43913639972577)	(65.0, 1.2073036081938646)	(66.0, 0.9541475534814348)	(67.0, 0.8005353538968073)	(68.0, 0.6839567272676275)	(69.0, 0.5720349562539612)	(70.0, 0.467319423623675)	(71.0, 0.4076273474705114)	(72.0, 0.37815125837305175)	(73.0, 0.3385251894867893)	(74.0, 0.3233512581803106)	(75.0, 0.34367214032228816)	(76.0, 0.3390368412882487)	(77.0, 0.35035468057926744)	(78.0, 0.3825690895410434)	(79.0, 0.32782551687039624)	(80.0, 0.2617970737980437)	(81.0, 0.2608644346407366)	(82.0, 0.2867038016400906)	(83.0, 0.2670359571133587)	(84.0, 0.2259402365842425)	(85.0, 0.1835574613377005)	(86.0, 0.16003035470999766)	(87.0, 0.15847764682675836)	(88.0, 0.11837923519937162)	(89.0, 0.08026783317021764)	(90.0, 0.050879872449961026)	(91.0, 0.033680256502016566)	(92.0, 0.024030516206833927)	(93.0, 0.017860895785518405)	(94.0, 0.01495456138912437)	(95.0, 0.012379183920068398)	(96.0, 0.00939866952271928)	(97.0, 0.006996378722558504)	(98.0, 0.003810442784103)	(99.0, 0.00120653454544892)	(100.0, 0.0004488841083435814)
C1_L001_R2_001	(0.0, 0.0011590407134861882)	(1.0, 0.001051252463326094)	(2.0, 0.001038571492719024)	(3.0, 0.0012034241106109328)	(4.0, 0.0014494349403880887)	(5.0, 0.0017930892438396827)	(6.0, 0.002071436548664867)	(7.0, 0.0023491498049596975)	(8.0, 0.0027245065349289664)	(9.0, 0.003193068398860199)	(10.0, 0.0038353595601082887)	(11.0, 0.004792138792411712)	(12.0, 0.006162951715035968)	(13.0, 0.007981402900089791)	(14.0, 0.010655185552590478)	(15.0, 0.014685198011517289)	(16.0, 0.020909652433997544)	(17.0, 0.03037472889511451)	(18.0, 0.04501617755803741)	(19.0, 0.06678369765360323)	(20.0, 0.09888747689099173)	(21.0, 0.144958077155007)	(22.0, 0.21078879986748894)	(23.0, 0.29907054699125774)	(24.0, 0.40911283967675854)	(25.0, 0.5425325016763927)	(26.0, 0.7059020800558043)	(27.0, 0.8976123596449566)	(28.0, 1.1092044990004035)	(29.0, 1.328067906901944)	(30.0, 1.5542875458526462)	(31.0, 1.781453819259166)	(32.0, 1.9871321879720054)	(33.0, 2.1801099305733347)	(34.0, 2.3626258724238305)	(35.0, 2.5318236248942516)	(36.0, 2.6924059259342297)	(37.0, 2.830139654134389)	(38.0, 2.937093496428538)	(39.0, 3.00575905012023)	(40.0, 3.041388139186384)	(41.0, 3.049125433402288)	(42.0, 3.0441208883522077)	(43.0, 3.0251736161196545)	(44.0, 2.9605272960618727)	(45.0, 2.9126737513305034)	(46.0, 2.870264147280749)	(47.0, 2.7952682530620074)	(48.0, 2.7385424672454017)	(49.0, 2.68333015527075)	(50.0, 2.6350670151887723)	(51.0, 2.596173210239828)	(52.0, 2.5399787570916583)	(53.0, 2.4002908913209495)	(54.0, 2.246421896120355)	(55.0, 2.164815411924147)	(56.0, 2.087171096994119)	(57.0, 1.9977525008554264)	(58.0, 1.9157053529306238)	(59.0, 1.9221409455137117)	(60.0, 1.9323757568906776)	(61.0, 1.8301208482549787)	(62.0, 1.6640705126892321)	(63.0, 1.532499736204109)	(64.0, 1.4264373661436371)	(65.0, 1.2003489752387182)	(66.0, 0.952285730368808)	(67.0, 0.8010619856368479)	(68.0, 0.6874030801342108)	(69.0, 0.5757205039006855)	(70.0, 0.4730388806040585)	(71.0, 0.4130591577296786)	(72.0, 0.38065293734331157)	(73.0, 0.3436562055971851)	(74.0, 0.33213300760654074)	(75.0, 0.34729247391876245)	(76.0, 0.3411181093301801)	(77.0, 0.3553125537792038)	(78.0, 0.3885030921976182)	(79.0, 0.33556574634987457)	(80.0, 0.2682773460661099)	(81.0, 0.26736304808534017)	(82.0, 0.289812170351036)	(83.0, 0.26637012808680666)	(84.0, 0.2298533710781578)	(85.0, 0.19249459762119955)	(86.0, 0.17327785476324584)	(87.0, 0.17282007172433062)	(88.0, 0.12706522762843137)	(89.0, 0.08314341783378411)	(90.0, 0.05136490549246696)	(91.0, 0.030703800082367977)	(92.0, 0.018978974659071154)	(93.0, 0.013300436021225256)	(94.0, 0.009794781696900784)	(95.0, 0.007020819376604245)	(96.0, 0.005125014270847297)	(97.0, 0.0040807363413550915)	(98.0, 0.003018705053012988)	(99.0, 0.002538096267005039)	(100.0, 0.006810949313057239)
C1_R1	(0.0, 0.0009805305619988124)	(1.0, 0.0010976280438123188)	(2.0, 0.0012623365896598884)	(3.0, 0.0014257583499930238)	(4.0, 0.0018574748900856766)	(5.0, 0.002321361068039183)	(6.0, 0.0029859857862444147)	(7.0, 0.004049514013924229)	(8.0, 0.0051169025981473455)	(9.0, 0.006490546134805786)	(10.0, 0.008319711743573913)	(11.0, 0.010377925173911314)	(12.0, 0.01278164051487428)	(13.0, 0.01567948149337996)	(14.0, 0.019593883028288604)	(15.0, 0.024759040083227227)	(16.0, 0.03192193164932485)	(17.0, 0.04198523776495702)	(18.0, 0.05706186024482458)	(19.0, 0.07950339961655593)	(20.0, 0.11212276901470408)	(21.0, 0.15795549546781917)	(22.0, 0.22432081498200257)	(23.0, 0.3129648955003414)	(24.0, 0.421579887202698)	(25.0, 0.5557742447537336)	(26.0, 0.7182038934552404)	(27.0, 0.907937843987525)	(28.0, 1.1202947706490762)	(29.0, 1.3371650975025051)	(30.0, 1.5617825165455848)	(31.0, 1.7861316408089047)	(32.0, 1.9875399529208932)	(33.0, 2.1794472841870567)	(34.0, 2.360245796107111)	(35.0, 2.527129652866831)	(36.0, 2.6842809073881293)	(37.0, 2.8209317384862196)	(38.0, 2.930820004455109)	(39.0, 2.9972091295013095)	(40.0, 3.027710449942699)	(41.0, 3.034634642795869)	(42.0, 3.0287225067498014)	(43.0, 3.006305416302844)	(44.0, 2.945975764244114)	(45.0, 2.902079006597465)	(46.0, 2.8543122415161557)	(47.0, 2.7795088259910705)	(48.0, 2.7266669788408326)	(49.0, 2.6700008051416964)	(50.0, 2.6199924596942425)	(51.0, 2.582215010561485)	(52.0, 2.526886450404603)	(53.0, 2.389449393357194)	(54.0, 2.237572672659561)	(55.0, 2.160812699759779)	(56.0, 2.090588953880565)	(57.0, 1.996191011934434)	(58.0, 1.9104376950742714)	(59.0, 1.9234451664469288)	(60.0, 1.9344343147401961)	(61.0, 1.8319785219026787)	(62.0, 1.6626562065931056)	(63.0, 1.5297093875983139)	(64.0, 1.4289553686036354)	(65.0, 1.1991715057201027)	(66.0, 0.9479871129460159)	(67.0, 0.7966045178859262)	(68.0, 0.6824370466887862)	(69.0, 0.5723338875389865)	(70.0, 0.4687624516604545)	(71.0, 0.409916463299867)	(72.0, 0.38160139144750105)	(73.0, 0.3440787258466016)	(74.0, 0.3307933088028263)	(75.0, 0.35201240193584526)	(76.0, 0.34785865829525187)	(77.0, 0.3581426481266095)	(78.0, 0.387751582813739)	(79.0, 0.3311317333931225)	(80.0, 0.26446852303234764)	(81.0, 0.2633934137350379)	(82.0, 0.29020809367757366)	(83.0, 0.2734374180679536)	(84.0, 0.23520444686308647)	(85.0, 0.19420295662391437)	(86.0, 0.17017995785494347)	(87.0, 0.16710132351165982)	(88.0, 0.12510450467707288)	(89.0, 0.0848815196741334)	(90.0, 0.055343358190297794)	(91.0, 0.03793057660897505)	(92.0, 0.027777838900089714)	(93.0, 0.02216166352234192)	(94.0, 0.0179654559597722)	(95.0, 0.01279064801347532)	(96.0, 0.0067131600288028925)	(97.0, 0.0026417706611332834)	(98.0, 0.001843320249426901)	(99.0, 0.001089907330725714)	(100.0, 0.0003242699496374025)
C1_R2	(0.0, 0.00419697363845477)	(1.0, 0.0032611792719086543)	(2.0, 0.0022837228273998693)	(3.0, 0.002326666815453698)	(4.0, 0.0028067421445927667)	(5.0, 0.0034150084828477416)	(6.0, 0.004207869874229621)	(7.0, 0.005459014123200866)	(8.0, 0.006778099607003542)	(9.0, 0.008466375197060026)	(10.0, 0.010611651734614718)	(11.0, 0.013072278154594537)	(12.0, 0.01601810754407806)	(13.0, 0.019721545797436593)	(14.0, 0.02436334223752356)	(15.0, 0.030038358211084724)	(16.0, 0.03758432196269254)	(17.0, 0.04817418122575756)	(18.0, 0.06429804635235624)	(19.0, 0.08755574113625511)	(20.0, 0.12018548059661788)	(21.0, 0.16619259281327103)	(22.0, 0.2314411754982217)	(23.0, 0.31917894786742146)	(24.0, 0.4280861834820219)	(25.0, 0.5592589154699641)	(26.0, 0.7204168064002079)	(27.0, 0.9093242050737719)	(28.0, 1.1183402863923027)	(29.0, 1.3345568566928736)	(30.0, 1.5570906799226767)	(31.0, 1.7809339743105987)	(32.0, 1.984311574093166)	(33.0, 2.1756481923894766)	(34.0, 2.3558514215440707)	(35.0, 2.5225362678323466)	(36.0, 2.6813963349241883)	(37.0, 2.817953089294998)	(38.0, 2.923934365126528)	(39.0, 2.9923127312990436)	(40.0, 3.0277190880168567)	(41.0, 3.0345446182972333)	(42.0, 3.0291939255767355)	(43.0, 3.009266633209668)	(44.0, 2.9440827869843207)	(45.0, 2.8970559152901503)	(46.0, 2.855097075141378)	(47.0, 2.7803450519956194)	(48.0, 2.724217259609265)	(49.0, 2.6692880531581453)	(50.0, 2.621628558833988)	(51.0, 2.5843871478206806)	(52.0, 2.530186707256384)	(53.0, 2.3916263274130922)	(54.0, 2.2390437740376568)	(55.0, 2.15975314821415)	(56.0, 2.083342974365477)	(57.0, 1.9949469411644674)	(58.0, 1.9132668349310398)	(59.0, 1.920194918018709)	(60.0, 1.9317154440079556)	(61.0, 1.829812565131448)	(62.0, 1.664013518716163)	(63.0, 1.5324953119586533)	(64.0, 1.42618394427865)	(65.0, 1.199336493592097)	(66.0, 0.9502921287220788)	(67.0, 0.7997349932906749)	(68.0, 0.6864205507826695)	(69.0, 0.5742399577502945)	(70.0, 0.47178778039972546)	(71.0, 0.41262570682759797)	(72.0, 0.38133171768222296)	(73.0, 0.3456843618672718)	(74.0, 0.3349983593473698)	(75.0, 0.3491833354610904)	(76.0, 0.34120985469408105)	(77.0, 0.35357644134349253)	(78.0, 0.38540562795192645)	(79.0, 0.3330645979748564)	(80.0, 0.26681933019402954)	(81.0, 0.2658463604348398)	(82.0, 0.28750102664974425)	(83.0, 0.2634376513735519)	(84.0, 0.2275589107871465)	(85.0, 0.19169363025669828)	(86.0, 0.17282455466988245)	(87.0, 0.1721406556362491)	(88.0, 0.12670014767988824)	(89.0, 0.08253257644404832)	(90.0, 0.050328431133950365)	(91.0, 0.02918652895550953)	(92.0, 0.016736618150172716)	(93.0, 0.010523840893370322)	(94.0, 0.007227409093954793)	(95.0, 0.005174430082963554)	(96.0, 0.0033534767984721068)	(97.0, 0.0021330983916886797)	(98.0, 0.0018280037899928226)	(99.0, 0.002861223323467027)	(100.0, 0.007702356782729225)
C2_L001_R1_001	(0.0, 0.0001671569180075497)	(1.0, 0.00014486932893987642)	(2.0, 0.00016158502074063139)	(3.0, 0.00018944450707522302)	(4.0, 0.00021014012549520536)	(5.0, 0.00028098281931745263)	(6.0, 0.00035580543975892724)	(7.0, 0.0004982868127272672)	(8.0, 0.0006861393491547994)	(9.0, 0.0009695101244437883)	(10.0, 0.001359542933128071)	(11.0, 0.0019589198819837134)	(12.0, 0.002855995341957564)	(13.0, 0.004050769313049621)	(14.0, 0.0059428264278303155)	(15.0, 0.008982694379596184)	(16.0, 0.013946458859096563)	(17.0, 0.02146533622814092)	(18.0, 0.03288533766935195)	(19.0, 0.05025453342098406)	(20.0, 0.07621479877288037)	(21.0, 0.11365556045059998)	(22.0, 0.16904977110765426)	(23.0, 0.24253672817571617)	(24.0, 0.3348121228278267)	(25.0, 0.45072987356879546)	(26.0, 0.5925067995255323)	(27.0, 0.7609540097430355)	(28.0, 0.9488614691579128)	(29.0, 1.1445449092014366)	(30.0, 1.3468692548018033)	(31.0, 1.5495111985463843)	(32.0, 1.73769566085396)	(33.0, 1.9159621460264211)	(34.0, 2.0846290481933054)	(35.0, 2.2435721936440935)	(36.0, 2.3906607296668514)	(37.0, 2.5195164258616045)	(38.0, 2.6267022175999886)	(39.0, 2.698789036483406)	(40.0, 2.7441323404562636)	(41.0, 2.7678558870481544)	(42.0, 2.7794239417596005)	(43.0, 2.7779147535855895)	(44.0, 2.7427887172296126)	(45.0, 2.7239716241739056)	(46.0, 2.71084503019837)	(47.0, 2.6708674632935545)	(48.0, 2.644666810373857)	(49.0, 2.6184502377476826)	(50.0, 2.5961921001369914)	(51.0, 2.576610861170393)	(52.0, 2.5422115594150867)	(53.0, 2.4321124613914282)	(54.0, 2.303258357167323)	(55.0, 2.246867572884814)	(56.0, 2.195953963615686)	(57.0, 2.1178025325498897)	(58.0, 2.0468292971345314)	(59.0, 2.1095561245948504)	(60.0, 2.1698337052136965)	(61.0, 2.100437316724877)	(62.0, 1.9378819898744775)	(63.0, 1.7745553532452725)	(64.0, 1.6803640219186657)	(65.0, 1.436686646773879)	(66.0, 1.1295366059203302)	(67.0, 0.9425747770701813)	(68.0, 0.8098943713943506)	(69.0, 0.6870380165854209)	(70.0, 0.5700496655838798)	(71.0, 0.5090198788339997)	(72.0, 0.4873475864216588)	(73.0, 0.4487996091584703)	(74.0, 0.44628031560849923)	(75.0, 0.49367566974623034)	(76.0, 0.5016020916010836)	(77.0, 0.5379205139721811)	(78.0, 0.6075732097352794)	(79.0, 0.5250868425958205)	(80.0, 0.42175600778082023)	(81.0, 0.4309806816988654)	(82.0, 0.4847956574734103)	(83.0, 0.45463020165563833)	(84.0, 0.38414092531717847)	(85.0, 0.31470951347410925)	(86.0, 0.2763247132023089)	(87.0, 0.27603338257378146)	(88.0, 0.21071403091369795)	(89.0, 0.15030033680447408)	(90.0, 0.09890515641441948)	(91.0, 0.06605325012866904)	(92.0, 0.04937178569683942)	(93.0, 0.03714545112257293)	(94.0, 0.032533512156212245)	(95.0, 0.02696559481591315)	(96.0, 0.019829586387638466)	(97.0, 0.0146262303256606)	(98.0, 0.007651010932802705)	(99.0, 0.0020122508986813604)	(100.0, 0.0009106072104792232)
C2_L001_R2_001	(0.0, 0.0010412159440792528)	(1.0, 0.000909869896087604)	(2.0, 0.0009011134928881608)	(3.0, 0.0011144513162927785)	(4.0, 0.0013723671923491071)	(5.0, 0.0015960534922621575)	(6.0, 0.001810983388975765)	(7.0, 0.0020872081080854747)	(8.0, 0.0023857218535210402)	(9.0, 0.0026563743160492865)	(10.0, 0.0030528005699877177)	(11.0, 0.00374376038608924)	(12.0, 0.004733233947626328)	(13.0, 0.006154159375899621)	(14.0, 0.007985839717892252)	(15.0, 0.010820526244548382)	(16.0, 0.015854662047573763)	(17.0, 0.02361999961217094)	(18.0, 0.03498819907501178)	(19.0, 0.052202491728462724)	(20.0, 0.0779630339045703)	(21.0, 0.11491585144287535)	(22.0, 0.16944834245904447)	(23.0, 0.24172687861386707)	(24.0, 0.3327640185318607)	(25.0, 0.44748006477445784)	(26.0, 0.5876692839608899)	(27.0, 0.7539764657812977)	(28.0, 0.9405594972283435)	(29.0, 1.1353592190230852)	(30.0, 1.3382904552434918)	(31.0, 1.5418147387714969)	(32.0, 1.729289331271577)	(33.0, 1.907268798556843)	(34.0, 2.0771979471552022)	(35.0, 2.2389693121182987)	(36.0, 2.3916642671468447)	(37.0, 2.5230700178875805)	(38.0, 2.6345923650723444)	(39.0, 2.7081262510313056)	(40.0, 2.7493498052209753)	(41.0, 2.7750856702607933)	(42.0, 2.7883946070872927)	(43.0, 2.788315003421843)	(44.0, 2.7534684988713316)	(45.0, 2.735638869883956)	(46.0, 2.721141450332296)	(47.0, 2.6746616661129967)	(48.0, 2.6458921053828988)	(49.0, 2.6200726564943584)	(50.0, 2.5942627600456722)	(51.0, 2.5735331695259718)	(52.0, 2.5376104234185832)	(53.0, 2.423097366522882)	(54.0, 2.294469783706333)	(55.0, 2.2363535356716286)	(56.0, 2.1790158114850198)	(57.0, 2.1026703240623825)	(58.0, 2.0373021821052295)	(59.0, 2.0967987576988287)	(60.0, 2.1580665148486786)	(61.0, 2.090537929411227)	(62.0, 1.9313051253393145)	(63.0, 1.7661904064273402)	(64.0, 1.664202190253461)	(65.0, 1.4256952799070255)	(66.0, 1.1230453280147046)	(67.0, 0.9382326820872552)	(68.0, 0.8106590518012574)	(69.0, 0.6894728196309262)	(70.0, 0.5737887928164633)	(71.0, 0.5127216369035461)	(72.0, 0.48758757557452587)	(73.0, 0.453467852489568)	(74.0, 0.4546627035079648)	(75.0, 0.4950902210431398)	(76.0, 0.5040607581026422)	(77.0, 0.5464266248915122)	(78.0, 0.6169968663857889)	(79.0, 0.5351945476965899)	(80.0, 0.42881141315324484)	(81.0, 0.4396932342201893)	(82.0, 0.4907303282864715)	(83.0, 0.4540059732680065)	(84.0, 0.39125599586748716)	(85.0, 0.3311393077200367)	(86.0, 0.30301374064342496)	(87.0, 0.3046543721883388)	(88.0, 0.22626943885688627)	(89.0, 0.15335486941512227)	(90.0, 0.09729478405897753)	(91.0, 0.06008405064461615)	(92.0, 0.040296171487183376)	(93.0, 0.029282208335592752)	(94.0, 0.022855804423855892)	(95.0, 0.015735256549399536)	(96.0, 0.010143099051573273)	(97.0, 0.0074031408868020275)	(98.0, 0.0052458815531210064)	(99.0, 0.003945157659676435)	(100.0, 0.009069245604659732)
C2_R1	(0.0, 0.0008338923612222154)	(1.0, 0.0009841215245637897)	(2.0, 0.0011640751747697398)	(3.0, 0.0013006471414438985)	(4.0, 0.0017569581830375576)	(5.0, 0.0022944090401258643)	(6.0, 0.002901752609570946)	(7.0, 0.0038914976857036716)	(8.0, 0.0049800565965477)	(9.0, 0.006416472340155909)	(10.0, 0.008232879496922217)	(11.0, 0.010090258243690775)	(12.0, 0.012154905034000112)	(13.0, 0.014706390717277336)	(14.0, 0.018025892871969235)	(15.0, 0.022342370383382496)	(16.0, 0.028607006831177135)	(17.0, 0.03743678615891641)	(18.0, 0.04963105605389908)	(19.0, 0.06741674293742377)	(20.0, 0.09378396951514469)	(21.0, 0.1314730121301534)	(22.0, 0.18674368704318534)	(23.0, 0.2595373486450217)	(24.0, 0.35053846349805295)	(25.0, 0.4648283121270676)	(26.0, 0.604503675902769)	(27.0, 0.7702048363395059)	(28.0, 0.9558929024167511)	(29.0, 1.1487911649698819)	(30.0, 1.3478697106972732)	(31.0, 1.5481926680504192)	(32.0, 1.7339570537560998)	(33.0, 1.9100641946888979)	(34.0, 2.076959154787269)	(35.0, 2.23365459906861)	(36.0, 2.378716521882842)	(37.0, 2.506077914451593)	(38.0, 2.611996704887992)	(39.0, 2.683738762346437)	(40.0, 2.729583561465423)	(41.0, 2.752951828327881)	(42.0, 2.7637835920141613)	(43.0, 2.7623054013160413)	(44.0, 2.7267902630646814)	(45.0, 2.707368926039106)	(46.0, 2.6942411465836797)	(47.0, 2.654612782041898)	(48.0, 2.628464070610856)	(49.0, 2.6018445875770424)	(50.0, 2.5798235629975994)	(51.0, 2.5609758282320554)	(52.0, 2.5270352844199975)	(53.0, 2.4181954606257916)	(54.0, 2.290961803014106)	(55.0, 2.2361635064328653)	(56.0, 2.186217531491106)	(57.0, 2.108223691417023)	(58.0, 2.0370287251897845)	(59.0, 2.0987046253398343)	(60.0, 2.158515113098017)	(61.0, 2.0898467282542503)	(62.0, 1.9277108995122187)	(63.0, 1.760867354742478)	(64.0, 1.6598306104324259)	(65.0, 1.4165003374090772)	(66.0, 1.1160315669873004)	(67.0, 0.9345274232773436)	(68.0, 0.8060348934787264)	(69.0, 0.6857487321482063)	(70.0, 0.5706940805058163)	(71.0, 0.511212972196671)	(72.0, 0.49135862170028777)	(73.0, 0.4556338053118574)	(74.0, 0.45555828904793166)	(75.0, 0.5046615346188607)	(76.0, 0.5146762765986257)	(77.0, 0.5499142540940882)	(78.0, 0.614735326300193)	(79.0, 0.5291786127304016)	(80.0, 0.4251340716954784)	(81.0, 0.43431813477206066)	(82.0, 0.48922729565566103)	(83.0, 0.4633212003065928)	(84.0, 0.397949823411242)	(85.0, 0.33141437134112156)	(86.0, 0.29183822549247995)	(87.0, 0.2890039555017362)	(88.0, 0.22217527538552118)	(89.0, 0.15936422118305596)	(90.0, 0.10845179873594933)	(91.0, 0.07643852638301671)	(92.0, 0.05987797037701021)	(93.0, 0.047943187218708445)	(94.0, 0.03874707367447849)	(95.0, 0.027331263989538522)	(96.0, 0.014575442302172111)	(97.0, 0.005771370638747972)	(98.0, 0.0034681245890137795)	(99.0, 0.0018702325789261246)	(100.0, 0.0005719955310117701)
C2_R2	(0.0, 0.004543069685702682)	(1.0, 0.0033426650939519737)	(2.0, 0.0021093397073773325)	(3.0, 0.002144669340846919)	(4.0, 0.0026111810918884983)	(5.0, 0.003178061119832312)	(6.0, 0.003880639058147944)	(7.0, 0.0049975372435159945)	(8.0, 0.0062926894886624115)	(9.0, 0.007958802885239482)	(10.0, 0.009865800146381913)	(11.0, 0.01188681577008528)	(12.0, 0.01427156602928234)	(13.0, 0.017522695254699478)	(14.0, 0.02158801194234753)	(15.0, 0.026274006054358992)	(16.0, 0.03307174871239344)	(17.0, 0.042356215798957625)	(18.0, 0.05504597778426077)	(19.0, 0.0735691440231217)	(20.0, 0.09988570622688725)	(21.0, 0.13715766659108533)	(22.0, 0.1913501125485695)	(23.0, 0.26298897387030745)	(24.0, 0.35293661479144317)	(25.0, 0.4653153611809052)	(26.0, 0.6032799887182845)	(27.0, 0.7676800144992816)	(28.0, 0.9521577103918014)	(29.0, 1.143971925852767)	(30.0, 1.3436526053842217)	(31.0, 1.5442189345910617)	(32.0, 1.7291559157186862)	(33.0, 1.9048662418872424)	(34.0, 2.0721271650330606)	(35.0, 2.23104467405655)	(36.0, 2.3819640358302543)	(37.0, 2.5119345308489245)	(38.0, 2.6226768728517724)	(39.0, 2.696027615504355)	(40.0, 2.736353983271242)	(41.0, 2.7611746566760567)	(42.0, 2.7733681979003553)	(43.0, 2.7727475204759915)	(44.0, 2.737518255283308)	(45.0, 2.719618175307456)	(46.0, 2.705322520891717)	(47.0, 2.658895367781605)	(48.0, 2.6310499959840645)	(49.0, 2.606289543545391)	(50.0, 2.5813122956286088)	(51.0, 2.561689896021115)	(52.0, 2.5267504944121244)	(53.0, 2.4140208605266125)	(54.0, 2.287568072876812)	(55.0, 2.230717072000741)	(56.0, 2.174018630905562)	(57.0, 2.098509568826474)	(58.0, 2.0335014373500053)	(59.0, 2.0929459545012294)	(60.0, 2.154981579088962)	(61.0, 2.0880150617935764)	(62.0, 1.9291625914135195)	(63.0, 1.7643859838575853)	(64.0, 1.6624334940727274)	(65.0, 1.4238412380055994)	(66.0, 1.1207001356971074)	(67.0, 0.9365195299042183)	(68.0, 0.8101936077564219)	(69.0, 0.6890073443322351)	(70.0, 0.5735846288408822)	(71.0, 0.5131862115859791)	(72.0, 0.4889524918644887)	(73.0, 0.45742641461638966)	(74.0, 0.46062133760674157)	(75.0, 0.4998821957460343)	(76.0, 0.5058874304896487)	(77.0, 0.5442345358360235)	(78.0, 0.6124231372709703)	(79.0, 0.5319839854304446)	(80.0, 0.4265732062966432)	(81.0, 0.4365827338155491)	(82.0, 0.4858924638382935)	(83.0, 0.44815399172305376)	(84.0, 0.38624683852975633)	(85.0, 0.32834478105796566)	(86.0, 0.3005323300552492)	(87.0, 0.30168857260516296)	(88.0, 0.22458004166536089)	(89.0, 0.15217838143916596)	(90.0, 0.0960901794675524)	(91.0, 0.05860865014118244)	(92.0, 0.037573065194904796)	(93.0, 0.025055133699658273)	(94.0, 0.01844447750976959)	(95.0, 0.012778086068977111)	(96.0, 0.007764489901156759)	(97.0, 0.0045133606757396215)	(98.0, 0.003556248787199926)	(99.0, 0.0039649484107458196)	(100.0, 0.009179281132370638)
