"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031098","stress-activated protein kinase signaling cascade","85/3107","246/18903",2.6051885518314e-12,1.49537822875122e-09,1.16921859407553e-09,"9867/8737/7498/10371/351/6788/7164/4281/9448/23043/1739/8767/1386/4216/2122/80824/23239/9821/260425/10550/7099/171392/11221/355/153769/54986/51384/4790/7189/1490/10987/3480/29969/5604/23236/4616/6416/5071/2218/8324/5599/23008/7042/1540/83737/222643/51284/55437/51776/9175/5911/55504/23328/5734/57630/5594/27347/5048/11143/5608/4986/8491/652/3553/1647/51347/57551/3146/1432/2308/331/9459/9611/1956/6386/9258/4088/2150/22881/10392/8600/3301/5602/7474/51495",85
"GO:0010634","positive regulation of epithelial cell migration","67/3107","176/18903",3.75856158351092e-12,1.97762981985733e-09,1.54628542339177e-09,"4233/57142/301/306/8829/5747/9448/147372/8754/407007/8828/9734/406991/2252/7114/407029/5291/2113/23332/3673/54828/9475/27086/5581/3725/9037/7048/3091/25/4780/7010/2247/57381/7042/7057/3791/10000/54453/5587/9982/407035/1906/23328/23122/57608/652/2246/407021/6869/7424/7429/3146/1950/8823/80005/407006/8766/10769/5879/152007/3690/10982/6239/5168/6868/284/7474",67
"GO:0030010","establishment of cell polarity","59/3107","150/18903",1.49127111516789e-11,7.24298909320772e-09,5.66320771671044e-09,"5747/10890/23189/2697/85440/115701/23332/1794/54828/9475/55691/27/56288/25/5584/4478/10403/3480/253260/10207/4131/51571/143098/9265/2258/3688/4926/2195/22902/23286/83700/123016/4134/10565/55755/4983/6093/57698/137886/9750/1003/5048/4649/56603/117583/51057/3320/8729/10090/23291/56253/10806/9826/55083/154796/81609/7474/4627/10758",59
"GO:0010632","regulation of epithelial cell migration","94/3107","292/18903",1.85360672677056e-11,8.35976633773524e-09,6.53640266808567e-09,"4233/57142/301/306/8829/5747/9448/147372/8754/407007/8828/9734/406991/2252/5728/23603/7114/407029/4163/23499/5291/2113/9314/23332/3673/54828/9475/5801/27086/5581/3725/11221/9037/7048/3091/4208/25/4780/7010/2247/57381/5547/4763/7042/7057/5793/3791/10000/27302/54453/5587/9353/90627/6781/9982/407035/1906/23328/285/23122/57608/652/1647/2246/407021/6869/7424/7429/4070/3146/1950/411/8823/80005/407006/10563/55294/8766/51094/10769/6672/168667/5879/152007/3690/493/10982/6239/186/5168/574508/6868/284/7474",94
"GO:1902903","regulation of supramolecular fiber organization","114/3107","384/18903",4.64191474525692e-11,1.95393664677015e-08,1.52776001089509e-08,"4233/351/55704/5201/2059/8829/7082/4281/23075/11214/406991/1496/1739/5202/136319/23189/51429/10602/7114/1859/11075/5295/2241/4133/7840/23332/6711/9475/10092/5962/10152/5999/10979/5581/4771/146057/9037/85477/324/55604/342184/90102/93661/6840/5921/830/93663/25/51474/10142/80206/1490/1901/253260/57606/961/100506658/11034/4131/5071/673/51571/23271/29766/2258/4926/27302/123016/8440/9353/85464/23671/10565/55755/5058/407035/9873/51019/1906/7168/2764/6093/5734/10787/7046/171024/1003/5203/23122/10395/22998/2909/6314/9530/6869/1073/57551/6249/7429/4070/6709/10163/55971/8976/89795/5879/4088/2150/11113/23325/10391/9168/91807/9113",114
"GO:0032872","regulation of stress-activated MAPK cascade","69/3107","195/18903",8.76026668870875e-11,3.45702024203169e-08,2.70300334013448e-08,"9867/8737/7498/10371/351/6788/7164/4281/9448/23043/1739/8767/4216/2122/80824/23239/9821/260425/10550/7099/171392/11221/355/153769/54986/51384/7189/1490/10987/3480/29969/5604/23236/4616/6416/5071/2218/8324/23008/7042/1540/83737/222643/5911/55504/23328/57630/5594/27347/5048/4986/652/3553/1647/51347/57551/3146/2308/331/9611/1956/6386/9258/2150/22881/10392/8600/3301/7474",69
"GO:0150115","cell-substrate junction organization","44/3107","101/18903",1.13030034396436e-10,4.19806845399471e-08,3.28242019392747e-08,"3987/8829/5747/9448/667/7414/5796/5728/2824/2042/23603/9748/5295/23499/3915/51762/23332/3673/54828/9475/10979/342184/90102/25/7010/7057/5786/3791/10580/6093/23122/10395/22998/5795/8394/79834/51057/5879/4088/3690/3909/10982/10391/1946",44
"GO:0070302","regulation of stress-activated protein kinase signaling cascade","69/3107","198/18903",1.90048627270882e-10,6.6664835143797e-08,5.21244480643529e-08,"9867/8737/7498/10371/351/6788/7164/4281/9448/23043/1739/8767/4216/2122/80824/23239/9821/260425/10550/7099/171392/11221/355/153769/54986/51384/7189/1490/10987/3480/29969/5604/23236/4616/6416/5071/2218/8324/23008/7042/1540/83737/222643/5911/55504/23328/57630/5594/27347/5048/4986/652/3553/1647/51347/57551/3146/2308/331/9611/1956/6386/9258/2150/22881/10392/8600/3301/7474",69
"GO:0150116","regulation of cell-substrate junction organization","34/3107","69/18903",2.56305102001963e-10,8.51742323179156e-08,6.65967273345821e-08,"3987/8829/5747/9448/7414/5728/2824/2042/23603/9748/5295/23499/23332/54828/9475/10979/342184/90102/25/7010/7057/5786/3791/6093/23122/10395/22998/5795/79834/51057/5879/4088/10982/1946",34
"GO:0046328","regulation of JNK cascade","54/3107","141/18903",3.47221726511141e-10,1.09617899059567e-07,8.57089419651185e-08,"9867/8737/10371/351/6788/7164/9448/23043/8767/2122/80824/23239/9821/260425/7099/171392/11221/153769/54986/51384/7189/1490/10987/3480/29969/23236/4616/6416/5071/2218/8324/1540/83737/222643/5911/55504/57630/5048/3553/1647/51347/57551/3146/331/9611/1956/6386/9258/2150/22881/10392/8600/3301/7474",54
"GO:0051893","regulation of focal adhesion assembly","32/3107","64/18903",5.32586675957576e-10,1.52852375999824e-07,1.19513469389523e-07,"3987/8829/5747/9448/7414/5728/2824/2042/23603/9748/23499/23332/54828/9475/10979/342184/90102/25/7010/7057/5786/3791/6093/23122/10395/22998/5795/79834/51057/5879/4088/1946",32
"GO:0090109","regulation of cell-substrate junction assembly","32/3107","64/18903",5.32586675957576e-10,1.52852375999824e-07,1.19513469389523e-07,"3987/8829/5747/9448/7414/5728/2824/2042/23603/9748/23499/23332/54828/9475/10979/342184/90102/25/7010/7057/5786/3791/6093/23122/10395/22998/5795/79834/51057/5879/4088/1946",32
"GO:0007044","cell-substrate junction assembly","41/3107","95/18903",6.83851087127371e-10,1.87731989744444e-07,1.467854278548e-07,"3987/8829/5747/9448/667/7414/5796/5728/2824/2042/23603/9748/23499/3915/23332/3673/54828/9475/10979/342184/90102/25/7010/7057/5786/3791/10580/6093/23122/10395/22998/5795/8394/79834/51057/5879/4088/3690/3909/10391/1946",41
"GO:0110053","regulation of actin filament organization","86/3107","278/18903",1.22878288812624e-09,3.23272298151212e-07,2.52762795847021e-07,"4233/55704/2059/8829/7082/23075/406991/1496/1739/136319/23189/51429/10602/7114/5295/2241/7840/23332/6711/9475/10092/5962/10152/5999/10979/5581/4771/9037/85477/55604/342184/90102/93661/6840/5921/830/93663/25/51474/80206/1490/1901/253260/961/11034/5071/673/51571/29766/123016/8440/9353/85464/23671/10565/5058/9873/51019/7168/2764/6093/5734/10787/7046/171024/23122/10395/22998/2909/9530/6869/1073/7429/4070/6709/10163/55971/8976/5879/4088/2150/11113/23325/10391/9168/9113",86
"GO:0002064","epithelial cell development","70/3107","213/18903",2.54992991238964e-09,6.44010298673127e-07,5.03544054278207e-07,"1021/367/4233/7082/23022/653/10413/2034/7414/7431/5144/122786/5991/8626/8826/4643/2241/22862/10818/9863/9475/4853/5962/10152/639/5915/3091/688/56913/5624/9575/9693/9076/6009/4478/25932/1000/23236/51742/2195/3791/2317/59/6781/4301/231/171023/57619/6093/631/1003/1761/6382/340481/406/652/3553/2889/9414/79977/3572/10116/80173/654/9210/2150/7852/26084/128637/7474",70
"GO:0010810","regulation of cell-substrate adhesion","72/3107","222/18903",2.89084027768126e-09,7.02029442818441e-07,5.48908538555672e-07,"3987/1021/7402/4739/8829/5747/9448/7414/6695/5728/2824/6789/2042/23189/23603/9748/5295/51144/23499/5291/8573/23332/54828/9475/8631/10979/5581/25890/4771/151887/55604/342184/90102/9723/5921/10085/25/7010/673/8324/4763/56477/25975/7057/5786/3791/54453/5318/2651/948/285/6093/23122/10395/22998/5795/1295/79834/51057/2633/4070/1601/1012/80005/2244/5879/4088/3690/6239/10391/81/1946",72
"GO:0048041","focal adhesion assembly","37/3107","85/18903",3.44588795671181e-09,8.05827279951051e-07,6.30066842767189e-07,"3987/8829/5747/9448/7414/5796/5728/2824/2042/23603/9748/23499/23332/3673/54828/9475/10979/342184/90102/25/7010/7057/5786/3791/10580/6093/23122/10395/22998/5795/8394/79834/51057/5879/4088/10391/1946",37
"GO:0031589","cell-substrate adhesion","105/3107","369/18903",3.6165283298619e-09,8.15527138383858e-07,6.37651047633545e-07,"3987/1021/8910/7402/960/4739/8829/5747/9448/3696/8754/7414/5796/6695/5728/2824/9358/6789/2042/23189/23603/9748/5295/2241/51144/23499/3915/5291/8573/23332/3673/54828/9475/8631/10979/5581/25890/4771/151887/55604/342184/90102/9723/5921/10085/25/7010/9404/1490/3685/3694/673/8324/4763/26033/3688/56477/25975/7057/5786/3791/83700/10580/54453/5318/7074/2651/4289/948/23671/84168/59277/3912/55742/285/6093/3672/23122/54822/10395/7412/22998/5795/8394/1295/79834/51057/1499/2633/4070/7399/1601/1012/80005/2244/54749/3693/5879/4088/3690/6239/10391/284/81/1946",105
"GO:0034329","cell junction assembly","118/3107","430/18903",4.15634519982673e-09,9.04936675576068e-07,7.07559309879759e-07,"81671/3987/2823/22871/351/8829/7082/5747/1006/10611/10686/9448/26052/4867/667/7414/5796/1739/5728/92737/2824/1500/2042/23603/9748/3084/2241/2697/5583/23499/27067/3915/4593/4897/8777/23332/3673/3556/54828/9475/10979/7162/324/342184/90102/23767/26280/56288/5586/4208/2693/9693/54674/9076/25/7010/10207/100506658/4131/4916/1000/1495/143098/10082/2258/1004/7057/1009/5786/3791/83700/1948/10580/9378/266977/347902/5318/221935/4301/55209/6495/4983/8321/6093/1003/23122/4649/10395/22998/5795/627/8502/23136/8394/3553/79834/2889/51057/1499/84612/79977/23768/222256/57502/5789/1501/6386/5879/4088/3690/3909/857/5021/10391/7474/1946/26047/1812",118
"GO:0031346","positive regulation of cell projection organization","100/3107","352/18903",9.29289393150726e-09,1.92106970880409e-06,1.50206173987483e-06,"2823/22871/55704/2059/4739/8829/26052/57451/653/55754/407007/406991/1809/2042/5997/23603/10602/11075/5295/51196/23499/27067/9863/51762/3673/54828/2803/10152/26053/27/9037/324/2146/55604/9693/25/5584/4780/3480/57154/5604/100506658/6101/7401/4131/4916/673/466/26230/55835/64805/8428/22902/81545/5587/9353/7074/26259/9175/950/8321/5898/4076/10787/7046/57698/9750/5048/9798/7436/2909/627/9139/2889/238/153241/8837/51199/3320/7429/1270/5789/10163/411/8976/407006/10097/57554/140578/54874/5879/55714/9896/2150/6239/5168/6498/64764/7474/1946",100
"GO:0001952","regulation of cell-matrix adhesion","47/3107","125/18903",9.4319228655253e-09,1.92106970880409e-06,1.50206173987483e-06,"3987/1021/7402/8829/5747/9448/7414/5728/2824/2042/23603/9748/5295/23499/5291/8573/23332/54828/9475/8631/10979/4771/342184/90102/9723/5921/25/7010/4763/56477/7057/5786/3791/54453/948/6093/23122/10395/22998/5795/79834/51057/1012/5879/4088/3690/1946",47
"GO:0060537","muscle tissue development","115/3107","422/18903",1.00182276217619e-08,1.9767215376189e-06,1.54557524822577e-06,"861/9472/9474/10611/10512/653/10413/57486/407007/11214/9734/1739/858/5728/92737/5997/136319/7291/10529/3084/64208/1827/2697/4638/10818/115701/3776/4853/5999/1310/3344/8320/27086/7763/7048/657/5915/688/6840/4208/5530/1385/25/80206/1901/2247/5156/6416/8324/5311/4729/10370/7504/4763/983/7042/23414/3688/3720/3142/54583/7021/90/4205/2317/1525/1948/27302/8470/5318/9686/64091/6495/5562/1906/7168/55636/7046/9750/57538/79810/4090/3475/9975/56603/406/3131/652/1655/6546/7547/1756/1073/4086/1499/8837/1432/10891/55909/1301/1063/57158/3192/4088/59269/129446/857/607/9477/27063/1134/3516/91807/7474/221662",115
"GO:0038127","ERBB signaling pathway","47/3107","126/18903",1.26647032872141e-08,2.42317989562031e-06,1.89465577087829e-06,"57142/55704/8412/5747/9655/2069/406991/2549/5782/868/374/8826/3084/2241/51196/255324/5801/8065/54206/84632/356/2202/685/8895/25/6654/55914/673/79628/8440/5898/5594/3672/55532/5795/89853/407021/7429/55614/1950/1012/1956/55294/7879/867/3516/6868",47
"GO:0043410","positive regulation of MAPK cascade","130/3107","496/18903",1.48423158567972e-08,2.73978085895044e-06,2.1422023287394e-06,"9867/56034/8737/367/7498/960/10371/351/6788/7164/3624/8829/8412/4281/23043/8754/407007/11214/406991/858/8767/5728/4988/6764/4216/8826/3084/9821/5788/51196/10818/10550/255324/9475/7099/4853/5151/10979/5581/3725/7162/153769/2641/152110/55816/2146/4208/9693/4921/51384/25/7010/7189/1490/3480/4254/5770/5604/2247/5156/4916/1000/23236/4616/6416/673/8324/9043/23008/7042/7057/23286/3791/59/3356/222643/2651/388121/948/9175/5058/55504/1906/23328/6093/57630/6375/7046/3672/27347/57608/55532/5608/4986/5795/154/652/3553/1647/51347/2246/3569/238/1499/8837/57551/3146/1950/25778/331/2244/407006/1956/55294/6386/9258/168667/152007/3690/2150/22881/10392/8654/4504/8600/6364/57161/284/7474/2149",130
"GO:0198738","cell-cell signaling by wnt","122/3107","458/18903",1.51872553156898e-08,2.73978085895044e-06,2.1422023287394e-06,"351/6788/5218/25937/219771/23043/27303/10413/2737/5728/6789/4988/1500/23189/64750/3836/79718/5563/4163/23499/23002/2131/115701/9863/9314/2776/7415/166336/80114/267/9839/4286/10979/53944/51366/7162/9037/4693/324/9736/81839/2309/84133/51384/25/8418/4790/55366/100113407/26959/57154/29969/2247/1000/6934/5071/8324/55789/5311/10082/1540/3484/115908/8323/10927/79577/7074/1456/259266/9686/27122/5562/2887/407036/8321/1906/169200/122011/3087/55031/8796/4040/8932/6382/406/23213/80351/26524/65125/7091/1499/4300/10146/1432/3485/1501/1950/8549/1601/2308/331/1956/79971/57680/23291/7088/5879/4088/22881/857/607/29117/8434/55959/129293/3516/1001/1459/340419/7474/51701/9113",122
"GO:0044089","positive regulation of cellular component biogenesis","130/3107","498/18903",1.92333545904142e-08,3.37331669121876e-06,2.63755652131704e-06,"3987/57600/4233/2823/22871/55704/2059/8829/9448/26052/57451/4867/23075/1739/1809/55626/50807/80063/5305/51429/10602/96459/3084/5295/2241/84250/51196/27067/23332/3556/54828/9475/7415/7099/10152/8631/10979/26053/5581/4771/7162/324/23514/55604/342184/90102/23767/54674/9076/19/25/7010/10142/4478/1490/253260/57606/961/100506658/6101/7401/4131/673/8027/143098/55835/64805/51375/4926/1015/3791/23379/8440/9378/10733/347902/112574/948/27183/55755/5706/5058/5898/9873/7168/6093/10497/140609/10787/3958/7046/9750/171024/1003/23122/22998/2909/5795/627/6382/9530/6869/153241/3320/6249/23768/7429/10146/51100/55729/5789/10163/1778/55971/8976/10097/10563/25782/7879/89795/6386/54874/5879/4088/2150/857/129293/5021/1946/26047",130
"GO:0010975","regulation of neuron projection development","119/3107","446/18903",2.06117997791177e-08,3.48746193855493e-06,2.72680534348442e-06,"1123/57142/5454/10371/22871/55704/8829/10611/5396/23043/26052/4734/10512/653/55754/407007/1496/1809/7431/6695/5728/57689/2042/5997/23189/22891/11075/4133/23499/27067/4897/9863/9314/26115/7337/2803/10152/27/84709/9037/2146/54986/9723/1600/80258/57609/5530/9693/25/5584/4780/3480/57154/5604/4131/4916/1000/673/466/7504/26230/23271/2258/23303/120114/8428/22902/5793/1948/81545/5587/9353/7074/26259/9175/5911/950/5058/26037/8321/6616/4076/57698/6696/7025/5780/5048/23258/9798/7436/3475/2909/627/23327/9139/2889/238/8837/51199/1270/5789/10090/1601/411/407006/10097/57554/140578/55714/9896/223117/4504/57187/6498/1716/64764/7474/84062/1946",119
"GO:0061572","actin filament bundle organization","56/3107","164/18903",2.15836968609768e-08,3.48746193855493e-06,2.72680534348442e-06,"4233/55704/2059/4739/8829/7082/23075/56776/406991/1809/5295/7840/23332/9475/4430/5962/10979/800/4771/55604/5358/90102/25/51474/1490/1901/961/56907/5071/673/4082/9124/10580/123016/5074/23671/5058/7168/6093/5734/7046/57698/171024/23122/10395/22998/9530/6869/7429/4070/10163/55971/3693/5879/4088/10391",56
"GO:0016055","Wnt signaling pathway","121/3107","456/18903",2.20491587380363e-08,3.48746193855493e-06,2.72680534348442e-06,"351/6788/5218/25937/219771/23043/27303/10413/2737/5728/6789/1500/23189/64750/3836/79718/5563/4163/23499/23002/2131/115701/9863/9314/2776/7415/166336/80114/267/9839/4286/10979/53944/51366/7162/9037/4693/324/9736/81839/2309/84133/51384/25/8418/4790/55366/100113407/26959/57154/29969/2247/1000/6934/5071/8324/55789/5311/10082/1540/3484/115908/8323/10927/79577/7074/1456/259266/9686/27122/5562/2887/407036/8321/1906/169200/122011/3087/55031/8796/4040/8932/6382/406/23213/80351/26524/65125/7091/1499/4300/10146/1432/3485/1501/1950/8549/1601/2308/331/1956/79971/57680/23291/7088/5879/4088/22881/857/607/29117/8434/55959/129293/3516/1001/1459/340419/7474/51701/9113",121
"GO:0051017","actin filament bundle assembly","55/3107","160/18903",2.20935187745007e-08,3.48746193855493e-06,2.72680534348442e-06,"4233/55704/2059/4739/8829/7082/23075/56776/406991/1809/5295/7840/23332/9475/4430/5962/10979/800/4771/55604/5358/90102/25/51474/1490/1901/961/56907/5071/673/4082/9124/10580/123016/5074/23671/5058/7168/6093/5734/7046/171024/23122/10395/22998/9530/6869/7429/4070/10163/55971/3693/5879/4088/10391",55
"GO:1901888","regulation of cell junction assembly","65/3107","204/18903",3.59409972112758e-08,5.53491357053648e-06,4.32768361799444e-06,"3987/22871/351/8829/7082/5747/10611/9448/4867/7414/5728/2824/2042/23603/9748/5583/23499/27067/4593/23332/3556/54828/9475/10979/7162/342184/90102/23767/26280/4208/2693/9693/54674/9076/25/7010/4916/10082/7057/5786/3791/9378/347902/55209/6495/8321/6093/23122/10395/22998/5795/627/3553/79834/2889/51057/23768/5789/5879/4088/857/5021/7474/1946/26047",65
"GO:0031532","actin cytoskeleton reorganization","42/3107","111/18903",4.60473420224135e-08,6.9224504173695e-06,5.41258230789773e-06,"301/2059/4739/8829/7082/23043/2252/2549/83872/90550/2241/54828/4853/26053/23607/27/55604/9723/25/7010/1901/253260/5770/5156/4916/1525/8476/4289/80731/5911/84168/27032/5058/26037/5898/55742/8394/10788/55971/9855/84062/4627",42
"GO:0030111","regulation of Wnt signaling pathway","94/3107","336/18903",5.74572885299711e-08,8.43686790181948e-06,6.59668747137245e-06,"351/6788/5218/25937/219771/27303/10413/2737/6789/1500/23189/64750/3836/79718/4163/23499/115701/2776/7415/80114/267/9839/53944/51366/7162/9037/324/9736/2309/84133/25/8418/4790/55366/100113407/29969/2247/1000/6934/5071/8324/55789/1540/3484/115908/8323/10927/79577/7074/1456/259266/9686/27122/2887/8321/169200/122011/3087/55031/8796/8932/406/23213/80351/26524/65125/7091/1499/4300/10146/1432/3485/1501/1950/8549/1601/2308/331/1956/79971/57680/7088/4088/22881/857/8434/55959/129293/3516/1001/340419/7474/51701/9113",94
"GO:1990778","protein localization to cell periphery","94/3107","337/18903",6.70137616872367e-08,9.61647480211847e-06,7.51900818930957e-06,"80333/367/55704/9482/23043/10890/1739/115548/2042/63971/199920/288/23167/5295/5583/23499/2037/145567/1213/10550/481/51762/6711/9475/6769/5962/2803/8631/3799/5581/8301/7162/583/7871/10098/2181/2693/9693/5584/57154/51125/1000/2533/483/4644/10082/2258/3688/4926/11031/51735/5621/55022/10580/55327/123016/5318/27183/4301/5911/27032/4905/6616/6093/3958/2903/23122/5780/2770/4040/392509/102/23136/57120/8394/10434/9530/403/54585/2633/7429/9135/55690/1601/256764/1956/84668/7879/8766/493/857/9211/57217/10640",94
