Sample,Upregulated_Overlaps,Upregulated_Total,Upregulated_Percent,Downregulated_Overlaps,Downregulated_Total,Downregulated_Percent
SOX2.broadPeak,181.0,2121.0,8.533710513908535,356.0,969.0,36.738906088751285
