## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=analysis/qc/YAF_1_insert_size_histogram.pdf HISTOGRAM_WIDTH=1000 MINIMUM_PCT=0.5 INPUT=analysis/aligned/YAF_1.dedup.bam OUTPUT=analysis/qc/YAF_1_insert_size_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 06 07:27:57 CET 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
213	215	34	29	1122	241.908527	84.900486	10002627	FR	11	25	37	53	69	85	107	185	325	395	645			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
631	322
632	341
633	340
634	321
635	338
636	345
637	311
638	293
639	295
640	285
641	285
642	264
643	255
644	246
645	250
646	252
647	241
648	233
649	209
650	234
651	222
652	204
653	189
654	188
655	196
656	172
657	196
658	160
659	164
660	159
661	151
662	140
663	168
664	161
665	171
666	151
667	150
668	122
669	123
670	127
671	113
672	135
673	135
674	117
675	119
676	118
677	135
678	112
679	113
680	119
681	114
682	118
683	90
684	102
685	110
686	87
687	87
688	95
689	101
690	81
691	86
692	93
693	107
694	102
695	93
696	83
697	99
698	88
699	87
700	100
701	91
702	85
703	86
704	113
705	90
706	94
707	86
708	73
709	84
710	68
711	70
712	84
713	81
714	82
715	67
716	84
717	74
718	72
719	64
720	67
721	65
722	86
723	72
724	74
725	87
726	78
727	66
728	93
729	66
730	67
731	75
732	68
733	68
734	63
735	70
736	70
737	81
738	81
739	67
740	73
741	75
742	59
743	67
744	61
745	65
746	74
747	55
748	65
749	70
750	66
751	46
752	61
753	59
754	57
755	42
756	49
757	53
758	65
759	59
760	54
761	51
762	65
763	56
764	45
765	42
766	53
767	54
768	57
769	47
770	60
771	63
772	51
773	49
774	51
775	44
776	53
777	50
778	38
779	41
780	40
781	38
782	50
783	44
784	46
785	36
786	45
787	28
788	35
789	37
790	39
791	33
792	34
793	33
794	37
795	24
796	21
797	32
798	37
799	33
800	28
801	37
802	32
803	34
804	35
805	22
806	27
807	25
808	42
809	31
810	17
811	29
812	25
813	28
814	29
815	17
816	18
817	26
818	31
819	19
820	25
821	18
822	13
823	13
824	22
825	29
826	25
827	20
828	18
829	25
830	20
831	16
832	24
833	18
834	19
835	14
836	9
837	9
838	18
839	24
840	25
841	18
842	19
843	10
844	23
845	16
846	13
847	18
848	18
849	15
850	17
851	14
852	18
853	16
854	12
855	10
856	11
857	10
858	14
859	14
860	17
861	12
862	12
863	13
864	12
865	9
866	15
867	5
868	9
869	9
870	20
871	8
872	10
873	6
874	16
875	14
876	12
877	15
878	15
879	10
880	11
881	7
882	6
883	8
884	11
885	15
886	6
887	7
888	11
889	13
890	7
891	12
892	12
893	6
894	15
895	9
896	11
897	6
898	12
899	9
900	13
901	10
902	8
903	10
904	8
905	10
906	5
907	11
908	9
909	12
910	8
911	10
912	16
913	6
914	6
915	9
916	5
917	9
918	10
919	10
920	7
921	6
922	9
923	9
924	12
925	5
926	12
927	9
928	4
929	3
930	8
931	11
932	11
933	4
934	8
935	7
936	13
937	11
938	6
939	5
940	8
941	5
942	6
943	11
944	4
945	10
946	10
947	8
948	10
949	3
950	6
951	6
952	5
953	4
954	2
955	7
956	5
957	7
958	5
959	11
960	8
961	5
962	4
963	5
964	9
965	7
966	8
967	6
968	4
969	4
970	10
971	7
972	3
973	8
974	6
975	5
976	3
977	5
978	8
979	2
980	5
981	9
982	9
983	4
984	6
985	5
986	6
987	5
988	5
990	5
991	4
992	3
993	8
994	2
995	7
996	6
997	2
998	7
999	9
1000	5

