## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=analysis/qc/YAF_1_insert_size_histogram.pdf HISTOGRAM_WIDTH=1000 MINIMUM_PCT=0.5 INPUT=analysis/aligned/YAF_1.dedup.bam OUTPUT=analysis/qc/YAF_1_insert_size_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 06 07:27:57 CET 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
213	215	34	29	1122	241.908527	84.900486	10002627	FR	11	25	37	53	69	85	107	185	325	395	645			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
29	1
31	1
33	2
34	1
35	4
36	1
37	2
38	5
39	8
40	11
41	16
42	20
43	27
44	35
45	15
46	28
47	25
48	27
49	33
50	41
51	69
52	120
53	132
54	127
55	106
56	77
57	72
58	90
59	74
60	91
61	168
62	210
63	227
64	251
65	214
66	163
67	137
68	133
69	116
70	135
71	189
72	182
73	258
74	271
75	264
76	208
77	182
78	168
79	150
80	165
81	183
82	251
83	263
84	292
85	291
86	251
87	209
88	185
89	193
90	191
91	200
92	225
93	231
94	265
95	259
96	264
97	218
98	196
99	213
100	218
101	238
102	276
103	260
104	288
105	298
106	273
107	298
108	260
109	262
110	271
111	258
112	263
113	289
114	322
115	332
116	371
117	363
118	382
119	327
120	306
121	320
122	330
123	295
124	336
125	353
126	373
127	416
128	374
129	439
130	418
131	465
132	371
133	373
134	351
135	355
136	389
137	377
138	422
139	427
140	420
141	502
142	624
143	656
144	657
145	639
146	828
147	1301
148	2782
149	9150
150	44383
151	42247
152	48778
153	51208
154	52275
155	53395
156	53244
157	51613
158	40929
159	36872
160	36644
161	41694
162	53159
163	67066
164	79187
165	89925
166	95136
167	91667
168	78399
169	61906
170	49164
171	46511
172	53119
173	68376
174	88308
175	106487
176	117172
177	115863
178	101677
179	82308
180	64844
181	55475
182	55535
183	66031
184	83142
185	101259
186	114721
187	118742
188	111237
189	94406
190	76454
191	64799
192	61399
193	67353
194	79548
195	93876
196	108120
197	112547
198	118606
199	98812
200	87737
201	73105
202	105427
203	71667
204	76209
205	103855
206	103671
207	102039
208	103596
209	121043
210	80422
211	76360
212	64156
213	62380
214	75458
215	158886
216	83384
217	95776
218	88235
219	82078
220	69060
221	60712
222	55796
223	55506
224	57520
225	62427
226	65507
227	67897
228	66613
229	62695
230	57039
231	51222
232	47590
233	46855
234	48641
235	51939
236	54664
237	55435
238	52959
239	49455
240	45165
241	40255
242	38137
243	36532
244	37799
245	39722
246	42951
247	42986
248	40874
249	38233
250	34245
251	30663
252	28246
253	26654
254	26812
255	27515
256	28423
257	28649
258	28025
259	26846
260	24702
261	22407
262	20228
263	18889
264	18312
265	18360
266	18773
267	19057
268	19002
269	18442
270	17589
271	16212
272	14785
273	13837
274	13395
275	13009
276	13314
277	13500
278	13628
279	13596
280	13086
281	12219
282	11174
283	10249
284	9744
285	9885
286	9762
287	10179
288	10614
289	10831
290	10425
291	9974
292	9096
293	8364
294	7930
295	7957
296	7944
297	8603
298	9283
299	9921
300	10162
301	9881
302	8799
303	8110
304	7514
305	7235
306	7444
307	8095
308	9027
309	10153
310	10571
311	10511
312	10071
313	9226
314	8425
315	7941
316	8099
317	8706
318	9951
319	11049
320	12279
321	12577
322	12053
323	11196
324	10273
325	9745
326	9618
327	10167
328	11276
329	12892
330	14123
331	14918
332	14651
333	13966
334	12996
335	12161
336	11975
337	12250
338	13397
339	14585
340	16049
341	16692
342	17102
343	16320
344	15584
345	14643
346	14012
347	14436
348	15286
349	16158
350	17413
351	18020
352	18505
353	17817
354	17166
355	16518
356	15880
357	15920
358	16381
359	17292
360	18337
361	18913
362	18725
363	18825
364	18017
365	17295
366	16699
367	16507
368	16929
369	17480
370	18053
371	18442
372	18294
373	18041
374	17441
375	16747
376	16321
377	16097
378	16667
379	16910
380	16977
381	17616
382	17361
383	16998
384	16631
385	15652
386	15489
387	15264
388	15050
389	15178
390	15443
391	15691
392	15566
393	15217
394	14569
395	14055
396	13343
397	13156
398	13145
399	13223
400	13359
401	13169
402	13171
403	12962
404	12542
405	12005
406	11391
407	11020
408	10847
409	10832
410	10841
411	10617
412	10601
413	10267
414	9886
415	9506
416	9230
417	9056
418	8768
419	8484
420	8477
421	8375
422	8177
423	7985
424	7796
425	7532
426	7304
427	6954
428	6750
429	6650
430	6456
431	6344
432	6268
433	6146
434	5895
435	5678
436	5327
437	5060
438	5012
439	4822
440	4793
441	4662
442	4608
443	4463
444	4319
445	4143
446	4012
447	3838
448	3551
449	3425
450	3383
451	3362
452	3342
453	3201
454	2969
455	3001
456	2817
457	2697
458	2597
459	2547
460	2426
461	2371
462	2283
463	2291
464	2226
465	2175
466	2023
467	2043
468	1995
469	1889
470	1802
471	1767
472	1701
473	1728
474	1628
475	1656
476	1546
477	1474
478	1427
479	1387
480	1402
481	1348
482	1282
483	1305
484	1318
485	1337
486	1303
487	1249
488	1213
489	1206
490	1133
491	1135
492	1155
493	1207
494	1168
495	1140
496	1161
497	1079
498	1045
499	1029
500	1104
501	1036
502	1018
503	1073
504	1035
505	1016
506	1069
507	1086
508	1004
509	996
510	987
511	996
512	1033
513	1019
514	1009
515	1044
516	1117
517	1056
518	1048
519	995
520	1078
521	987
522	994
523	1040
524	1057
525	1039
526	1092
527	1086
528	1131
529	1065
530	1055
531	992
532	1095
533	1116
534	1098
535	1127
536	1111
537	1086
538	1102
539	1130
540	1079
541	1122
542	1081
543	1100
544	1099
545	1066
546	1073
547	1101
548	1118
549	1134
550	1130
551	1014
552	1087
553	1036
554	1113
555	1069
556	1070
557	1152
558	1137
559	1065
560	1092
561	1043
562	1026
563	1094
564	1104
565	1063
566	1060
567	995
568	1031
569	1046
570	1055
571	1024
572	1001
573	1050
574	1033
575	1004
576	1015
577	960
578	1000
579	977
580	918
581	947
582	916
583	883
584	862
585	862
586	836
587	809
588	850
589	828
590	821
591	797
592	731
593	796
594	736
595	760
596	776
597	731
598	720
599	668
600	724
601	689
602	693
603	658
604	663
605	620
606	590
607	619
608	606
609	587
610	591
611	537
612	547
613	568
614	550
615	527
616	505
617	513
618	499
619	495
620	441
621	436
622	449
623	420
624	410
625	421
626	394
627	416
628	319
629	348
630	343
