## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=analysis/qc/GFP_3_insert_size_histogram.pdf HISTOGRAM_WIDTH=1000 MINIMUM_PCT=0.5 INPUT=analysis/aligned_new/GFP_3.dedup.bam OUTPUT=analysis/qc/GFP_3_insert_size_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 06 14:20:12 CET 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
204	205	26	30	1102	227.352973	81.306849	24336750	FR	9	17	29	39	53	67	81	105	297	389	713			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
228	146192
229	137505
230	126663
231	114537
232	105515
233	102071
234	104153
235	107692
236	110951
237	111241
238	106719
239	99025
240	90990
241	82664
242	76770
243	74398
244	73649
245	77804
246	81167
247	81718
248	77178
249	70661
250	63083
251	57175
252	52768
253	49369
254	48604
255	48933
256	49606
257	48929
258	48004
259	44646
260	41026
261	37202
262	33821
263	31675
264	30197
265	29515
266	29544
267	29404
268	28486
269	27702
270	25906
271	23802
272	21735
273	20171
274	19544
275	18827
276	18613
277	19084
278	18924
279	18606
280	17188
281	16172
282	14754
283	13717
284	12837
285	12973
286	12925
287	13303
288	14039
289	14261
290	13718
291	12784
292	11540
293	10790
294	10186
295	10220
296	10494
297	11331
298	12268
299	13486
300	13439
301	12815
302	11869
303	10719
304	9914
305	9482
306	10299
307	11241
308	12981
309	14370
310	15123
311	15491
312	14327
313	13128
314	11918
315	11520
316	11806
317	13114
318	15015
319	17042
320	18564
321	19234
322	18448
323	17119
324	15866
325	15041
326	15145
327	16095
328	18036
329	20498
330	22219
331	23329
332	23246
333	22093
334	20467
335	19271
336	18892
337	19570
338	21705
339	23317
340	25571
341	26900
342	27068
343	26292
344	24853
345	23624
346	23038
347	23425
348	24454
349	26123
350	27893
351	29198
352	29387
353	28753
354	27845
355	26604
356	26131
357	26067
358	26852
359	27715
360	29318
361	30369
362	30182
363	29771
364	29039
365	27685
366	27315
367	27096
368	27402
369	28130
370	29215
371	29880
372	29305
373	29217
374	28249
375	27543
376	26620
377	26487
378	26738
379	26962
380	27545
381	27667
382	27606
383	26927
384	26308
385	25666
386	25032
387	24200
388	24518
389	24540
390	24469
391	24857
392	24647
393	24439
394	23501
395	22485
396	21837
397	21380
398	21256
399	21452
400	21032
401	21175
402	20697
403	20557
404	19913
405	19125
406	18490
407	17754
408	17471
409	17496
410	17311
411	17160
412	16938
413	16592
414	15891
415	15429
416	14799
417	14173
418	13862
419	13652
420	13573
421	13275
422	12991
423	12659
424	12304
425	11774
426	11164
427	10974
428	10656
429	10393
430	10350
431	9823
432	9768
433	9438
434	9032
435	8798
436	8239
437	7949
438	7772
439	7505
440	7426
441	7166
442	7031
443	6894
444	6604
445	6193
446	6011
447	5877
448	5780
449	5440
450	5298
451	5160
452	4883
453	4938
454	4721
455	4532
456	4272
457	4240
458	3991
459	3871
460	3759
461	3646
462	3495
463	3540
464	3411
465	3262
466	3181
467	3001
468	2941
469	2802
470	2720
471	2734
472	2675
473	2694
474	2598
475	2557
476	2454
477	2409
478	2306
479	2280
480	2173
481	2294
482	2209
483	2271
484	2222
485	2156
486	2081
487	2136
488	2068
489	1979
490	1994
491	2017
492	2077
493	2079
494	2202
495	2175
496	2047
497	2182
498	2073
499	1981
500	2080
501	2149
502	2129
503	2100
504	2287
505	2240
506	2204
507	2249
508	2239
509	2195
510	2236
511	2202
512	2303
513	2340
514	2375
515	2455
516	2484
517	2503
518	2618
519	2491
520	2444
521	2554
522	2625
523	2579
524	2665
525	2699
526	2804
527	2883
528	2917
529	2836
530	2838
531	2860
532	2894
533	2901
534	2902
535	2999
536	3053
537	3062
538	3029
539	3033
540	3126
541	3070
542	3175
543	3201
544	3229
545	3269
546	3307
547	3316
548	3179
549	3346
550	3306
551	3240
552	3335
553	3342
554	3282
555	3354
556	3297
557	3320
558	3367
559	3276
560	3366
561	3373
562	3314
563	3273
564	3256
565	3327
566	3306
567	3298
568	3202
569	3349
570	3277
571	3282
572	3176
573	3145
574	3236
575	3176
576	3253
577	3046
578	3023
579	3035
580	2948
581	2930
582	2827
583	3012
584	2827
585	2852
586	2833
587	2891
588	2764
589	2710
590	2650
591	2615
592	2609
593	2599
594	2534
595	2535
596	2535
597	2452
598	2418
599	2480
600	2260
601	2293
602	2216
603	2239
604	2171
605	2079
606	2015
607	1944
608	1951
609	1922
610	1903
611	1938
612	1800
613	1793
614	1741
615	1699
616	1607
617	1604
618	1591
619	1518
620	1424
621	1382
622	1433
623	1420
624	1423
625	1262
626	1285
627	1162
628	1245
629	1236
630	1162
631	1157
632	1083
633	1099
634	1043
635	995
636	1000
637	987
638	971
639	881
640	828
641	866
642	855
643	835
644	790
645	758
646	806
647	762
648	681
649	690
650	649
651	673
652	634
653	615
654	624
655	543
656	555
657	538
658	569
659	489
660	508
661	475
662	507
663	499
664	469
665	485
666	456
667	443
668	449
669	435
670	441
671	422
672	441
673	394
674	392
675	392
676	407
677	399
678	420
679	388
680	377
681	377
682	383
683	350
684	332
685	355
686	330
687	372
688	357
689	341
690	295
691	288
692	342
693	357
694	295
695	320
696	351
697	339
698	287
699	307
700	342
701	330
702	351
703	331
704	360
705	329
706	333
707	356
708	343
709	332
710	360
711	323
712	347
713	324
714	342
715	339
716	329
717	316
718	333
719	326
720	316
721	362
722	315
723	283
724	351
725	329
726	302
727	333
728	344
729	324
730	332
731	296
732	325
733	307
734	342
735	339
736	339
737	335
738	308
739	286
740	307
741	328
742	286
743	303
744	279
745	320
746	309
747	292
748	294
749	292
750	306
751	296
752	277
753	326
754	323
755	283
756	276
757	300
758	300
759	292
760	292
761	283
762	245
763	266
764	246
765	256
766	259
767	266
768	268
769	261
770	259
771	263
772	253
773	237
774	253
775	246
776	236
777	244
778	218
779	210
780	219
781	229
782	199
783	198
784	210
785	229
786	178
787	195
788	187
789	207
790	192
791	192
792	190
793	174
794	169
795	158
796	154
797	163
798	164
799	169
800	147
801	156
802	134
803	151
804	135
805	119
806	108
807	143
808	111
809	125
810	116
811	104
812	130
813	111
814	117
815	93
816	120
817	92
818	110
819	92
820	100
821	80
822	91
823	92
824	113
825	79
826	79
827	72
828	61
829	72
830	72
831	72
832	77
833	62
834	59
835	61
836	56
837	59
838	66
839	60
840	60
841	49
842	53
843	55
844	57
845	54
846	56
847	57
848	58
849	52
850	45
851	47
852	44
853	47
854	50
855	37
856	41
857	43
858	38
859	48
860	45
861	30
862	41
863	47
864	43
865	45
866	46
867	49
868	41
869	40
870	39
871	29
872	43
873	38
874	32
875	32
876	32
877	33
878	25
879	28
880	32
881	35
882	28
883	30
884	43
885	37
886	18
887	26
888	29
889	22
890	38
891	31
892	22
893	18
894	27
895	25
896	23
897	24
898	21
899	14
900	30
901	25
902	24
903	33
904	24
905	25
906	33
907	22
908	23
909	31
910	23
911	33
912	28
913	11
914	24
915	25
916	29
917	23
918	20
919	22
920	24
921	23
922	17
923	26
924	23
925	23
926	25
927	22
928	17
929	16
930	22
931	27
932	20
933	20
934	21
935	19
936	19
937	18
938	18
939	16
940	26
941	30
942	19
943	16
944	14
945	22
946	20
947	20
948	15
949	19
950	22
951	13
952	11
953	15
954	16
955	17
956	17
957	16
958	11
959	12
960	12
961	15
962	9
963	10
964	12
965	14
966	20
967	14
968	15
969	15
970	13
971	14
972	16
973	18
974	23
975	14
976	14
977	10
978	14
979	12
980	8
981	9
982	14
983	9
984	6
985	7
986	12
987	13
988	13
989	12
990	12
991	11
992	7
993	11
994	12
995	18
996	9
997	7
998	7
999	15
1000	8

