## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=analysis/qc/YAF_2_insert_size_histogram.pdf HISTOGRAM_WIDTH=1000 MINIMUM_PCT=0.5 INPUT=analysis/aligned_new/YAF_2.dedup.bam OUTPUT=analysis/qc/YAF_2_insert_size_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 06 15:58:51 CET 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
202	202	21	29	1107	219.074219	76.024678	36625661	FR	5	9	19	29	43	59	75	95	195	357	713			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
460	5757
461	5773
462	5794
463	5693
464	5368
465	5464
466	5218
467	5180
468	5019
469	5060
470	4811
471	4898
472	4760
473	4866
474	4635
475	4684
476	4528
477	4446
478	4420
479	4346
480	4308
481	4170
482	4177
483	4173
484	4160
485	4184
486	4076
487	4035
488	4101
489	3857
490	3818
491	3885
492	3826
493	3947
494	3899
495	3815
496	3853
497	3779
498	3709
499	3645
500	3606
501	3648
502	3569
503	3512
504	3605
505	3622
506	3705
507	3625
508	3592
509	3604
510	3599
511	3498
512	3673
513	3656
514	3640
515	3622
516	3698
517	3690
518	3611
519	3521
520	3551
521	3558
522	3552
523	3664
524	3689
525	3627
526	3752
527	3687
528	3630
529	3565
530	3673
531	3666
532	3642
533	3694
534	3662
535	3599
536	3740
537	3767
538	3745
539	3747
540	3697
541	3760
542	3646
543	3777
544	3813
545	3753
546	3824
547	3752
548	3838
549	3689
550	3756
551	3722
552	3724
553	3760
554	3756
555	3727
556	3801
557	3786
558	3854
559	3797
560	3533
561	3717
562	3704
563	3637
564	3712
565	3704
566	3645
567	3704
568	3582
569	3596
570	3580
571	3708
572	3638
573	3545
574	3544
575	3476
576	3497
577	3537
578	3435
579	3436
580	3440
581	3340
582	3215
583	3270
584	3315
585	3288
586	3208
587	3218
588	3237
589	3276
590	3235
591	3118
592	3254
593	3005
594	2937
595	3057
596	3073
597	2848
598	2940
599	2946
600	2924
601	2810
602	2860
603	2684
604	2738
605	2691
606	2648
607	2602
608	2531
609	2458
610	2461
611	2530
612	2353
613	2359
614	2311
615	2287
616	2270
617	2242
618	2259
619	2198
620	2107
621	2093
622	2105
623	2055
624	1929
625	1971
626	1876
627	1880
628	1847
629	1821
630	1900
631	1855
632	1792
633	1789
634	1674
635	1661
636	1621
637	1685
638	1635
639	1580
640	1596
641	1480
642	1512
643	1431
644	1409
645	1482
646	1423
647	1446
648	1396
649	1355
650	1345
651	1318
652	1311
653	1299
654	1238
655	1253
656	1218
657	1130
658	1090
659	1135
660	1086
661	1102
662	1081
663	1073
664	1056
665	1027
666	1038
667	1032
668	1001
669	937
670	940
671	981
672	942
673	868
674	962
675	856
676	912
677	856
678	868
679	859
680	853
681	895
682	809
683	830
684	835
685	808
686	823
687	743
688	825
689	754
690	737
691	812
692	719
693	794
694	695
695	713
696	685
697	691
698	760
699	751
700	774
701	706
702	686
703	735
704	710
705	703
706	678
707	667
708	696
709	672
710	706
711	657
712	692
713	691
714	692
715	700
716	653
717	659
718	620
719	643
720	622
721	637
722	647
723	607
724	629
725	663
726	628
727	630
728	609
729	621
730	636
731	617
732	605
733	596
734	667
735	601
736	587
737	559
738	576
739	619
740	561
741	607
742	580
743	544
744	570
745	520
746	553
747	576
748	516
749	554
750	514
751	496
752	495
753	524
754	535
755	556
756	498
757	521
758	506
759	529
760	510
761	514
762	495
763	460
764	450
765	466
766	481
767	445
768	450
769	469
770	409
771	446
772	468
773	454
774	456
775	432
776	407
777	417
778	424
779	419
780	432
781	407
782	378
783	415
784	447
785	412
786	386
787	398
788	356
789	385
790	365
791	354
792	372
793	340
794	360
795	359
796	343
797	335
798	325
799	339
800	322
801	316
802	296
803	328
804	298
805	273
806	259
807	294
808	277
809	258
810	274
811	268
812	275
813	241
814	271
815	259
816	246
817	245
818	214
819	218
820	233
821	224
822	210
823	215
824	216
825	252
826	198
827	218
828	199
829	202
830	201
831	173
832	198
833	163
834	192
835	169
836	203
837	219
838	168
839	202
840	175
841	189
842	144
843	159
844	165
845	157
846	170
847	146
848	136
849	161
850	150
851	137
852	127
853	140
854	146
855	149
856	132
857	115
858	149
859	136
860	154
861	136
862	147
863	143
864	121
865	133
866	126
867	110
868	128
869	132
870	125
871	125
872	115
873	121
874	82
875	123
876	103
877	124
878	108
879	103
880	113
881	127
882	92
883	90
884	93
885	100
886	87
887	103
888	105
889	111
890	108
891	121
892	108
893	111
894	114
895	86
896	100
897	76
898	88
899	85
900	94
901	93
902	93
903	94
904	114
905	93
906	78
907	80
908	92
909	92
910	88
911	94
912	94
913	100
914	80
915	84
916	79
917	80
918	80
919	107
920	78
921	71
922	93
923	71
924	90
925	71
926	79
927	80
928	79
929	68
930	71
931	57
932	73
933	68
934	70
935	76
936	79
937	65
938	77
939	90
940	70
941	64
942	62
943	56
944	70
945	54
946	59
947	63
948	56
949	58
950	48
951	50
952	45
953	64
954	61
955	44
956	53
957	49
958	47
959	50
960	48
961	40
962	47
963	48
964	47
965	56
966	48
967	45
968	52
969	41
970	44
971	41
972	41
973	44
974	55
975	50
976	40
977	37
978	43
979	44
980	45
981	42
982	37
983	42
984	42
985	39
986	37
987	36
988	36
989	40
990	49
991	31
992	33
993	38
994	47
995	45
996	28
997	27
998	27
999	37
1000	36

