## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=analysis/qc/GFP_2_insert_size_histogram.pdf HISTOGRAM_WIDTH=1000 MINIMUM_PCT=0.5 INPUT=analysis/aligned/GFP_2.dedup.bam OUTPUT=analysis/qc/GFP_2_insert_size_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 06 07:36:42 CET 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
205	202	27	27	1111	227.644179	72.766359	14774121	FR	9	19	31	41	55	69	85	109	293	365	501			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
697	42
698	46
699	25
700	40
701	39
702	37
703	53
704	40
705	39
706	50
707	44
708	48
709	41
710	34
711	25
712	30
713	22
714	37
715	27
716	32
717	39
718	37
719	47
720	33
721	41
722	45
723	31
724	30
725	38
726	36
727	30
728	36
729	29
730	40
731	30
732	24
733	35
734	31
735	39
736	36
737	41
738	42
739	35
740	35
741	25
742	25
743	31
744	34
745	24
746	31
747	31
748	34
749	35
750	36
751	28
752	34
753	28
754	26
755	20
756	30
757	23
758	27
759	29
760	34
761	20
762	27
763	30
764	25
765	23
766	23
767	34
768	24
769	31
770	26
771	17
772	27
773	23
774	28
775	31
776	18
777	20
778	26
779	18
780	21
781	23
782	23
783	26
784	23
785	25
786	21
787	18
788	18
789	22
790	20
791	26
792	25
793	17
794	14
795	14
796	17
797	19
798	13
799	21
800	14
801	12
802	10
803	15
804	22
805	12
806	15
807	18
808	16
809	14
810	14
811	10
812	15
813	15
814	20
815	19
816	17
817	9
818	13
819	12
820	11
821	16
822	13
823	12
824	11
825	11
826	11
827	15
828	9
829	10
830	11
831	12
832	16
833	16
834	13
835	14
836	8
837	10
838	10
839	9
840	11
841	9
842	7
843	9
844	13
845	10
846	9
847	10
848	14
849	8
850	8
851	9
852	9
853	7
854	7
855	5
856	13
857	6
858	13
859	9
860	8
861	5
862	12
863	17
864	7
865	7
866	13
867	6
868	6
869	11
870	15
871	13
872	8
873	9
874	14
875	18
876	12
877	5
878	10
879	8
880	12
881	10
882	9
883	14
884	6
885	14
886	7
887	9
888	6
889	14
890	12
891	4
892	9
893	5
894	7
895	10
896	8
897	9
898	12
899	6
900	14
901	3
902	12
903	6
904	14
905	9
906	11
907	9
908	7
909	11
910	14
911	7
912	8
913	14
914	8
915	13
916	7
917	17
918	11
919	12
920	16
921	4
922	8
923	9
924	11
925	15
926	7
927	3
928	7
929	6
930	3
931	8
932	11
933	6
934	3
935	6
936	11
937	9
938	7
939	8
940	7
941	3
942	6
943	10
944	6
945	2
946	3
947	9
948	2
949	10
950	8
951	1
952	8
953	7
954	6
955	11
956	11
957	10
958	3
959	4
960	7
961	9
962	10
963	4
964	4
965	5
966	6
967	2
968	6
969	7
970	5
971	6
972	3
973	9
974	9
975	3
976	2
977	8
978	13
979	6
980	6
981	6
982	4
983	7
984	10
985	8
986	5
987	4
988	2
989	2
990	10
991	5
992	1
993	8
994	5
995	3
996	4
997	1
998	7
999	5
1000	7

