## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=analysis/qc/GFP_2_insert_size_histogram.pdf HISTOGRAM_WIDTH=1000 MINIMUM_PCT=0.5 INPUT=analysis/aligned/GFP_2.dedup.bam OUTPUT=analysis/qc/GFP_2_insert_size_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 06 07:36:42 CET 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
205	202	27	27	1111	227.644179	72.766359	14774121	FR	9	19	31	41	55	69	85	109	293	365	501			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
27	1
28	1
30	1
32	2
33	3
34	2
35	4
36	4
37	2
38	6
39	7
40	10
41	19
42	20
43	20
44	38
45	21
46	15
47	23
48	22
49	36
50	46
51	77
52	92
53	97
54	99
55	68
56	51
57	40
58	43
59	61
60	71
61	102
62	158
63	160
64	155
65	139
66	100
67	99
68	77
69	77
70	104
71	94
72	122
73	161
74	167
75	168
76	126
77	106
78	109
79	111
80	103
81	127
82	148
83	155
84	170
85	160
86	130
87	145
88	102
89	133
90	118
91	141
92	147
93	153
94	162
95	174
96	169
97	157
98	143
99	157
100	168
101	157
102	179
103	182
104	184
105	208
106	190
107	197
108	190
109	191
110	205
111	178
112	205
113	225
114	260
115	240
116	282
117	279
118	251
119	245
120	246
121	252
122	196
123	221
124	243
125	256
126	255
127	298
128	326
129	334
130	368
131	354
132	313
133	310
134	314
135	299
136	351
137	382
138	371
139	411
140	434
141	552
142	676
143	663
144	631
145	695
146	867
147	1289
148	2506
149	8266
150	69921
151	77027
152	85390
153	87286
154	87818
155	87989
156	88836
157	86492
158	70932
159	64781
160	66259
161	75723
162	94983
163	117237
164	136020
165	152701
166	161468
167	157017
168	136868
169	110018
170	88552
171	83958
172	94699
173	119761
174	151063
175	181317
176	198699
177	198248
178	176453
179	145447
180	115838
181	99179
182	99358
183	115507
184	142122
185	171899
186	194639
187	201432
188	189470
189	163650
190	134730
191	113923
192	107345
193	114463
194	132871
195	155242
196	177464
197	187349
198	192204
199	174096
200	164779
201	131833
202	219036
203	137870
204	129861
205	175841
206	176783
207	170120
208	168672
209	186486
210	136966
211	124390
212	105756
213	102925
214	115482
215	187105
216	136687
217	135055
218	131666
219	122988
220	108552
221	97406
222	88949
223	86354
224	88185
225	92587
226	96895
227	98431
228	97686
229	91626
230	84129
231	76757
232	70956
233	68878
234	69541
235	71755
236	74324
237	74109
238	71795
239	67898
240	62033
241	56279
242	52370
243	50086
244	50109
245	51581
246	52476
247	53046
248	50635
249	47838
250	43469
251	39442
252	36184
253	34512
254	33974
255	33797
256	34012
257	33968
258	33306
259	31576
260	29147
261	26661
262	24280
263	22631
264	21567
265	21518
266	21306
267	21248
268	21155
269	20057
270	18927
271	17272
272	15764
273	14499
274	14119
275	13499
276	13624
277	13647
278	13701
279	13552
280	12865
281	11856
282	10959
283	10040
284	9378
285	9283
286	9607
287	9939
288	10486
289	10450
290	10090
291	9387
292	8615
293	7927
294	7449
295	7451
296	7910
297	8468
298	9483
299	10104
300	10447
301	9904
302	8944
303	8144
304	7360
305	7326
306	7603
307	8574
308	9916
309	11479
310	12036
311	11997
312	11178
313	10142
314	9253
315	8777
316	8993
317	10156
318	11753
319	13258
320	14494
321	15223
322	14731
323	13609
324	12522
325	11661
326	11743
327	12670
328	13988
329	15794
330	17751
331	18507
332	18491
333	17459
334	16125
335	14961
336	14970
337	15352
338	16765
339	18286
340	20145
341	20857
342	21185
343	20251
344	19602
345	18614
346	18038
347	18171
348	19013
349	20451
350	21609
351	22378
352	22781
353	22271
354	21325
355	20768
356	19830
357	19886
358	20516
359	20996
360	21943
361	22781
362	22550
363	22792
364	21697
365	20937
366	20672
367	20048
368	20661
369	20949
370	21964
371	22375
372	22235
373	21676
374	20758
375	20049
376	19396
377	19439
378	19431
379	19479
380	20153
381	20097
382	20007
383	19554
384	18639
385	17966
386	17561
387	17396
388	17099
389	16779
390	17147
391	17185
392	17099
393	16752
394	16069
395	15519
396	15051
397	14547
398	14185
399	13972
400	14233
401	14181
402	13828
403	13446
404	12940
405	12158
406	11925
407	11598
408	11327
409	11056
410	11092
411	10831
412	10695
413	10343
414	9945
415	9666
416	9211
417	8837
418	8727
419	8327
420	8299
421	8082
422	7839
423	7703
424	7272
425	6928
426	6732
427	6363
428	6064
429	5912
430	5857
431	5675
432	5568
433	5306
434	5270
435	4956
436	4736
437	4520
438	4299
439	4073
440	3883
441	3959
442	3706
443	3684
444	3495
445	3352
446	3241
447	2976
448	3047
449	2852
450	2654
451	2709
452	2560
453	2426
454	2373
455	2191
456	2151
457	2012
458	1947
459	1841
460	1778
461	1785
462	1690
463	1677
464	1559
465	1461
466	1462
467	1370
468	1342
469	1303
470	1265
471	1180
472	1172
473	1165
474	1175
475	1092
476	1042
477	992
478	947
479	863
480	964
481	875
482	889
483	920
484	848
485	835
486	900
487	841
488	822
489	770
490	780
491	803
492	833
493	788
494	787
495	753
496	761
497	822
498	782
499	782
500	760
501	718
502	709
503	730
504	745
505	760
506	783
507	751
508	750
509	769
510	770
511	817
512	762
513	765
514	755
515	832
516	861
517	750
518	815
519	839
520	795
521	824
522	830
523	869
524	812
525	860
526	836
527	887
528	864
529	823
530	858
531	841
532	850
533	848
534	867
535	918
536	888
537	806
538	863
539	853
540	888
541	862
542	932
543	859
544	897
545	856
546	910
547	907
548	875
549	902
550	833
551	846
552	817
553	856
554	865
555	929
556	847
557	891
558	859
559	852
560	794
561	789
562	804
563	812
564	786
565	789
566	763
567	817
568	775
569	773
570	743
571	737
572	741
573	758
574	744
575	667
576	673
577	698
578	696
579	673
580	655
581	661
582	651
583	655
584	606
585	618
586	593
587	552
588	558
589	548
590	516
591	527
592	524
593	519
594	507
595	490
596	450
597	467
598	466
599	441
600	431
601	427
602	424
603	416
604	423
605	394
606	430
607	378
608	345
609	371
610	350
611	334
612	319
613	306
614	308
615	332
616	300
617	301
618	304
619	258
620	237
621	267
622	256
623	232
624	229
625	222
626	247
627	200
628	203
629	198
630	207
631	189
632	183
633	176
634	176
635	170
636	145
637	127
638	156
639	160
640	158
641	133
642	122
643	121
644	101
645	113
646	112
647	114
648	116
649	87
650	105
651	110
652	89
653	82
654	91
655	95
656	111
657	82
658	81
659	83
660	78
661	81
662	59
663	76
664	70
665	65
666	75
667	63
668	52
669	55
670	60
671	59
672	43
673	66
674	51
675	50
676	52
677	47
678	52
679	58
680	50
681	41
682	49
683	40
684	42
685	39
686	53
687	46
688	44
689	52
690	41
691	45
692	37
693	49
694	56
695	47
696	41
