Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Human_Gene_Atlas	CardiacMyocytes	62/273	9.838200e-02	7.512808e-01	0	0	1.221601e+00	2.832768e+00	WDR1;GRIK1;SLC7A11;CDC14A;ZCCHC14;CTGF;CDH6;SENP6;HTR7;EFEMP1;CDH2;SGCB;DPYSL3;PHLDA1;EDIL3;EDN1;POSTN;TPM4;FNDC3B;TICAM1;LATS1;MTAP;IQCK;MMP16;PCCA;THAP9;CAT;RARB;ZNF155;MTMR2;FH;LAMA2;SEMA3C;PCDH10;TNKS;NTN4;RNF6;DNAH9;LPAR4;THBS1;ECT2;PDLIM5;ANKRD50;PDLIM7;NLGN4Y;WWTR1;JAG1;PLK2;NEK7;SORBS1;SULF1;FOSL2;MARCKS;DHRS9;NFIB;COL5A2;GNRH1;RAB3GAP2;ZNF613;PLCH1;KRAS;NF2
Human_Gene_Atlas	pineal day	148/694	1.097463e-01	7.682238e-01	0	0	1.128544e+00	2.493613e+00	FHOD3;ZNF330;PRDM4;FBXO28;DCAF8;CDH8;HERC3;DACH1;CCDC91;POGZ;GRB10;BBX;PLCE1;SLC35A5;MAP3K5;PPFIA2;UNC13B;ACVR1;EPHA5;CADPS2;RALGAPA1;LIG4;FNDC3A;SCAMP1;CASD1;C6ORF141;CRNKL1;MID1;SUPT7L;DOPEY1;TPST1;TANC1;ZNF91;RUFY3;PSME4;AKAP9;PRR16;SLC27A6;NHLRC2;ANAPC13;BEX1;CTBP2;NTM;CREBL2;BAZ2B;ZNF24;GTF2E1;PRPF8;DYNC2LI1;BCL2L13;RHOT1;MAP2;MYO6;MAP7;ISOC1;LONRF1;MPDZ;MAP9;SOCS5;MARK1;MGEA5;FZD3;CADM1;WSCD1;IFI44;ESRRG;LARP4;MCC;ESR1;TMEM231;CNTN1;UBA3;SPATS2L;MEIS3P1;FGF12;DZIP3;ROBO2;PTPRR;BMPR2;CSRNP3;CHD9;UFSP2;FMN2;IDE;ARHGAP5;PPP1R9A;RYR3;PHTF1;MED13;UBL3;ZMYM4;LRRTM2;LRRFIP2;RNF150;BBS4;ARHGEF11;DST;SGIP1;LRRC49;PDE4D;ELMOD1;TBC1D9;VEZF1;NRG1;ZNF75D;DUSP8;ZNF638;CDH10;TERF2IP;VAMP2;ST6GALNAC5;PHLPP1;PELI2;TULP4;ZDHHC21;MRPS30;HDAC8;FAM169A;TOB2;CLCN3;THBS4;AP3M2;DNAJB2;FAM168A;SLITRK2;ERBB4;DNAJB4;SLITRK6;CKB;GPC6;CBR4;PDLIM7;ZNF585A;ATAD1;ZNF462;USP9Y;MCF2;AGL;LSAMP;PLEKHA3;CDC42BPA;RANBP6;TTC19;KLHL9;PPP2R2B;RIMBP2;RAB3GAP2;TNRC6A
Human_Gene_Atlas	Ovary	11/41	1.580361e-01	9.999941e-01	0	0	1.521440e+00	2.806953e+00	PRPS2;FRMD5;CHST7;CEBPD;CALD1;ADAMTS1;YTHDC2;ALDH7A1;AASS;IGF1R;FOSL2
Human_Gene_Atlas	CD19+ BCells(neg. sel.)	88/412	1.745887e-01	9.999941e-01	0	0	1.128816e+00	1.970147e+00	ITSN2;CNTNAP2;WDR48;BTG1;PRDM4;UBE2D2;C1ORF131;JMJD1C;ARID4B;OSBPL10;LSM10;HMGN4;ING3;RPS6KA5;PPP3CC;ALKBH1;NCK2;HIST1H2AE;PDE4B;BBX;TLK1;KPNA5;CSNK1G3;PLEKHG1;MORC3;PPP1R12A;ELOVL5;SWAP70;STX7;CGRRF1;KMO;SIRT1;FOXP1;RAP2C;ADAM19;PIK3CA;RRAGC;NFX1;MTF2;WAC;SNRNP27;ZNF678;RP9;EAPP;RHOQ;ZNF430;ZCCHC7;PXK;TIMM9;GCNT1;ZNF22;ZDHHC21;ZNF24;TRAK1;ARHGAP15;KRCC1;HDAC9;MALT1;RPF1;DGUOK;ABLIM1;RNF113A;IFI16;DPH5;CEPT1;LONRF1;ZSCAN16;MAP4K4;IGBP1;UVRAG;PTPN1;ZNF383;H3F3B;WTAP;PHF11;KLHL24;USP28;KLHL20;MARCH1;IRAK1BP1;SESTD1;CLCF1;CHMP2B;RAD17;SP140L;ACBD3;ZNF136;EBAG9
Human_Gene_Atlas	pineal night	140/674	1.989738e-01	9.999941e-01	0	0	1.090041e+00	1.759960e+00	FHOD3;AHCYL2;PRDM4;DENND5B;FBXO28;HERC3;DACH1;GRB10;BBX;PLCE1;SLC35A5;SLC16A4;RGS6;UNC13B;ACVR1;EPHA5;RALGAPA1;UBE2E3;FNDC3A;SCAMP1;CASD1;SUPT7L;DOPEY1;TPST1;ARMCX1;ZNF91;RUFY3;AKAP9;PRR16;NHLRC2;SIK2;BEX1;CTBP2;PDE1C;HHLA3;NTM;NEDD4L;ARHGAP18;CREBL2;NLK;GTF2E1;DYNC2LI1;BCL2L13;RHOT1;MAP2;EPB41L3;MYO6;MAP7;ISOC1;TP53BP1;LONRF1;MPDZ;TRPM3;MARK1;MGEA5;FZD3;CADM1;WSCD1;IFI44;NR1D2;ESRRG;LARP4;TMEM231;APPBP2;CNTN1;NF2;MEIS3P1;PI4KB;DZIP3;ROBO2;CNTNAP2;PCSK1;PTPRR;BMPR2;CSRNP3;CHD9;UFSP2;FMN2;GRIK2;ARHGAP5;PPP1R9A;RYR3;PHTF1;DSTYK;ZC3H7B;LRRTM2;RNF150;ARHGEF11;DST;LRRC49;PDE4D;ELMOD1;VEZF1;DUSP8;PGM2L1;PTBP2;ZNF638;CDH10;CRY2;TERF2IP;VAMP2;ST6GALNAC5;RNFT2;PHLPP1;PELI2;WBP4;TULP4;ZDHHC21;PTN;MRPS30;HDAC8;FAM169A;TOB2;CLCN3;HSPA13;THBS4;DNAJB2;ERBB4;DNAJB4;SLITRK6;GPC6;SLC25A25;DYNC1I1;PDLIM7;ZNF585A;RANBP2;ZNF462;USP9Y;MCF2;AGL;LSAMP;PLEKHA3;SORBS2;CDC42BPA;TTC19;KLHL9;RAB12;RIMBP2;RAB3GAP2;TNRC6A
Human_Gene_Atlas	CD56+ NKCells	154/752	2.435404e-01	9.999941e-01	0	0	1.070319e+00	1.511797e+00	MIDN;TES;FAM89B;WIPF1;SMC5;CBLB;GIMAP6;CCAR1;RNF115;HMGN4;RASSF1;NBN;KPNA3;CCDC93;GOLGA7;CAST;MED1;GBP5;ZNF281;ZBTB38;ARRDC3;RC3H1;ARMC8;EML2;NRBP1;XRN1;RFX7;PSME4;RAB35;KLRF1;SNRNP27;ELMO2;TOX;ANKRA2;ATF6;CGGBP1;MACF1;L3MBTL3;MEAF6;CTBP2;TXK;ATXN7L3B;UBR1;PIK3R1;KRCC1;GSPT2;RAP1B;DGUOK;MIER1;MBP;ZNF148;IVNS1ABP;TOR1A;POLR3GL;SYNRG;TRIP4;TBCC;LNPEP;FOXN3;MEX3C;GPN1;FOSL2;EHD1;ID2;NMT1;ZNF654;ZNF134;KDM5A;DENND1B;DYRK2;SYNE2;PIK3CG;SYNE1;AKAP13;NIPBL;PPP3CC;TMEM43;UBE2Q1;PPP2R5E;GATAD1;C19ORF12;ZNF644;BBS4;ACTR3;NCOA1;BRD2;USP47;PPP1R12A;PARP4;DTX3L;ATMIN;BTN3A1;STARD3NL;BTN3A3;PPP2R5C;TERF1;COMMD7;TTC38;PARP8;ARL4C;DNAJC1;RAP2B;ELF4;PAPD5;WAC;RBMS1;VAMP4;SOS2;MAPRE2;STK40;PTGER4;DDX28;SAMD9;C15ORF41;NEDD9;RNF6;MAT2B;ADD3;TMEM71;RXRB;BCLAF1;RNF113A;GNG2;RNF139;IFI16;RSBN1L;STX6;MAPK1;FYN;SLC25A20;HEATR6;GBP2;ARFGEF1;ATF7IP;WTAP;AGK;GALNT1;PLCL2;AP3D1;PDE4DIP;ELP3;PLEKHA3;PTPN12;USP28;KLF3;RGP1;REST;TAOK3;RPS6KB1;STK17A;PTPN9;KRAS;PTPN4;ASB1
Human_Gene_Atlas	OlfactoryBulb	19/83	2.500683e-01	9.999941e-01	0	0	1.231786e+00	1.707281e+00	LIMCH1;SECISBP2L;PRKCA;PRICKLE1;ABCA8;LARP4;S100B;EHBP1;GPR137B;SSFA2;SGCB;CASKIN2;EPB41L2;KIF13B;NEK1;SLC27A6;DMD;SLIT2;NES
Human_Gene_Atlas	UterusCorpus	22/98	2.599818e-01	9.999941e-01	0	0	1.201110e+00	1.618068e+00	TRIO;COL24A1;RC3H1;NRG1;ANTXR1;ESR1;GEM;DCBLD1;ADAMTS16;PHF20L1;FSTL5;PTPRB;TXLNB;CLCF1;TRIM3;PDPN;ZNF669;CTNNA1;FAT4;PATZ1;LEFTY2;ZNF333
Human_Gene_Atlas	BronchialEpithelialCells	57/280	3.706542e-01	9.999941e-01	0	0	1.060462e+00	1.052494e+00	PYGB;GMFB;SAT1;RND3;FARS2;PPP4R1;PLS3;UPP1;PHLDA1;ANXA2;TNFRSF12A;HMGCS1;DST;ITGA2;MYOF;IL18;ACSL3;SERPINB7;DKK1;TOM1L1;SLC7A5;KCTD9;PARD3;B3GNT5;ADAM9;ALDH7A1;CD44;YAP1;SEMA3C;AMIGO2;TWF1;NMD3;HMGCR;THBS1;PTHLH;FLRT3;TP53TG1;PDPN;IGF2BP2;SNX7;SLC38A2;JAG1;TIPARP;CSNK1A1;CAV2;TPBG;FZD6;HMGA2;ELL2;NET1;SQLE;KLF7;STK17A;FAT1;SNAI2;CNIH4;ASB1
Human_Gene_Atlas	SuperiorCervicalGanglion	120/602	3.932366e-01	9.999941e-01	0	0	1.033060e+00	9.641998e-01	FAM13C;ITSN1;UBE2D1;PRDM1;FRY;CDH8;CCDC102B;FGF5;SMCHD1;HMGN5;RPS6KA5;NEK1;DUS4L;SLC15A1;RALGAPA1;ANGEL2;SLC11A2;HUS1;RFX3;PRKCA;ZBTB33;SYTL5;RC3H2;TANC2;RUNX1;KIAA1217;ATXN2L;RINT1;MTAP;ZW10;ASF1A;PCDH10;PDS5A;BRIP1;ARSJ;DPH5;TASP1;ZNF304;HIST1H3E;PLK4;SRPK2;MGEA5;GLYATL2;UBE2B;CEP350;KLHL28;ZBTB10;DCLK2;BRAF;QKI;TMEM117;DMXL2;NMT2;NF2;DHX29;ZNF253;PHF2;DOCK5;ECM2;THRA;ITGB3;PTEN;GRIK2;OSBPL10;HEPH;ZMYM5;SNAPC3;DBT;ME1;PDE4B;TLK1;UTY;ADAMTS6;RALGPS2;PCDHGA8;ZFR;TACR1;NRG2;ZFX;LRRC41;RAB33B;IQCK;MMP16;NAV3;TFDP3;IL1RAPL2;RARB;ACSBG1;RBMS3;ZNF197;RNF6;TROVE2;LRP6;SRPX2;DMD;APBB2;CD58;PDLIM5;ZNF286A;USP24;ATF7IP;ZNF460;ANGPT1;KIDINS220;PLCL2;SCD5;LAMB4;SAMD4A;PDE4DIP;SORBS2;PTPN12;FMO4;PEX12;KLHL9;SLC4A7;TTC6;MFAP3;ZNF614;TLL1;KRAS
Human_Gene_Atlas	GlobusPallidus	12/59	4.821575e-01	9.999941e-01	0	0	1.058570e+00	7.722102e-01	ZNF441;PURB;TJP1;SLITRK2;COL24A1;APC;CENPJ;ZNF436;ARSF;LARP4;BTBD8;GPR158
Human_Gene_Atlas	SubthalamicNucleus	15/77	5.417995e-01	9.999941e-01	0	0	1.002920e+00	6.146489e-01	NLGN1;KCNH5;MBNL2;WDR72;ADARB1;SORBS1;PURB;MAPK10;OR4F15;ZMYM5;DBT;ENC1;PLCB1;CALM1;MAP2K5
Human_Gene_Atlas	TrigeminalGanglion	37/196	6.071985e-01	9.999941e-01	0	0	9.643029e-01	4.810902e-01	ITSN2;ZCCHC8;RNASEL;CTBP2;ROCK1;PLAG1;AKAP8L;MYNN;COL19A1;AMOT;CDH6;FGF5;EPB41L4A;AKAP11;HEPH;ZC3H7B;OTUD6B;APBB2;RAB2A;UTP15;PCDHGA8;PTPN1;IL31RA;RFX3;EIF2AK2;FNDC3A;PPP2R3A;SCAMP1;RUNX1;PHF20L1;ADAM19;CDK4;MARS;OGT;FREM2;ZNF674;ASB1
Human_Gene_Atlas	CingulateCortex	6/33	6.413799e-01	9.999941e-01	0	0	9.210685e-01	4.090772e-01	TCF7L2;EPHA4;TRPC4;TRPS1;TMEM62;PAK3
Human_Gene_Atlas	Thyroid	73/388	6.427067e-01	9.999941e-01	0	0	9.599171e-01	4.243475e-01	ITSN2;ZNF512B;ATF2;MCFD2;TPMT;IRS1;CRYBG3;CITED2;C11ORF71;FAM13A;WWC2;BHLHE41;SMC5;ZFYVE1;FGFRL1;LRRC2;NR3C2;SLK;CA3;GATAD1;KDR;SH3BGRL2;PLS3;POLI;APPL1;ACVR1;VPS13D;DIO2;KCNAB1;ZHX1;CLIP1;USP40;NUPR1;EPHA3;ASAH1;TM2D2;SLC35D2;TWF1;LTBP3;ATP1A1;TOB2;NT5C2;MBIP;TASP1;HES1;AGA;PATZ1;PPARGC1A;SNX5;MAP4K3;PAIP1;TRIM45;TMEM184C;RBPMS;NDUFA5;CAV2;WWP1;LAYN;SORBS2;MARCH7;KTN1;RAB11B;UST;KLF9;ID1;CHMP2B;ID4;ID3;PKN2;SLC26A4;EBAG9;ITM2B;BMPR1A
Human_Gene_Atlas	Trachea	13/72	6.628780e-01	9.999941e-01	0	0	9.130929e-01	3.754312e-01	SLC12A2;PRR4;CHST9;EHF;APIP;HS3ST1;ARHGAP10;DHRS9;C6ORF58;TCN1;ZNF687;PAK3;LTF
Human_Gene_Atlas	Fetallung	7/41	7.093967e-01	9.999941e-01	0	0	8.531913e-01	2.929350e-01	MOXD1;PDGFRA;CALCRL;CEBPD;LEPR;COL21A1;RGS8
Human_Gene_Atlas	Hypothalamus	17/97	7.217003e-01	9.999941e-01	0	0	8.803650e-01	2.871269e-01	DIRAS3;MTMR2;DTNA;ENDOD1;RBM4B;SUPT7L;DNM3;TTLL7;ZFYVE16;INPP5F;CRYZL1;DNER;IL17D;SCG2;SLC25A14;MAP4K4;ASB1
Human_Gene_Atlas	Prostate	45/249	7.315520e-01	9.999941e-01	0	0	9.134144e-01	2.855214e-01	FOXA1;PYGB;MAST4;CAB39L;PAK1IP1;AMD1;NEDD4L;ZBTB20;CROT;ATP2C1;IGF1R;SOCS2;EFNB2;HEBP2;RDH11;CALD1;TP53TG1;LAMP2;POGZ;DBT;PACSIN2;FLNA;PMEPA1;HES1;SOX9;PDLIM5;KIAA0319L;CGNL1;TRIM45;CDK19;NAALADL2;TIRAP;KTN1;NFIB;DMXL1;ID1;RCAN3;MSRB2;SMS;HIST1H2BH;DEGS1;USP40;PRKD1;HIST1H2BG;SERINC5
Human_Gene_Atlas	CD8+ Tcells	110/602	7.824149e-01	9.999941e-01	0	0	9.246757e-01	2.268878e-01	ATF2;CCNT2;TMEM41B;WIPF1;ZNF292;ZFAND6;GIMAP2;CBLB;GIMAP6;SMCHD1;TRIM27;LGALS8;GBP5;ZNF18;MBNL1;SLC38A1;ANGEL2;ATP11B;EML4;TNIK;HIST1H2BG;LINS1;ZNF430;L3MBTL3;TXK;YTHDC2;MYCBP2;TRANK1;ZC3HAV1;UBR1;PIK3R1;ARHGAP12;INPP5B;ATXN7;DPH5;NPHP3;ZNF546;PLCG1;ST3GAL1;ZBED5;STAT5B;MGEA5;TIA1;ATP8B2;BTN2A1;FBXO38;SYNRG;PHF11;PARP14;BTBD8;CLK1;DNMBP;FUBP1;NMT2;SP140L;DCP1A;RCOR3;IL7R;ZNF136;LRCH3;OGT;CDC42SE2;KDM5A;DYRK2;ZNF44;SYNE2;SYNE1;NIPBL;PPP3CC;CASP4;KDM6A;SHPRH;KLF12;ITGA4;BTN3A1;MSL3;BTN3A3;ZNF75D;BTN3A2;PPP2R5C;PARP8;ARL4C;SFPQ;NCOR1;PIK3CA;BDP1;ZNF195;ADD3;MALT1;ZBTB40;ATAD2B;ABLIM1;TAF1D;HSF2;LEPROTL1;RICTOR;FYN;AGA;REPS1;TTC14;USP24;ATF7IP;ERAP2;FBXL17;WWP1;RSRC2;NELL2;STK17A;ZNF217;NAA16
Human_Gene_Atlas	CD33+ Myeloid	124/679	7.973797e-01	9.999941e-01	0	0	9.237368e-01	2.091565e-01	ITSN2;ZFAND5;JMJD1C;IRS2;FRY;HNMT;RGS2;AP1S2;TRIM27;CCNL1;LGALS8;MEF2A;TLE4;CAST;CSGALNACT2;HUS1;RC3H1;RUNX1;RAB32;SLFN12;FEZ2;PHIP;WDFY3;KCTD12;WDFY2;ATF6;STAM2;SKAP2;ZCCHC6;C9ORF72;VCPIP1;STK38L;ST3GAL6;MAP2K6;IVNS1ABP;JUN;TOR1A;TIPARP;CEP350;MYO5A;IFI44;HSPBAP1;ARHGAP26;QKI;EIF1;FOSL2;MED13L;MARCH1;EIF5;BCL6;TBXAS1;DMXL2;GRB2;FBXL5;MYD88;PICALM;DOCK5;CITED2;MTMR14;TNFAIP3;CHD1;OSBPL10;AKAP13;NIPBL;GLIPR1;AKAP10;SPIN1;PHACTR2;PGM2;SCYL2;KLF10;KDM6B;NCOA2;RIPK2;TSC22D2;TTC31;NBPF10;DDX52;DUSP6;PHF20L1;PLSCR1;VCAN;DPYD;CDC42EP3;PELI1;RBMS1;TLR6;TKT;PLCB1;SGK1;TLR4;CD44;GAS7;DNASE1L1;CREB5;PPP1R15A;PTGER4;CEBPD;CEBPG;IGHMBP2;SSFA2;RNF135;BCLAF1;RBM15B;RNF139;SERTAD2;PLAGL2;VPS54;LRRC8D;BNIP2;ZSWIM6;METTL9;PAK2;CMTM7;SORT1;CARD8;GALNT1;CARD6;HIPK1;KLF7;KLF6;TAOK1;YPEL5;MEGF9
