"regulation","mean_YAF","mean_GFP","median_YAF","median_GFP","mean_log2FC_binding","median_log2FC_binding","sd_log2FC_binding","mean_log2FC_expr","median_log2FC_expr","sd_log2FC_expr","n"
"Downregulated",19.4750305996409,14.5477700270922,17.7270900495028,12.0236479310809,0.545919222874583,0.502216834805089,0.632054210377714,-1.94875436530737,-1.64308672992406,0.985751606651318,459
"Upregulated",24.8129649941645,28.5791718347321,22.565530067188,22.2554355884881,-0.0711271236050549,-0.125022252384482,0.598572356166773,2.31496488622993,1.83747601082313,1.36743251813447,227
